,county_name,date,total_doses
2403,Lassen,2/3/2021,99
2404,Los Angeles,2/3/2021,51517
2405,Madera,2/3/2021,582
2406,Marin,2/3/2021,1572
2407,Mariposa,2/3/2021,15
2408,Mendocino,2/3/2021,384
2409,Merced,2/3/2021,357
2410,Modoc,2/3/2021,18
2411,Mono,2/3/2021,4
2412,Monterey,2/3/2021,2326
2413,Napa,2/3/2021,726
2414,Nevada,2/3/2021,806
2415,Orange,2/3/2021,16666
2416,Outside California,2/3/2021,8719
2417,Placer,2/3/2021,2883
2418,Plumas,2/3/2021,127
2419,Riverside,2/3/2021,12041
2420,Sacramento,2/3/2021,6878
2421,San Benito,2/3/2021,328
2422,San Bernardino,2/3/2021,8903
2423,San Diego,2/3/2021,25669
2424,San Francisco,2/3/2021,5035
2425,San Joaquin,2/3/2021,3000
2426,San Luis Obispo,2/3/2021,1699
2427,San Mateo,2/3/2021,4849
2428,Santa Barbara,2/3/2021,1946
2429,Santa Clara,2/3/2021,9091
2430,Santa Cruz,2/3/2021,2184
2431,Shasta,2/3/2021,649
2432,Sierra,2/3/2021,6
2433,Siskiyou,2/3/2021,311
2434,Solano,2/3/2021,2183
2435,Sonoma,2/3/2021,3900
2436,Stanislaus,2/3/2021,2453
2437,Sutter,2/3/2021,443
2438,Tehama,2/3/2021,353
2439,Trinity,2/3/2021,6
2440,Tulare,2/3/2021,602
2441,Tuolumne,2/3/2021,236
2442,Unknown,2/3/2021,55
2443,Ventura,2/3/2021,4446
2444,Yolo,2/3/2021,1513
2445,Yuba,2/3/2021,225
2446,Alameda,2/2/2021,7358
2447,Amador,2/2/2021,214
2448,Butte,2/2/2021,1928
2449,Calaveras,2/2/2021,110
2450,Colusa,2/2/2021,42
2451,Contra Costa,2/2/2021,7702
2452,Del Norte,2/2/2021,142
2453,El Dorado,2/2/2021,807
2454,Fresno,2/2/2021,2684
2455,Glenn,2/2/2021,27
2456,Humboldt,2/2/2021,399
2457,Imperial,2/2/2021,683
2458,Inyo,2/2/2021,129
2459,Kern,2/2/2021,2881
2460,Kings,2/2/2021,206
2461,Lake,2/2/2021,525
2462,Lassen,2/2/2021,175
2463,Los Angeles,2/2/2021,43594
2464,Madera,2/2/2021,245
2465,Marin,2/2/2021,1310
2466,Mariposa,2/2/2021,8
2467,Mendocino,2/2/2021,680
2468,Merced,2/2/2021,301
2469,Modoc,2/2/2021,170
2470,Mono,2/2/2021,5
2471,Monterey,2/2/2021,2139
2472,Napa,2/2/2021,571
2473,Nevada,2/2/2021,512
2474,Orange,2/2/2021,15235
2475,Outside California,2/2/2021,8125
2476,Placer,2/2/2021,2340
2477,Plumas,2/2/2021,20
2478,Riverside,2/2/2021,9357
2479,Sacramento,2/2/2021,6743
2480,San Benito,2/2/2021,222
2481,San Bernardino,2/2/2021,10230
2482,San Diego,2/2/2021,21768
2483,San Francisco,2/2/2021,4616
2484,San Joaquin,2/2/2021,2547
2485,San Luis Obispo,2/2/2021,1890
2486,San Mateo,2/2/2021,3125
2487,Santa Barbara,2/2/2021,1806
2488,Santa Clara,2/2/2021,7939
2489,Santa Cruz,2/2/2021,1006
2490,Shasta,2/2/2021,601
2491,Sierra,2/2/2021,58
2492,Siskiyou,2/2/2021,285
2493,Solano,2/2/2021,2480
2494,Sonoma,2/2/2021,3396
2495,Stanislaus,2/2/2021,1232
2496,Sutter,2/2/2021,240
2497,Tehama,2/2/2021,310
2498,Trinity,2/2/2021,10
2499,Tulare,2/2/2021,668
2500,Tuolumne,2/2/2021,647
2501,Unknown,2/2/2021,77
2502,Ventura,2/2/2021,4368
2503,Yolo,2/2/2021,1317
2504,Yuba,2/2/2021,121
2505,Alameda,2/1/2021,5862
2506,Alpine,2/1/2021,23
2507,Amador,2/1/2021,61
2508,Butte,2/1/2021,1733
2509,Calaveras,2/1/2021,53
2510,Colusa,2/1/2021,27
2511,Contra Costa,2/1/2021,5465
2512,Del Norte,2/1/2021,40
2513,El Dorado,2/1/2021,781
2514,Fresno,2/1/2021,3298
2515,Glenn,2/1/2021,29
2516,Humboldt,2/1/2021,303
2517,Imperial,2/1/2021,440
2518,Inyo,2/1/2021,12
2519,Kern,2/1/2021,2399
2520,Kings,2/1/2021,198
2521,Lake,2/1/2021,162
2522,Lassen,2/1/2021,61
2523,Los Angeles,2/1/2021,37288
2524,Madera,2/1/2021,259
2525,Marin,2/1/2021,1053
2526,Mariposa,2/1/2021,56
2527,Mendocino,2/1/2021,364
2528,Merced,2/1/2021,368
2529,Modoc,2/1/2021,24
2530,Mono,2/1/2021,29
2531,Monterey,2/1/2021,1644
2532,Napa,2/1/2021,310
2533,Nevada,2/1/2021,290
2534,Orange,2/1/2021,13837
2535,Outside California,2/1/2021,6611
2536,Placer,2/1/2021,2045
2537,Plumas,2/1/2021,15
2538,Riverside,2/1/2021,10774
2539,Sacramento,2/1/2021,5824
2540,San Benito,2/1/2021,133
2541,San Bernardino,2/1/2021,7403
2542,San Diego,2/1/2021,19529
2543,San Francisco,2/1/2021,3724
2544,San Joaquin,2/1/2021,2469
2545,San Luis Obispo,2/1/2021,1651
2546,San Mateo,2/1/2021,2897
2547,Santa Barbara,2/1/2021,931
2548,Santa Clara,2/1/2021,7741
2549,Santa Cruz,2/1/2021,1227
2550,Shasta,2/1/2021,500
2551,Sierra,2/1/2021,1
2552,Siskiyou,2/1/2021,194
2553,Solano,2/1/2021,1454
2554,Sonoma,2/1/2021,2459
2555,Stanislaus,2/1/2021,1238
2556,Sutter,2/1/2021,161
2557,Tehama,2/1/2021,79
2558,Trinity,2/1/2021,2
2559,Tulare,2/1/2021,1164
2560,Tuolumne,2/1/2021,25
2561,Unknown,2/1/2021,40
2562,Ventura,2/1/2021,3909
2563,Yolo,2/1/2021,838
2564,Yuba,2/1/2021,149
2565,Alameda,1/31/2021,2124
2566,Amador,1/31/2021,32
2567,Butte,1/31/2021,15
2568,Calaveras,1/31/2021,5
2569,Colusa,1/31/2021,7
2570,Contra Costa,1/31/2021,745
2571,El Dorado,1/31/2021,206
2572,Fresno,1/31/2021,230
2573,Glenn,1/31/2021,1
2574,Humboldt,1/31/2021,307
2575,Imperial,1/31/2021,24
2576,Inyo,1/31/2021,32
2577,Kern,1/31/2021,400
2578,Lake,1/31/2021,14
2579,Linn,1/31/2021,1
2580,Los Angeles,1/31/2021,12925
2581,Madera,1/31/2021,9
2582,Marin,1/31/2021,449
2583,Mariposa,1/31/2021,1
2584,Mendocino,1/31/2021,274
2585,Merced,1/31/2021,47
2586,Mono,1/31/2021,242
2587,Monterey,1/31/2021,494
2588,Napa,1/31/2021,649
2589,Nevada,1/31/2021,100
2590,Orange,1/31/2021,13745
2591,Outside California,1/31/2021,4175
2592,Placer,1/31/2021,778
2593,Plumas,1/31/2021,3
2594,Riverside,1/31/2021,5181
2595,Sacramento,1/31/2021,2221
2596,San Benito,1/31/2021,22
2597,San Bernardino,1/31/2021,925
2598,San Diego,1/31/2021,13557
2599,San Francisco,1/31/2021,2381
2600,San Joaquin,1/31/2021,1546
2601,San Luis Obispo,1/31/2021,30
2602,San Mateo,1/31/2021,1899
2603,Santa Barbara,1/31/2021,1460
2604,Santa Clara,1/31/2021,2554
2605,Santa Cruz,1/31/2021,227
2606,Shasta,1/31/2021,29
2607,Solano,1/31/2021,474
2608,Sonoma,1/31/2021,769
2609,Stanislaus,1/31/2021,363
2610,Sutter,1/31/2021,27
2611,Tehama,1/31/2021,1
2612,Trinity,1/31/2021,1
2613,Tulare,1/31/2021,50
2614,Tuolumne,1/31/2021,8
2615,Unknown,1/31/2021,22
2616,Ventura,1/31/2021,827
2617,Yolo,1/31/2021,250
2618,Yuba,1/31/2021,17
2619,Alameda,1/30/2021,3229
2620,Amador,1/30/2021,165
2621,Butte,1/30/2021,32
2622,Calaveras,1/30/2021,26
2623,Colusa,1/30/2021,27
2624,Contra Costa,1/30/2021,2027
2625,Del Norte,1/30/2021,8
2626,El Dorado,1/30/2021,605
2627,Fresno,1/30/2021,1386
2628,Glenn,1/30/2021,4
2629,Humboldt,1/30/2021,949
2630,Imperial,1/30/2021,65
2631,Inyo,1/30/2021,11
2632,Kern,1/30/2021,1319
2633,Kings,1/30/2021,1422
2634,Lake,1/30/2021,553
2635,Los Angeles,1/30/2021,29638
2636,Madera,1/30/2021,504
2637,Marin,1/30/2021,1710
2638,Mariposa,1/30/2021,3
2639,Mendocino,1/30/2021,45
2640,Merced,1/30/2021,262
2641,Mono,1/30/2021,201
2642,Monterey,1/30/2021,410
2643,Napa,1/30/2021,785
2644,Nevada,1/30/2021,229
2645,Orange,1/30/2021,12838
2646,Outside California,1/30/2021,4793
2647,Placer,1/30/2021,1709
2648,Plumas,1/30/2021,7
2649,Riverside,1/30/2021,9026
2650,Sacramento,1/30/2021,4470
2651,San Benito,1/30/2021,45
2652,San Bernardino,1/30/2021,3061
2653,San Diego,1/30/2021,15291
2654,San Francisco,1/30/2021,3709
2655,San Joaquin,1/30/2021,2106
2656,San Luis Obispo,1/30/2021,30
2657,San Mateo,1/30/2021,3218
2658,Santa Barbara,1/30/2021,1893
2659,Santa Clara,1/30/2021,3776
2660,Santa Cruz,1/30/2021,1045
2661,Shasta,1/30/2021,613
2662,Sierra,1/30/2021,3
2663,Siskiyou,1/30/2021,3
2664,Solano,1/30/2021,705
2665,Sonoma,1/30/2021,2568
2666,Stanislaus,1/30/2021,283
2667,Sutter,1/30/2021,780
2668,Tehama,1/30/2021,102
2669,Trinity,1/30/2021,13
2670,Tulare,1/30/2021,1670
2671,Tuolumne,1/30/2021,708
2672,Unknown,1/30/2021,12
2673,Ventura,1/30/2021,3014
2674,Yolo,1/30/2021,1515
2675,Yuba,1/30/2021,410
2676,Alameda,1/29/2021,7760
2677,Amador,1/29/2021,93
2678,Butte,1/29/2021,1668
2679,Calaveras,1/29/2021,400
2680,Colusa,1/29/2021,40
2681,Contra Costa,1/29/2021,7363
2682,Del Norte,1/29/2021,49
2683,El Dorado,1/29/2021,922
2684,Fresno,1/29/2021,1683
2685,Glenn,1/29/2021,295
2686,Humboldt,1/29/2021,1121
2687,Imperial,1/29/2021,422
2688,Inyo,1/29/2021,24
2689,Kern,1/29/2021,3737
2690,Kings,1/29/2021,85
2691,Lake,1/29/2021,618
2692,Lassen,1/29/2021,23
2693,Los Angeles,1/29/2021,48426
2694,Madera,1/29/2021,465
2695,Marin,1/29/2021,2172
2696,Mariposa,1/29/2021,57
2697,Mendocino,1/29/2021,387
2698,Merced,1/29/2021,853
2699,Modoc,1/29/2021,3
2700,Monterey,1/29/2021,1216
2701,Napa,1/29/2021,246
2702,Nevada,1/29/2021,590
2703,Orange,1/29/2021,13404
2704,Outside California,1/29/2021,5093
2705,Placer,1/29/2021,1813
2706,Plumas,1/29/2021,7
2707,Riverside,1/29/2021,11799
2708,Sacramento,1/29/2021,5209
2709,San Benito,1/29/2021,284
2710,San Bernardino,1/29/2021,8068
2711,San Diego,1/29/2021,19389
2712,San Francisco,1/29/2021,4668
2713,San Joaquin,1/29/2021,2104
2714,San Luis Obispo,1/29/2021,1722
2715,San Mateo,1/29/2021,2877
2716,Santa Barbara,1/29/2021,1322
2717,Santa Clara,1/29/2021,9386
2718,Santa Cruz,1/29/2021,1724
2719,Shasta,1/29/2021,829
2720,Sierra,1/29/2021,1
2721,Siskiyou,1/29/2021,245
2722,Solano,1/29/2021,1621
2723,Sonoma,1/29/2021,2915
2724,Stanislaus,1/29/2021,2405
2725,Sutter,1/29/2021,397
2726,Tehama,1/29/2021,320
2727,Trinity,1/29/2021,2
2728,Tulare,1/29/2021,1119
2729,Tuolumne,1/29/2021,69
2730,Unknown,1/29/2021,162
2731,Ventura,1/29/2021,4202
2732,Yolo,1/29/2021,849
2733,Yuba,1/29/2021,150
2734,Alameda,1/28/2021,7721
2735,Alpine,1/28/2021,2
2736,Amador,1/28/2021,337
2737,Butte,1/28/2021,2249
2738,Calaveras,1/28/2021,162
2739,Colusa,1/28/2021,78
2740,Contra Costa,1/28/2021,6694
2741,Del Norte,1/28/2021,291
2742,El Dorado,1/28/2021,1056
2743,Fresno,1/28/2021,4384
2744,Glenn,1/28/2021,145
2745,Humboldt,1/28/2021,1439
2746,Imperial,1/28/2021,634
2747,Inyo,1/28/2021,93
2748,Kern,1/28/2021,2822
2749,Kings,1/28/2021,322
2750,Lake,1/28/2021,449
2751,Lassen,1/28/2021,85
2752,Los Angeles,1/28/2021,47790
2753,Madera,1/28/2021,532
2754,Marin,1/28/2021,1989
2755,Mariposa,1/28/2021,119
2756,Mendocino,1/28/2021,544
2757,Merced,1/28/2021,1129
2758,Modoc,1/28/2021,144
2759,Mono,1/28/2021,6
2760,Monterey,1/28/2021,1993
2761,Napa,1/28/2021,370
2762,Nevada,1/28/2021,449
2763,Orange,1/28/2021,12805
2764,Outside California,1/28/2021,5935
2765,Placer,1/28/2021,1754
2766,Plumas,1/28/2021,23
2767,Riverside,1/28/2021,11322
2768,Sacramento,1/28/2021,5195
2769,San Benito,1/28/2021,152
2770,San Bernardino,1/28/2021,8455
2771,San Diego,1/28/2021,20459
2772,San Francisco,1/28/2021,3712
2773,San Joaquin,1/28/2021,1969
2774,San Luis Obispo,1/28/2021,1457
2775,San Mateo,1/28/2021,2757
2776,Santa Barbara,1/28/2021,880
2777,Santa Clara,1/28/2021,9311
2778,Santa Cruz,1/28/2021,1718
2779,Shasta,1/28/2021,841
2780,Sierra,1/28/2021,53
2781,Siskiyou,1/28/2021,228
2782,Solano,1/28/2021,1803
2783,Sonoma,1/28/2021,4044
2784,Stanislaus,1/28/2021,2161
2785,Sutter,1/28/2021,522
2786,Tehama,1/28/2021,334
2787,Trinity,1/28/2021,13
2788,Tulare,1/28/2021,1184
2789,Tuolumne,1/28/2021,27
2790,Unknown,1/28/2021,163
2791,Ventura,1/28/2021,3827
2792,Yolo,1/28/2021,1039
2793,Yuba,1/28/2021,209
2794,Alameda,1/27/2021,6627
2795,Alpine,1/27/2021,1
2796,Amador,1/27/2021,295
2797,Butte,1/27/2021,2070
2798,Calaveras,1/27/2021,132
2799,Colusa,1/27/2021,107
2800,Contra Costa,1/27/2021,8150
2801,Del Norte,1/27/2021,62
2802,El Dorado,1/27/2021,888
2803,Fresno,1/27/2021,2214
2804,Glenn,1/27/2021,188
2805,Humboldt,1/27/2021,1249
2806,Imperial,1/27/2021,575
2807,Inyo,1/27/2021,23
2808,Kern,1/27/2021,3543
2809,Kings,1/27/2021,316
2810,Lake,1/27/2021,339
2811,Lassen,1/27/2021,79
2812,Los Angeles,1/27/2021,47737
2813,Madera,1/27/2021,737
2814,Marin,1/27/2021,1625
2815,Mariposa,1/27/2021,19
2816,Mendocino,1/27/2021,424
2817,Merced,1/27/2021,971
2818,Modoc,1/27/2021,40
2819,Mono,1/27/2021,5
2820,Monterey,1/27/2021,854
2821,Napa,1/27/2021,620
2822,Nevada,1/27/2021,400
2823,Orange,1/27/2021,13270
2824,Outside California,1/27/2021,5748
2825,Placer,1/27/2021,1803
2826,Plumas,1/27/2021,25
2827,Riverside,1/27/2021,10487
2828,Sacramento,1/27/2021,5692
2829,San Benito,1/27/2021,231
2830,San Bernardino,1/27/2021,8199
2831,San Diego,1/27/2021,19767
2832,San Francisco,1/27/2021,4390
2833,San Joaquin,1/27/2021,1682
2834,San Luis Obispo,1/27/2021,1609
2835,San Mateo,1/27/2021,2735
2836,Santa Barbara,1/27/2021,1154
2837,Santa Clara,1/27/2021,8526
2838,Santa Cruz,1/27/2021,1638
2839,Shasta,1/27/2021,457
2840,Sierra,1/27/2021,4
2841,Siskiyou,1/27/2021,181
2842,Solano,1/27/2021,1740
2843,Sonoma,1/27/2021,3574
2844,Stanislaus,1/27/2021,1784
2845,Sutter,1/27/2021,383
2846,Tehama,1/27/2021,299
2847,Trinity,1/27/2021,12
2848,Tulare,1/27/2021,1455
2849,Tuolumne,1/27/2021,59
2850,Unknown,1/27/2021,24
2851,Ventura,1/27/2021,3427
2852,Yolo,1/27/2021,555
2853,Yuba,1/27/2021,180
2854,Alameda,1/26/2021,7187
2855,Amador,1/26/2021,239
2856,Butte,1/26/2021,1453
2857,Calaveras,1/26/2021,47
2858,Colusa,1/26/2021,9
2859,Contra Costa,1/26/2021,7871
2860,Del Norte,1/26/2021,18
2861,El Dorado,1/26/2021,664
2862,Fresno,1/26/2021,1979
2863,Glenn,1/26/2021,29
2864,Humboldt,1/26/2021,513
2865,Imperial,1/26/2021,358
2866,Inyo,1/26/2021,133
2867,Kern,1/26/2021,2726
2868,Kings,1/26/2021,153
2869,Lake,1/26/2021,393
2870,Lassen,1/26/2021,126
2871,Los Angeles,1/26/2021,48534
2872,Madera,1/26/2021,477
2873,Maricopa,1/26/2021,1
2874,Marin,1/26/2021,1490
2875,Mariposa,1/26/2021,32
2876,Mendocino,1/26/2021,153
2877,Merced,1/26/2021,896
2878,Modoc,1/26/2021,66
2879,Mono,1/26/2021,510
2880,Monterey,1/26/2021,915
2881,Napa,1/26/2021,866
2882,Nevada,1/26/2021,393
2883,Orange,1/26/2021,11655
2884,Outside California,1/26/2021,6995
2885,Placer,1/26/2021,1822
2886,Plumas,1/26/2021,60
2887,Riverside,1/26/2021,9044
2888,Sacramento,1/26/2021,4639
2889,San Benito,1/26/2021,135
2890,San Bernardino,1/26/2021,7060
2891,San Diego,1/26/2021,13962
2892,San Francisco,1/26/2021,4606
2893,San Joaquin,1/26/2021,2077
2894,San Luis Obispo,1/26/2021,1998
2895,San Mateo,1/26/2021,4274
2896,Santa Barbara,1/26/2021,2031
2897,Santa Clara,1/26/2021,8139
2898,Santa Cruz,1/26/2021,1669
2899,Shasta,1/26/2021,708
2900,Sierra,1/26/2021,64
2901,Siskiyou,1/26/2021,150
2902,Solano,1/26/2021,1655
2903,Sonoma,1/26/2021,1983
2904,Stanislaus,1/26/2021,1698
2905,Sutter,1/26/2021,237
2906,Tehama,1/26/2021,325
2907,Trinity,1/26/2021,10
2908,Tulare,1/26/2021,1495
2909,Tuolumne,1/26/2021,81
2910,Unknown,1/26/2021,94
2911,Ventura,1/26/2021,3664
2912,Yolo,1/26/2021,807
2913,Yuba,1/26/2021,146
2914,Alameda,1/25/2021,5134
2915,Alpine,1/25/2021,16
2916,Amador,1/25/2021,54
2917,Butte,1/25/2021,648
2918,Calaveras,1/25/2021,85
2919,Colusa,1/25/2021,7
2920,Contra Costa,1/25/2021,6561
2921,Del Norte,1/25/2021,97
2922,El Dorado,1/25/2021,584
2923,Fresno,1/25/2021,2313
2924,Glenn,1/25/2021,27
2925,Humboldt,1/25/2021,296
2926,Imperial,1/25/2021,217
2927,Inyo,1/25/2021,49
2928,Kern,1/25/2021,2369
2929,Kings,1/25/2021,123
2930,Lake,1/25/2021,208
2931,Lassen,1/25/2021,12
2932,Los Angeles,1/25/2021,38074
2933,Madera,1/25/2021,248
2934,Marin,1/25/2021,1108
2935,Mariposa,1/25/2021,4
2936,Mendocino,1/25/2021,186
2937,Merced,1/25/2021,727
2938,Modoc,1/25/2021,12
2939,Mono,1/25/2021,204
2940,Monterey,1/25/2021,778
2941,Napa,1/25/2021,1512
2942,Nevada,1/25/2021,262
2943,Orange,1/25/2021,10268
2944,Outside California,1/25/2021,5127
2945,Placer,1/25/2021,1627
2946,Plumas,1/25/2021,9
2947,Riverside,1/25/2021,7818
2948,Sacramento,1/25/2021,4284
2949,San Benito,1/25/2021,67
2950,San Bernardino,1/25/2021,6808
2951,San Diego,1/25/2021,11705
2952,San Francisco,1/25/2021,4534
2953,San Joaquin,1/25/2021,1902
2954,San Luis Obispo,1/25/2021,2070
2955,San Mateo,1/25/2021,4364
2956,Santa Barbara,1/25/2021,1232
2957,Santa Clara,1/25/2021,8252
2958,Santa Cruz,1/25/2021,1056
2959,Shasta,1/25/2021,752
2960,Siskiyou,1/25/2021,183
2961,Solano,1/25/2021,1565
2962,Sonoma,1/25/2021,2143
2963,Stanislaus,1/25/2021,3093
2964,Sutter,1/25/2021,301
2965,Tehama,1/25/2021,30
2966,Trinity,1/25/2021,14
2967,Tulare,1/25/2021,1276
2968,Tuolumne,1/25/2021,48
2969,Unknown,1/25/2021,23
2970,Ventura,1/25/2021,3107
2971,Yolo,1/25/2021,718
2972,Yuba,1/25/2021,81
2973,Alameda,1/24/2021,2080
2974,Amador,1/24/2021,26
2975,Butte,1/24/2021,7
2976,Calaveras,1/24/2021,15
2977,Contra Costa,1/24/2021,1559
2978,Del Norte,1/24/2021,1
2979,El Dorado,1/24/2021,125
2980,Fresno,1/24/2021,547
2981,Glenn,1/24/2021,1
2982,Humboldt,1/24/2021,221
2983,Imperial,1/24/2021,11
2984,Kern,1/24/2021,161
2985,Kings,1/24/2021,2
2986,Lake,1/24/2021,4
2987,Lassen,1/24/2021,1
2988,Los Angeles,1/24/2021,15627
2989,Madera,1/24/2021,101
2990,Marin,1/24/2021,605
2991,Mendocino,1/24/2021,4
2992,Merced,1/24/2021,33
2993,Monterey,1/24/2021,58
2994,Napa,1/24/2021,275
2995,Nevada,1/24/2021,104
2996,Orange,1/24/2021,9819
2997,Outside California,1/24/2021,1110
2998,Placer,1/24/2021,502
2999,Plumas,1/24/2021,1
3000,Riverside,1/24/2021,3067
3001,Sacramento,1/24/2021,1498
3002,San Benito,1/24/2021,11
3003,San Bernardino,1/24/2021,1187
3004,San Diego,1/24/2021,11222
3005,San Francisco,1/24/2021,2419
3006,San Joaquin,1/24/2021,328
3007,San Luis Obispo,1/24/2021,242
3008,San Mateo,1/24/2021,1558
3009,Santa Barbara,1/24/2021,846
3010,Santa Clara,1/24/2021,2842
3011,Santa Cruz,1/24/2021,113
3012,Shasta,1/24/2021,25
3013,Solano,1/24/2021,371
3014,Sonoma,1/24/2021,756
3015,Stanislaus,1/24/2021,287
3016,Sutter,1/24/2021,16
3017,Tulare,1/24/2021,29
3018,Tuolumne,1/24/2021,523
3019,Unknown,1/24/2021,6
3020,Ventura,1/24/2021,446
3021,Yolo,1/24/2021,201
3022,Yuba,1/24/2021,9
3023,Alameda,1/23/2021,3260
3024,Alpine,1/23/2021,1
3025,Amador,1/23/2021,51
3026,Butte,1/23/2021,123
3027,Calaveras,1/23/2021,23
3028,Colusa,1/23/2021,35
3029,Contra Costa,1/23/2021,2004
3030,Del Norte,1/23/2021,1
3031,El Dorado,1/23/2021,731
3032,Fresno,1/23/2021,3017
3033,Glenn,1/23/2021,13
3034,Humboldt,1/23/2021,583
3035,Imperial,1/23/2021,1048
3036,Inyo,1/23/2021,53
3037,Kern,1/23/2021,1241
3038,Kings,1/23/2021,26
3039,Lake,1/23/2021,121
3040,Lassen,1/23/2021,1
3041,Los Angeles,1/23/2021,33701
3042,Madera,1/23/2021,102
3043,Marin,1/23/2021,1846
3044,Mariposa,1/23/2021,113
3045,Mendocino,1/23/2021,155
3046,Merced,1/23/2021,307
3047,Mono,1/23/2021,598
3048,Monterey,1/23/2021,237
3049,Napa,1/23/2021,394
3050,Nevada,1/23/2021,171
3051,Orange,1/23/2021,13093
3052,Outside California,1/23/2021,2453
3053,Placer,1/23/2021,1185
3054,Plumas,1/23/2021,92
3055,Riverside,1/23/2021,5948
3056,Sacramento,1/23/2021,3708
3057,San Benito,1/23/2021,32
3058,San Bernardino,1/23/2021,3096
3059,San Diego,1/23/2021,14202
3060,San Francisco,1/23/2021,3068
3061,San Joaquin,1/23/2021,890
3062,San Luis Obispo,1/23/2021,309
3063,San Mateo,1/23/2021,2877
3064,Santa Barbara,1/23/2021,1732
3065,Santa Clara,1/23/2021,3771
3066,Santa Cruz,1/23/2021,401
3067,Shasta,1/23/2021,69
3068,Sierra,1/23/2021,2
3069,Siskiyou,1/23/2021,6
3070,Solano,1/23/2021,727
3071,Sonoma,1/23/2021,755
3072,Stanislaus,1/23/2021,341
3073,Sutter,1/23/2021,396
3074,Tehama,1/23/2021,264
3075,Trinity,1/23/2021,3
3076,Tulare,1/23/2021,439
3077,Tuolumne,1/23/2021,664
3078,Unknown,1/23/2021,13
3079,Ventura,1/23/2021,1181
3080,Yolo,1/23/2021,610
3081,Yuba,1/23/2021,201
3082,Alameda,1/22/2021,6896
3083,Alpine,1/22/2021,31
3084,Amador,1/22/2021,133
3085,Butte,1/22/2021,986
3086,Calaveras,1/22/2021,399
3087,Colusa,1/22/2021,39
3088,Contra Costa,1/22/2021,6319
3089,Del Norte,1/22/2021,19
3090,El Dorado,1/22/2021,1088
3091,Fresno,1/22/2021,3287
3092,Glenn,1/22/2021,337
3093,Humboldt,1/22/2021,676
3094,Imperial,1/22/2021,467
3095,Inyo,1/22/2021,62
3096,Kern,1/22/2021,2687
3097,Kings,1/22/2021,122
3098,Lake,1/22/2021,308
3099,Lassen,1/22/2021,32
3100,Los Angeles,1/22/2021,47378
3101,Madera,1/22/2021,253
3102,Marin,1/22/2021,1680
3103,Mariposa,1/22/2021,49
3104,Mendocino,1/22/2021,147
3105,Merced,1/22/2021,1298
3106,Modoc,1/22/2021,2
3107,Mono,1/22/2021,4
3108,Monterey,1/22/2021,1011
3109,Napa,1/22/2021,1495
3110,Nevada,1/22/2021,339
3111,Orange,1/22/2021,13475
3112,Outside California,1/22/2021,4944
3113,Placer,1/22/2021,2264
3114,Plumas,1/22/2021,3
3115,Riverside,1/22/2021,8592
3116,Sacramento,1/22/2021,4920
3117,San Benito,1/22/2021,229
3118,San Bernardino,1/22/2021,6475
3119,San Diego,1/22/2021,17465
3120,San Francisco,1/22/2021,3133
3121,San Joaquin,1/22/2021,1861
3122,San Luis Obispo,1/22/2021,1514
3123,San Mateo,1/22/2021,2831
3124,Santa Barbara,1/22/2021,2991
3125,Santa Clara,1/22/2021,8634
3126,Santa Cruz,1/22/2021,1795
3127,Shasta,1/22/2021,445
3128,Sierra,1/22/2021,1
3129,Siskiyou,1/22/2021,1331
3130,Solano,1/22/2021,1609
3131,Sonoma,1/22/2021,2695
3132,Stanislaus,1/22/2021,1056
3133,Sutter,1/22/2021,265
3134,Tehama,1/22/2021,215
3135,Trinity,1/22/2021,4
3136,Tulare,1/22/2021,1048
3137,Tuolumne,1/22/2021,165
3138,Unknown,1/22/2021,47
3139,Ventura,1/22/2021,3586
3140,Yolo,1/22/2021,742
3141,Yuba,1/22/2021,102
3142,Alameda,1/21/2021,7606
3143,Alpine,1/21/2021,1
3144,Amador,1/21/2021,251
3145,Butte,1/21/2021,1472
3146,Calaveras,1/21/2021,458
3147,Colusa,1/21/2021,57
3148,Contra Costa,1/21/2021,6911
3149,Del Norte,1/21/2021,43
3150,El Dorado,1/21/2021,1135
3151,Fresno,1/21/2021,4313
3152,Glenn,1/21/2021,123
3153,Humboldt,1/21/2021,957
3154,Imperial,1/21/2021,416
3155,Inyo,1/21/2021,120
3156,Kern,1/21/2021,2144
3157,Kings,1/21/2021,185
3158,Lake,1/21/2021,303
3159,Lassen,1/21/2021,145
3160,Los Angeles,1/21/2021,48148
3161,Madera,1/21/2021,229
3162,Marin,1/21/2021,1677
3163,Mariposa,1/21/2021,56
3164,Mendocino,1/21/2021,524
3165,Merced,1/21/2021,1007
3166,Modoc,1/21/2021,158
3167,Mono,1/21/2021,3
3168,Monterey,1/21/2021,834
3169,Napa,1/21/2021,1329
3170,Nevada,1/21/2021,334
3171,Orange,1/21/2021,10739
3172,Outside California,1/21/2021,4365
3173,Placer,1/21/2021,2517
3174,Plumas,1/21/2021,112
3175,Riverside,1/21/2021,8115
3176,Sacramento,1/21/2021,5101
3177,San Benito,1/21/2021,123
3178,San Bernardino,1/21/2021,5973
3179,San Diego,1/21/2021,17333
3180,San Francisco,1/21/2021,3257
3181,San Joaquin,1/21/2021,1868
3182,San Luis Obispo,1/21/2021,1567
3183,San Mateo,1/21/2021,2786
3184,Santa Barbara,1/21/2021,3077
3185,Santa Clara,1/21/2021,8420
3186,Santa Cruz,1/21/2021,1695
