,county_name,date,total_doses
4770,Mariposa,12/23/2020,11
4771,Mendocino,12/23/2020,271
4772,Merced,12/23/2020,250
4773,Modoc,12/23/2020,4
4774,Mono,12/23/2020,70
4775,Monterey,12/23/2020,433
4776,Napa,12/23/2020,397
4777,Nevada,12/23/2020,234
4778,Orange,12/23/2020,3496
4779,Outside California,12/23/2020,1616
4780,Placer,12/23/2020,739
4781,Plumas,12/23/2020,50
4782,Riverside,12/23/2020,2114
4783,Sacramento,12/23/2020,2236
4784,San Benito,12/23/2020,48
4785,San Bernardino,12/23/2020,2643
4786,San Diego,12/23/2020,3186
4787,San Francisco,12/23/2020,1305
4788,San Joaquin,12/23/2020,943
4789,San Luis Obispo,12/23/2020,682
4790,San Mateo,12/23/2020,1532
4791,Santa Barbara,12/23/2020,320
4792,Santa Clara,12/23/2020,3195
4793,Santa Cruz,12/23/2020,370
4794,Shasta,12/23/2020,174
4795,Sierra,12/23/2020,4
4796,Siskiyou,12/23/2020,142
4797,Solano,12/23/2020,847
4798,Sonoma,12/23/2020,1601
4799,Stanislaus,12/23/2020,449
4800,Sutter,12/23/2020,114
4801,Tehama,12/23/2020,48
4802,Trinity,12/23/2020,5
4803,Tulare,12/23/2020,328
4804,Tuolumne,12/23/2020,184
4805,Ventura,12/23/2020,1024
4806,Yolo,12/23/2020,431
4807,Yuba,12/23/2020,64
4808,Alameda,12/22/2020,2070
4809,Amador,12/22/2020,36
4810,Butte,12/22/2020,618
4811,Calaveras,12/22/2020,81
4812,Colusa,12/22/2020,10
4813,Contra Costa,12/22/2020,1664
4814,Del Norte,12/22/2020,46
4815,El Dorado,12/22/2020,238
4816,Fresno,12/22/2020,903
4817,Glenn,12/22/2020,59
4818,Humboldt,12/22/2020,286
4819,Imperial,12/22/2020,241
4820,Inyo,12/22/2020,104
4821,Kern,12/22/2020,530
4822,Kings,12/22/2020,142
4823,Lake,12/22/2020,63
4824,Lassen,12/22/2020,23
4825,Los Angeles,12/22/2020,11471
4826,Madera,12/22/2020,95
4827,Marin,12/22/2020,515
4828,Mariposa,12/22/2020,2
4829,Mendocino,12/22/2020,248
4830,Merced,12/22/2020,155
4831,Modoc,12/22/2020,14
4832,Mono,12/22/2020,67
4833,Monterey,12/22/2020,534
4834,Napa,12/22/2020,278
4835,Nevada,12/22/2020,91
4836,Orange,12/22/2020,3916
4837,Outside California,12/22/2020,2189
4838,Placer,12/22/2020,676
4839,Plumas,12/22/2020,92
4840,Riverside,12/22/2020,2242
4841,Sacramento,12/22/2020,2092
4842,San Benito,12/22/2020,59
4843,San Bernardino,12/22/2020,2268
4844,San Diego,12/22/2020,4052
4845,San Francisco,12/22/2020,1398
4846,San Joaquin,12/22/2020,949
4847,San Luis Obispo,12/22/2020,307
4848,San Mateo,12/22/2020,1481
4849,Santa Barbara,12/22/2020,243
4850,Santa Clara,12/22/2020,3055
4851,Santa Cruz,12/22/2020,422
4852,Shasta,12/22/2020,191
4853,Sierra,12/22/2020,12
4854,Siskiyou,12/22/2020,159
4855,Solano,12/22/2020,662
4856,Sonoma,12/22/2020,1363
4857,Stanislaus,12/22/2020,800
4858,Sutter,12/22/2020,174
4859,Tehama,12/22/2020,68
4860,Trinity,12/22/2020,5
4861,Tulare,12/22/2020,469
4862,Tuolumne,12/22/2020,165
4863,Unknown,12/22/2020,2
4864,Ventura,12/22/2020,1102
4865,Yolo,12/22/2020,385
4866,Yuba,12/22/2020,86
4867,Alameda,12/21/2020,1834
4868,Alpine,12/21/2020,2
4869,Amador,12/21/2020,33
4870,Butte,12/21/2020,633
4871,Calaveras,12/21/2020,55
4872,Colusa,12/21/2020,2
4873,Contra Costa,12/21/2020,1655
4874,Del Norte,12/21/2020,23
4875,El Dorado,12/21/2020,304
4876,Fresno,12/21/2020,925
4877,Glenn,12/21/2020,11
4878,Humboldt,12/21/2020,165
4879,Imperial,12/21/2020,186
4880,Inyo,12/21/2020,88
4881,Kern,12/21/2020,671
4882,Kings,12/21/2020,153
4883,Lake,12/21/2020,50
4884,Lassen,12/21/2020,11
4885,Los Angeles,12/21/2020,13637
4886,Madera,12/21/2020,62
4887,Marin,12/21/2020,238
4888,Mariposa,12/21/2020,3
4889,Mendocino,12/21/2020,245
4890,Merced,12/21/2020,129
4891,Modoc,12/21/2020,100
4892,Mono,12/21/2020,23
4893,Monterey,12/21/2020,719
4894,Napa,12/21/2020,234
4895,Nevada,12/21/2020,69
4896,Orange,12/21/2020,4146
4897,Outside California,12/21/2020,2349
4898,Placer,12/21/2020,494
4899,Plumas,12/21/2020,45
4900,Riverside,12/21/2020,2269
4901,Sacramento,12/21/2020,1670
4902,San Benito,12/21/2020,46
4903,San Bernardino,12/21/2020,2449
4904,San Diego,12/21/2020,3511
4905,San Francisco,12/21/2020,1156
4906,San Joaquin,12/21/2020,517
4907,San Luis Obispo,12/21/2020,551
4908,San Mateo,12/21/2020,1136
4909,Santa Barbara,12/21/2020,650
4910,Santa Clara,12/21/2020,2617
4911,Santa Cruz,12/21/2020,427
4912,Shasta,12/21/2020,78
4913,Sierra,12/21/2020,2
4914,Siskiyou,12/21/2020,132
4915,Solano,12/21/2020,568
4916,Sonoma,12/21/2020,909
4917,Stanislaus,12/21/2020,983
4918,Sutter,12/21/2020,101
4919,Tehama,12/21/2020,33
4920,Trinity,12/21/2020,37
4921,Tulare,12/21/2020,423
4922,Tuolumne,12/21/2020,112
4923,Unknown,12/21/2020,41
4924,Ventura,12/21/2020,1465
4925,Yolo,12/21/2020,252
4926,Yuba,12/21/2020,40
4927,Alameda,12/20/2020,1169
4928,Amador,12/20/2020,4
4929,Butte,12/20/2020,10
4930,Calaveras,12/20/2020,2
4931,Contra Costa,12/20/2020,577
4932,El Dorado,12/20/2020,83
4933,Fresno,12/20/2020,254
4934,Glenn,12/20/2020,1
4935,Humboldt,12/20/2020,28
4936,Imperial,12/20/2020,2
4937,Inyo,12/20/2020,59
4938,Kern,12/20/2020,59
4939,Kings,12/20/2020,13
4940,Lake,12/20/2020,6
4941,Lassen,12/20/2020,2
4942,Los Angeles,12/20/2020,4582
4943,Madera,12/20/2020,14
4944,Marin,12/20/2020,163
4945,Mariposa,12/20/2020,2
4946,Mendocino,12/20/2020,7
4947,Merced,12/20/2020,18
4948,Mono,12/20/2020,6
4949,Monterey,12/20/2020,422
4950,Napa,12/20/2020,137
4951,Nevada,12/20/2020,12
4952,Orange,12/20/2020,1930
4953,Outside California,12/20/2020,744
4954,Placer,12/20/2020,231
4955,Riverside,12/20/2020,1076
4956,Sacramento,12/20/2020,631
4957,San Benito,12/20/2020,22
4958,San Bernardino,12/20/2020,1170
4959,San Diego,12/20/2020,1178
4960,San Francisco,12/20/2020,480
4961,San Joaquin,12/20/2020,111
4962,San Luis Obispo,12/20/2020,215
4963,San Mateo,12/20/2020,494
4964,Santa Barbara,12/20/2020,234
4965,Santa Clara,12/20/2020,1855
4966,Santa Cruz,12/20/2020,94
4967,Siskiyou,12/20/2020,1
4968,Solano,12/20/2020,353
4969,Sonoma,12/20/2020,175
4970,Stanislaus,12/20/2020,84
4971,Sutter,12/20/2020,42
4972,Tulare,12/20/2020,167
4973,Tuolumne,12/20/2020,1
4974,Ventura,12/20/2020,430
4975,Yolo,12/20/2020,100
4976,Yuba,12/20/2020,20
4977,Alameda,12/19/2020,1456
4978,Alpine,12/19/2020,2
4979,Amador,12/19/2020,17
4980,Butte,12/19/2020,7
4981,Calaveras,12/19/2020,3
4982,Contra Costa,12/19/2020,1101
4983,El Dorado,12/19/2020,116
4984,Fresno,12/19/2020,158
4985,Glenn,12/19/2020,1
4986,Humboldt,12/19/2020,10
4987,Inyo,12/19/2020,85
4988,Kern,12/19/2020,100
4989,Kings,12/19/2020,11
4990,Lake,12/19/2020,3
4991,Lassen,12/19/2020,5
4992,Los Angeles,12/19/2020,7210
4993,Madera,12/19/2020,6
4994,Marin,12/19/2020,347
4995,Mendocino,12/19/2020,3
4996,Merced,12/19/2020,38
4997,Mono,12/19/2020,5
4998,Monterey,12/19/2020,579
4999,Napa,12/19/2020,141
5000,Nevada,12/19/2020,55
5001,Orange,12/19/2020,2152
5002,Outside California,12/19/2020,1170
5003,Placer,12/19/2020,248
5004,Plumas,12/19/2020,1
5005,Riverside,12/19/2020,1018
5006,Sacramento,12/19/2020,615
5007,San Benito,12/19/2020,48
5008,San Bernardino,12/19/2020,1064
5009,San Diego,12/19/2020,2299
5010,San Francisco,12/19/2020,599
5011,San Joaquin,12/19/2020,184
5012,San Luis Obispo,12/19/2020,164
5013,San Mateo,12/19/2020,520
5014,Santa Barbara,12/19/2020,325
5015,Santa Clara,12/19/2020,2100
5016,Santa Cruz,12/19/2020,176
5017,Shasta,12/19/2020,1
5018,Siskiyou,12/19/2020,3
5019,Solano,12/19/2020,511
5020,Sonoma,12/19/2020,108
5021,Stanislaus,12/19/2020,136
5022,Sutter,12/19/2020,44
5023,Tulare,12/19/2020,327
5024,Tuolumne,12/19/2020,5
5025,Ventura,12/19/2020,912
5026,Yolo,12/19/2020,85
5027,Yuba,12/19/2020,12
5028,Alameda,12/18/2020,1779
5029,Alpine,12/18/2020,2
5030,Amador,12/18/2020,44
5031,Butte,12/18/2020,50
5032,Calaveras,12/18/2020,38
5033,Colusa,12/18/2020,1
5034,Contra Costa,12/18/2020,1588
5035,El Dorado,12/18/2020,233
5036,Fresno,12/18/2020,342
5037,Humboldt,12/18/2020,171
5038,Imperial,12/18/2020,11
5039,Inyo,12/18/2020,1
5040,Kern,12/18/2020,318
5041,Kings,12/18/2020,11
5042,Lake,12/18/2020,50
5043,Lassen,12/18/2020,1
5044,Los Angeles,12/18/2020,14462
5045,Madera,12/18/2020,60
5046,Marin,12/18/2020,371
5047,Mariposa,12/18/2020,5
5048,Mendocino,12/18/2020,86
5049,Merced,12/18/2020,145
5050,Mono,12/18/2020,1
5051,Monterey,12/18/2020,481
5052,Napa,12/18/2020,103
5053,Nevada,12/18/2020,51
5054,Orange,12/18/2020,4912
5055,Outside California,12/18/2020,2651
5056,Placer,12/18/2020,331
5057,Plumas,12/18/2020,4
5058,Riverside,12/18/2020,1718
5059,Sacramento,12/18/2020,969
5060,San Benito,12/18/2020,33
5061,San Bernardino,12/18/2020,3138
5062,San Diego,12/18/2020,3666
5063,San Francisco,12/18/2020,882
5064,San Joaquin,12/18/2020,511
5065,San Luis Obispo,12/18/2020,223
5066,San Mateo,12/18/2020,760
5067,Santa Barbara,12/18/2020,377
5068,Santa Clara,12/18/2020,1691
5069,Santa Cruz,12/18/2020,465
5070,Shasta,12/18/2020,168
5071,Sierra,12/18/2020,1
5072,Siskiyou,12/18/2020,3
5073,Solano,12/18/2020,449
5074,Sonoma,12/18/2020,419
5075,Stanislaus,12/18/2020,338
5076,Sutter,12/18/2020,20
5077,Tehama,12/18/2020,2
5078,Trinity,12/18/2020,2
5079,Tulare,12/18/2020,292
5080,Tuolumne,12/18/2020,98
5081,Unknown,12/18/2020,52
5082,Ventura,12/18/2020,1407
5083,Yolo,12/18/2020,207
5084,Yuba,12/18/2020,8
5085,Alameda,12/17/2020,440
5086,Amador,12/17/2020,5
5087,Butte,12/17/2020,20
5088,Calaveras,12/17/2020,3
5089,Contra Costa,12/17/2020,901
5090,El Dorado,12/17/2020,31
5091,Fresno,12/17/2020,119
5092,Glenn,12/17/2020,1
5093,Humboldt,12/17/2020,114
5094,Imperial,12/17/2020,4
5095,Kern,12/17/2020,164
5096,Kings,12/17/2020,8
5097,Lake,12/17/2020,3
5098,Lassen,12/17/2020,6
5099,Los Angeles,12/17/2020,10232
5100,Madera,12/17/2020,12
5101,Marin,12/17/2020,259
5102,Mariposa,12/17/2020,2
5103,Mendocino,12/17/2020,71
5104,Merced,12/17/2020,6
5105,Monterey,12/17/2020,80
5106,Napa,12/17/2020,44
5107,Nevada,12/17/2020,6
5108,Orange,12/17/2020,3683
5109,Outside California,12/17/2020,1628
5110,Placer,12/17/2020,139
5111,Riverside,12/17/2020,803
5112,Sacramento,12/17/2020,647
5113,San Benito,12/17/2020,9
5114,San Bernardino,12/17/2020,2337
5115,San Diego,12/17/2020,2354
5116,San Francisco,12/17/2020,397
5117,San Joaquin,12/17/2020,309
5118,San Luis Obispo,12/17/2020,196
5119,San Mateo,12/17/2020,177
5120,Santa Barbara,12/17/2020,51
5121,Santa Clara,12/17/2020,450
5122,Santa Cruz,12/17/2020,390
5123,Shasta,12/17/2020,418
5124,Siskiyou,12/17/2020,4
5125,Solano,12/17/2020,151
5126,Sonoma,12/17/2020,102
5127,Stanislaus,12/17/2020,73
5128,Sutter,12/17/2020,2
5129,Tehama,12/17/2020,12
5130,Trinity,12/17/2020,4
5131,Tulare,12/17/2020,109
5132,Tuolumne,12/17/2020,16
5133,Unknown,12/17/2020,37
5134,Ventura,12/17/2020,248
5135,Yolo,12/17/2020,101
5136,Yuba,12/17/2020,4
5137,Alameda,12/16/2020,201
5138,Amador,12/16/2020,2
5139,Butte,12/16/2020,3
5140,Calaveras,12/16/2020,5
5141,Contra Costa,12/16/2020,522
5142,El Dorado,12/16/2020,40
5143,Fresno,12/16/2020,120
5144,Humboldt,12/16/2020,15
5145,Imperial,12/16/2020,1
5146,Kern,12/16/2020,18
5147,Kings,12/16/2020,1
5148,Lassen,12/16/2020,8
5149,Los Angeles,12/16/2020,3356
5150,Madera,12/16/2020,22
5151,Marin,12/16/2020,107
5152,Merced,12/16/2020,3
5153,Modoc,12/16/2020,1
5154,Monterey,12/16/2020,4
5155,Napa,12/16/2020,12
5156,Nevada,12/16/2020,3
5157,Orange,12/16/2020,364
5158,Outside California,12/16/2020,275
5159,Placer,12/16/2020,52
5160,Riverside,12/16/2020,64
5161,Sacramento,12/16/2020,643
5162,San Benito,12/16/2020,2
5163,San Bernardino,12/16/2020,108
5164,San Diego,12/16/2020,1105
5165,San Francisco,12/16/2020,229
5166,San Joaquin,12/16/2020,300
5167,San Luis Obispo,12/16/2020,4
5168,San Mateo,12/16/2020,103
5169,Santa Barbara,12/16/2020,2
5170,Santa Clara,12/16/2020,128
5171,Santa Cruz,12/16/2020,57
5172,Shasta,12/16/2020,131
5173,Siskiyou,12/16/2020,2
5174,Solano,12/16/2020,71
5175,Sonoma,12/16/2020,29
5176,Stanislaus,12/16/2020,38
5177,Sutter,12/16/2020,4
5178,Tehama,12/16/2020,2
5179,Tulare,12/16/2020,3
5180,Tuolumne,12/16/2020,43
5181,Ventura,12/16/2020,70
5182,Yolo,12/16/2020,78
5183,Yuba,12/16/2020,4
5184,Alameda,12/15/2020,35
5185,Contra Costa,12/15/2020,18
5186,El Dorado,12/15/2020,12
5187,Fresno,12/15/2020,1
5188,Humboldt,12/15/2020,2
5189,Kern,12/15/2020,1
5190,Los Angeles,12/15/2020,391
5191,Marin,12/15/2020,2
5192,Orange,12/15/2020,15
5193,Outside California,12/15/2020,7
5194,Placer,12/15/2020,29
5195,Riverside,12/15/2020,4
5196,Sacramento,12/15/2020,312
5197,San Bernardino,12/15/2020,12
5198,San Diego,12/15/2020,125
5199,San Francisco,12/15/2020,8
5200,San Joaquin,12/15/2020,12
5201,San Mateo,12/15/2020,25
5202,Santa Barbara,12/15/2020,2
5203,Santa Clara,12/15/2020,63
5204,Santa Cruz,12/15/2020,2
5205,Solano,12/15/2020,4
5206,Sonoma,12/15/2020,4
5207,Stanislaus,12/15/2020,2
5208,Sutter,12/15/2020,1
5209,Tehama,12/15/2020,1
5210,Ventura,12/15/2020,5
5211,Yolo,12/15/2020,39
