,county,date,icu_covid_confirmed,icu_covid_suspected
17030,Tehama,2021-01-27,1,0
17031,Yolo,2021-01-27,8,0
17032,Santa Cruz,2021-01-27,6,0
17033,Stanislaus,2021-01-27,62,2
17034,Ventura,2021-01-27,91,2
17035,Siskiyou,2021-01-27,0,0
17036,Lassen,2021-01-27,0,0
17037,Mariposa,2021-01-27,0,0
17038,Modoc,2021-01-27,0,0
17039,Kings,2021-01-27,11,0
17040,Orange,2021-01-27,439,3
17041,El Dorado,2021-01-27,6,0
17042,San Mateo,2021-01-27,37,2
17043,Trinity,2021-01-27,0,0
17044,Monterey,2021-01-27,31,0
17045,Mono,2021-01-27,0,0
17046,Tulare,2021-01-27,22,0
17047,Sonoma,2021-01-27,22,0
17048,Nevada,2021-01-27,2,0
17049,Alameda,2021-01-27,104,7
17050,Tuolumne,2021-01-27,2,0
17051,San Bernardino,2021-01-27,284,8
17052,Riverside,2021-01-27,317,12
17053,San Diego,2021-01-27,390,10
17054,Yuba,2021-01-27,11,0
17055,Butte,2021-01-27,7,0
17056,Contra Costa,2021-01-27,53,3
17057,Colusa,2021-01-27,0,0
17058,Amador,2021-01-27,6,0
17059,Merced,2021-01-27,16,0
17060,Los Angeles,2021-01-27,1503,25
17061,Santa Clara,2021-01-27,134,1
17062,Marin,2021-01-27,7,0
17063,San Benito,2021-01-27,5,0
17064,Placer,2021-01-27,27,1
17065,Lake,2021-01-27,5,1
17066,Calaveras,2021-01-27,1,0
17067,Sutter,2021-01-27,0,0
17068,Sacramento,2021-01-27,108,4
17069,San Luis Obispo,2021-01-27,18,0
17070,Mendocino,2021-01-27,3,0
17071,Humboldt,2021-01-27,2,0
17072,Fresno,2021-01-27,81,4
17073,Del Norte,2021-01-27,0,0
17074,Madera,2021-01-27,20,0
17075,Shasta,2021-01-27,2,0
17076,San Francisco,2021-01-27,54,0
17077,Plumas,2021-01-28,0,0
17078,Trinity,2021-01-28,0,0
17079,Merced,2021-01-28,21,0
17080,Santa Clara,2021-01-28,135,0
17081,Shasta,2021-01-28,2,0
17082,Orange,2021-01-28,426,4
17083,Santa Cruz,2021-01-28,6,0
17084,El Dorado,2021-01-28,3,0
17085,San Bernardino,2021-01-28,276,4
17086,Modoc,2021-01-28,0,0
17087,Los Angeles,2021-01-28,1498,29
17088,Mono,2021-01-28,0,0
17089,Mariposa,2021-01-28,0,0
17090,Lake,2021-01-28,4,1
17091,Santa Barbara,2021-01-28,48,2
17092,Fresno,2021-01-28,92,0
17093,Tuolumne,2021-01-28,2,0
17094,Nevada,2021-01-28,2,0
17095,Lassen,2021-01-28,0,0
17096,Solano,2021-01-28,42,0
17097,Mendocino,2021-01-28,3,0
17098,Tehama,2021-01-28,2,0
17099,Napa,2021-01-28,4,0
17100,Imperial,2021-01-28,36,0
17101,Riverside,2021-01-28,290,14
17102,Sonoma,2021-01-28,22,0
17103,San Francisco,2021-01-28,55,0
17104,Butte,2021-01-28,8,0
17105,Alameda,2021-01-28,107,8
17106,Kern,2021-01-28,92,0
17107,San Mateo,2021-01-28,35,0
17108,Marin,2021-01-28,6,0
17109,Calaveras,2021-01-28,1,0
17110,San Diego,2021-01-28,388,9
17111,Colusa,2021-01-28,0,0
17112,Yolo,2021-01-28,8,0
17113,Ventura,2021-01-28,89,3
17114,Inyo,2021-01-28,0,0
17115,Kings,2021-01-28,10,0
17116,San Benito,2021-01-28,5,0
17117,San Joaquin,2021-01-28,73,0
17118,Siskiyou,2021-01-28,0,0
17119,Del Norte,2021-01-28,0,1
17120,Yuba,2021-01-28,12,0
17121,San Luis Obispo,2021-01-28,18,0
17122,Madera,2021-01-28,19,1
17123,Glenn,2021-01-28,0,0
17124,Monterey,2021-01-28,30,0
17125,Stanislaus,2021-01-28,61,0
17126,Sacramento,2021-01-28,111,4
17127,Placer,2021-01-28,23,3
17128,Sutter,2021-01-28,0,0
17129,Amador,2021-01-28,6,0
17130,Tulare,2021-01-28,22,1
17131,Contra Costa,2021-01-28,50,3
17132,Humboldt,2021-01-28,2,0
17133,Calaveras,2021-01-29,1,0
17134,Sonoma,2021-01-29,24,0
17135,Orange,2021-01-29,394,7
17136,Santa Barbara,2021-01-29,41,1
17137,Lake,2021-01-29,3,0
17138,Santa Clara,2021-01-29,133,0
17139,San Diego,2021-01-29,379,8
17140,Solano,2021-01-29,39,1
17141,El Dorado,2021-01-29,3,0
17142,Ventura,2021-01-29,82,2
17143,Amador,2021-01-29,5,0
17144,Trinity,2021-01-29,0,0
17145,San Joaquin,2021-01-29,71,0
17146,Tuolumne,2021-01-29,2,0
17147,Alameda,2021-01-29,106,5
17148,San Benito,2021-01-29,5,0
17149,Sacramento,2021-01-29,107,3
17150,Riverside,2021-01-29,295,12
17151,San Mateo,2021-01-29,28,0
17152,Kern,2021-01-29,77,0
17153,Modoc,2021-01-29,0,0
17154,Tulare,2021-01-29,22,1
17155,Siskiyou,2021-01-29,0,0
17156,Butte,2021-01-29,12,0
17157,Fresno,2021-01-29,72,2
17158,Del Norte,2021-01-29,0,1
17159,Yolo,2021-01-29,10,0
17160,Santa Cruz,2021-01-29,11,0
17161,Yuba,2021-01-29,11,0
17162,Lassen,2021-01-29,0,0
17163,Mariposa,2021-01-29,0,0
17164,San Luis Obispo,2021-01-29,18,0
17165,Plumas,2021-01-29,0,0
17166,Los Angeles,2021-01-29,1479,35
17167,Stanislaus,2021-01-29,60,0
17168,Merced,2021-01-29,19,0
17169,Glenn,2021-01-29,0,0
17170,Sutter,2021-01-29,0,0
17171,Colusa,2021-01-29,0,0
17172,Mendocino,2021-01-29,3,0
17173,San Francisco,2021-01-29,47,0
17174,Monterey,2021-01-29,30,0
17175,Inyo,2021-01-29,0,0
17176,Madera,2021-01-29,17,0
17177,Marin,2021-01-29,7,0
17178,Tehama,2021-01-29,2,0
17179,Nevada,2021-01-29,2,0
17180,Placer,2021-01-29,23,0
17181,Napa,2021-01-29,5,0
17182,Humboldt,2021-01-29,0,0
17183,Kings,2021-01-29,9,0
17184,Imperial,2021-01-29,34,0
17185,Shasta,2021-01-29,2,0
17186,Mono,2021-01-29,0,0
17187,San Bernardino,2021-01-29,277,7
17188,Contra Costa,2021-01-29,49,2
17189,San Luis Obispo,2021-01-30,15,0
17190,San Joaquin,2021-01-30,66,1
17191,Sonoma,2021-01-30,23,0
17192,Yuba,2021-01-30,13,0
17193,Napa,2021-01-30,5,0
17194,Madera,2021-01-30,15,0
17195,Butte,2021-01-30,8,0
17196,Orange,2021-01-30,392,4
17197,Imperial,2021-01-30,30,0
17198,Modoc,2021-01-30,0,0
17199,Alameda,2021-01-30,99,6
17200,Los Angeles,2021-01-30,1461,41
17201,Colusa,2021-01-30,0,0
17202,Amador,2021-01-30,5,0
17203,El Dorado,2021-01-30,3,0
17204,Yolo,2021-01-30,9,0
17205,Monterey,2021-01-30,30,0
17206,Humboldt,2021-01-30,1,3
17207,Inyo,2021-01-30,0,0
17208,Solano,2021-01-30,38,0
17209,Calaveras,2021-01-30,1,0
17210,Plumas,2021-01-30,0,0
17211,Fresno,2021-01-30,75,2
17212,Kern,2021-01-30,79,1
17213,Riverside,2021-01-30,283,9
17214,San Diego,2021-01-30,373,4
17215,Lake,2021-01-30,3,0
17216,Merced,2021-01-30,8,10
17217,San Bernardino,2021-01-30,265,7
17218,Kings,2021-01-30,7,0
17219,Ventura,2021-01-30,87,4
17220,Stanislaus,2021-01-30,66,2
17221,Santa Clara,2021-01-30,128,2
17222,San Francisco,2021-01-30,47,0
17223,Tehama,2021-01-30,2,0
17224,San Benito,2021-01-30,5,0
17225,Mono,2021-01-30,0,0
17226,Mendocino,2021-01-30,2,0
17227,Shasta,2021-01-30,2,0
17228,San Mateo,2021-01-30,35,0
17229,Siskiyou,2021-01-30,0,0
17230,Santa Cruz,2021-01-30,11,0
17231,Santa Barbara,2021-01-30,48,2
17232,Del Norte,2021-01-30,0,0
17233,Tuolumne,2021-01-30,0,0
17234,Sacramento,2021-01-30,104,2
17235,Sutter,2021-01-30,0,0
17236,Placer,2021-01-30,20,0
17237,Lassen,2021-01-30,0,0
17238,Trinity,2021-01-30,0,0
17239,Mariposa,2021-01-30,0,0
17240,Contra Costa,2021-01-30,49,2
17241,Marin,2021-01-30,7,0
17242,Glenn,2021-01-30,0,0
17243,Tulare,2021-01-30,23,1
17244,Nevada,2021-01-30,1,0
17245,Placer,2021-01-31,24,1
17246,Mendocino,2021-01-31,1,0
17247,Stanislaus,2021-01-31,61,1
17248,Solano,2021-01-31,36,0
17249,Mariposa,2021-01-31,0,0
17250,Sonoma,2021-01-31,21,0
17251,Santa Clara,2021-01-31,129,3
17252,Colusa,2021-01-31,0,0
17253,Contra Costa,2021-01-31,37,2
17254,Fresno,2021-01-31,72,1
17255,San Joaquin,2021-01-31,69,1
17256,Butte,2021-01-31,9,0
17257,Madera,2021-01-31,14,2
17258,Imperial,2021-01-31,31,0
17259,Riverside,2021-01-31,268,11
17260,San Francisco,2021-01-31,49,0
17261,Monterey,2021-01-31,28,0
17262,Sutter,2021-01-31,0,0
17263,Del Norte,2021-01-31,0,0
17264,Merced,2021-01-31,19,0
17265,Nevada,2021-01-31,0,2
17266,San Benito,2021-01-31,4,0
17267,Kings,2021-01-31,9,0
17268,Orange,2021-01-31,384,3
17269,Lassen,2021-01-31,0,0
17270,Marin,2021-01-31,6,0
17271,Yuba,2021-01-31,13,0
17272,Trinity,2021-01-31,0,0
17273,Lake,2021-01-31,2,0
17274,Ventura,2021-01-31,90,4
17275,Kern,2021-01-31,75,0
17276,Los Angeles,2021-01-31,1415,36
17277,Tehama,2021-01-31,2,0
17278,San Bernardino,2021-01-31,256,4
17279,Calaveras,2021-01-31,1,0
17280,Santa Cruz,2021-01-31,12,0
17281,Inyo,2021-01-31,1,0
17282,Alameda,2021-01-31,97,5
17283,Napa,2021-01-31,4,0
17284,Tuolumne,2021-01-31,2,0
17285,Shasta,2021-01-31,1,0
17286,Mono,2021-01-31,0,0
17287,Glenn,2021-01-31,0,0
17288,Humboldt,2021-01-31,2,1
17289,Santa Barbara,2021-01-31,47,2
17290,Amador,2021-01-31,5,0
17291,Plumas,2021-01-31,0,0
17292,El Dorado,2021-01-31,3,0
17293,Modoc,2021-01-31,0,0
17294,San Luis Obispo,2021-01-31,14,0
17295,Tulare,2021-01-31,24,1
17296,Yolo,2021-01-31,8,0
17297,Siskiyou,2021-01-31,0,0
17298,Sacramento,2021-01-31,102,4
17299,San Mateo,2021-01-31,31,0
17300,San Diego,2021-01-31,379,8
17301,Mariposa,2021-02-01,0,0
17302,San Joaquin,2021-02-01,70,1
17303,Napa,2021-02-01,3,0
17304,Madera,2021-02-01,14,0
17305,Santa Barbara,2021-02-01,48,3
17306,Amador,2021-02-01,4,0
17307,Mendocino,2021-02-01,1,0
17308,Sutter,2021-02-01,0,0
17309,Yolo,2021-02-01,7,0
17310,San Bernardino,2021-02-01,258,7
17311,Marin,2021-02-01,6,0
17312,Sacramento,2021-02-01,93,6
17313,Trinity,2021-02-01,0,0
17314,Kings,2021-02-01,10,0
17315,Humboldt,2021-02-01,3,1
17316,Sonoma,2021-02-01,21,0
17317,Kern,2021-02-01,75,0
17318,San Francisco,2021-02-01,48,0
17319,Glenn,2021-02-01,0,0
17320,Siskiyou,2021-02-01,0,0
17321,Plumas,2021-02-01,0,0
17322,Modoc,2021-02-01,0,0
17323,Shasta,2021-02-01,1,0
17324,Nevada,2021-02-01,2,0
17325,Tulare,2021-02-01,22,2
17326,El Dorado,2021-02-01,3,0
17327,Lake,2021-02-01,3,0
17328,Inyo,2021-02-01,0,0
17329,Alameda,2021-02-01,100,3
17330,Lassen,2021-02-01,0,0
17331,Imperial,2021-02-01,30,0
17332,Tehama,2021-02-01,2,0
17333,Merced,2021-02-01,18,0
17334,Santa Clara,2021-02-01,130,4
17335,San Diego,2021-02-01,373,13
17336,Fresno,2021-02-01,96,0
17337,Santa Cruz,2021-02-01,8,0
17338,Riverside,2021-02-01,254,9
17339,Mono,2021-02-01,0,0
17340,Monterey,2021-02-01,27,0
17341,Tuolumne,2021-02-01,0,0
17342,Orange,2021-02-01,370,1
17343,San Benito,2021-02-01,3,0
17344,Solano,2021-02-01,40,0
17345,Colusa,2021-02-01,0,0
17346,San Luis Obispo,2021-02-01,11,1
17347,Butte,2021-02-01,8,0
17348,Los Angeles,2021-02-01,1371,38
17349,Calaveras,2021-02-01,2,0
17350,Ventura,2021-02-01,88,2
17351,San Mateo,2021-02-01,32,0
17352,Placer,2021-02-01,26,3
17353,Contra Costa,2021-02-01,45,2
17354,Del Norte,2021-02-01,0,0
17355,Stanislaus,2021-02-01,60,1
17356,Yuba,2021-02-01,11,0
17357,Solano,2021-02-02,36,3
17358,Riverside,2021-02-02,256,12
17359,Tulare,2021-02-02,23,2
17360,Del Norte,2021-02-02,0,0
17361,Santa Barbara,2021-02-02,47,2
17362,Mendocino,2021-02-02,1,0
17363,Imperial,2021-02-02,27,0
17364,Colusa,2021-02-02,0,0
17365,Tuolumne,2021-02-02,0,0
17366,Sutter,2021-02-02,0,0
17367,Humboldt,2021-02-02,4,0
17368,Shasta,2021-02-02,1,0
17369,Alameda,2021-02-02,100,3
17370,San Luis Obispo,2021-02-02,10,0
17371,Contra Costa,2021-02-02,45,2
17372,Santa Clara,2021-02-02,127,3
17373,Nevada,2021-02-02,1,0
17374,Sacramento,2021-02-02,84,5
17375,San Benito,2021-02-02,3,0
17376,San Mateo,2021-02-02,31,0
17377,Stanislaus,2021-02-02,63,2
17378,San Diego,2021-02-02,358,6
17379,San Bernardino,2021-02-02,252,8
17380,Santa Cruz,2021-02-02,10,0
17381,Modoc,2021-02-02,0,0
17382,Orange,2021-02-02,363,5
17383,Napa,2021-02-02,3,0
17384,Fresno,2021-02-02,64,1
17385,Siskiyou,2021-02-02,0,0
17386,Kern,2021-02-02,67,0
17387,Marin,2021-02-02,5,1
17388,Inyo,2021-02-02,0,0
17389,San Francisco,2021-02-02,44,1
17390,Mariposa,2021-02-02,0,0
17391,Amador,2021-02-02,5,0
17392,San Joaquin,2021-02-02,65,1
17393,Madera,2021-02-02,14,0
17394,Placer,2021-02-02,24,2
17395,Mono,2021-02-02,0,0
17396,Yuba,2021-02-02,11,0
17397,Merced,2021-02-02,17,0
17398,Yolo,2021-02-02,7,0
17399,Calaveras,2021-02-02,2,0
17400,Tehama,2021-02-02,3,0
17401,Kings,2021-02-02,10,0
17402,Ventura,2021-02-02,77,3
17403,Glenn,2021-02-02,0,0
17404,Butte,2021-02-02,6,0
17405,Los Angeles,2021-02-02,1354,43
17406,Monterey,2021-02-02,25,0
17407,Sonoma,2021-02-02,20,0
17408,Lassen,2021-02-02,0,0
17409,Lake,2021-02-02,0,0
17410,Plumas,2021-02-02,0,0
17411,Trinity,2021-02-02,0,0
17412,El Dorado,2021-02-02,2,0
17413,Sutter,2021-02-03,0,0
17414,Tuolumne,2021-02-03,1,0
17415,Santa Cruz,2021-02-03,17,0
17416,San Joaquin,2021-02-03,71,1
17417,Solano,2021-02-03,35,0
17418,San Bernardino,2021-02-03,242,11
17419,San Diego,2021-02-03,348,9
17420,Colusa,2021-02-03,0,0
17421,Shasta,2021-02-03,2,0
17422,Yuba,2021-02-03,11,0
17423,Tehama,2021-02-03,4,0
17424,Fresno,2021-02-03,92,2
17425,Inyo,2021-02-03,0,0
17426,Mendocino,2021-02-03,2,0
17427,San Benito,2021-02-03,3,0
17428,Contra Costa,2021-02-03,42,4
17429,Imperial,2021-02-03,27,0
17430,Santa Clara,2021-02-03,112,2
17431,Humboldt,2021-02-03,5,0
17432,Placer,2021-02-03,25,1
17433,Orange,2021-02-03,365,5
17434,Sonoma,2021-02-03,20,0
17435,Siskiyou,2021-02-03,0,0
17436,Monterey,2021-02-03,27,0
17437,San Luis Obispo,2021-02-03,10,0
17438,Lake,2021-02-03,0,0
17439,Napa,2021-02-03,2,0
17440,Mariposa,2021-02-03,0,0
17441,Nevada,2021-02-03,1,0
17442,Yolo,2021-02-03,6,0
17443,Glenn,2021-02-03,0,0
17444,San Mateo,2021-02-03,32,0
17445,Riverside,2021-02-03,243,16
17446,Los Angeles,2021-02-03,1333,53
17447,San Francisco,2021-02-03,47,0
17448,Mono,2021-02-03,0,0
17449,Trinity,2021-02-03,0,0
17450,Kings,2021-02-03,12,0
17451,Alameda,2021-02-03,98,3
17452,Kern,2021-02-03,66,0
17453,Santa Barbara,2021-02-03,48,1
17454,Tulare,2021-02-03,20,2
17455,Modoc,2021-02-03,0,0
17456,Ventura,2021-02-03,80,2
17457,Butte,2021-02-03,7,0
17458,Amador,2021-02-03,4,0
17459,Marin,2021-02-03,4,1
17460,El Dorado,2021-02-03,2,0
17461,Lassen,2021-02-03,0,0
17462,Plumas,2021-02-03,0,0
17463,Stanislaus,2021-02-03,60,2
17464,Del Norte,2021-02-03,0,0
17465,Calaveras,2021-02-03,2,0
17466,Madera,2021-02-03,12,0
17467,Merced,2021-02-03,19,0
17468,Sacramento,2021-02-03,78,4
17469,Stanislaus,2021-02-04,59,3
17470,San Mateo,2021-02-04,27,0
17471,Fresno,2021-02-04,62,3
17472,Ventura,2021-02-04,76,1
17473,Placer,2021-02-04,23,1
17474,Inyo,2021-02-04,1,0
17475,Mariposa,2021-02-04,0,0
17476,Imperial,2021-02-04,26,0
17477,Merced,2021-02-04,19,0
17478,Modoc,2021-02-04,0,0
17479,San Luis Obispo,2021-02-04,10,0
17480,Santa Cruz,2021-02-04,16,0
17481,Shasta,2021-02-04,3,0
17482,Santa Clara,2021-02-04,108,3
17483,Los Angeles,2021-02-04,1276,31
17484,Tulare,2021-02-04,21,1
17485,Mono,2021-02-04,0,0
17486,Glenn,2021-02-04,0,0
17487,Marin,2021-02-04,5,1
17488,Yolo,2021-02-04,6,0
17489,Riverside,2021-02-04,220,11
17490,Alameda,2021-02-04,91,4
17491,Calaveras,2021-02-04,1,0
17492,Humboldt,2021-02-04,4,0
17493,San Joaquin,2021-02-04,62,1
17494,San Bernardino,2021-02-04,234,8
17495,Contra Costa,2021-02-04,42,3
17496,Santa Barbara,2021-02-04,44,2
17497,San Benito,2021-02-04,2,0
17498,El Dorado,2021-02-04,1,0
17499,Lake,2021-02-04,0,0
17500,Madera,2021-02-04,11,0
17501,Kings,2021-02-04,12,0
17502,Monterey,2021-02-04,26,0
17503,Butte,2021-02-04,7,0
17504,San Francisco,2021-02-04,47,1
17505,Tuolumne,2021-02-04,2,0
17506,Nevada,2021-02-04,2,0
17507,Sacramento,2021-02-04,78,5
17508,Orange,2021-02-04,342,4
17509,Amador,2021-02-04,2,0
17510,Sutter,2021-02-04,0,0
17511,Solano,2021-02-04,32,1
17512,Napa,2021-02-04,3,0
17513,Kern,2021-02-04,60,0
17514,Trinity,2021-02-04,0,0
17515,Yuba,2021-02-04,11,0
17516,Siskiyou,2021-02-04,0,0
17517,Sonoma,2021-02-04,19,0
17518,San Diego,2021-02-04,333,11
17519,Mendocino,2021-02-04,3,0
17520,Colusa,2021-02-04,0,0
17521,Lassen,2021-02-04,0,0
17522,Plumas,2021-02-04,0,0
17523,Del Norte,2021-02-04,0,0
17524,Tehama,2021-02-04,3,0
17525,San Joaquin,2021-02-05,57,0
17526,Tehama,2021-02-05,2,0
17527,Merced,2021-02-05,19,0
17528,Sutter,2021-02-05,0,0
17529,Stanislaus,2021-02-05,52,5
17530,Sonoma,2021-02-05,17,0
17531,Calaveras,2021-02-05,1,0
17532,Nevada,2021-02-05,2,0
17533,Orange,2021-02-05,347,2
17534,San Mateo,2021-02-05,23,0
17535,Plumas,2021-02-05,0,0
17536,Santa Barbara,2021-02-05,43,1
17537,Kern,2021-02-05,59,0
17538,Napa,2021-02-05,4,0
17539,Lake,2021-02-05,0,0
17540,Yuba,2021-02-05,9,0
17541,Madera,2021-02-05,15,0
17542,Fresno,2021-02-05,97,1
17543,Inyo,2021-02-05,1,0
17544,Mariposa,2021-02-05,0,0
17545,Marin,2021-02-05,6,1
17546,San Bernardino,2021-02-05,216,8
17547,Modoc,2021-02-05,0,0
17548,Lassen,2021-02-05,0,0
17549,Alameda,2021-02-05,85,2
17550,Glenn,2021-02-05,0,0
17551,Amador,2021-02-05,2,0
17552,Colusa,2021-02-05,0,0
17553,Monterey,2021-02-05,25,0
17554,San Francisco,2021-02-05,49,0
17555,Contra Costa,2021-02-05,45,3
17556,Sacramento,2021-02-05,64,3
17557,El Dorado,2021-02-05,1,0
17558,Imperial,2021-02-05,22,0
17559,Butte,2021-02-05,8,0
17560,Humboldt,2021-02-05,4,0
17561,San Luis Obispo,2021-02-05,10,0
17562,Riverside,2021-02-05,214,9
17563,Del Norte,2021-02-05,0,0
17564,San Diego,2021-02-05,328,11
17565,Siskiyou,2021-02-05,0,0
17566,Santa Cruz,2021-02-05,10,0
17567,Shasta,2021-02-05,2,0
17568,Mendocino,2021-02-05,3,0
17569,Solano,2021-02-05,29,0
17570,Tulare,2021-02-05,18,2
17571,San Benito,2021-02-05,4,0
17572,Los Angeles,2021-02-05,1275,36
17573,Ventura,2021-02-05,74,1
17574,Placer,2021-02-05,22,0
17575,Kings,2021-02-05,13,0
17576,Yolo,2021-02-05,5,0
17577,Mono,2021-02-05,0,0
17578,Tuolumne,2021-02-05,2,0
17579,Santa Clara,2021-02-05,107,3
17580,Trinity,2021-02-05,0,0
17581,San Diego,2021-02-06,325,11
17582,Modoc,2021-02-06,0,0
17583,San Bernardino,2021-02-06,203,4
17584,Mariposa,2021-02-06,0,0
17585,Marin,2021-02-06,6,0
17586,Contra Costa,2021-02-06,44,1
17587,Tuolumne,2021-02-06,1,0
17588,Monterey,2021-02-06,22,0
17589,San Mateo,2021-02-06,24,0
17590,Orange,2021-02-06,335,1
17591,Tulare,2021-02-06,15,0
17592,Napa,2021-02-06,4,0
17593,Mono,2021-02-06,0,0
17594,Amador,2021-02-06,1,0
17595,Kings,2021-02-06,12,0
17596,Trinity,2021-02-06,0,0
17597,Sutter,2021-02-06,0,0
17598,Shasta,2021-02-06,2,0
17599,Los Angeles,2021-02-06,1214,31
17600,San Benito,2021-02-06,3,0
17601,Humboldt,2021-02-06,3,0
17602,Sacramento,2021-02-06,66,3
17603,Merced,2021-02-06,17,0
17604,Placer,2021-02-06,21,0
17605,Butte,2021-02-06,8,0
17606,Yolo,2021-02-06,6,0
17607,Santa Barbara,2021-02-06,37,0
17608,Calaveras,2021-02-06,1,0
17609,Ventura,2021-02-06,70,2
17610,Siskiyou,2021-02-06,0,0
17611,Tehama,2021-02-06,3,0
17612,Madera,2021-02-06,13,0
17613,Solano,2021-02-06,32,0
17614,Alameda,2021-02-06,93,7
17615,Yuba,2021-02-06,11,0
17616,Santa Clara,2021-02-06,102,1
17617,Glenn,2021-02-06,0,0
17618,Inyo,2021-02-06,1,0
17619,Del Norte,2021-02-06,0,0
17620,San Joaquin,2021-02-06,61,0
17621,Plumas,2021-02-06,0,0
17622,Fresno,2021-02-06,94,2
17623,Kern,2021-02-06,58,0
17624,Santa Cruz,2021-02-06,11,0
17625,Imperial,2021-02-06,23,0
17626,Lake,2021-02-06,0,0
17627,San Luis Obispo,2021-02-06,8,0
17628,San Francisco,2021-02-06,43,0
17629,Mendocino,2021-02-06,2,0
17630,Colusa,2021-02-06,0,0
17631,Sonoma,2021-02-06,16,0
17632,Stanislaus,2021-02-06,47,7
17633,Lassen,2021-02-06,0,0
17634,El Dorado,2021-02-06,0,0
17635,Nevada,2021-02-06,1,0
17636,Riverside,2021-02-06,201,9
17637,Fresno,2021-02-07,98,2
17638,San Luis Obispo,2021-02-07,8,0
17639,Contra Costa,2021-02-07,45,0
17640,San Diego,2021-02-07,318,10
17641,Kings,2021-02-07,11,0
17642,Colusa,2021-02-07,0,0
17643,Inyo,2021-02-07,1,0
17644,Santa Cruz,2021-02-07,11,0
17645,Plumas,2021-02-07,0,0
17646,Amador,2021-02-07,1,0
17647,Napa,2021-02-07,2,0
17648,Tehama,2021-02-07,3,0
17649,Trinity,2021-02-07,0,0
17650,San Joaquin,2021-02-07,61,2
17651,Kern,2021-02-07,59,0
17652,Riverside,2021-02-07,209,5
17653,Tulare,2021-02-07,18,0
17654,Mendocino,2021-02-07,2,0
17655,Solano,2021-02-07,31,0
17656,Marin,2021-02-07,6,0
17657,San Bernardino,2021-02-07,203,3
17658,Alameda,2021-02-07,90,4
17659,Madera,2021-02-07,16,0
17660,El Dorado,2021-02-07,0,0
17661,Imperial,2021-02-07,21,0
17662,Ventura,2021-02-07,65,4
17663,Lake,2021-02-07,0,0
17664,Mariposa,2021-02-07,0,0
17665,Lassen,2021-02-07,0,0
17666,Butte,2021-02-07,8,0
17667,Sonoma,2021-02-07,17,0
17668,Santa Barbara,2021-02-07,39,0
17669,Modoc,2021-02-07,0,0
17670,Yolo,2021-02-07,6,0
17671,Sacramento,2021-02-07,68,3
17672,Calaveras,2021-02-07,1,0
17673,Monterey,2021-02-07,18,0
17674,Sutter,2021-02-07,0,0
17675,Placer,2021-02-07,21,0
17676,Santa Clara,2021-02-07,100,2
17677,Nevada,2021-02-07,1,0
17678,San Mateo,2021-02-07,27,1
17679,Los Angeles,2021-02-07,1193,27
17680,San Benito,2021-02-07,4,0
17681,Orange,2021-02-07,331,4
17682,Yuba,2021-02-07,10,0
17683,Mono,2021-02-07,0,0
17684,Siskiyou,2021-02-07,2,0
17685,Stanislaus,2021-02-07,44,4
17686,San Francisco,2021-02-07,45,0
17687,Glenn,2021-02-07,0,0
17688,Del Norte,2021-02-07,0,0
17689,Tuolumne,2021-02-07,1,0
17690,Merced,2021-02-07,17,0
17691,Shasta,2021-02-07,5,0
17692,Humboldt,2021-02-07,3,2
17693,Napa,2021-02-08,2,0
17694,Imperial,2021-02-08,24,0
17695,Placer,2021-02-08,20,0
17696,San Francisco,2021-02-08,45,0
17697,San Diego,2021-02-08,314,7
17698,Kern,2021-02-08,46,0
17699,El Dorado,2021-02-08,0,0
17700,Tehama,2021-02-08,3,0
17701,Yuba,2021-02-08,11,0
17702,Mono,2021-02-08,0,0
17703,Shasta,2021-02-08,5,0
17704,Plumas,2021-02-08,0,0
17705,Butte,2021-02-08,9,0
17706,Alameda,2021-02-08,86,6
17707,Los Angeles,2021-02-08,1159,45
17708,Sonoma,2021-02-08,17,0
17709,Humboldt,2021-02-08,5,1
17710,Contra Costa,2021-02-08,43,2
17711,Colusa,2021-02-08,0,0
17712,San Bernardino,2021-02-08,205,12
17713,Glenn,2021-02-08,0,0
17714,Siskiyou,2021-02-08,2,0
17715,Madera,2021-02-08,16,0
17716,Marin,2021-02-08,6,0
17717,San Luis Obispo,2021-02-08,7,1
17718,Inyo,2021-02-08,1,0
17719,Del Norte,2021-02-08,1,0
17720,Riverside,2021-02-08,193,8
17721,Tuolumne,2021-02-08,1,0
17722,Amador,2021-02-08,0,0
17723,Solano,2021-02-08,30,1
17724,Kings,2021-02-08,12,0
17725,Orange,2021-02-08,324,4
17726,Modoc,2021-02-08,0,0
17727,Stanislaus,2021-02-08,46,2
17728,Mendocino,2021-02-08,2,0
17729,Trinity,2021-02-08,0,0
17730,Lake,2021-02-08,0,0
17731,Mariposa,2021-02-08,0,0
17732,San Mateo,2021-02-08,27,1
17733,San Joaquin,2021-02-08,61,0
17734,Sutter,2021-02-08,0,0
17735,Lassen,2021-02-08,0,0
17736,San Benito,2021-02-08,4,0
17737,Santa Barbara,2021-02-08,41,0
17738,Fresno,2021-02-08,95,1
17739,Yolo,2021-02-08,6,0
17740,Calaveras,2021-02-08,1,0
17741,Merced,2021-02-08,17,0
17742,Tulare,2021-02-08,17,0
17743,Nevada,2021-02-08,1,0
17744,Santa Cruz,2021-02-08,10,0
17745,Ventura,2021-02-08,63,3
17746,Santa Clara,2021-02-08,98,2
17747,Sacramento,2021-02-08,71,4
17748,Monterey,2021-02-08,17,0
