,county,date,icu_covid_confirmed,icu_covid_suspected
755,Yuba,2020-04-11,2,0
756,Fresno,2020-04-11,11,8
757,San Benito,2020-04-11,0,0
758,Humboldt,2020-04-11,0,3
759,Solano,2020-04-11,9,4
760,Los Angeles,2020-04-11,555,135
761,Inyo,2020-04-11,1,0
762,San Luis Obispo,2020-04-11,2,5
763,Riverside,2020-04-11,57,26
764,Sutter,2020-04-11,0,0
765,Kern,2020-04-11,17,4
766,Madera,2020-04-11,0,2
767,Monterey,2020-04-11,5,2
768,Lassen,2020-04-11,0,0
769,Tuolumne,2020-04-11,0,0
770,Santa Barbara,2020-04-11,21,4
771,San Francisco,2020-04-11,28,13
772,San Diego,2020-04-11,98,23
773,Lake,2020-04-11,0,0
774,Mendocino,2020-04-11,0,1
775,San Joaquin,2020-04-11,14,5
776,El Dorado,2020-04-11,0,1
777,Orange,2020-04-11,44,20
778,Contra Costa,2020-04-11,15,15
779,Ventura,2020-04-11,9,11
780,Santa Cruz,2020-04-11,3,6
781,Orange,2020-04-12,63,33
782,Marin,2020-04-12,1,1
783,Riverside,2020-04-12,69,26
784,Sutter,2020-04-12,0,0
785,Tehama,2020-04-12,0,0
786,Butte,2020-04-12,2,0
787,Santa Cruz,2020-04-12,3,6
788,Sonoma,2020-04-12,1,3
789,Placer,2020-04-12,6,3
790,Yuba,2020-04-12,1,0
791,Del Norte,2020-04-12,0,0
792,Yolo,2020-04-12,2,0
793,Glenn,2020-04-12,0,0
794,Mariposa,2020-04-12,0,0
795,Napa,2020-04-12,0,0
796,Kings,2020-04-12,3,0
797,Lassen,2020-04-12,0,0
798,Siskiyou,2020-04-12,0,0
799,San Benito,2020-04-12,0,0
800,Inyo,2020-04-12,1,0
801,Colusa,2020-04-12,0,0
802,El Dorado,2020-04-12,0,0
803,Plumas,2020-04-12,0,0
804,Alameda,2020-04-12,42,21
805,Kern,2020-04-12,18,3
806,Madera,2020-04-12,0,0
807,San Diego,2020-04-12,99,19
808,Sacramento,2020-04-12,28,9
809,Fresno,2020-04-12,11,4
810,Mendocino,2020-04-12,0,0
811,San Joaquin,2020-04-12,10,6
812,Lake,2020-04-12,0,0
813,Nevada,2020-04-12,2,2
814,Tulare,2020-04-12,6,1
815,Merced,2020-04-12,0,2
816,Los Angeles,2020-04-12,559,144
817,Ventura,2020-04-12,8,8
818,Stanislaus,2020-04-12,8,3
819,San Bernardino,2020-04-12,63,36
820,Santa Clara,2020-04-12,66,8
821,San Francisco,2020-04-12,30,7
822,San Luis Obispo,2020-04-12,2,4
823,Shasta,2020-04-12,2,0
824,Santa Barbara,2020-04-12,21,1
825,Contra Costa,2020-04-12,16,3
826,Monterey,2020-04-12,4,4
827,San Mateo,2020-04-12,16,2
828,Tuolumne,2020-04-12,0,0
829,Amador,2020-04-12,0,0
830,Calaveras,2020-04-12,0,2
831,Humboldt,2020-04-12,0,2
832,Imperial,2020-04-12,8,1
833,Solano,2020-04-12,7,10
834,Trinity,2020-04-12,0,0
835,Modoc,2020-04-12,0,0
836,Mono,2020-04-12,0,0
837,Riverside,2020-04-13,66,30
838,San Diego,2020-04-13,101,24
839,Santa Clara,2020-04-13,65,11
840,Fresno,2020-04-13,12,8
841,Tehama,2020-04-13,0,0
842,El Dorado,2020-04-13,0,1
843,Sonoma,2020-04-13,1,3
844,Tulare,2020-04-13,6,0
845,Inyo,2020-04-13,1,2
846,Santa Barbara,2020-04-13,21,2
847,Calaveras,2020-04-13,0,1
848,Contra Costa,2020-04-13,16,5
849,Kings,2020-04-13,0,1
850,Monterey,2020-04-13,4,2
851,Kern,2020-04-13,18,1
852,Amador,2020-04-13,0,0
853,Alameda,2020-04-13,40,21
854,Placer,2020-04-13,5,3
855,Sacramento,2020-04-13,28,7
856,Lake,2020-04-13,0,1
857,Solano,2020-04-13,7,5
858,Orange,2020-04-13,54,17
859,San Luis Obispo,2020-04-13,2,2
860,Madera,2020-04-13,0,1
861,San Benito,2020-04-13,0,0
862,Tuolumne,2020-04-13,0,0
863,Los Angeles,2020-04-13,570,150
864,Modoc,2020-04-13,0,0
865,Ventura,2020-04-13,9,9
866,Lassen,2020-04-13,0,0
867,Siskiyou,2020-04-13,0,2
868,Humboldt,2020-04-13,0,1
869,San Francisco,2020-04-13,30,9
870,Mariposa,2020-04-13,0,0
871,Imperial,2020-04-13,7,1
872,San Mateo,2020-04-13,18,4
873,Butte,2020-04-13,1,7
874,Nevada,2020-04-13,2,2
875,Marin,2020-04-13,2,1
876,San Bernardino,2020-04-13,60,24
877,Yuba,2020-04-13,0,0
878,Glenn,2020-04-13,0,0
879,Mendocino,2020-04-13,3,0
880,Del Norte,2020-04-13,0,1
881,San Joaquin,2020-04-13,12,8
882,Sutter,2020-04-13,0,0
883,Colusa,2020-04-13,0,0
884,Yolo,2020-04-13,2,0
885,Shasta,2020-04-13,2,0
886,Napa,2020-04-13,0,0
887,Santa Cruz,2020-04-13,3,2
888,Merced,2020-04-13,0,1
889,Stanislaus,2020-04-13,9,5
890,Plumas,2020-04-13,0,0
891,Mono,2020-04-13,0,0
892,Trinity,2020-04-13,0,0
893,Sacramento,2020-04-14,24,8
894,Fresno,2020-04-14,12,8
895,Shasta,2020-04-14,1,2
896,Inyo,2020-04-14,0,1
897,Imperial,2020-04-14,6,3
898,Yuba,2020-04-14,0,1
899,Plumas,2020-04-14,0,0
900,Contra Costa,2020-04-14,15,9
901,Tuolumne,2020-04-14,0,0
902,Madera,2020-04-14,0,2
903,Lassen,2020-04-14,0,0
904,Yolo,2020-04-14,2,0
905,Santa Cruz,2020-04-14,3,0
906,Mariposa,2020-04-14,0,0
907,San Joaquin,2020-04-14,12,1
908,Siskiyou,2020-04-14,0,0
909,Marin,2020-04-14,2,3
910,Kern,2020-04-14,17,3
911,Glenn,2020-04-14,0,0
912,Nevada,2020-04-14,2,1
913,Santa Clara,2020-04-14,66,5
914,Amador,2020-04-14,0,0
915,Del Norte,2020-04-14,0,4
916,Calaveras,2020-04-14,0,0
917,San Luis Obispo,2020-04-14,2,6
918,Kings,2020-04-14,2,0
919,Sonoma,2020-04-14,1,3
920,Placer,2020-04-14,5,4
921,Sutter,2020-04-14,0,0
922,Ventura,2020-04-14,9,7
923,San Benito,2020-04-14,0,0
924,Mendocino,2020-04-14,0,0
925,San Bernardino,2020-04-14,59,43
926,Humboldt,2020-04-14,0,0
927,Merced,2020-04-14,0,2
928,Stanislaus,2020-04-14,9,7
929,Colusa,2020-04-14,0,0
930,Tulare,2020-04-14,6,0
931,Butte,2020-04-14,1,6
932,Mono,2020-04-14,0,0
933,San Mateo,2020-04-14,19,4
934,Lake,2020-04-14,0,0
935,Monterey,2020-04-14,3,0
936,Trinity,2020-04-14,0,0
937,Riverside,2020-04-14,64,36
938,Orange,2020-04-14,57,31
939,Los Angeles,2020-04-14,588,115
940,Santa Barbara,2020-04-14,19,1
941,Solano,2020-04-14,6,4
942,San Diego,2020-04-14,101,22
943,Alameda,2020-04-14,34,21
944,Napa,2020-04-14,0,0
945,El Dorado,2020-04-14,0,0
946,Modoc,2020-04-14,0,0
947,San Francisco,2020-04-14,28,5
948,Tehama,2020-04-14,0,0
949,Mendocino,2020-04-15,0,0
950,Los Angeles,2020-04-15,600,139
951,Kings,2020-04-15,2,0
952,San Diego,2020-04-15,98,23
953,San Mateo,2020-04-15,14,4
954,Tehama,2020-04-15,0,0
955,Contra Costa,2020-04-15,16,8
956,Mariposa,2020-04-15,0,0
957,Sutter,2020-04-15,0,0
958,San Joaquin,2020-04-15,10,3
959,Modoc,2020-04-15,0,0
960,San Bernardino,2020-04-15,65,39
961,Fresno,2020-04-15,12,2
962,Napa,2020-04-15,0,0
963,Riverside,2020-04-15,70,29
964,Marin,2020-04-15,2,4
965,Siskiyou,2020-04-15,0,2
966,Placer,2020-04-15,2,4
967,Solano,2020-04-15,6,4
968,Stanislaus,2020-04-15,7,4
969,El Dorado,2020-04-15,0,1
970,Shasta,2020-04-15,1,0
971,Calaveras,2020-04-15,0,0
972,Lake,2020-04-15,0,2
973,Humboldt,2020-04-15,0,0
974,Plumas,2020-04-15,0,0
975,Del Norte,2020-04-15,0,1
976,Glenn,2020-04-15,0,0
977,Sacramento,2020-04-15,20,14
978,Kern,2020-04-15,16,1
979,Santa Cruz,2020-04-15,3,2
980,Inyo,2020-04-15,0,0
981,San Francisco,2020-04-15,25,7
982,Monterey,2020-04-15,4,1
983,Alameda,2020-04-15,34,11
984,Sonoma,2020-04-15,1,7
985,Butte,2020-04-15,0,2
986,Mono,2020-04-15,0,0
987,San Luis Obispo,2020-04-15,2,4
988,Yuba,2020-04-15,0,2
989,San Benito,2020-04-15,0,0
990,Madera,2020-04-15,0,1
991,Lassen,2020-04-15,0,0
992,Imperial,2020-04-15,7,4
993,Colusa,2020-04-15,0,0
994,Ventura,2020-04-15,8,16
995,Tulare,2020-04-15,7,0
996,Santa Clara,2020-04-15,65,6
997,Trinity,2020-04-15,0,0
998,Nevada,2020-04-15,2,1
999,Merced,2020-04-15,0,0
1000,Amador,2020-04-15,0,0
1001,Yolo,2020-04-15,2,0
1002,Tuolumne,2020-04-15,0,0
1003,Orange,2020-04-15,73,27
1004,Santa Barbara,2020-04-15,17,2
1005,Sacramento,2020-04-16,25,13
1006,Siskiyou,2020-04-16,0,1
1007,Tehama,2020-04-16,0,0
1008,San Mateo,2020-04-16,13,3
1009,Monterey,2020-04-16,4,0
1010,Santa Cruz,2020-04-16,3,1
1011,Sonoma,2020-04-16,1,3
1012,Del Norte,2020-04-16,0,0
1013,Napa,2020-04-16,0,0
1014,Tuolumne,2020-04-16,0,0
1015,Humboldt,2020-04-16,4,2
1016,Nevada,2020-04-16,2,2
1017,Imperial,2020-04-16,9,1
1018,Lake,2020-04-16,0,0
1019,Colusa,2020-04-16,0,1
1020,Mariposa,2020-04-16,0,0
1021,Solano,2020-04-16,6,4
1022,Ventura,2020-04-16,7,10
1023,Butte,2020-04-16,0,3
1024,Glenn,2020-04-16,0,0
1025,Santa Clara,2020-04-16,69,8
1026,Marin,2020-04-16,2,1
1027,Amador,2020-04-16,0,0
1028,Mono,2020-04-16,0,0
1029,Sutter,2020-04-16,0,0
1030,Merced,2020-04-16,0,0
1031,Mendocino,2020-04-16,0,0
1032,Orange,2020-04-16,55,25
1033,Shasta,2020-04-16,1,0
1034,Riverside,2020-04-16,72,34
1035,Inyo,2020-04-16,0,1
1036,Tulare,2020-04-16,8,1
1037,San Benito,2020-04-16,0,0
1038,San Francisco,2020-04-16,31,9
1039,Stanislaus,2020-04-16,6,3
1040,Yuba,2020-04-16,0,2
1041,Fresno,2020-04-16,12,4
1042,Madera,2020-04-16,0,0
1043,Placer,2020-04-16,1,1
1044,Los Angeles,2020-04-16,594,108
1045,Contra Costa,2020-04-16,14,13
1046,Trinity,2020-04-16,0,0
1047,Calaveras,2020-04-16,0,1
1048,San Bernardino,2020-04-16,60,25
1049,Lassen,2020-04-16,0,0
1050,Plumas,2020-04-16,0,0
1051,Kings,2020-04-16,2,0
1052,San Luis Obispo,2020-04-16,3,0
1053,Yolo,2020-04-16,1,0
1054,Santa Barbara,2020-04-16,16,0
1055,Kern,2020-04-16,17,0
1056,Modoc,2020-04-16,0,0
1057,Alameda,2020-04-16,31,9
1058,El Dorado,2020-04-16,0,0
1059,San Diego,2020-04-16,94,19
1060,San Joaquin,2020-04-16,11,2
1061,Marin,2020-04-17,2,0
1062,San Bernardino,2020-04-17,62,29
1063,Kings,2020-04-17,2,0
1064,Butte,2020-04-17,0,6
1065,Lassen,2020-04-17,0,0
1066,Riverside,2020-04-17,69,23
1067,Alameda,2020-04-17,35,18
1068,Mariposa,2020-04-17,0,0
1069,Sonoma,2020-04-17,1,3
1070,Del Norte,2020-04-17,0,1
1071,Stanislaus,2020-04-17,7,2
1072,Kern,2020-04-17,18,1
1073,Yolo,2020-04-17,1,0
1074,Glenn,2020-04-17,0,0
1075,Siskiyou,2020-04-17,0,0
1076,Santa Clara,2020-04-17,71,11
1077,Modoc,2020-04-17,0,0
1078,Lake,2020-04-17,0,1
1079,Sutter,2020-04-17,0,0
1080,Mono,2020-04-17,0,0
1081,Madera,2020-04-17,0,0
1082,Sacramento,2020-04-17,24,18
1083,Nevada,2020-04-17,1,3
1084,San Diego,2020-04-17,92,21
1085,Napa,2020-04-17,0,0
1086,Humboldt,2020-04-17,2,1
1087,Trinity,2020-04-17,0,0
1088,San Benito,2020-04-17,0,0
1089,Shasta,2020-04-17,1,0
1090,Colusa,2020-04-17,0,1
1091,Fresno,2020-04-17,12,2
1092,Mendocino,2020-04-17,0,0
1093,Inyo,2020-04-17,0,1
1094,Imperial,2020-04-17,10,2
1095,Santa Barbara,2020-04-17,16,0
1096,San Luis Obispo,2020-04-17,3,2
1097,San Francisco,2020-04-17,28,8
1098,San Joaquin,2020-04-17,10,3
1099,Los Angeles,2020-04-17,594,105
1100,Monterey,2020-04-17,3,1
1101,San Mateo,2020-04-17,16,1
1102,Tehama,2020-04-17,0,0
1103,Orange,2020-04-17,58,15
1104,Amador,2020-04-17,0,0
1105,Tuolumne,2020-04-17,0,0
1106,Tulare,2020-04-17,7,1
1107,Placer,2020-04-17,1,2
1108,Santa Cruz,2020-04-17,1,2
1109,Solano,2020-04-17,5,1
1110,El Dorado,2020-04-17,0,1
1111,Calaveras,2020-04-17,0,2
1112,Contra Costa,2020-04-17,13,11
1113,Merced,2020-04-17,0,2
1114,Yuba,2020-04-17,0,4
1115,Ventura,2020-04-17,8,11
1116,Plumas,2020-04-17,0,0
1117,Contra Costa,2020-04-18,13,8
1118,Yuba,2020-04-18,0,2
1119,Humboldt,2020-04-18,0,0
1120,Solano,2020-04-18,6,1
1121,Kings,2020-04-18,2,0
1122,Tehama,2020-04-18,0,0
1123,San Joaquin,2020-04-18,11,4
1124,Marin,2020-04-18,1,0
1125,Yolo,2020-04-18,1,0
1126,Sutter,2020-04-18,0,0
1127,Glenn,2020-04-18,0,0
1128,Napa,2020-04-18,0,0
1129,Tuolumne,2020-04-18,0,0
1130,Placer,2020-04-18,1,2
1131,Fresno,2020-04-18,13,2
1132,Mono,2020-04-18,0,0
1133,El Dorado,2020-04-18,0,2
1134,Mariposa,2020-04-18,0,0
1135,Madera,2020-04-18,0,0
1136,Imperial,2020-04-18,9,4
1137,Del Norte,2020-04-18,0,1
1138,San Benito,2020-04-18,0,0
1139,Ventura,2020-04-18,9,5
1140,Riverside,2020-04-18,71,19
1141,Trinity,2020-04-18,0,0
1142,Inyo,2020-04-18,1,0
1143,Kern,2020-04-18,18,2
1144,Santa Barbara,2020-04-18,15,4
1145,Colusa,2020-04-18,0,0
1146,Modoc,2020-04-18,0,0
1147,Siskiyou,2020-04-18,0,1
1148,Shasta,2020-04-18,1,0
1149,Orange,2020-04-18,64,23
1150,Nevada,2020-04-18,1,4
1151,Stanislaus,2020-04-18,5,1
1152,Lassen,2020-04-18,0,0
1153,Alameda,2020-04-18,36,16
1154,Sonoma,2020-04-18,1,1
1155,Calaveras,2020-04-18,0,0
1156,Amador,2020-04-18,0,0
1157,Merced,2020-04-18,0,0
1158,Butte,2020-04-18,0,2
1159,Lake,2020-04-18,0,0
1160,Tulare,2020-04-18,9,0
1161,Santa Cruz,2020-04-18,1,1
1162,Plumas,2020-04-18,0,0
1163,San Mateo,2020-04-18,16,0
1164,San Bernardino,2020-04-18,61,22
1165,San Luis Obispo,2020-04-18,3,2
1166,Mendocino,2020-04-18,0,0
1167,Santa Clara,2020-04-18,67,13
1168,Los Angeles,2020-04-18,586,110
1169,Monterey,2020-04-18,2,0
1170,Sacramento,2020-04-18,22,17
1171,San Diego,2020-04-18,90,18
1172,San Francisco,2020-04-18,27,7
1173,Plumas,2020-04-19,0,0
1174,San Joaquin,2020-04-19,12,2
1175,Napa,2020-04-19,0,0
1176,Del Norte,2020-04-19,0,0
1177,Trinity,2020-04-19,0,0
1178,Mono,2020-04-19,0,0
1179,Shasta,2020-04-19,1,0
1180,Santa Barbara,2020-04-19,16,1
1181,Santa Clara,2020-04-19,67,5
1182,Contra Costa,2020-04-19,14,7
1183,San Luis Obispo,2020-04-19,2,1
1184,San Francisco,2020-04-19,27,10
1185,Ventura,2020-04-19,9,4
1186,San Mateo,2020-04-19,18,0
1187,Solano,2020-04-19,6,3
1188,El Dorado,2020-04-19,0,3
1189,Madera,2020-04-19,0,0
1190,Riverside,2020-04-19,76,22
1191,Stanislaus,2020-04-19,5,3
1192,Sonoma,2020-04-19,0,2
1193,Los Angeles,2020-04-19,595,115
1194,Glenn,2020-04-19,0,0
1195,Humboldt,2020-04-19,0,0
1196,Colusa,2020-04-19,0,0
1197,Lassen,2020-04-19,0,0
1198,San Diego,2020-04-19,92,26
1199,Inyo,2020-04-19,1,0
1200,Orange,2020-04-19,73,24
1201,Fresno,2020-04-19,14,2
1202,San Benito,2020-04-19,0,0
1203,Yuba,2020-04-19,0,2
1204,Sacramento,2020-04-19,22,11
1205,Placer,2020-04-19,1,5
1206,Monterey,2020-04-19,2,0
1207,Modoc,2020-04-19,0,0
1208,San Bernardino,2020-04-19,62,17
1209,Marin,2020-04-19,1,3
1210,Alameda,2020-04-19,37,5
1211,Kings,2020-04-19,3,0
1212,Nevada,2020-04-19,1,4
1213,Tehama,2020-04-19,0,0
1214,Siskiyou,2020-04-19,0,1
1215,Calaveras,2020-04-19,0,0
1216,Mendocino,2020-04-19,0,0
1217,Mariposa,2020-04-19,0,0
1218,Merced,2020-04-19,0,1
1219,Tuolumne,2020-04-19,0,0
1220,Lake,2020-04-19,0,0
1221,Tulare,2020-04-19,9,0
1222,Sutter,2020-04-19,0,0
1223,Imperial,2020-04-19,11,2
1224,Butte,2020-04-19,0,1
1225,Yolo,2020-04-19,0,0
1226,Amador,2020-04-19,0,0
1227,Santa Cruz,2020-04-19,1,0
1228,Kern,2020-04-19,18,2
1229,Shasta,2020-04-20,1,0
1230,Imperial,2020-04-20,11,2
1231,Glenn,2020-04-20,0,0
1232,Kern,2020-04-20,13,1
1233,Monterey,2020-04-20,2,1
1234,Marin,2020-04-20,2,1
1235,Yuba,2020-04-20,0,1
1236,Merced,2020-04-20,0,1
1237,Humboldt,2020-04-20,0,0
1238,Modoc,2020-04-20,0,0
1239,Inyo,2020-04-20,1,0
1240,Riverside,2020-04-20,72,29
1241,Sacramento,2020-04-20,33,8
1242,Lassen,2020-04-20,0,0
1243,Solano,2020-04-20,6,3
1244,Lake,2020-04-20,0,1
1245,Alameda,2020-04-20,38,4
1246,Nevada,2020-04-20,1,2
1247,Sutter,2020-04-20,0,0
1248,Yolo,2020-04-20,0,0
1249,Madera,2020-04-20,0,0
1250,Del Norte,2020-04-20,0,1
1251,Tulare,2020-04-20,9,0
1252,San Francisco,2020-04-20,27,7
1253,Plumas,2020-04-20,0,0
1254,Kings,2020-04-20,3,0
1255,Siskiyou,2020-04-20,0,1
1256,Santa Cruz,2020-04-20,1,0
1257,San Bernardino,2020-04-20,60,28
1258,Ventura,2020-04-20,8,2
1259,Trinity,2020-04-20,0,0
1260,Amador,2020-04-20,0,0
1261,San Joaquin,2020-04-20,16,4
1262,Calaveras,2020-04-20,0,0
1263,San Diego,2020-04-20,95,13
1264,Mendocino,2020-04-20,0,0
1265,Contra Costa,2020-04-20,13,8
1266,Butte,2020-04-20,0,1
1267,San Mateo,2020-04-20,18,4
1268,Santa Barbara,2020-04-20,20,2
1269,Placer,2020-04-20,2,1
1270,Orange,2020-04-20,73,21
1271,Sonoma,2020-04-20,0,6
1272,San Luis Obispo,2020-04-20,2,0
1273,Fresno,2020-04-20,15,1
1274,El Dorado,2020-04-20,0,0
1275,Mariposa,2020-04-20,0,0
1276,San Benito,2020-04-20,0,0
1277,Napa,2020-04-20,1,0
1278,Colusa,2020-04-20,0,0
1279,Los Angeles,2020-04-20,625,93
1280,Santa Clara,2020-04-20,68,8
1281,Stanislaus,2020-04-20,5,6
1282,Tuolumne,2020-04-20,0,0
1283,Mono,2020-04-20,0,0
1284,Tehama,2020-04-20,0,0
1285,San Bernardino,2020-04-21,51,36
1286,Santa Cruz,2020-04-21,1,0
1287,Kern,2020-04-21,13,1
1288,Del Norte,2020-04-21,0,0
1289,Napa,2020-04-21,1,0
1290,Sutter,2020-04-21,0,0
1291,Merced,2020-04-21,0,2
1292,Tulare,2020-04-21,9,0
1293,San Francisco,2020-04-21,25,9
1294,Glenn,2020-04-21,0,0
1295,Placer,2020-04-21,2,2
1296,Mono,2020-04-21,0,0
1297,Ventura,2020-04-21,9,10
1298,San Benito,2020-04-21,0,0
1299,Amador,2020-04-21,0,0
1300,Santa Barbara,2020-04-21,13,5
1301,Yuba,2020-04-21,0,0
1302,Shasta,2020-04-21,1,0
1303,Madera,2020-04-21,0,0
1304,Tuolumne,2020-04-21,0,0
1305,Imperial,2020-04-21,12,0
1306,Stanislaus,2020-04-21,4,7
1307,Modoc,2020-04-21,0,0
1308,Nevada,2020-04-21,1,2
1309,Tehama,2020-04-21,0,0
1310,Sonoma,2020-04-21,0,6
1311,Yolo,2020-04-21,1,0
1312,Inyo,2020-04-21,1,0
1313,Mariposa,2020-04-21,0,0
1314,Colusa,2020-04-21,1,0
1315,Santa Clara,2020-04-21,70,16
1316,Lassen,2020-04-21,0,0
1317,Lake,2020-04-21,0,0
1318,Humboldt,2020-04-21,0,0
1319,El Dorado,2020-04-21,0,0
1320,San Luis Obispo,2020-04-21,1,3
1321,Orange,2020-04-21,77,27
1322,Fresno,2020-04-21,15,3
1323,Contra Costa,2020-04-21,13,11
1324,Trinity,2020-04-21,0,0
1325,Mendocino,2020-04-21,0,0
1326,Calaveras,2020-04-21,0,0
1327,Marin,2020-04-21,2,1
1328,Siskiyou,2020-04-21,0,1
1329,Alameda,2020-04-21,41,9
1330,Plumas,2020-04-21,0,0
1331,Solano,2020-04-21,2,0
1332,San Joaquin,2020-04-21,16,5
1333,San Diego,2020-04-21,98,21
1334,Los Angeles,2020-04-21,613,111
1335,Kings,2020-04-21,3,0
1336,Riverside,2020-04-21,81,32
1337,Butte,2020-04-21,0,1
1338,San Mateo,2020-04-21,19,2
1339,Sacramento,2020-04-21,21,8
1340,Monterey,2020-04-21,2,1
1341,San Benito,2020-04-22,0,0
1342,Trinity,2020-04-22,0,0
1343,Mariposa,2020-04-22,0,0
1344,Colusa,2020-04-22,1,0
1345,Alameda,2020-04-22,38,17
1346,Glenn,2020-04-22,0,0
1347,Kern,2020-04-22,14,1
1348,Imperial,2020-04-22,12,0
1349,Solano,2020-04-22,2,2
1350,Fresno,2020-04-22,14,4
1351,Sutter,2020-04-22,0,0
1352,San Luis Obispo,2020-04-22,1,3
1353,Santa Clara,2020-04-22,68,9
1354,Kings,2020-04-22,3,0
1355,Yuba,2020-04-22,0,0
1356,Siskiyou,2020-04-22,0,1
1357,Merced,2020-04-22,0,0
1358,Nevada,2020-04-22,1,0
1359,San Joaquin,2020-04-22,14,4
1360,Lake,2020-04-22,0,1
1361,Amador,2020-04-22,0,0
1362,Butte,2020-04-22,0,1
1363,Del Norte,2020-04-22,0,1
1364,Tulare,2020-04-22,9,0
1365,San Mateo,2020-04-22,15,2
1366,Tehama,2020-04-22,0,0
1367,Orange,2020-04-22,73,21
1368,Shasta,2020-04-22,1,0
1369,Sonoma,2020-04-22,0,7
1370,Modoc,2020-04-22,0,0
1371,Mendocino,2020-04-22,0,0
1372,El Dorado,2020-04-22,0,1
1373,Mono,2020-04-22,0,0
1374,Lassen,2020-04-22,0,0
1375,Los Angeles,2020-04-22,602,125
1376,San Bernardino,2020-04-22,54,32
1377,Sacramento,2020-04-22,18,5
1378,Contra Costa,2020-04-22,13,14
1379,Stanislaus,2020-04-22,5,6
1380,Riverside,2020-04-22,84,25
1381,Marin,2020-04-22,2,5
1382,Madera,2020-04-22,0,0
1383,Napa,2020-04-22,1,0
1384,Placer,2020-04-22,1,1
1385,San Diego,2020-04-22,104,21
1386,Santa Barbara,2020-04-22,13,3
1387,Yolo,2020-04-22,1,0
1388,Humboldt,2020-04-22,0,1
1389,Ventura,2020-04-22,8,9
1390,Tuolumne,2020-04-22,0,0
1391,Monterey,2020-04-22,2,1
1392,Plumas,2020-04-22,0,0
1393,San Francisco,2020-04-22,28,3
1394,Santa Cruz,2020-04-22,1,1
1395,Inyo,2020-04-22,1,0
1396,Calaveras,2020-04-22,0,0
1397,Fresno,2020-04-23,16,4
1398,Kings,2020-04-23,3,0
1399,Amador,2020-04-23,0,0
1400,Sacramento,2020-04-23,17,7
1401,Siskiyou,2020-04-23,0,1
1402,Mono,2020-04-23,0,0
1403,San Mateo,2020-04-23,16,1
1404,Shasta,2020-04-23,1,0
1405,Del Norte,2020-04-23,0,3
1406,Lassen,2020-04-23,0,0
1407,Monterey,2020-04-23,4,1
1408,San Benito,2020-04-23,0,0
1409,Humboldt,2020-04-23,0,1
1410,Nevada,2020-04-23,0,1
1411,Tehama,2020-04-23,0,0
1412,San Luis Obispo,2020-04-23,1,1
1413,Colusa,2020-04-23,1,0
1414,Lake,2020-04-23,0,0
1415,Yuba,2020-04-23,0,2
1416,Napa,2020-04-23,1,0
1417,El Dorado,2020-04-23,0,1
1418,Santa Barbara,2020-04-23,13,4
1419,Madera,2020-04-23,0,1
1420,Plumas,2020-04-23,0,0
1421,San Diego,2020-04-23,105,12
1422,Kern,2020-04-23,16,1
1423,Marin,2020-04-23,2,4
1424,Trinity,2020-04-23,0,0
1425,Orange,2020-04-23,75,25
1426,Butte,2020-04-23,0,1
1427,Mendocino,2020-04-23,0,1
1428,Sonoma,2020-04-23,0,5
1429,Contra Costa,2020-04-23,13,13
1430,Calaveras,2020-04-23,0,1
1431,San Joaquin,2020-04-23,15,6
1432,Glenn,2020-04-23,0,0
1433,Mariposa,2020-04-23,0,0
1434,Santa Clara,2020-04-23,67,5
1435,Tulare,2020-04-23,11,0
1436,Santa Cruz,2020-04-23,1,0
1437,San Bernardino,2020-04-23,54,19
1438,Tuolumne,2020-04-23,0,0
1439,Los Angeles,2020-04-23,600,118
1440,Imperial,2020-04-23,9,0
1441,Solano,2020-04-23,5,4
1442,Merced,2020-04-23,0,0
1443,Inyo,2020-04-23,1,0
1444,Sutter,2020-04-23,0,0
1445,San Francisco,2020-04-23,31,6
1446,Yolo,2020-04-23,1,0
1447,Modoc,2020-04-23,0,0
1448,Placer,2020-04-23,1,1
1449,Riverside,2020-04-23,83,24
1450,Alameda,2020-04-23,37,24
1451,Stanislaus,2020-04-23,6,2
1452,Ventura,2020-04-23,10,5
1453,San Luis Obispo,2020-04-24,1,5
1454,Humboldt,2020-04-24,0,1
1455,Orange,2020-04-24,68,24
1456,Del Norte,2020-04-24,0,0
1457,Yuba,2020-04-24,0,2
1458,Kern,2020-04-24,16,1
1459,Santa Clara,2020-04-24,60,5
1460,San Mateo,2020-04-24,16,4
1461,San Bernardino,2020-04-24,57,16
1462,Modoc,2020-04-24,0,0
1463,Merced,2020-04-24,0,1
1464,Tulare,2020-04-24,11,0
1465,Placer,2020-04-24,0,2
1466,Santa Cruz,2020-04-24,2,0
1467,Alameda,2020-04-24,39,10
1468,Colusa,2020-04-24,1,0
1469,Sutter,2020-04-24,0,0
1470,Siskiyou,2020-04-24,0,0
1471,Mendocino,2020-04-24,0,0
1472,Los Angeles,2020-04-24,600,87
1473,Stanislaus,2020-04-24,6,2
1474,Napa,2020-04-24,1,0
1475,Trinity,2020-04-24,0,0
1476,Riverside,2020-04-24,82,26
1477,Amador,2020-04-24,0,0
1478,El Dorado,2020-04-24,0,3
1479,Inyo,2020-04-24,1,0
1480,San Benito,2020-04-24,0,0
1481,Fresno,2020-04-24,19,1
1482,Santa Barbara,2020-04-24,12,5
1483,Yolo,2020-04-24,1,0
1484,Monterey,2020-04-24,4,1
1485,Plumas,2020-04-24,0,0
