,county,date,cases,reported_cases
7034,Los Angeles,2020-11-21,3825,4200
7035,Madera,2020-11-21,90,71
7036,Marin,2020-11-21,23,21
7037,Mariposa,2020-11-21,8,3
7038,Mendocino,2020-11-21,21,13
7039,Merced,2020-11-21,86,120
7040,Modoc,2020-11-21,0,4
7041,Mono,2020-11-21,0,0
7042,Monterey,2020-11-21,123,148
7043,Napa,2020-11-21,28,39
7044,Nevada,2020-11-21,19,28
7045,Orange,2020-11-21,801,809
7047,Placer,2020-11-21,124,91
7048,Plumas,2020-11-21,3,9
7049,Riverside,2020-11-21,992,1063
7050,Sacramento,2020-11-21,384,301
7051,San Benito,2020-11-21,12,23
7052,San Bernardino,2020-11-21,1307,2003
7053,San Diego,2020-11-21,991,1478
7054,San Francisco,2020-11-21,106,118
7055,San Joaquin,2020-11-21,150,160
7056,San Luis Obispo,2020-11-21,53,94
7057,San Mateo,2020-11-21,117,158
7058,Santa Barbara,2020-11-21,56,97
7059,Santa Clara,2020-11-21,424,375
7060,Santa Cruz,2020-11-21,66,83
7061,Shasta,2020-11-21,74,234
7062,Sierra,2020-11-21,0,1
7063,Siskiyou,2020-11-21,10,16
7064,Solano,2020-11-21,91,74
7065,Sonoma,2020-11-21,86,78
7066,Stanislaus,2020-11-21,153,222
7067,Sutter,2020-11-21,49,35
7068,Tehama,2020-11-21,14,25
7069,Trinity,2020-11-21,1,8
7070,Tulare,2020-11-21,131,184
7071,Tuolumne,2020-11-21,37,28
7073,Ventura,2020-11-21,165,299
7074,Yolo,2020-11-21,79,66
7075,Yuba,2020-11-21,28,32
7076,Alameda,2020-11-20,343,250
7077,Alpine,2020-11-20,3,0
7078,Amador,2020-11-20,4,10
7079,Butte,2020-11-20,49,42
7080,Calaveras,2020-11-20,9,7
7082,Colusa,2020-11-20,19,10
7083,Contra Costa,2020-11-20,270,230
7084,Del Norte,2020-11-20,8,13
7085,El Dorado,2020-11-20,72,43
7086,Fresno,2020-11-20,439,357
7087,Glenn,2020-11-20,21,20
7088,Humboldt,2020-11-20,18,21
7089,Imperial,2020-11-20,214,357
7090,Inyo,2020-11-20,2,0
7091,Kern,2020-11-20,423,364
7092,Kings,2020-11-20,148,140
7093,Lake,2020-11-20,13,11
7094,Lassen,2020-11-20,111,11
7095,Los Angeles,2020-11-20,4977,4061
7096,Madera,2020-11-20,72,95
7097,Marin,2020-11-20,31,16
7098,Mariposa,2020-11-20,7,1
7099,Mendocino,2020-11-20,20,32
7100,Merced,2020-11-20,149,95
7101,Modoc,2020-11-20,3,1
7102,Mono,2020-11-20,3,1
7103,Monterey,2020-11-20,216,369
7104,Napa,2020-11-20,56,77
7105,Nevada,2020-11-20,41,45
7106,Orange,2020-11-20,1244,1214
7108,Placer,2020-11-20,189,75
7109,Plumas,2020-11-20,5,5
7110,Riverside,2020-11-20,1447,1078
7111,Sacramento,2020-11-20,520,465
7112,San Benito,2020-11-20,23,25
7113,San Bernardino,2020-11-20,1817,1959
7114,San Diego,2020-11-20,1240,1091
7115,San Francisco,2020-11-20,154,149
7116,San Joaquin,2020-11-20,317,190
7117,San Luis Obispo,2020-11-20,76,114
7118,San Mateo,2020-11-20,119,266
7119,Santa Barbara,2020-11-20,80,84
7120,Santa Clara,2020-11-20,558,372
7121,Santa Cruz,2020-11-20,89,136
7122,Shasta,2020-11-20,138,176
7123,Sierra,2020-11-20,0,1
7124,Siskiyou,2020-11-20,22,27
7125,Solano,2020-11-20,135,123
7126,Sonoma,2020-11-20,170,111
7127,Stanislaus,2020-11-20,244,153
7128,Sutter,2020-11-20,97,71
7129,Tehama,2020-11-20,32,37
7130,Trinity,2020-11-20,6,5
7131,Tulare,2020-11-20,220,184
7132,Tuolumne,2020-11-20,32,60
7134,Ventura,2020-11-20,352,441
7135,Yolo,2020-11-20,94,108
7136,Yuba,2020-11-20,39,43
7137,Alameda,2020-11-19,262,361
7138,Alpine,2020-11-19,1,4
7139,Amador,2020-11-19,5,6
7140,Butte,2020-11-19,53,39
7141,Calaveras,2020-11-19,6,8
7143,Colusa,2020-11-19,11,10
7144,Contra Costa,2020-11-19,264,201
7145,Del Norte,2020-11-19,14,11
7146,El Dorado,2020-11-19,86,26
7147,Fresno,2020-11-19,439,281
7148,Glenn,2020-11-19,16,3
7149,Humboldt,2020-11-19,18,3
7150,Imperial,2020-11-19,220,79
7151,Inyo,2020-11-19,2,0
7152,Kern,2020-11-19,377,242
7153,Kings,2020-11-19,148,67
7154,Lake,2020-11-19,13,7
7155,Lassen,2020-11-19,102,77
7156,Los Angeles,2020-11-19,4615,4818
7157,Madera,2020-11-19,86,21
7158,Marin,2020-11-19,24,16
7159,Mariposa,2020-11-19,3,0
7160,Mendocino,2020-11-19,20,0
7161,Merced,2020-11-19,115,98
7162,Modoc,2020-11-19,3,5
7163,Mono,2020-11-19,5,0
7164,Monterey,2020-11-19,191,29
7165,Napa,2020-11-19,45,34
7166,Nevada,2020-11-19,39,12
7167,Orange,2020-11-19,1087,617
7169,Placer,2020-11-19,184,69
7170,Plumas,2020-11-19,5,15
7171,Riverside,2020-11-19,1396,796
7172,Sacramento,2020-11-19,617,551
7173,San Benito,2020-11-19,25,11
7174,San Bernardino,2020-11-19,1726,1844
7175,San Diego,2020-11-19,1287,899
7176,San Francisco,2020-11-19,144,121
7177,San Joaquin,2020-11-19,260,124
7178,San Luis Obispo,2020-11-19,74,88
7179,San Mateo,2020-11-19,164,83
7180,Santa Barbara,2020-11-19,80,57
7181,Santa Clara,2020-11-19,466,345
7182,Santa Cruz,2020-11-19,92,61
7183,Shasta,2020-11-19,134,138
7184,Sierra,2020-11-19,0,0
7185,Siskiyou,2020-11-19,30,9
7186,Solano,2020-11-19,132,99
7187,Sonoma,2020-11-19,109,76
7188,Stanislaus,2020-11-19,243,127
7189,Sutter,2020-11-19,116,67
7190,Tehama,2020-11-19,44,35
7191,Trinity,2020-11-19,10,2
7192,Tulare,2020-11-19,205,98
7193,Tuolumne,2020-11-19,37,12
7195,Ventura,2020-11-19,327,131
7196,Yolo,2020-11-19,75,44
7197,Yuba,2020-11-19,52,28
7198,Alameda,2020-11-18,330,185
7199,Alpine,2020-11-18,2,4
7200,Amador,2020-11-18,11,7
7201,Butte,2020-11-18,45,37
7202,Calaveras,2020-11-18,15,4
7204,Colusa,2020-11-18,11,5
7205,Contra Costa,2020-11-18,270,128
7206,Del Norte,2020-11-18,5,7
7207,El Dorado,2020-11-18,59,41
7208,Fresno,2020-11-18,593,232
7209,Glenn,2020-11-18,11,8
7210,Humboldt,2020-11-18,22,5
7211,Imperial,2020-11-18,231,224
7212,Inyo,2020-11-18,1,-1
7213,Kern,2020-11-18,444,373
7214,Kings,2020-11-18,73,43
7215,Lake,2020-11-18,20,10
7216,Lassen,2020-11-18,77,0
7217,Los Angeles,2020-11-18,4940,3742
7218,Madera,2020-11-18,91,34
7219,Marin,2020-11-18,32,31
7220,Mariposa,2020-11-18,3,1
7221,Mendocino,2020-11-18,21,21
7222,Merced,2020-11-18,144,79
7223,Modoc,2020-11-18,6,6
7224,Mono,2020-11-18,2,9
7225,Monterey,2020-11-18,224,120
7226,Napa,2020-11-18,57,39
7227,Nevada,2020-11-18,40,15
7228,Orange,2020-11-18,1129,624
7230,Placer,2020-11-18,146,108
7231,Plumas,2020-11-18,8,1
7232,Riverside,2020-11-18,1363,660
7233,Sacramento,2020-11-18,591,475
7234,San Benito,2020-11-18,15,21
7235,San Bernardino,2020-11-18,1788,1266
7236,San Diego,2020-11-18,1253,922
7237,San Francisco,2020-11-18,165,105
7238,San Joaquin,2020-11-18,276,149
7239,San Luis Obispo,2020-11-18,94,87
7240,San Mateo,2020-11-18,138,140
7241,Santa Barbara,2020-11-18,85,87
7242,Santa Clara,2020-11-18,553,272
7243,Santa Cruz,2020-11-18,76,70
7244,Shasta,2020-11-18,159,90
7245,Sierra,2020-11-18,2,0
7246,Siskiyou,2020-11-18,45,18
7247,Solano,2020-11-18,145,89
7248,Sonoma,2020-11-18,136,45
7249,Stanislaus,2020-11-18,219,143
7250,Sutter,2020-11-18,83,72
7251,Tehama,2020-11-18,59,48
7252,Trinity,2020-11-18,12,12
7253,Tulare,2020-11-18,216,110
7254,Tuolumne,2020-11-18,37,22
7256,Ventura,2020-11-18,274,372
7257,Yolo,2020-11-18,174,42
7258,Yuba,2020-11-18,47,21
7259,Alameda,2020-11-17,347,362
7260,Alpine,2020-11-17,3,0
7261,Amador,2020-11-17,8,9
7262,Butte,2020-11-17,38,10
7263,Calaveras,2020-11-17,7,3
7265,Colusa,2020-11-17,9,5
7266,Contra Costa,2020-11-17,267,171
7267,Del Norte,2020-11-17,7,8
7268,El Dorado,2020-11-17,61,64
7269,Fresno,2020-11-17,485,172
7270,Glenn,2020-11-17,12,9
7271,Humboldt,2020-11-17,11,25
7272,Imperial,2020-11-17,246,93
7273,Inyo,2020-11-17,3,0
7274,Kern,2020-11-17,384,115
7275,Kings,2020-11-17,268,84
7276,Lake,2020-11-17,12,8
7277,Lassen,2020-11-17,189,0
7278,Los Angeles,2020-11-17,4705,2155
7279,Madera,2020-11-17,86,52
7280,Marin,2020-11-17,29,45
7281,Mariposa,2020-11-17,3,1
7282,Mendocino,2020-11-17,25,7
7283,Merced,2020-11-17,136,58
7284,Modoc,2020-11-17,2,0
7285,Mono,2020-11-17,1,6
7286,Monterey,2020-11-17,245,131
7287,Napa,2020-11-17,76,32
7288,Nevada,2020-11-17,44,29
7289,Orange,2020-11-17,1080,361
7291,Placer,2020-11-17,111,48
7292,Plumas,2020-11-17,7,15
7293,Riverside,2020-11-17,1338,630
7294,Sacramento,2020-11-17,632,387
7295,San Benito,2020-11-17,19,8
7296,San Bernardino,2020-11-17,1807,1733
7297,San Diego,2020-11-17,1306,718
7298,San Francisco,2020-11-17,160,105
7299,San Joaquin,2020-11-17,284,482
7300,San Luis Obispo,2020-11-17,103,74
7301,San Mateo,2020-11-17,159,93
7302,Santa Barbara,2020-11-17,64,32
7303,Santa Clara,2020-11-17,574,340
7304,Santa Cruz,2020-11-17,64,28
7305,Shasta,2020-11-17,144,173
7306,Sierra,2020-11-17,0,0
7307,Siskiyou,2020-11-17,27,39
7308,Solano,2020-11-17,199,78
7309,Sonoma,2020-11-17,92,123
7310,Stanislaus,2020-11-17,238,133
7311,Sutter,2020-11-17,106,48
7312,Tehama,2020-11-17,50,29
7313,Trinity,2020-11-17,7,16
7314,Tulare,2020-11-17,174,285
7315,Tuolumne,2020-11-17,38,25
7317,Ventura,2020-11-17,336,106
7318,Yolo,2020-11-17,98,29
7319,Yuba,2020-11-17,36,19
7320,Alameda,2020-11-16,319,184
7321,Alpine,2020-11-16,1,0
7322,Amador,2020-11-16,12,5
7323,Butte,2020-11-16,52,38
7324,Calaveras,2020-11-16,12,16
7326,Colusa,2020-11-16,10,0
7327,Contra Costa,2020-11-16,297,207
7328,Del Norte,2020-11-16,16,1
7329,El Dorado,2020-11-16,62,11
7330,Fresno,2020-11-16,489,296
7331,Glenn,2020-11-16,12,3
7332,Humboldt,2020-11-16,30,7
7333,Imperial,2020-11-16,234,171
7334,Inyo,2020-11-16,10,0
7335,Kern,2020-11-16,402,138
7336,Kings,2020-11-16,192,36
7337,Lake,2020-11-16,9,7
7338,Lassen,2020-11-16,52,0
7339,Los Angeles,2020-11-16,5002,2743
7340,Madera,2020-11-16,98,42
7341,Marin,2020-11-16,26,12
7342,Mariposa,2020-11-16,3,0
7343,Mendocino,2020-11-16,18,12
7344,Merced,2020-11-16,134,49
7345,Modoc,2020-11-16,1,3
7346,Mono,2020-11-16,1,0
7347,Monterey,2020-11-16,197,90
7348,Napa,2020-11-16,59,27
7349,Nevada,2020-11-16,54,30
7350,Orange,2020-11-16,1024,388
7352,Placer,2020-11-16,145,57
7353,Plumas,2020-11-16,6,0
7354,Riverside,2020-11-16,1312,918
7355,Sacramento,2020-11-16,625,353
7356,San Benito,2020-11-16,25,14
7357,San Bernardino,2020-11-16,2090,632
7358,San Diego,2020-11-16,1495,833
7359,San Francisco,2020-11-16,177,90
7360,San Joaquin,2020-11-16,212,-1
7361,San Luis Obispo,2020-11-16,123,41
7362,San Mateo,2020-11-16,120,50
7363,Santa Barbara,2020-11-16,95,49
7364,Santa Clara,2020-11-16,449,384
7365,Santa Cruz,2020-11-16,131,81
7366,Shasta,2020-11-16,168,-6
7367,Sierra,2020-11-16,0,0
7368,Siskiyou,2020-11-16,19,0
7369,Solano,2020-11-16,163,114
7370,Sonoma,2020-11-16,121,128
7371,Stanislaus,2020-11-16,271,105
7372,Sutter,2020-11-16,89,92
7373,Tehama,2020-11-16,53,39
7374,Trinity,2020-11-16,6,0
7375,Tulare,2020-11-16,216,0
7376,Tuolumne,2020-11-16,40,57
7378,Ventura,2020-11-16,269,127
7379,Yolo,2020-11-16,104,39
7380,Yuba,2020-11-16,41,30
7381,Alameda,2020-11-15,265,165
7382,Alpine,2020-11-15,0,0
7383,Amador,2020-11-15,9,5
7384,Butte,2020-11-15,34,18
7385,Calaveras,2020-11-15,1,0
7387,Colusa,2020-11-15,12,0
7388,Contra Costa,2020-11-15,140,204
7389,Del Norte,2020-11-15,6,5
7390,El Dorado,2020-11-15,44,35
7391,Fresno,2020-11-15,247,328
7392,Glenn,2020-11-15,9,11
7393,Humboldt,2020-11-15,14,10
7394,Imperial,2020-11-15,92,8
7395,Inyo,2020-11-15,1,0
7396,Kern,2020-11-15,206,285
7397,Kings,2020-11-15,36,43
7398,Lake,2020-11-15,9,4
7399,Lassen,2020-11-15,2,291
7400,Los Angeles,2020-11-15,2712,3014
7401,Madera,2020-11-15,30,20
7402,Marin,2020-11-15,16,22
7403,Mariposa,2020-11-15,1,0
7404,Mendocino,2020-11-15,16,16
7405,Merced,2020-11-15,57,64
7406,Modoc,2020-11-15,1,4
7407,Mono,2020-11-15,0,0
7408,Monterey,2020-11-15,96,145
7409,Napa,2020-11-15,33,36
7410,Nevada,2020-11-15,15,24
7411,Orange,2020-11-15,588,668
7413,Placer,2020-11-15,59,115
7414,Plumas,2020-11-15,5,-1
7415,Riverside,2020-11-15,738,621
7416,Sacramento,2020-11-15,326,303
7417,San Benito,2020-11-15,15,16
7418,San Bernardino,2020-11-15,830,901
7419,San Diego,2020-11-15,764,1055
7420,San Francisco,2020-11-15,87,96
7421,San Joaquin,2020-11-15,90,0
7422,San Luis Obispo,2020-11-15,63,47
7423,San Mateo,2020-11-15,52,55
7424,Santa Barbara,2020-11-15,54,34
7425,Santa Clara,2020-11-15,279,327
7426,Santa Cruz,2020-11-15,55,37
7427,Shasta,2020-11-15,85,95
7428,Sierra,2020-11-15,0,0
7429,Siskiyou,2020-11-15,13,2
7430,Solano,2020-11-15,78,58
7431,Sonoma,2020-11-15,50,64
7432,Stanislaus,2020-11-15,141,160
7433,Sutter,2020-11-15,43,48
7434,Tehama,2020-11-15,14,16
7435,Trinity,2020-11-15,5,0
7436,Tulare,2020-11-15,95,38
7437,Tuolumne,2020-11-15,31,38
7439,Ventura,2020-11-15,143,267
7440,Yolo,2020-11-15,41,54
7441,Yuba,2020-11-15,29,17
7442,Alameda,2020-11-14,219,199
7443,Alpine,2020-11-14,0,0
7444,Amador,2020-11-14,3,7
7445,Butte,2020-11-14,23,32
7446,Calaveras,2020-11-14,4,8
7448,Colusa,2020-11-14,8,3
7449,Contra Costa,2020-11-14,172,176
7450,Del Norte,2020-11-14,2,11
7451,El Dorado,2020-11-14,45,37
7452,Fresno,2020-11-14,248,276
7453,Glenn,2020-11-14,13,17
7454,Humboldt,2020-11-14,12,5
7455,Imperial,2020-11-14,70,142
7456,Inyo,2020-11-14,1,1
7457,Kern,2020-11-14,197,195
7458,Kings,2020-11-14,59,62
7459,Lake,2020-11-14,6,3
7460,Lassen,2020-11-14,3,1
7461,Los Angeles,2020-11-14,3282,3657
7462,Madera,2020-11-14,40,31
7463,Marin,2020-11-14,13,18
7464,Mariposa,2020-11-14,2,0
7465,Mendocino,2020-11-14,12,8
7466,Merced,2020-11-14,57,101
7467,Modoc,2020-11-14,0,1
7468,Mono,2020-11-14,0,5
7469,Monterey,2020-11-14,198,173
7470,Napa,2020-11-14,39,33
7471,Nevada,2020-11-14,19,37
7472,Orange,2020-11-14,589,536
7474,Placer,2020-11-14,103,93
7475,Plumas,2020-11-14,6,3
7476,Riverside,2020-11-14,732,772
7477,Sacramento,2020-11-14,316,511
7478,San Benito,2020-11-14,11,20
7479,San Bernardino,2020-11-14,994,973
7480,San Diego,2020-11-14,845,737
7481,San Francisco,2020-11-14,93,145
7482,San Joaquin,2020-11-14,94,202
7483,San Luis Obispo,2020-11-14,66,113
7484,San Mateo,2020-11-14,95,111
7485,Santa Barbara,2020-11-14,52,77
7486,Santa Clara,2020-11-14,324,353
7487,Santa Cruz,2020-11-14,69,59
7488,Shasta,2020-11-14,87,212
7489,Sierra,2020-11-14,0,0
7490,Siskiyou,2020-11-14,3,12
7491,Solano,2020-11-14,92,130
7492,Sonoma,2020-11-14,57,84
7493,Stanislaus,2020-11-14,123,132
7494,Sutter,2020-11-14,46,61
7495,Tehama,2020-11-14,29,39
7496,Trinity,2020-11-14,2,3
7497,Tulare,2020-11-14,119,139
7498,Tuolumne,2020-11-14,34,21
7500,Ventura,2020-11-14,142,125
7501,Yolo,2020-11-14,51,49
7502,Yuba,2020-11-14,27,18
7503,Alameda,2020-11-13,272,170
7504,Alpine,2020-11-13,1,0
7505,Amador,2020-11-13,1,5
7506,Butte,2020-11-13,47,55
7507,Calaveras,2020-11-13,5,5
7509,Colusa,2020-11-13,5,7
7510,Contra Costa,2020-11-13,207,180
7511,Del Norte,2020-11-13,7,5
7512,El Dorado,2020-11-13,45,38
7513,Fresno,2020-11-13,342,234
7514,Glenn,2020-11-13,19,28
7515,Humboldt,2020-11-13,11,13
7516,Imperial,2020-11-13,166,171
7517,Inyo,2020-11-13,1,7
7518,Kern,2020-11-13,261,224
7519,Kings,2020-11-13,64,93
7520,Lake,2020-11-13,8,6
7521,Lassen,2020-11-13,67,0
7522,Los Angeles,2020-11-13,4047,2363
7523,Madera,2020-11-13,35,67
7524,Marin,2020-11-13,30,39
7525,Mariposa,2020-11-13,2,2
7526,Mendocino,2020-11-13,19,31
7527,Merced,2020-11-13,118,78
7528,Modoc,2020-11-13,0,0
7529,Mono,2020-11-13,1,6
7530,Monterey,2020-11-13,121,192
7531,Napa,2020-11-13,61,42
7532,Nevada,2020-11-13,24,18
7533,Orange,2020-11-13,747,572
7535,Placer,2020-11-13,93,78
7536,Plumas,2020-11-13,4,4
7537,Riverside,2020-11-13,912,757
7538,Sacramento,2020-11-13,491,328
7539,San Benito,2020-11-13,19,28
7540,San Bernardino,2020-11-13,1347,1137
7541,San Diego,2020-11-13,976,642
7542,San Francisco,2020-11-13,101,227
7543,San Joaquin,2020-11-13,191,312
7544,San Luis Obispo,2020-11-13,64,62
7545,San Mateo,2020-11-13,86,96
7546,Santa Barbara,2020-11-13,62,80
7547,Santa Clara,2020-11-13,376,348
7548,Santa Cruz,2020-11-13,77,26
7549,Shasta,2020-11-13,134,158
7550,Sierra,2020-11-13,0,0
7551,Siskiyou,2020-11-13,16,5
7552,Solano,2020-11-13,100,108
7553,Sonoma,2020-11-13,102,83
7554,Stanislaus,2020-11-13,163,149
7555,Sutter,2020-11-13,83,46
7556,Tehama,2020-11-13,27,50
7557,Trinity,2020-11-13,6,2
7558,Tulare,2020-11-13,112,169
7559,Tuolumne,2020-11-13,40,74
7561,Ventura,2020-11-13,249,159
7562,Yolo,2020-11-13,43,70
7563,Yuba,2020-11-13,34,25
7564,Alameda,2020-11-12,242,205
7565,Alpine,2020-11-12,5,0
7566,Amador,2020-11-12,7,3
7567,Butte,2020-11-12,24,-1
7568,Calaveras,2020-11-12,10,0
7570,Colusa,2020-11-12,5,0
7571,Contra Costa,2020-11-12,218,167
7572,Del Norte,2020-11-12,7,0
7573,El Dorado,2020-11-12,45,9
7574,Fresno,2020-11-12,312,172
7575,Glenn,2020-11-12,16,5
7576,Humboldt,2020-11-12,10,2
7577,Imperial,2020-11-12,171,-4
7578,Inyo,2020-11-12,2,0
7579,Kern,2020-11-12,274,193
7580,Kings,2020-11-12,109,72
7581,Lake,2020-11-12,10,1
7582,Lassen,2020-11-12,21,1
7583,Los Angeles,2020-11-12,3397,2434
7584,Madera,2020-11-12,34,25
7585,Marin,2020-11-12,23,0
7586,Mariposa,2020-11-12,0,0
7587,Mendocino,2020-11-12,12,0
7588,Merced,2020-11-12,73,33
7589,Modoc,2020-11-12,4,1
7590,Mono,2020-11-12,1,-1
7591,Monterey,2020-11-12,142,72
7592,Napa,2020-11-12,52,33
7593,Nevada,2020-11-12,42,39
7594,Orange,2020-11-12,629,303
7596,Placer,2020-11-12,81,63
7597,Plumas,2020-11-12,2,10
7598,Riverside,2020-11-12,901,428
7599,Sacramento,2020-11-12,453,491
7600,San Benito,2020-11-12,14,13
7601,San Bernardino,2020-11-12,1267,384
7602,San Diego,2020-11-12,938,590
7603,San Francisco,2020-11-12,108,2
7604,San Joaquin,2020-11-12,155,1
7605,San Luis Obispo,2020-11-12,75,66
7606,San Mateo,2020-11-12,107,78
7607,Santa Barbara,2020-11-12,65,47
7608,Santa Clara,2020-11-12,352,186
7609,Santa Cruz,2020-11-12,59,70
7610,Shasta,2020-11-12,126,59
7611,Sierra,2020-11-12,2,0
7612,Siskiyou,2020-11-12,29,14
7613,Solano,2020-11-12,117,64
7614,Sonoma,2020-11-12,75,104
7615,Stanislaus,2020-11-12,141,116
7616,Sutter,2020-11-12,47,26
7617,Tehama,2020-11-12,40,12
7618,Trinity,2020-11-12,9,0
7619,Tulare,2020-11-12,127,45
7620,Tuolumne,2020-11-12,58,-1
7622,Ventura,2020-11-12,204,212
7623,Yolo,2020-11-12,50,40
7624,Yuba,2020-11-12,15,10
7625,Alameda,2020-11-11,230,132
7626,Alpine,2020-11-11,0,3
7627,Amador,2020-11-11,6,5
7628,Butte,2020-11-11,35,21
7629,Calaveras,2020-11-11,5,6
7631,Colusa,2020-11-11,7,1
7632,Contra Costa,2020-11-11,204,126
7633,Del Norte,2020-11-11,6,7
7634,El Dorado,2020-11-11,61,13
7635,Fresno,2020-11-11,266,263
7636,Glenn,2020-11-11,8,3
7637,Humboldt,2020-11-11,14,13
7638,Imperial,2020-11-11,130,53
7639,Inyo,2020-11-11,1,3
7640,Kern,2020-11-11,275,156
7641,Kings,2020-11-11,45,27
7642,Lake,2020-11-11,10,1
7643,Lassen,2020-11-11,13,1
7644,Los Angeles,2020-11-11,3366,1998
7645,Madera,2020-11-11,42,19
7646,Marin,2020-11-11,18,9
7647,Mariposa,2020-11-11,2,0
7648,Mendocino,2020-11-11,8,5
7649,Merced,2020-11-11,69,82
7650,Modoc,2020-11-11,2,1
7651,Mono,2020-11-11,2,0
7652,Monterey,2020-11-11,138,82
7653,Napa,2020-11-11,40,24
7654,Nevada,2020-11-11,16,7
7655,Orange,2020-11-11,547,332
7657,Placer,2020-11-11,74,79
7658,Plumas,2020-11-11,4,3
7659,Riverside,2020-11-11,628,637
7660,Sacramento,2020-11-11,409,291
7661,San Benito,2020-11-11,15,4
7662,San Bernardino,2020-11-11,1137,708
7663,San Diego,2020-11-11,882,661
7664,San Francisco,2020-11-11,116,77
7665,San Joaquin,2020-11-11,163,136
7666,San Luis Obispo,2020-11-11,60,52
7667,San Mateo,2020-11-11,93,69
7668,Santa Barbara,2020-11-11,68,26
7669,Santa Clara,2020-11-11,344,158
7670,Santa Cruz,2020-11-11,60,26
7671,Shasta,2020-11-11,138,80
7672,Sierra,2020-11-11,1,1
7673,Siskiyou,2020-11-11,15,-2
7674,Solano,2020-11-11,99,54
7675,Sonoma,2020-11-11,87,84
7676,Stanislaus,2020-11-11,132,79
7677,Sutter,2020-11-11,95,14
7678,Tehama,2020-11-11,21,6
7679,Trinity,2020-11-11,10,0
7680,Tulare,2020-11-11,113,70
7681,Tuolumne,2020-11-11,42,1
7683,Ventura,2020-11-11,181,176
7684,Yolo,2020-11-11,62,33
7685,Yuba,2020-11-11,23,8
7686,Alameda,2020-11-10,249,109
7687,Alpine,2020-11-10,2,3
7688,Amador,2020-11-10,9,4
7689,Butte,2020-11-10,44,26
7690,Calaveras,2020-11-10,4,7
7692,Colusa,2020-11-10,6,7
7693,Contra Costa,2020-11-10,175,133
7694,Del Norte,2020-11-10,6,1
7695,El Dorado,2020-11-10,41,36
7696,Fresno,2020-11-10,308,269
7697,Glenn,2020-11-10,6,5
7698,Humboldt,2020-11-10,12,3
7699,Imperial,2020-11-10,115,62
7700,Inyo,2020-11-10,0,0
7701,Kern,2020-11-10,229,94
7702,Kings,2020-11-10,71,95
7703,Lake,2020-11-10,9,7
7704,Lassen,2020-11-10,98,31
7705,Los Angeles,2020-11-10,3485,2199
7706,Madera,2020-11-10,46,20
7707,Marin,2020-11-10,26,22
7708,Mariposa,2020-11-10,0,0
7709,Mendocino,2020-11-10,12,5
7710,Merced,2020-11-10,108,70
7711,Modoc,2020-11-10,4,7
7712,Mono,2020-11-10,8,91
7713,Monterey,2020-11-10,146,187
7714,Napa,2020-11-10,42,32
7715,Nevada,2020-11-10,37,5
7716,Orange,2020-11-10,644,262
7718,Placer,2020-11-10,80,59
7719,Plumas,2020-11-10,7,6
7720,Riverside,2020-11-10,772,257
7721,Sacramento,2020-11-10,466,477
7722,San Benito,2020-11-10,9,2
7723,San Bernardino,2020-11-10,1026,651
7724,San Diego,2020-11-10,851,513
7725,San Francisco,2020-11-10,119,226
7726,San Joaquin,2020-11-10,163,353
7727,San Luis Obispo,2020-11-10,80,34
7728,San Mateo,2020-11-10,89,82
7729,Santa Barbara,2020-11-10,58,38
7730,Santa Clara,2020-11-10,397,224
7731,Santa Cruz,2020-11-10,60,27
7732,Shasta,2020-11-10,157,105
7733,Sierra,2020-11-10,2,0
7734,Siskiyou,2020-11-10,11,6
7735,Solano,2020-11-10,113,45
7736,Sonoma,2020-11-10,109,104
7737,Stanislaus,2020-11-10,149,110
7738,Sutter,2020-11-10,67,25
7739,Tehama,2020-11-10,36,28
7740,Trinity,2020-11-10,3,16
7741,Tulare,2020-11-10,121,158
7742,Tuolumne,2020-11-10,52,7
7744,Ventura,2020-11-10,201,57
7745,Yolo,2020-11-10,61,51
7746,Yuba,2020-11-10,32,12
7747,Alameda,2020-11-09,227,168
7748,Alpine,2020-11-09,3,0
7749,Amador,2020-11-09,7,4
7750,Butte,2020-11-09,38,16
7751,Calaveras,2020-11-09,2,0
7753,Colusa,2020-11-09,3,0
7754,Contra Costa,2020-11-09,170,162
7755,Del Norte,2020-11-09,9,0
7756,El Dorado,2020-11-09,37,13
7757,Fresno,2020-11-09,330,136
7758,Glenn,2020-11-09,6,7
7759,Humboldt,2020-11-09,14,2
7760,Imperial,2020-11-09,116,80
7761,Inyo,2020-11-09,4,0
7762,Kern,2020-11-09,213,120
7763,Kings,2020-11-09,133,115
7764,Lake,2020-11-09,8,1
7765,Lassen,2020-11-09,152,0
7766,Los Angeles,2020-11-09,3619,1410
7767,Madera,2020-11-09,67,13
7768,Marin,2020-11-09,20,10
7769,Mariposa,2020-11-09,0,1
7770,Mendocino,2020-11-09,9,3
7771,Merced,2020-11-09,74,37
7772,Modoc,2020-11-09,4,0
7773,Mono,2020-11-09,5,0
7774,Monterey,2020-11-09,144,26
7775,Napa,2020-11-09,40,35
7776,Nevada,2020-11-09,15,14
7777,Orange,2020-11-09,578,301
7779,Placer,2020-11-09,104,43
7780,Plumas,2020-11-09,5,0
7781,Riverside,2020-11-09,649,617
7782,Sacramento,2020-11-09,565,141
7783,San Benito,2020-11-09,15,10
7784,San Bernardino,2020-11-09,1210,603
7785,San Diego,2020-11-09,837,373
7786,San Francisco,2020-11-09,131,-1
7787,San Joaquin,2020-11-09,191,-2
