,county,date,cases,reported_cases
12245,Santa Cruz,2020-08-28,17,13
12246,Shasta,2020-08-28,6,4
12247,Sierra,2020-08-28,0,0
12248,Siskiyou,2020-08-28,0,1
12249,Solano,2020-08-28,37,52
12250,Sonoma,2020-08-28,113,68
12251,Stanislaus,2020-08-28,82,96
12252,Sutter,2020-08-28,18,12
12253,Tehama,2020-08-28,5,12
12254,Trinity,2020-08-28,0,0
12255,Tulare,2020-08-28,90,110
12256,Tuolumne,2020-08-28,4,2
12258,Ventura,2020-08-28,63,123
12259,Yolo,2020-08-28,24,30
12260,Yuba,2020-08-28,11,3
12261,Alameda,2020-08-27,161,211
12262,Alpine,2020-08-27,0,0
12263,Amador,2020-08-27,0,4
12264,Butte,2020-08-27,66,38
12265,Calaveras,2020-08-27,8,3
12267,Colusa,2020-08-27,6,5
12268,Contra Costa,2020-08-27,139,131
12269,Del Norte,2020-08-27,1,21
12270,El Dorado,2020-08-27,2,4
12271,Fresno,2020-08-27,146,296
12272,Glenn,2020-08-27,2,0
12273,Humboldt,2020-08-27,13,1
12274,Imperial,2020-08-27,23,155
12275,Inyo,2020-08-27,3,0
12276,Kern,2020-08-27,132,128
12277,Kings,2020-08-27,20,39
12278,Lake,2020-08-27,4,6
12279,Lassen,2020-08-27,0,1
12280,Los Angeles,2020-08-27,1184,1604
12281,Madera,2020-08-27,29,7
12282,Marin,2020-08-27,17,42
12283,Mariposa,2020-08-27,0,-1
12284,Mendocino,2020-08-27,11,0
12285,Merced,2020-08-27,33,45
12286,Modoc,2020-08-27,3,0
12287,Mono,2020-08-27,0,4
12288,Monterey,2020-08-27,94,62
12289,Napa,2020-08-27,13,15
12290,Nevada,2020-08-27,3,3
12291,Orange,2020-08-27,186,292
12293,Placer,2020-08-27,21,23
12294,Plumas,2020-08-27,1,0
12295,Riverside,2020-08-27,240,168
12296,Sacramento,2020-08-27,164,167
12297,San Benito,2020-08-27,15,9
12298,San Bernardino,2020-08-27,208,505
12299,San Diego,2020-08-27,338,277
12300,San Francisco,2020-08-27,74,76
12301,San Joaquin,2020-08-27,89,144
12302,San Luis Obispo,2020-08-27,28,47
12303,San Mateo,2020-08-27,65,73
12304,Santa Barbara,2020-08-27,33,30
12305,Santa Clara,2020-08-27,179,212
12306,Santa Cruz,2020-08-27,12,8
12307,Shasta,2020-08-27,5,1
12308,Sierra,2020-08-27,0,0
12309,Siskiyou,2020-08-27,3,9
12310,Solano,2020-08-27,26,36
12311,Sonoma,2020-08-27,75,74
12312,Stanislaus,2020-08-27,79,116
12313,Sutter,2020-08-27,18,21
12314,Tehama,2020-08-27,3,2
12315,Trinity,2020-08-27,0,1
12316,Tulare,2020-08-27,66,98
12317,Tuolumne,2020-08-27,1,2
12319,Ventura,2020-08-27,71,71
12320,Yolo,2020-08-27,22,14
12321,Yuba,2020-08-27,15,28
12322,Alameda,2020-08-26,158,95
12323,Alpine,2020-08-26,0,0
12324,Amador,2020-08-26,0,2
12325,Butte,2020-08-26,67,47
12326,Calaveras,2020-08-26,2,5
12328,Colusa,2020-08-26,7,3
12329,Contra Costa,2020-08-26,137,67
12330,Del Norte,2020-08-26,1,3
12331,El Dorado,2020-08-26,3,10
12332,Fresno,2020-08-26,187,139
12333,Glenn,2020-08-26,3,0
12334,Humboldt,2020-08-26,4,15
12335,Imperial,2020-08-26,29,72
12336,Inyo,2020-08-26,2,13
12337,Kern,2020-08-26,120,91
12338,Kings,2020-08-26,158,18
12339,Lake,2020-08-26,5,4
12340,Lassen,2020-08-26,1,10
12341,Los Angeles,2020-08-26,1408,1538
12342,Madera,2020-08-26,15,12
12343,Marin,2020-08-26,38,27
12344,Mariposa,2020-08-26,0,1
12345,Mendocino,2020-08-26,6,10
12346,Merced,2020-08-26,68,27
12347,Modoc,2020-08-26,0,0
12348,Mono,2020-08-26,0,12
12349,Monterey,2020-08-26,80,106
12350,Napa,2020-08-26,7,8
12351,Nevada,2020-08-26,3,2
12352,Orange,2020-08-26,195,420
12354,Placer,2020-08-26,19,17
12355,Plumas,2020-08-26,0,0
12356,Riverside,2020-08-26,230,249
12357,Sacramento,2020-08-26,152,107
12358,San Benito,2020-08-26,16,5
12359,San Bernardino,2020-08-26,235,296
12360,San Diego,2020-08-26,279,228
12361,San Francisco,2020-08-26,77,90
12362,San Joaquin,2020-08-26,127,50
12363,San Luis Obispo,2020-08-26,61,30
12364,San Mateo,2020-08-26,88,19
12365,Santa Barbara,2020-08-26,52,50
12366,Santa Clara,2020-08-26,173,84
12367,Santa Cruz,2020-08-26,19,18
12368,Shasta,2020-08-26,4,0
12369,Sierra,2020-08-26,0,0
12370,Siskiyou,2020-08-26,1,0
12371,Solano,2020-08-26,61,17
12372,Sonoma,2020-08-26,84,135
12373,Stanislaus,2020-08-26,109,78
12374,Sutter,2020-08-26,17,16
12375,Tehama,2020-08-26,2,2
12376,Trinity,2020-08-26,2,0
12377,Tulare,2020-08-26,103,54
12378,Tuolumne,2020-08-26,2,0
12380,Ventura,2020-08-26,84,99
12381,Yolo,2020-08-26,14,25
12382,Yuba,2020-08-26,10,4
12383,Alameda,2020-08-25,194,365
12384,Alpine,2020-08-25,0,0
12385,Amador,2020-08-25,2,0
12386,Butte,2020-08-25,85,69
12387,Calaveras,2020-08-25,10,9
12389,Colusa,2020-08-25,4,5
12390,Contra Costa,2020-08-25,113,275
12391,Del Norte,2020-08-25,0,3
12392,El Dorado,2020-08-25,8,20
12393,Fresno,2020-08-25,182,314
12394,Glenn,2020-08-25,2,8
12395,Humboldt,2020-08-25,6,2
12396,Imperial,2020-08-25,35,58
12397,Inyo,2020-08-25,4,0
12398,Kern,2020-08-25,93,259
12399,Kings,2020-08-25,88,50
12400,Lake,2020-08-25,14,2
12401,Lassen,2020-08-25,0,-1
12402,Los Angeles,2020-08-25,1303,925
12403,Madera,2020-08-25,27,28
12404,Marin,2020-08-25,63,26
12405,Mariposa,2020-08-25,2,1
12406,Mendocino,2020-08-25,15,21
12407,Merced,2020-08-25,78,88
12408,Modoc,2020-08-25,0,0
12409,Mono,2020-08-25,0,0
12410,Monterey,2020-08-25,109,121
12411,Napa,2020-08-25,13,16
12412,Nevada,2020-08-25,5,7
12413,Orange,2020-08-25,191,201
12415,Placer,2020-08-25,46,36
12416,Plumas,2020-08-25,0,2
12417,Riverside,2020-08-25,277,393
12418,Sacramento,2020-08-25,199,283
12419,San Benito,2020-08-25,21,12
12420,San Bernardino,2020-08-25,259,345
12421,San Diego,2020-08-25,286,267
12422,San Francisco,2020-08-25,83,227
12423,San Joaquin,2020-08-25,138,230
12424,San Luis Obispo,2020-08-25,28,26
12425,San Mateo,2020-08-25,80,134
12426,Santa Barbara,2020-08-25,41,70
12427,Santa Clara,2020-08-25,205,150
12428,Santa Cruz,2020-08-25,23,81
12429,Shasta,2020-08-25,2,6
12430,Sierra,2020-08-25,0,0
12431,Siskiyou,2020-08-25,4,2
12432,Solano,2020-08-25,47,135
12433,Sonoma,2020-08-25,100,77
12434,Stanislaus,2020-08-25,103,365
12435,Sutter,2020-08-25,19,40
12436,Tehama,2020-08-25,6,6
12437,Trinity,2020-08-25,0,0
12438,Tulare,2020-08-25,107,154
12439,Tuolumne,2020-08-25,2,2
12441,Ventura,2020-08-25,81,52
12442,Yolo,2020-08-25,35,15
12443,Yuba,2020-08-25,17,25
12444,Alameda,2020-08-24,226,127
12445,Alpine,2020-08-24,0,0
12446,Amador,2020-08-24,3,0
12447,Butte,2020-08-24,113,12
12448,Calaveras,2020-08-24,10,0
12450,Colusa,2020-08-24,7,1
12451,Contra Costa,2020-08-24,161,264
12452,Del Norte,2020-08-24,0,0
12453,El Dorado,2020-08-24,13,7
12454,Fresno,2020-08-24,200,204
12455,Glenn,2020-08-24,7,0
12456,Humboldt,2020-08-24,2,-1
12457,Imperial,2020-08-24,27,80
12458,Inyo,2020-08-24,3,0
12459,Kern,2020-08-24,144,129
12460,Kings,2020-08-24,42,24
12461,Lake,2020-08-24,4,3
12462,Lassen,2020-08-24,1,0
12463,Los Angeles,2020-08-24,1539,1203
12464,Madera,2020-08-24,32,17
12465,Marin,2020-08-24,41,27
12466,Mariposa,2020-08-24,0,0
12467,Mendocino,2020-08-24,4,0
12468,Merced,2020-08-24,67,31
12469,Modoc,2020-08-24,1,0
12470,Mono,2020-08-24,0,0
12471,Monterey,2020-08-24,90,39
12472,Napa,2020-08-24,12,10
12473,Nevada,2020-08-24,5,2
12474,Orange,2020-08-24,235,269
12476,Placer,2020-08-24,39,21
12477,Plumas,2020-08-24,0,0
12478,Riverside,2020-08-24,268,203
12479,Sacramento,2020-08-24,223,234
12480,San Benito,2020-08-24,14,23
12481,San Bernardino,2020-08-24,273,189
12482,San Diego,2020-08-24,321,187
12483,San Francisco,2020-08-24,95,57
12484,San Joaquin,2020-08-24,127,496
12485,San Luis Obispo,2020-08-24,42,26
12486,San Mateo,2020-08-24,87,52
12487,Santa Barbara,2020-08-24,68,59
12488,Santa Clara,2020-08-24,194,137
12489,Santa Cruz,2020-08-24,23,0
12490,Shasta,2020-08-24,5,4
12491,Sierra,2020-08-24,0,0
12492,Siskiyou,2020-08-24,4,0
12493,Solano,2020-08-24,61,2
12494,Sonoma,2020-08-24,88,53
12495,Stanislaus,2020-08-24,136,38
12496,Sutter,2020-08-24,23,16
12497,Tehama,2020-08-24,9,7
12498,Trinity,2020-08-24,0,0
12499,Tulare,2020-08-24,129,57
12500,Tuolumne,2020-08-24,4,6
12502,Ventura,2020-08-24,97,135
12503,Yolo,2020-08-24,29,29
12504,Yuba,2020-08-24,20,0
12505,Alameda,2020-08-23,92,138
12506,Alpine,2020-08-23,0,0
12507,Amador,2020-08-23,1,3
12508,Butte,2020-08-23,50,19
12509,Calaveras,2020-08-23,3,0
12511,Colusa,2020-08-23,4,5
12512,Contra Costa,2020-08-23,86,120
12513,Del Norte,2020-08-23,1,0
12514,El Dorado,2020-08-23,2,1
12515,Fresno,2020-08-23,99,217
12516,Glenn,2020-08-23,1,0
12517,Humboldt,2020-08-23,8,7
12518,Imperial,2020-08-23,8,-1
12519,Inyo,2020-08-23,0,0
12520,Kern,2020-08-23,52,221
12521,Kings,2020-08-23,9,181
12522,Lake,2020-08-23,2,8
12523,Lassen,2020-08-23,0,0
12524,Los Angeles,2020-08-23,530,975
12525,Madera,2020-08-23,19,71
12526,Marin,2020-08-23,12,18
12527,Mariposa,2020-08-23,0,0
12528,Mendocino,2020-08-23,3,21
12529,Merced,2020-08-23,28,81
12530,Modoc,2020-08-23,0,0
12531,Mono,2020-08-23,0,0
12532,Monterey,2020-08-23,48,92
12533,Napa,2020-08-23,5,20
12534,Nevada,2020-08-23,0,10
12535,Orange,2020-08-23,142,136
12537,Placer,2020-08-23,14,38
12538,Plumas,2020-08-23,0,0
12539,Riverside,2020-08-23,148,349
12540,Sacramento,2020-08-23,113,568
12541,San Benito,2020-08-23,16,26
12542,San Bernardino,2020-08-23,128,207
12543,San Diego,2020-08-23,181,337
12544,San Francisco,2020-08-23,60,-4
12545,San Joaquin,2020-08-23,53,1
12546,San Luis Obispo,2020-08-23,25,19
12547,San Mateo,2020-08-23,39,89
12548,Santa Barbara,2020-08-23,26,40
12549,Santa Clara,2020-08-23,103,322
12550,Santa Cruz,2020-08-23,17,-1
12551,Shasta,2020-08-23,2,8
12552,Sierra,2020-08-23,0,0
12553,Siskiyou,2020-08-23,0,1
12554,Solano,2020-08-23,30,33
12555,Sonoma,2020-08-23,45,127
12556,Stanislaus,2020-08-23,48,103
12557,Sutter,2020-08-23,7,14
12558,Tehama,2020-08-23,0,13
12559,Trinity,2020-08-23,0,2
12560,Tulare,2020-08-23,65,107
12561,Tuolumne,2020-08-23,2,2
12563,Ventura,2020-08-23,56,167
12564,Yolo,2020-08-23,15,22
12565,Yuba,2020-08-23,12,12
12566,Alameda,2020-08-22,90,235
12567,Alpine,2020-08-22,0,0
12568,Amador,2020-08-22,1,1
12569,Butte,2020-08-22,39,36
12570,Calaveras,2020-08-22,0,5
12572,Colusa,2020-08-22,2,1
12573,Contra Costa,2020-08-22,89,189
12574,Del Norte,2020-08-22,0,2
12575,El Dorado,2020-08-22,4,15
12576,Fresno,2020-08-22,161,357
12577,Glenn,2020-08-22,4,3
12578,Humboldt,2020-08-22,3,3
12579,Imperial,2020-08-22,16,78
12580,Inyo,2020-08-22,0,0
12581,Kern,2020-08-22,59,240
12582,Kings,2020-08-22,22,56
12583,Lake,2020-08-22,2,10
12584,Lassen,2020-08-22,0,0
12585,Los Angeles,2020-08-22,910,1623
12586,Madera,2020-08-22,30,59
12587,Marin,2020-08-22,20,27
12588,Mariposa,2020-08-22,0,0
12589,Mendocino,2020-08-22,10,24
12590,Merced,2020-08-22,29,136
12591,Modoc,2020-08-22,0,0
12592,Mono,2020-08-22,0,1
12593,Monterey,2020-08-22,73,107
12594,Napa,2020-08-22,9,11
12595,Nevada,2020-08-22,1,5
12596,Orange,2020-08-22,141,506
12598,Placer,2020-08-22,16,36
12599,Plumas,2020-08-22,0,1
12600,Riverside,2020-08-22,193,535
12601,Sacramento,2020-08-22,123,269
12602,San Benito,2020-08-22,10,21
12603,San Bernardino,2020-08-22,123,554
12604,San Diego,2020-08-22,204,291
12605,San Francisco,2020-08-22,50,193
12606,San Joaquin,2020-08-22,83,180
12607,San Luis Obispo,2020-08-22,22,20
12608,San Mateo,2020-08-22,36,108
12609,Santa Barbara,2020-08-22,41,40
12610,Santa Clara,2020-08-22,154,191
12611,Santa Cruz,2020-08-22,13,11
12612,Shasta,2020-08-22,0,7
12613,Sierra,2020-08-22,0,0
12614,Siskiyou,2020-08-22,0,3
12615,Solano,2020-08-22,24,53
12616,Sonoma,2020-08-22,71,75
12617,Stanislaus,2020-08-22,68,98
12618,Sutter,2020-08-22,13,16
12619,Tehama,2020-08-22,2,11
12620,Trinity,2020-08-22,0,0
12621,Tulare,2020-08-22,72,194
12622,Tuolumne,2020-08-22,8,1
12624,Ventura,2020-08-22,65,94
12625,Yolo,2020-08-22,15,24
12626,Yuba,2020-08-22,4,21
12627,Alameda,2020-08-21,158,239
12628,Alpine,2020-08-21,0,0
12629,Amador,2020-08-21,2,1
12630,Butte,2020-08-21,52,33
12631,Calaveras,2020-08-21,3,3
12633,Colusa,2020-08-21,2,3
12634,Contra Costa,2020-08-21,127,225
12635,Del Norte,2020-08-21,0,0
12636,El Dorado,2020-08-21,4,4
12637,Fresno,2020-08-21,174,305
12638,Glenn,2020-08-21,5,4
12639,Humboldt,2020-08-21,5,13
12640,Imperial,2020-08-21,18,80
12641,Inyo,2020-08-21,1,0
12642,Kern,2020-08-21,166,230
12643,Kings,2020-08-21,40,44
12644,Lake,2020-08-21,5,1
12645,Lassen,2020-08-21,2,0
12646,Los Angeles,2020-08-21,1345,1743
12647,Madera,2020-08-21,26,74
12648,Marin,2020-08-21,18,17
12649,Mariposa,2020-08-21,0,-1
12650,Mendocino,2020-08-21,11,8
12651,Merced,2020-08-21,76,184
12652,Modoc,2020-08-21,0,0
12653,Mono,2020-08-21,0,0
12654,Monterey,2020-08-21,71,82
12655,Napa,2020-08-21,9,11
12656,Nevada,2020-08-21,1,5
12657,Orange,2020-08-21,225,326
12659,Placer,2020-08-21,17,17
12660,Plumas,2020-08-21,0,0
12661,Riverside,2020-08-21,218,456
12662,Sacramento,2020-08-21,242,255
12663,San Benito,2020-08-21,13,25
12664,San Bernardino,2020-08-21,255,622
12665,San Diego,2020-08-21,221,304
12666,San Francisco,2020-08-21,86,113
12667,San Joaquin,2020-08-21,92,110
12668,San Luis Obispo,2020-08-21,20,50
12669,San Mateo,2020-08-21,74,65
12670,Santa Barbara,2020-08-21,38,74
12671,Santa Clara,2020-08-21,174,237
12672,Santa Cruz,2020-08-21,13,36
12673,Shasta,2020-08-21,1,8
12674,Sierra,2020-08-21,0,0
12675,Siskiyou,2020-08-21,1,1
12676,Solano,2020-08-21,44,48
12677,Sonoma,2020-08-21,70,79
12678,Stanislaus,2020-08-21,96,162
12679,Sutter,2020-08-21,23,15
12680,Tehama,2020-08-21,6,7
12681,Trinity,2020-08-21,0,0
12682,Tulare,2020-08-21,108,95
12683,Tuolumne,2020-08-21,3,2
12685,Ventura,2020-08-21,114,121
12686,Yolo,2020-08-21,22,14
12687,Yuba,2020-08-21,17,8
12688,Alameda,2020-08-20,154,300
12689,Alpine,2020-08-20,0,0
12690,Amador,2020-08-20,1,3
12691,Butte,2020-08-20,43,32
12692,Calaveras,2020-08-20,3,2
12694,Colusa,2020-08-20,1,0
12695,Contra Costa,2020-08-20,112,213
12696,Del Norte,2020-08-20,0,0
12697,El Dorado,2020-08-20,6,11
12698,Fresno,2020-08-20,179,368
12699,Glenn,2020-08-20,2,0
12700,Humboldt,2020-08-20,2,2
12701,Imperial,2020-08-20,28,45
12702,Inyo,2020-08-20,2,4
12703,Kern,2020-08-20,117,195
12704,Kings,2020-08-20,173,46
12705,Lake,2020-08-20,3,3
12706,Lassen,2020-08-20,8,0
12707,Los Angeles,2020-08-20,1340,1486
12708,Madera,2020-08-20,34,39
12709,Marin,2020-08-20,25,22
12710,Mariposa,2020-08-20,0,3
12711,Mendocino,2020-08-20,16,2
12712,Merced,2020-08-20,129,91
12713,Modoc,2020-08-20,0,0
12714,Mono,2020-08-20,0,0
12715,Monterey,2020-08-20,102,199
12716,Napa,2020-08-20,5,13
12717,Nevada,2020-08-20,7,3
12718,Orange,2020-08-20,205,361
12720,Placer,2020-08-20,24,22
12721,Plumas,2020-08-20,0,0
12722,Riverside,2020-08-20,250,212
12723,Sacramento,2020-08-20,182,228
12724,San Benito,2020-08-20,17,13
12725,San Bernardino,2020-08-20,301,403
12726,San Diego,2020-08-20,249,232
12727,San Francisco,2020-08-20,65,26
12728,San Joaquin,2020-08-20,125,101
12729,San Luis Obispo,2020-08-20,40,37
12730,San Mateo,2020-08-20,67,42
12731,Santa Barbara,2020-08-20,49,72
12732,Santa Clara,2020-08-20,146,168
12733,Santa Cruz,2020-08-20,26,27
12734,Shasta,2020-08-20,4,3
12735,Sierra,2020-08-20,0,0
12736,Siskiyou,2020-08-20,1,-1
12737,Solano,2020-08-20,42,36
12738,Sonoma,2020-08-20,83,123
12739,Stanislaus,2020-08-20,102,36
12740,Sutter,2020-08-20,34,12
12741,Tehama,2020-08-20,6,8
12742,Trinity,2020-08-20,1,0
12743,Tulare,2020-08-20,98,151
12744,Tuolumne,2020-08-20,4,0
12746,Ventura,2020-08-20,88,157
12747,Yolo,2020-08-20,23,24
12748,Yuba,2020-08-20,12,8
12749,Alameda,2020-08-19,178,247
12750,Alpine,2020-08-19,0,0
12751,Amador,2020-08-19,1,4
12752,Butte,2020-08-19,32,26
12753,Calaveras,2020-08-19,4,3
12755,Colusa,2020-08-19,1,0
12756,Contra Costa,2020-08-19,120,206
12757,Del Norte,2020-08-19,1,0
12758,El Dorado,2020-08-19,5,4
12759,Fresno,2020-08-19,214,369
12760,Glenn,2020-08-19,0,7
12761,Humboldt,2020-08-19,5,1
12762,Imperial,2020-08-19,35,73
12763,Inyo,2020-08-19,1,0
12764,Kern,2020-08-19,148,164
12765,Kings,2020-08-19,23,32
12766,Lake,2020-08-19,3,3
12767,Lassen,2020-08-19,0,0
12768,Los Angeles,2020-08-19,1433,1788
12769,Madera,2020-08-19,28,33
12770,Marin,2020-08-19,30,15
12771,Mariposa,2020-08-19,0,3
12772,Mendocino,2020-08-19,8,27
12773,Merced,2020-08-19,51,142
12774,Modoc,2020-08-19,0,0
12775,Mono,2020-08-19,1,-1
12776,Monterey,2020-08-19,90,2
12777,Napa,2020-08-19,3,19
12778,Nevada,2020-08-19,6,9
12779,Orange,2020-08-19,225,279
12781,Placer,2020-08-19,26,15
12782,Plumas,2020-08-19,0,2
12783,Riverside,2020-08-19,329,294
12784,Sacramento,2020-08-19,231,154
12785,San Benito,2020-08-19,20,17
12786,San Bernardino,2020-08-19,286,397
12787,San Diego,2020-08-19,292,214
12788,San Francisco,2020-08-19,85,220
12789,San Joaquin,2020-08-19,118,168
12790,San Luis Obispo,2020-08-19,22,18
12791,San Mateo,2020-08-19,56,72
12792,Santa Barbara,2020-08-19,42,27
12793,Santa Clara,2020-08-19,173,208
12794,Santa Cruz,2020-08-19,15,45
12795,Shasta,2020-08-19,4,7
12796,Sierra,2020-08-19,0,0
12797,Siskiyou,2020-08-19,1,0
12798,Solano,2020-08-19,27,107
12799,Sonoma,2020-08-19,70,108
12800,Stanislaus,2020-08-19,98,149
12801,Sutter,2020-08-19,20,20
12802,Tehama,2020-08-19,10,9
12803,Trinity,2020-08-19,0,0
12804,Tulare,2020-08-19,132,119
12805,Tuolumne,2020-08-19,3,0
12807,Ventura,2020-08-19,91,51
12808,Yolo,2020-08-19,22,24
12809,Yuba,2020-08-19,8,22
12810,Alameda,2020-08-18,195,173
12811,Alpine,2020-08-18,0,0
12812,Amador,2020-08-18,0,0
12813,Butte,2020-08-18,44,28
12814,Calaveras,2020-08-18,4,7
12816,Colusa,2020-08-18,3,7
12817,Contra Costa,2020-08-18,137,247
12818,Del Norte,2020-08-18,4,1
12819,El Dorado,2020-08-18,3,20
12820,Fresno,2020-08-18,197,482
12821,Glenn,2020-08-18,1,5
12822,Humboldt,2020-08-18,7,13
12823,Imperial,2020-08-18,41,71
12824,Inyo,2020-08-18,8,16
12825,Kern,2020-08-18,143,205
12826,Kings,2020-08-18,36,20
12827,Lake,2020-08-18,5,4
12828,Lassen,2020-08-18,0,27
12829,Los Angeles,2020-08-18,1519,800
12830,Madera,2020-08-18,43,75
12831,Marin,2020-08-18,23,25
12832,Mariposa,2020-08-18,0,0
12833,Mendocino,2020-08-18,17,14
12834,Merced,2020-08-18,94,126
12835,Modoc,2020-08-18,0,0
12836,Mono,2020-08-18,0,3
12837,Monterey,2020-08-18,99,138
12838,Napa,2020-08-18,21,19
12839,Nevada,2020-08-18,5,6
12840,Orange,2020-08-18,210,38
12842,Placer,2020-08-18,27,35
12843,Plumas,2020-08-18,0,1
12844,Riverside,2020-08-18,330,385
12845,Sacramento,2020-08-18,224,277
12846,San Benito,2020-08-18,15,14
12847,San Bernardino,2020-08-18,346,822
12848,San Diego,2020-08-18,265,202
12849,San Francisco,2020-08-18,72,416
12850,San Joaquin,2020-08-18,161,186
12851,San Luis Obispo,2020-08-18,33,8
12852,San Mateo,2020-08-18,75,87
12853,Santa Barbara,2020-08-18,42,34
12854,Santa Clara,2020-08-18,223,240
12855,Santa Cruz,2020-08-18,18,56
12856,Shasta,2020-08-18,7,1
12857,Sierra,2020-08-18,0,0
12858,Siskiyou,2020-08-18,1,0
12859,Solano,2020-08-18,57,221
12860,Sonoma,2020-08-18,90,104
12861,Stanislaus,2020-08-18,128,190
12862,Sutter,2020-08-18,16,55
12863,Tehama,2020-08-18,9,9
12864,Trinity,2020-08-18,0,0
12865,Tulare,2020-08-18,112,150
12866,Tuolumne,2020-08-18,3,2
12868,Ventura,2020-08-18,122,46
12869,Yolo,2020-08-18,28,19
12870,Yuba,2020-08-18,15,32
12871,Alameda,2020-08-17,294,116
12872,Alpine,2020-08-17,0,0
12873,Amador,2020-08-17,3,0
12874,Butte,2020-08-17,38,31
12875,Calaveras,2020-08-17,7,0
12877,Colusa,2020-08-17,2,1
12878,Contra Costa,2020-08-17,185,187
12879,Del Norte,2020-08-17,4,0
12880,El Dorado,2020-08-17,13,3
12881,Fresno,2020-08-17,205,306
12882,Glenn,2020-08-17,2,2
12883,Humboldt,2020-08-17,3,1
12884,Imperial,2020-08-17,43,14
12885,Inyo,2020-08-17,7,-1
12886,Kern,2020-08-17,193,253
12887,Kings,2020-08-17,32,103
12888,Lake,2020-08-17,4,1
12889,Lassen,2020-08-17,0,0
12890,Los Angeles,2020-08-17,1589,1182
12891,Madera,2020-08-17,45,37
12892,Marin,2020-08-17,26,19
12893,Mariposa,2020-08-17,0,0
12894,Mendocino,2020-08-17,7,3
12895,Merced,2020-08-17,82,70
12896,Modoc,2020-08-17,0,0
12897,Mono,2020-08-17,0,0
12898,Monterey,2020-08-17,98,37
12899,Napa,2020-08-17,19,14
12900,Nevada,2020-08-17,11,4
12901,Orange,2020-08-17,250,318
12903,Placer,2020-08-17,29,26
12904,Plumas,2020-08-17,0,0
12905,Riverside,2020-08-17,331,393
12906,Sacramento,2020-08-17,242,123
12907,San Benito,2020-08-17,29,7
12908,San Bernardino,2020-08-17,416,281
12909,San Diego,2020-08-17,263,282
12910,San Francisco,2020-08-17,88,-2
12911,San Joaquin,2020-08-17,204,35
12912,San Luis Obispo,2020-08-17,30,33
12913,San Mateo,2020-08-17,61,45
12914,Santa Barbara,2020-08-17,49,70
12915,Santa Clara,2020-08-17,195,217
12916,Santa Cruz,2020-08-17,30,4
12917,Shasta,2020-08-17,7,2
12918,Sierra,2020-08-17,0,0
12919,Siskiyou,2020-08-17,1,1
12920,Solano,2020-08-17,61,0
12921,Sonoma,2020-08-17,98,73
12922,Stanislaus,2020-08-17,157,77
12923,Sutter,2020-08-17,18,0
12924,Tehama,2020-08-17,9,6
12925,Trinity,2020-08-17,1,0
12926,Tulare,2020-08-17,131,153
12927,Tuolumne,2020-08-17,0,1
12929,Ventura,2020-08-17,109,82
12930,Yolo,2020-08-17,17,26
12931,Yuba,2020-08-17,9,0
12932,Alameda,2020-08-16,76,173
12933,Alpine,2020-08-16,0,0
12934,Amador,2020-08-16,0,5
12935,Butte,2020-08-16,22,23
12936,Calaveras,2020-08-16,2,0
12938,Colusa,2020-08-16,1,6
12939,Contra Costa,2020-08-16,97,149
12940,Del Norte,2020-08-16,0,0
12941,El Dorado,2020-08-16,5,5
12942,Fresno,2020-08-16,106,407
12943,Glenn,2020-08-16,0,2
12944,Humboldt,2020-08-16,1,0
12945,Imperial,2020-08-16,19,89
12946,Inyo,2020-08-16,0,2
12947,Kern,2020-08-16,87,182
12948,Kings,2020-08-16,17,107
12949,Lake,2020-08-16,2,1
12950,Lassen,2020-08-16,0,0
12951,Los Angeles,2020-08-16,569,1193
12952,Madera,2020-08-16,50,63
12953,Marin,2020-08-16,7,36
12954,Mariposa,2020-08-16,0,0
12955,Mendocino,2020-08-16,4,7
12956,Merced,2020-08-16,33,88
12957,Modoc,2020-08-16,0,0
12958,Mono,2020-08-16,0,0
12959,Monterey,2020-08-16,44,354
12960,Napa,2020-08-16,9,9
12961,Nevada,2020-08-16,0,3
12962,Orange,2020-08-16,112,492
12964,Placer,2020-08-16,22,32
12965,Plumas,2020-08-16,0,0
12966,Riverside,2020-08-16,151,949
12967,Sacramento,2020-08-16,111,192
12968,San Benito,2020-08-16,13,10
12969,San Bernardino,2020-08-16,148,493
12970,San Diego,2020-08-16,166,334
12971,San Francisco,2020-08-16,66,1
12972,San Joaquin,2020-08-16,72,175
12973,San Luis Obispo,2020-08-16,17,33
12974,San Mateo,2020-08-16,28,82
12975,Santa Barbara,2020-08-16,28,30
12976,Santa Clara,2020-08-16,94,224
12977,Santa Cruz,2020-08-16,18,0
12978,Shasta,2020-08-16,3,7
12979,Sierra,2020-08-16,0,0
12980,Siskiyou,2020-08-16,1,2
12981,Solano,2020-08-16,20,2
12982,Sonoma,2020-08-16,53,195
12983,Stanislaus,2020-08-16,64,127
12984,Sutter,2020-08-16,11,25
12985,Tehama,2020-08-16,1,6
12986,Trinity,2020-08-16,2,2
12987,Tulare,2020-08-16,38,72
12988,Tuolumne,2020-08-16,0,1
12990,Ventura,2020-08-16,59,29
12991,Yolo,2020-08-16,12,26
12992,Yuba,2020-08-16,4,24
12993,Alameda,2020-08-15,142,256
12994,Alpine,2020-08-15,0,0
12995,Amador,2020-08-15,0,1
12996,Butte,2020-08-15,9,25
12997,Calaveras,2020-08-15,4,2
12999,Colusa,2020-08-15,2,2
13000,Contra Costa,2020-08-15,112,213
13001,Del Norte,2020-08-15,0,1
