,date,county,population,cases,deaths,total_tests,positive_tests,reported_cases,reported_deaths,reported_tests
19103,2020-05-07,Fresno,1032227,55,1,658,59,39,0,387
19104,2020-05-07,Glenn,29348,0,0,9,0,2,0,4
19105,2020-05-07,Humboldt,134098,1,1,192,0,0,0,85
19106,2020-05-07,Imperial,191649,66,3,373,66,43,0,226
19107,2020-05-07,Inyo,18453,0,0,16,0,0,0,11
19108,2020-05-07,Kern,927251,55,2,621,49,64,1,363
19109,2020-05-07,Kings,156444,18,0,217,29,11,0,109
19110,2020-05-07,Lake,64871,0,0,24,0,0,0,19
19111,2020-05-07,Lassen,30065,0,0,9,0,0,0,5
19112,2020-05-07,Los Angeles,10257557,1002,35,24920,1296,857,52,14400
19113,2020-05-07,Madera,160089,2,0,42,1,-1,0,30
19114,2020-05-07,Marin,260800,7,1,306,4,8,0,201
19115,2020-05-07,Mariposa,17795,0,0,41,0,1,0,33
19116,2020-05-07,Mendocino,88439,0,0,29,0,0,0,21
19117,2020-05-07,Merced,287420,7,0,279,9,6,0,146
19118,2020-05-07,Modoc,9475,0,0,11,0,0,0,3
19119,2020-05-07,Mono,13961,0,0,17,0,0,0,9
19120,2020-05-07,Monterey,448732,9,0,272,8,3,0,89
19121,2020-05-07,Napa,139652,1,0,439,0,0,0,96
19122,2020-05-07,Nevada,98710,0,0,98,0,0,0,40
19123,2020-05-07,Orange,3228519,182,17,2259,195,127,3,1346
19125,2020-05-07,Placer,400434,3,0,282,2,1,0,203
19126,2020-05-07,Plumas,18997,0,0,8,0,0,0,5
19127,2020-05-07,Riverside,2468145,145,4,2687,170,73,7,1970
19128,2020-05-07,Sacramento,1567975,7,0,1154,6,4,1,727
19129,2020-05-07,San Benito,64022,1,0,123,0,0,0,25
19130,2020-05-07,San Bernardino,2217398,122,5,1666,143,96,5,1176
19131,2020-05-07,San Diego,3370418,132,3,2855,163,110,7,2073
19132,2020-05-07,San Francisco,892280,26,0,1696,29,48,1,960
19133,2020-05-07,San Joaquin,782545,13,0,631,13,2,0,338
19134,2020-05-07,San Luis Obispo,278862,3,0,551,3,2,0,291
19135,2020-05-07,San Mateo,778001,31,1,934,61,50,1,666
19136,2020-05-07,Santa Barbara,456373,45,1,585,13,155,0,591
19137,2020-05-07,Santa Clara,1967585,13,0,2222,47,11,0,1425
19138,2020-05-07,Santa Cruz,273999,4,0,222,4,1,0,109
19139,2020-05-07,Shasta,177925,1,0,173,0,0,0,93
19140,2020-05-07,Sierra,3115,0,0,0,0,0,0,0
19141,2020-05-07,Siskiyou,43956,0,0,143,0,0,0,40
19142,2020-05-07,Solano,444255,10,1,605,18,7,0,267
19143,2020-05-07,Sonoma,496668,16,0,921,14,13,0,487
19144,2020-05-07,Stanislaus,562303,16,0,355,19,32,1,223
19145,2020-05-07,Sutter,105747,0,0,54,0,0,0,50
19146,2020-05-07,Tehama,65885,0,0,81,0,0,0,29
19147,2020-05-07,Trinity,13354,0,0,8,0,0,0,2
19148,2020-05-07,Tulare,484423,48,1,1068,86,38,1,401
19149,2020-05-07,Tuolumne,52351,0,0,18,0,0,0,19
19151,2020-05-07,Ventura,852747,25,1,592,27,28,0,313
19152,2020-05-07,Yolo,223612,1,0,189,3,0,0,113
19153,2020-05-07,Yuba,79290,0,0,42,0,1,0,32
19154,2020-05-06,Alameda,1685886,43,2,1305,78,45,0,1120
19155,2020-05-06,Alpine,1117,0,0,4,0,0,0,0
19156,2020-05-06,Amador,38531,0,0,11,0,0,0,8
19157,2020-05-06,Butte,217769,1,0,99,0,0,0,74
19158,2020-05-06,Calaveras,44289,0,0,19,0,0,0,15
19160,2020-05-06,Colusa,22593,0,0,5,0,0,0,4
19161,2020-05-06,Contra Costa,1160099,18,0,1083,27,14,0,610
19162,2020-05-06,Del Norte,27558,0,0,12,0,0,0,8
19163,2020-05-06,El Dorado,193098,2,0,199,0,-1,0,98
19164,2020-05-06,Fresno,1032227,64,3,629,58,47,0,379
19165,2020-05-06,Glenn,29348,0,0,9,1,0,0,4
19166,2020-05-06,Humboldt,134098,3,0,182,1,0,0,49
19167,2020-05-06,Imperial,191649,55,5,308,51,10,0,193
19168,2020-05-06,Inyo,18453,0,0,10,1,0,0,15
19169,2020-05-06,Kern,927251,50,0,464,40,28,1,268
19170,2020-05-06,Kings,156444,16,0,150,21,21,0,134
19171,2020-05-06,Lake,64871,1,0,45,0,0,0,19
19172,2020-05-06,Lassen,30065,0,0,4,0,0,0,7
19173,2020-05-06,Los Angeles,10257557,1059,68,27086,1404,820,58,15375
19174,2020-05-06,Madera,160089,3,0,47,2,2,0,31
19175,2020-05-06,Marin,260800,6,0,270,7,0,0,147
19176,2020-05-06,Mariposa,17795,0,0,67,0,0,0,18
19177,2020-05-06,Mendocino,88439,0,0,72,0,0,0,19
19178,2020-05-06,Merced,287420,5,1,276,6,-1,0,113
19179,2020-05-06,Modoc,9475,0,0,1,0,0,0,5
19180,2020-05-06,Mono,13961,0,0,14,1,1,0,10
19181,2020-05-06,Monterey,448732,14,0,307,19,6,0,87
19182,2020-05-06,Napa,139652,0,0,164,1,4,0,76
19183,2020-05-06,Nevada,98710,0,0,80,0,0,0,29
19184,2020-05-06,Orange,3228519,124,6,2321,221,115,3,1216
19186,2020-05-06,Placer,400434,0,0,310,1,2,0,151
19187,2020-05-06,Plumas,18997,0,0,8,0,0,0,8
19188,2020-05-06,Riverside,2468145,109,4,2788,147,226,2,2734
19189,2020-05-06,Sacramento,1567975,7,0,943,16,10,1,496
19190,2020-05-06,San Benito,64022,1,0,36,1,0,0,26
19191,2020-05-06,San Bernardino,2217398,92,4,1551,103,81,6,1343
19192,2020-05-06,San Diego,3370418,142,7,2882,182,159,8,2184
19193,2020-05-06,San Francisco,892280,36,1,1707,34,25,1,1005
19194,2020-05-06,San Joaquin,782545,9,0,426,12,4,2,284
19195,2020-05-06,San Luis Obispo,278862,1,0,575,5,4,0,223
19196,2020-05-06,San Mateo,778001,32,1,2818,57,13,1,716
19197,2020-05-06,Santa Barbara,456373,224,0,858,217,24,1,439
19198,2020-05-06,Santa Clara,1967585,42,2,2094,66,21,3,1566
19199,2020-05-06,Santa Cruz,273999,2,0,139,0,1,0,113
19200,2020-05-06,Shasta,177925,2,0,144,1,0,0,80
19201,2020-05-06,Sierra,3115,0,0,2,0,0,0,0
19202,2020-05-06,Siskiyou,43956,0,0,132,0,0,0,47
19203,2020-05-06,Solano,444255,17,1,628,13,1,0,191
19204,2020-05-06,Sonoma,496668,3,0,835,7,6,0,324
19205,2020-05-06,Stanislaus,562303,11,1,388,29,4,0,188
19206,2020-05-06,Sutter,105747,0,0,43,0,0,0,41
19207,2020-05-06,Tehama,65885,0,0,119,0,0,0,18
19208,2020-05-06,Trinity,13354,0,0,2,0,0,0,2
19209,2020-05-06,Tulare,484423,89,3,578,61,94,0,506
19210,2020-05-06,Tuolumne,52351,0,0,20,0,0,0,20
19212,2020-05-06,Ventura,852747,22,1,614,26,12,0,643
19213,2020-05-06,Yolo,223612,2,0,230,9,1,0,74
19214,2020-05-06,Yuba,79290,0,0,45,0,0,0,28
19215,2020-05-05,Alameda,1685886,53,2,1229,67,57,2,618
19216,2020-05-05,Alpine,1117,0,0,1,0,0,0,0
19217,2020-05-05,Amador,38531,1,0,17,0,0,0,7
19218,2020-05-05,Butte,217769,0,0,118,0,3,0,76
19219,2020-05-05,Calaveras,44289,0,0,12,0,0,0,16
19221,2020-05-05,Colusa,22593,0,0,9,0,0,0,4
19222,2020-05-05,Contra Costa,1160099,17,0,613,15,27,1,419
19223,2020-05-05,Del Norte,27558,1,0,9,0,0,0,6
19224,2020-05-05,El Dorado,193098,1,0,219,1,3,0,106
19225,2020-05-05,Fresno,1032227,63,1,634,56,46,0,355
19226,2020-05-05,Glenn,29348,0,0,5,0,-1,0,4
19227,2020-05-05,Humboldt,134098,2,0,165,1,0,0,67
19228,2020-05-05,Imperial,191649,52,2,267,34,38,0,222
19229,2020-05-05,Inyo,18453,0,0,15,0,0,0,12
19230,2020-05-05,Kern,927251,40,1,560,26,37,3,344
19231,2020-05-05,Kings,156444,17,1,172,30,34,0,114
19232,2020-05-05,Lake,64871,1,0,98,0,0,0,14
19233,2020-05-05,Lassen,30065,0,0,8,0,0,0,6
19234,2020-05-05,Los Angeles,10257557,1299,51,23025,1500,1624,54,12971
19235,2020-05-05,Madera,160089,1,0,44,2,1,0,27
19236,2020-05-05,Marin,260800,4,0,306,4,0,1,134
19237,2020-05-05,Mariposa,17795,0,0,90,0,1,0,26
19238,2020-05-05,Mendocino,88439,0,0,32,0,0,0,16
19239,2020-05-05,Merced,287420,0,0,219,4,3,0,136
19240,2020-05-05,Modoc,9475,0,0,2,0,0,0,5
19241,2020-05-05,Mono,13961,0,0,9,1,0,0,8
19242,2020-05-05,Monterey,448732,11,0,92,4,3,0,103
19243,2020-05-05,Napa,139652,0,0,101,0,2,0,76
19244,2020-05-05,Nevada,98710,0,0,108,0,0,0,36
19245,2020-05-05,Orange,3228519,135,8,2193,142,110,6,1479
19247,2020-05-05,Placer,400434,1,0,324,6,0,0,138
19248,2020-05-05,Plumas,18997,0,0,4,0,0,0,7
19249,2020-05-05,Riverside,2468145,93,5,2618,119,88,14,2546
19250,2020-05-05,Sacramento,1567975,10,1,754,14,6,4,506
19251,2020-05-05,San Benito,64022,2,0,26,1,1,0,20
19252,2020-05-05,San Bernardino,2217398,142,4,1823,185,161,5,1362
19253,2020-05-05,San Diego,3370418,141,6,2603,201,140,6,2063
19254,2020-05-05,San Francisco,892280,37,0,1335,44,19,0,794
19255,2020-05-05,San Joaquin,782545,14,1,388,13,3,0,253
19256,2020-05-05,San Luis Obispo,278862,3,0,624,5,1,0,249
19257,2020-05-05,San Mateo,778001,37,5,843,41,22,3,402
19258,2020-05-05,Santa Barbara,456373,255,0,870,259,17,0,401
19259,2020-05-05,Santa Clara,1967585,13,1,1670,50,11,5,945
19260,2020-05-05,Santa Cruz,273999,1,0,176,0,1,0,86
19261,2020-05-05,Shasta,177925,2,0,146,0,0,0,99
19262,2020-05-05,Sierra,3115,0,0,0,0,0,0,0
19263,2020-05-05,Siskiyou,43956,0,0,143,0,0,0,43
19264,2020-05-05,Solano,444255,14,1,387,13,6,0,158
19265,2020-05-05,Sonoma,496668,14,0,933,26,7,-1,322
19266,2020-05-05,Stanislaus,562303,6,0,306,13,8,1,156
19267,2020-05-05,Sutter,105747,3,0,97,3,1,0,41
19268,2020-05-05,Tehama,65885,0,0,52,0,0,0,26
19269,2020-05-05,Trinity,13354,1,0,4,1,0,0,2
19270,2020-05-05,Tulare,484423,78,4,633,96,109,0,448
19271,2020-05-05,Tuolumne,52351,0,0,18,0,-1,0,15
19273,2020-05-05,Ventura,852747,20,0,598,15,17,0,312
19274,2020-05-05,Yolo,223612,1,0,229,5,0,0,92
19275,2020-05-05,Yuba,79290,3,0,52,3,-1,0,25
19276,2020-05-04,Alameda,1685886,62,1,1218,57,31,1,0
19277,2020-05-04,Alpine,1117,0,0,1,0,0,0,0
19278,2020-05-04,Amador,38531,0,0,12,0,0,0,0
19279,2020-05-04,Butte,217769,0,0,112,0,-1,0,0
19280,2020-05-04,Calaveras,44289,0,0,16,0,0,0,0
19282,2020-05-04,Colusa,22593,0,0,6,0,0,0,0
19283,2020-05-04,Contra Costa,1160099,16,0,785,26,4,0,0
19284,2020-05-04,Del Norte,27558,0,0,14,0,0,0,0
19285,2020-05-04,El Dorado,193098,2,0,199,2,2,0,0
19286,2020-05-04,Fresno,1032227,91,8,601,53,34,0,0
19287,2020-05-04,Glenn,29348,1,0,7,0,-1,0,0
19288,2020-05-04,Humboldt,134098,2,0,190,1,0,0,0
19289,2020-05-04,Imperial,191649,56,6,236,27,0,0,0
19290,2020-05-04,Inyo,18453,0,0,11,0,0,0,0
19291,2020-05-04,Kern,927251,51,5,442,39,22,0,0
19292,2020-05-04,Kings,156444,20,1,112,21,16,0,0
19293,2020-05-04,Lake,64871,0,0,67,0,0,0,0
19294,2020-05-04,Lassen,30065,0,0,4,0,0,0,0
19295,2020-05-04,Los Angeles,10257557,979,52,21550,1051,535,25,0
19296,2020-05-04,Madera,160089,7,0,32,2,6,0,0
19297,2020-05-04,Marin,260800,5,0,435,8,1,0,0
19298,2020-05-04,Mariposa,17795,0,0,8,0,0,0,0
19299,2020-05-04,Mendocino,88439,0,0,73,0,0,0,0
19300,2020-05-04,Merced,287420,8,0,304,9,4,0,0
19301,2020-05-04,Modoc,9475,0,0,7,0,0,0,0
19302,2020-05-04,Mono,13961,0,0,9,0,0,0,0
19303,2020-05-04,Monterey,448732,9,0,112,6,2,0,0
19304,2020-05-04,Napa,139652,0,0,153,2,0,0,0
19305,2020-05-04,Nevada,98710,0,0,48,0,0,0,0
19306,2020-05-04,Orange,3228519,170,12,2176,188,72,2,0
19308,2020-05-04,Placer,400434,0,0,246,2,1,0,0
19309,2020-05-04,Plumas,18997,0,0,6,0,0,0,0
19310,2020-05-04,Riverside,2468145,106,8,2315,141,187,8,0
19311,2020-05-04,Sacramento,1567975,8,0,908,15,10,1,0
19312,2020-05-04,San Benito,64022,0,0,17,0,0,0,0
19313,2020-05-04,San Bernardino,2217398,61,3,1538,108,61,0,0
19314,2020-05-04,San Diego,3370418,138,12,2364,199,93,2,0
19315,2020-05-04,San Francisco,892280,28,0,1033,48,68,1,0
19316,2020-05-04,San Joaquin,782545,7,0,382,9,4,0,0
19317,2020-05-04,San Luis Obispo,278862,3,0,756,3,2,0,0
19318,2020-05-04,San Mateo,778001,40,0,654,53,36,0,0
19319,2020-05-04,Santa Barbara,456373,363,1,888,383,12,0,0
19320,2020-05-04,Santa Clara,1967585,28,1,1786,63,3,3,0
19321,2020-05-04,Santa Cruz,273999,0,0,152,3,0,0,0
19322,2020-05-04,Shasta,177925,2,0,153,0,0,0,0
19323,2020-05-04,Sierra,3115,0,0,0,0,0,0,0
19324,2020-05-04,Siskiyou,43956,0,0,112,0,0,0,0
19325,2020-05-04,Solano,444255,10,0,370,8,27,0,0
19326,2020-05-04,Sonoma,496668,9,0,621,17,2,0,0
19327,2020-05-04,Stanislaus,562303,28,6,427,43,11,0,0
19328,2020-05-04,Sutter,105747,1,0,86,2,0,0,0
19329,2020-05-04,Tehama,65885,0,0,14,0,0,0,0
19330,2020-05-04,Trinity,13354,0,0,4,0,0,0,0
19331,2020-05-04,Tulare,484423,78,2,549,91,24,0,0
19332,2020-05-04,Tuolumne,52351,0,0,20,0,0,0,0
19334,2020-05-04,Ventura,852747,31,1,530,40,7,0,0
19335,2020-05-04,Yolo,223612,1,0,143,12,0,0,0
19336,2020-05-04,Yuba,79290,0,0,57,1,0,0,0
19337,2020-05-03,Alameda,1685886,37,3,323,26,53,1,0
19338,2020-05-03,Alpine,1117,0,0,0,0,0,0,0
19339,2020-05-03,Amador,38531,0,0,9,0,0,0,0
19340,2020-05-03,Butte,217769,0,0,38,0,0,0,0
19341,2020-05-03,Calaveras,44289,0,0,8,0,0,0,0
19343,2020-05-03,Colusa,22593,0,0,4,0,0,0,0
19344,2020-05-03,Contra Costa,1160099,17,0,208,5,16,0,0
19345,2020-05-03,Del Norte,27558,0,0,1,0,0,0,0
19346,2020-05-03,El Dorado,193098,0,0,23,0,2,0,0
19347,2020-05-03,Fresno,1032227,19,0,88,10,17,0,0
19348,2020-05-03,Glenn,29348,0,0,1,0,0,0,0
19349,2020-05-03,Humboldt,134098,0,0,23,0,0,0,0
19350,2020-05-03,Imperial,191649,28,1,55,9,6,0,0
19351,2020-05-03,Inyo,18453,0,0,5,0,0,0,0
19352,2020-05-03,Kern,927251,26,1,148,16,18,0,0
19353,2020-05-03,Kings,156444,3,0,37,1,17,0,0
19354,2020-05-03,Lake,64871,0,0,27,0,0,0,0
19355,2020-05-03,Lassen,30065,0,0,1,0,0,0,0
19356,2020-05-03,Los Angeles,10257557,529,37,7712,533,753,18,0
19357,2020-05-03,Madera,160089,0,0,8,0,0,0,0
19358,2020-05-03,Marin,260800,2,1,62,1,0,0,0
19359,2020-05-03,Mariposa,17795,0,0,1,0,0,0,0
19360,2020-05-03,Mendocino,88439,0,0,11,0,0,0,0
19361,2020-05-03,Merced,287420,3,0,40,3,3,0,0
19362,2020-05-03,Modoc,9475,0,0,2,0,0,0,0
19363,2020-05-03,Mono,13961,0,0,5,0,0,0,0
19364,2020-05-03,Monterey,448732,6,0,22,0,10,1,0
19365,2020-05-03,Napa,139652,0,0,25,0,1,0,0
19366,2020-05-03,Nevada,98710,0,0,17,0,0,0,0
19367,2020-05-03,Orange,3228519,112,8,890,78,85,3,0
19369,2020-05-03,Placer,400434,2,0,59,5,11,0,0
19370,2020-05-03,Plumas,18997,0,0,4,0,0,0,0
19371,2020-05-03,Riverside,2468145,66,1,1067,63,37,2,0
19372,2020-05-03,Sacramento,1567975,4,1,287,5,12,0,0
19373,2020-05-03,San Benito,64022,0,0,6,0,0,0,0
19374,2020-05-03,San Bernardino,2217398,40,3,422,45,-1,0,0
19375,2020-05-03,San Diego,3370418,102,4,1159,136,85,4,0
19376,2020-05-03,San Francisco,892280,23,0,338,18,60,1,0
19377,2020-05-03,San Joaquin,782545,8,0,129,10,11,1,0
19378,2020-05-03,San Luis Obispo,278862,6,0,71,2,7,0,0
19379,2020-05-03,San Mateo,778001,15,1,254,19,5,1,0
19380,2020-05-03,Santa Barbara,456373,12,0,162,8,6,0,0
19381,2020-05-03,Santa Clara,1967585,11,0,875,18,32,1,0
19382,2020-05-03,Santa Cruz,273999,1,0,53,0,2,0,0
19383,2020-05-03,Shasta,177925,0,0,12,0,0,0,0
19384,2020-05-03,Sierra,3115,0,0,0,0,0,0,0
19385,2020-05-03,Siskiyou,43956,0,0,20,0,0,0,0
19386,2020-05-03,Solano,444255,6,0,52,4,-1,0,0
19387,2020-05-03,Sonoma,496668,3,0,122,4,4,1,0
19388,2020-05-03,Stanislaus,562303,8,0,91,3,23,0,0
19389,2020-05-03,Sutter,105747,0,0,18,0,0,0,0
19390,2020-05-03,Tehama,65885,0,0,13,0,0,0,0
19391,2020-05-03,Trinity,13354,0,0,2,0,0,0,0
19392,2020-05-03,Tulare,484423,40,1,130,22,25,5,0
19393,2020-05-03,Tuolumne,52351,0,0,13,0,0,0,0
19395,2020-05-03,Ventura,852747,14,0,258,11,19,0,0
19396,2020-05-03,Yolo,223612,0,0,54,0,2,1,0
19397,2020-05-03,Yuba,79290,0,0,14,0,0,0,0
19398,2020-05-02,Alameda,1685886,34,0,489,23,48,0,0
19399,2020-05-02,Alpine,1117,0,0,0,0,0,0,0
19400,2020-05-02,Amador,38531,0,0,7,0,0,0,0
19401,2020-05-02,Butte,217769,0,0,44,1,0,0,0
19402,2020-05-02,Calaveras,44289,0,0,4,0,0,0,0
19404,2020-05-02,Colusa,22593,0,0,4,0,0,0,0
19405,2020-05-02,Contra Costa,1160099,14,0,282,7,14,0,0
19406,2020-05-02,Del Norte,27558,0,0,4,0,0,0,0
19407,2020-05-02,El Dorado,193098,0,0,16,1,0,0,0
19408,2020-05-02,Fresno,1032227,26,1,210,22,12,1,0
19409,2020-05-02,Glenn,29348,0,0,0,0,1,0,0
19410,2020-05-02,Humboldt,134098,0,0,23,0,0,0,0
19411,2020-05-02,Imperial,191649,37,3,122,1,8,0,0
19412,2020-05-02,Inyo,18453,0,0,9,0,0,0,0
19413,2020-05-02,Kern,927251,27,0,191,22,35,0,0
19414,2020-05-02,Kings,156444,17,0,61,14,8,0,0
19415,2020-05-02,Lake,64871,0,0,7,0,1,0,0
19416,2020-05-02,Lassen,30065,0,0,3,0,0,0,0
19417,2020-05-02,Los Angeles,10257557,750,56,16983,847,649,37,0
19418,2020-05-02,Madera,160089,4,0,11,0,0,0,0
19419,2020-05-02,Marin,260800,0,0,105,0,1,0,0
19420,2020-05-02,Mariposa,17795,0,0,1,0,3,0,0
19421,2020-05-02,Mendocino,88439,0,0,11,0,-1,0,0
19422,2020-05-02,Merced,287420,3,1,42,0,0,0,0
19423,2020-05-02,Modoc,9475,0,0,5,0,0,0,0
19424,2020-05-02,Mono,13961,0,0,5,0,0,0,0
19425,2020-05-02,Monterey,448732,4,0,52,3,3,0,0
19426,2020-05-02,Napa,139652,0,0,76,1,2,0,0
19427,2020-05-02,Nevada,98710,0,0,9,0,0,0,0
19428,2020-05-02,Orange,3228519,76,3,1231,79,114,1,0
19430,2020-05-02,Placer,400434,1,0,70,4,1,0,0
19431,2020-05-02,Plumas,18997,0,0,5,0,0,0,0
19432,2020-05-02,Riverside,2468145,63,1,1209,61,104,5,0
19433,2020-05-02,Sacramento,1567975,5,1,358,9,16,0,0
19434,2020-05-02,San Benito,64022,0,0,8,0,0,0,0
19435,2020-05-02,San Bernardino,2217398,55,1,463,44,40,1,0
19436,2020-05-02,San Diego,3370418,91,4,940,78,131,4,0
19437,2020-05-02,San Francisco,892280,44,1,746,44,80,0,0
19438,2020-05-02,San Joaquin,782545,4,0,209,2,5,0,0
19439,2020-05-02,San Luis Obispo,278862,3,0,186,2,7,0,0
19440,2020-05-02,San Mateo,778001,13,0,327,19,50,0,0
19441,2020-05-02,Santa Barbara,456373,7,1,223,7,7,0,0
19442,2020-05-02,Santa Clara,1967585,10,0,811,21,27,3,0
19443,2020-05-02,Santa Cruz,273999,0,0,74,2,4,0,0
19444,2020-05-02,Shasta,177925,0,0,16,0,0,0,0
19445,2020-05-02,Sierra,3115,0,0,0,0,0,0,0
19446,2020-05-02,Siskiyou,43956,0,0,2,0,0,0,0
19447,2020-05-02,Solano,444255,8,1,124,12,1,0,0
19448,2020-05-02,Sonoma,496668,3,0,101,2,8,0,0
19449,2020-05-02,Stanislaus,562303,5,1,104,3,4,0,0
19450,2020-05-02,Sutter,105747,0,0,22,0,0,0,0
19451,2020-05-02,Tehama,65885,0,0,5,0,0,0,0
19452,2020-05-02,Trinity,13354,0,0,1,0,0,0,0
19453,2020-05-02,Tulare,484423,44,3,209,46,26,3,0
19454,2020-05-02,Tuolumne,52351,0,0,10,0,0,0,0
19456,2020-05-02,Ventura,852747,13,0,232,12,8,1,0
19457,2020-05-02,Yolo,223612,0,0,59,4,4,-1,0
19458,2020-05-02,Yuba,79290,0,0,16,0,0,0,0
19459,2020-05-01,Alameda,1685886,57,1,1275,41,31,3,0
19460,2020-05-01,Alpine,1117,0,0,0,0,0,0,0
19461,2020-05-01,Amador,38531,0,0,15,0,0,0,0
19462,2020-05-01,Butte,217769,0,0,72,0,1,0,0
19463,2020-05-01,Calaveras,44289,0,0,10,0,0,0,0
19465,2020-05-01,Colusa,22593,0,0,5,0,0,0,0
19466,2020-05-01,Contra Costa,1160099,22,1,708,10,15,3,0
19467,2020-05-01,Del Norte,27558,1,0,7,0,0,0,0
19468,2020-05-01,El Dorado,193098,0,0,83,2,3,0,0
19469,2020-05-01,Fresno,1032227,61,0,465,47,55,0,0
19470,2020-05-01,Glenn,29348,0,0,7,0,0,0,0
19471,2020-05-01,Humboldt,134098,0,0,279,1,0,0,0
19472,2020-05-01,Imperial,191649,44,2,197,33,15,0,0
19473,2020-05-01,Inyo,18453,0,0,8,0,0,0,0
19474,2020-05-01,Kern,927251,31,0,322,20,31,0,0
19475,2020-05-01,Kings,156444,12,0,168,33,25,0,0
19476,2020-05-01,Lake,64871,0,0,25,0,0,0,0
19477,2020-05-01,Lassen,30065,0,0,0,0,0,0,0
19478,2020-05-01,Los Angeles,10257557,1003,46,22373,1206,1022,56,0
19479,2020-05-01,Madera,160089,11,0,36,3,0,0,0
19480,2020-05-01,Marin,260800,0,0,270,2,2,0,0
19481,2020-05-01,Mariposa,17795,0,0,51,1,7,0,0
19482,2020-05-01,Mendocino,88439,0,0,20,0,0,0,0
19483,2020-05-01,Merced,287420,7,0,268,12,9,0,0
19484,2020-05-01,Modoc,9475,0,0,1,0,0,0,0
19485,2020-05-01,Mono,13961,1,0,9,0,0,0,0
19486,2020-05-01,Monterey,448732,10,0,97,8,9,0,0
19487,2020-05-01,Napa,139652,2,1,164,0,0,0,0
19488,2020-05-01,Nevada,98710,0,0,97,0,0,0,0
19489,2020-05-01,Orange,3228519,214,23,2731,154,69,5,0
19491,2020-05-01,Placer,400434,1,0,172,4,1,0,0
19492,2020-05-01,Plumas,18997,0,0,16,0,0,0,0
19493,2020-05-01,Riverside,2468145,100,2,2775,121,73,8,0
19494,2020-05-01,Sacramento,1567975,6,0,771,14,10,0,0
19495,2020-05-01,San Benito,64022,0,0,9,0,1,0,0
19496,2020-05-01,San Bernardino,2217398,201,4,1718,225,64,2,0
19497,2020-05-01,San Diego,3370418,171,9,1838,162,147,10,0
19498,2020-05-01,San Francisco,892280,35,1,1208,31,34,3,0
19499,2020-05-01,San Joaquin,782545,7,0,428,14,6,0,0
19500,2020-05-01,San Luis Obispo,278862,3,0,296,9,4,0,0
19501,2020-05-01,San Mateo,778001,36,1,627,51,28,0,0
19502,2020-05-01,Santa Barbara,456373,16,0,339,24,9,0,0
19503,2020-05-01,Santa Clara,1967585,33,2,2146,50,4,1,0
19504,2020-05-01,Santa Cruz,273999,1,0,194,2,1,0,0
19505,2020-05-01,Shasta,177925,1,0,187,0,0,0,0
19506,2020-05-01,Sierra,3115,0,0,2,0,0,0,0
19507,2020-05-01,Siskiyou,43956,0,0,10,0,0,0,0
19508,2020-05-01,Solano,444255,10,0,257,4,4,0,0
19509,2020-05-01,Sonoma,496668,9,0,409,7,9,0,0
19510,2020-05-01,Stanislaus,562303,7,0,313,11,6,1,0
19511,2020-05-01,Sutter,105747,0,0,30,0,0,0,0
19512,2020-05-01,Tehama,65885,1,0,19,0,0,0,0
19513,2020-05-01,Trinity,13354,0,0,1,0,0,0,0
19514,2020-05-01,Tulare,484423,64,2,410,47,48,1,0
19515,2020-05-01,Tuolumne,52351,0,0,22,0,0,0,0
19517,2020-05-01,Ventura,852747,27,0,785,23,9,0,0
19518,2020-05-01,Yolo,223612,1,0,123,7,1,2,0
19519,2020-05-01,Yuba,79290,0,0,25,0,1,0,0
19520,2020-04-30,Alameda,1685886,60,1,1227,58,35,0,0
19521,2020-04-30,Alpine,1117,0,0,0,0,0,0,0
19522,2020-04-30,Amador,38531,0,0,18,0,0,0,0
19523,2020-04-30,Butte,217769,0,0,70,0,0,0,0
19524,2020-04-30,Calaveras,44289,0,0,12,0,0,0,0
19526,2020-04-30,Colusa,22593,0,0,5,0,0,0,0
19527,2020-04-30,Contra Costa,1160099,20,0,805,32,15,0,0
19528,2020-04-30,Del Norte,27558,0,0,17,0,0,0,0
19529,2020-04-30,El Dorado,193098,2,0,75,2,0,0,0
19530,2020-04-30,Fresno,1032227,46,0,366,64,18,0,0
19531,2020-04-30,Glenn,29348,0,0,5,0,0,0,0
19532,2020-04-30,Humboldt,134098,0,0,128,0,1,0,0
19533,2020-04-30,Imperial,191649,28,0,125,24,22,0,0
19534,2020-04-30,Inyo,18453,0,0,6,0,0,0,0
19535,2020-04-30,Kern,927251,43,2,305,40,31,2,0
19536,2020-04-30,Kings,156444,19,0,144,27,7,0,0
19537,2020-04-30,Lake,64871,0,0,17,0,0,0,0
19538,2020-04-30,Lassen,30065,0,0,2,0,0,0,0
19539,2020-04-30,Los Angeles,10257557,974,55,21976,1241,724,56,0
19540,2020-04-30,Madera,160089,1,0,32,0,1,0,0
19541,2020-04-30,Marin,260800,3,0,185,3,6,0,0
19542,2020-04-30,Mariposa,17795,0,0,40,0,2,0,0
19543,2020-04-30,Mendocino,88439,0,0,50,0,0,0,0
19544,2020-04-30,Merced,287420,6,0,140,6,6,0,0
19545,2020-04-30,Modoc,9475,0,0,0,0,0,0,0
19546,2020-04-30,Mono,13961,0,0,6,0,0,0,0
19547,2020-04-30,Monterey,448732,8,0,92,2,9,0,0
19548,2020-04-30,Napa,139652,2,0,106,0,1,0,0
