county,administered_date,total_doses,california_flag
Monterey,2/2/2021,2139,California
Napa,2/2/2021,571,California
Nevada,2/2/2021,512,California
Orange,2/2/2021,15235,California
Outside California,2/2/2021,8125,Not in California
Placer,2/2/2021,2340,California
Plumas,2/2/2021,20,California
Riverside,2/2/2021,9357,California
Sacramento,2/2/2021,6743,California
San Benito,2/2/2021,222,California
San Bernardino,2/2/2021,10230,California
San Diego,2/2/2021,21768,California
San Francisco,2/2/2021,4616,California
San Joaquin,2/2/2021,2547,California
San Luis Obispo,2/2/2021,1890,California
San Mateo,2/2/2021,3125,California
Santa Barbara,2/2/2021,1806,California
Santa Clara,2/2/2021,7939,California
Santa Cruz,2/2/2021,1006,California
Shasta,2/2/2021,601,California
Sierra,2/2/2021,58,California
Siskiyou,2/2/2021,285,California
Solano,2/2/2021,2480,California
Sonoma,2/2/2021,3396,California
Stanislaus,2/2/2021,1232,California
Sutter,2/2/2021,240,California
Tehama,2/2/2021,310,California
Trinity,2/2/2021,10,California
Tulare,2/2/2021,668,California
Tuolumne,2/2/2021,647,California
Unknown,2/2/2021,77,Not in California
Ventura,2/2/2021,4368,California
Yolo,2/2/2021,1317,California
Yuba,2/2/2021,121,California
Alameda,2/1/2021,5862,California
Alpine,2/1/2021,23,California
Amador,2/1/2021,61,California
Butte,2/1/2021,1733,California
Calaveras,2/1/2021,53,California
Colusa,2/1/2021,27,California
Contra Costa,2/1/2021,5465,California
Del Norte,2/1/2021,40,California
El Dorado,2/1/2021,781,California
Fresno,2/1/2021,3298,California
Glenn,2/1/2021,29,California
Humboldt,2/1/2021,303,California
Imperial,2/1/2021,440,California
Inyo,2/1/2021,12,California
Kern,2/1/2021,2399,California
Kings,2/1/2021,198,California
Lake,2/1/2021,162,California
Lassen,2/1/2021,61,California
Los Angeles,2/1/2021,37288,California
Madera,2/1/2021,259,California
Marin,2/1/2021,1053,California
Mariposa,2/1/2021,56,California
Mendocino,2/1/2021,364,California
Merced,2/1/2021,368,California
Modoc,2/1/2021,24,California
Mono,2/1/2021,29,California
Monterey,2/1/2021,1644,California
Napa,2/1/2021,310,California
Nevada,2/1/2021,290,California
Orange,2/1/2021,13837,California
Outside California,2/1/2021,6611,Not in California
Placer,2/1/2021,2045,California
Plumas,2/1/2021,15,California
Riverside,2/1/2021,10774,California
Sacramento,2/1/2021,5824,California
San Benito,2/1/2021,133,California
San Bernardino,2/1/2021,7403,California
San Diego,2/1/2021,19529,California
San Francisco,2/1/2021,3724,California
San Joaquin,2/1/2021,2469,California
San Luis Obispo,2/1/2021,1651,California
San Mateo,2/1/2021,2897,California
Santa Barbara,2/1/2021,931,California
Santa Clara,2/1/2021,7741,California
Santa Cruz,2/1/2021,1227,California
Shasta,2/1/2021,500,California
Sierra,2/1/2021,1,California
Siskiyou,2/1/2021,194,California
Solano,2/1/2021,1454,California
Sonoma,2/1/2021,2459,California
Stanislaus,2/1/2021,1238,California
Sutter,2/1/2021,161,California
Tehama,2/1/2021,79,California
Trinity,2/1/2021,2,California
Tulare,2/1/2021,1164,California
Tuolumne,2/1/2021,25,California
Unknown,2/1/2021,40,Not in California
Ventura,2/1/2021,3909,California
Yolo,2/1/2021,838,California
Yuba,2/1/2021,149,California
Alameda,1/31/2021,2124,California
Amador,1/31/2021,32,California
Butte,1/31/2021,15,California
Calaveras,1/31/2021,5,California
Colusa,1/31/2021,7,California
Contra Costa,1/31/2021,745,California
El Dorado,1/31/2021,206,California
Fresno,1/31/2021,230,California
Glenn,1/31/2021,1,California
Humboldt,1/31/2021,307,California
Imperial,1/31/2021,24,California
Inyo,1/31/2021,32,California
Kern,1/31/2021,400,California
Lake,1/31/2021,14,California
Linn,1/31/2021,1,California
Los Angeles,1/31/2021,12925,California
Madera,1/31/2021,9,California
Marin,1/31/2021,449,California
Mariposa,1/31/2021,1,California
Mendocino,1/31/2021,274,California
Merced,1/31/2021,47,California
Mono,1/31/2021,242,California
Monterey,1/31/2021,494,California
Napa,1/31/2021,649,California
Nevada,1/31/2021,100,California
Orange,1/31/2021,13745,California
Outside California,1/31/2021,4175,Not in California
Placer,1/31/2021,778,California
Plumas,1/31/2021,3,California
Riverside,1/31/2021,5181,California
Sacramento,1/31/2021,2221,California
San Benito,1/31/2021,22,California
San Bernardino,1/31/2021,925,California
San Diego,1/31/2021,13557,California
San Francisco,1/31/2021,2381,California
San Joaquin,1/31/2021,1546,California
San Luis Obispo,1/31/2021,30,California
San Mateo,1/31/2021,1899,California
Santa Barbara,1/31/2021,1460,California
Santa Clara,1/31/2021,2554,California
Santa Cruz,1/31/2021,227,California
Shasta,1/31/2021,29,California
Solano,1/31/2021,474,California
Sonoma,1/31/2021,769,California
Stanislaus,1/31/2021,363,California
Sutter,1/31/2021,27,California
Tehama,1/31/2021,1,California
Trinity,1/31/2021,1,California
Tulare,1/31/2021,50,California
Tuolumne,1/31/2021,8,California
Unknown,1/31/2021,22,Not in California
Ventura,1/31/2021,827,California
Yolo,1/31/2021,250,California
Yuba,1/31/2021,17,California
Alameda,1/30/2021,3229,California
Amador,1/30/2021,165,California
Butte,1/30/2021,32,California
Calaveras,1/30/2021,26,California
Colusa,1/30/2021,27,California
Contra Costa,1/30/2021,2027,California
Del Norte,1/30/2021,8,California
El Dorado,1/30/2021,605,California
Fresno,1/30/2021,1386,California
Glenn,1/30/2021,4,California
Humboldt,1/30/2021,949,California
Imperial,1/30/2021,65,California
Inyo,1/30/2021,11,California
Kern,1/30/2021,1319,California
Kings,1/30/2021,1422,California
Lake,1/30/2021,553,California
Los Angeles,1/30/2021,29638,California
Madera,1/30/2021,504,California
Marin,1/30/2021,1710,California
Mariposa,1/30/2021,3,California
Mendocino,1/30/2021,45,California
Merced,1/30/2021,262,California
Mono,1/30/2021,201,California
Monterey,1/30/2021,410,California
Napa,1/30/2021,785,California
Nevada,1/30/2021,229,California
Orange,1/30/2021,12838,California
Outside California,1/30/2021,4793,Not in California
Placer,1/30/2021,1709,California
Plumas,1/30/2021,7,California
Riverside,1/30/2021,9026,California
Sacramento,1/30/2021,4470,California
San Benito,1/30/2021,45,California
San Bernardino,1/30/2021,3061,California
San Diego,1/30/2021,15291,California
San Francisco,1/30/2021,3709,California
San Joaquin,1/30/2021,2106,California
San Luis Obispo,1/30/2021,30,California
San Mateo,1/30/2021,3218,California
Santa Barbara,1/30/2021,1893,California
Santa Clara,1/30/2021,3776,California
Santa Cruz,1/30/2021,1045,California
Shasta,1/30/2021,613,California
Sierra,1/30/2021,3,California
Siskiyou,1/30/2021,3,California
Solano,1/30/2021,705,California
Sonoma,1/30/2021,2568,California
Stanislaus,1/30/2021,283,California
Sutter,1/30/2021,780,California
Tehama,1/30/2021,102,California
Trinity,1/30/2021,13,California
Tulare,1/30/2021,1670,California
Tuolumne,1/30/2021,708,California
Unknown,1/30/2021,12,Not in California
Ventura,1/30/2021,3014,California
Yolo,1/30/2021,1515,California
Yuba,1/30/2021,410,California
Alameda,1/29/2021,7760,California
Amador,1/29/2021,93,California
Butte,1/29/2021,1668,California
Calaveras,1/29/2021,400,California
Colusa,1/29/2021,40,California
Contra Costa,1/29/2021,7363,California
Del Norte,1/29/2021,49,California
El Dorado,1/29/2021,922,California
Fresno,1/29/2021,1683,California
Glenn,1/29/2021,295,California
Humboldt,1/29/2021,1121,California
Imperial,1/29/2021,422,California
Inyo,1/29/2021,24,California
Kern,1/29/2021,3737,California
Kings,1/29/2021,85,California
Lake,1/29/2021,618,California
Lassen,1/29/2021,23,California
Los Angeles,1/29/2021,48426,California
Madera,1/29/2021,465,California
Marin,1/29/2021,2172,California
Mariposa,1/29/2021,57,California
Mendocino,1/29/2021,387,California
Merced,1/29/2021,853,California
Modoc,1/29/2021,3,California
Monterey,1/29/2021,1216,California
Napa,1/29/2021,246,California
Nevada,1/29/2021,590,California
Orange,1/29/2021,13404,California
Outside California,1/29/2021,5093,Not in California
Placer,1/29/2021,1813,California
Plumas,1/29/2021,7,California
Riverside,1/29/2021,11799,California
Sacramento,1/29/2021,5209,California
San Benito,1/29/2021,284,California
San Bernardino,1/29/2021,8068,California
San Diego,1/29/2021,19389,California
San Francisco,1/29/2021,4668,California
San Joaquin,1/29/2021,2104,California
San Luis Obispo,1/29/2021,1722,California
San Mateo,1/29/2021,2877,California
Santa Barbara,1/29/2021,1322,California
Santa Clara,1/29/2021,9386,California
Santa Cruz,1/29/2021,1724,California
Shasta,1/29/2021,829,California
Sierra,1/29/2021,1,California
Siskiyou,1/29/2021,245,California
Solano,1/29/2021,1621,California
Sonoma,1/29/2021,2915,California
Stanislaus,1/29/2021,2405,California
Sutter,1/29/2021,397,California
Tehama,1/29/2021,320,California
Trinity,1/29/2021,2,California
Tulare,1/29/2021,1119,California
Tuolumne,1/29/2021,69,California
Unknown,1/29/2021,162,Not in California
Ventura,1/29/2021,4202,California
Yolo,1/29/2021,849,California
Yuba,1/29/2021,150,California
Alameda,1/28/2021,7721,California
Alpine,1/28/2021,2,California
Amador,1/28/2021,337,California
Butte,1/28/2021,2249,California
Calaveras,1/28/2021,162,California
Colusa,1/28/2021,78,California
Contra Costa,1/28/2021,6694,California
Del Norte,1/28/2021,291,California
El Dorado,1/28/2021,1056,California
Fresno,1/28/2021,4384,California
Glenn,1/28/2021,145,California
Humboldt,1/28/2021,1439,California
Imperial,1/28/2021,634,California
Inyo,1/28/2021,93,California
Kern,1/28/2021,2822,California
Kings,1/28/2021,322,California
Lake,1/28/2021,449,California
Lassen,1/28/2021,85,California
Los Angeles,1/28/2021,47790,California
Madera,1/28/2021,532,California
Marin,1/28/2021,1989,California
Mariposa,1/28/2021,119,California
Mendocino,1/28/2021,544,California
Merced,1/28/2021,1129,California
Modoc,1/28/2021,144,California
Mono,1/28/2021,6,California
Monterey,1/28/2021,1993,California
Napa,1/28/2021,370,California
Nevada,1/28/2021,449,California
Orange,1/28/2021,12805,California
Outside California,1/28/2021,5935,Not in California
Placer,1/28/2021,1754,California
Plumas,1/28/2021,23,California
Riverside,1/28/2021,11322,California
Sacramento,1/28/2021,5195,California
San Benito,1/28/2021,152,California
San Bernardino,1/28/2021,8455,California
San Diego,1/28/2021,20459,California
San Francisco,1/28/2021,3712,California
San Joaquin,1/28/2021,1969,California
San Luis Obispo,1/28/2021,1457,California
San Mateo,1/28/2021,2757,California
Santa Barbara,1/28/2021,880,California
Santa Clara,1/28/2021,9311,California
Santa Cruz,1/28/2021,1718,California
Shasta,1/28/2021,841,California
Sierra,1/28/2021,53,California
Siskiyou,1/28/2021,228,California
Solano,1/28/2021,1803,California
Sonoma,1/28/2021,4044,California
Stanislaus,1/28/2021,2161,California
Sutter,1/28/2021,522,California
Tehama,1/28/2021,334,California
Trinity,1/28/2021,13,California
Tulare,1/28/2021,1184,California
Tuolumne,1/28/2021,27,California
Unknown,1/28/2021,163,Not in California
Ventura,1/28/2021,3827,California
Yolo,1/28/2021,1039,California
Yuba,1/28/2021,209,California
Alameda,1/27/2021,6627,California
Alpine,1/27/2021,1,California
Amador,1/27/2021,295,California
Butte,1/27/2021,2070,California
Calaveras,1/27/2021,132,California
Colusa,1/27/2021,107,California
Contra Costa,1/27/2021,8150,California
Del Norte,1/27/2021,62,California
El Dorado,1/27/2021,888,California
Fresno,1/27/2021,2214,California
Glenn,1/27/2021,188,California
Humboldt,1/27/2021,1249,California
Imperial,1/27/2021,575,California
Inyo,1/27/2021,23,California
Kern,1/27/2021,3543,California
Kings,1/27/2021,316,California
Lake,1/27/2021,339,California
Lassen,1/27/2021,79,California
Los Angeles,1/27/2021,47737,California
Madera,1/27/2021,737,California
Marin,1/27/2021,1625,California
Mariposa,1/27/2021,19,California
Mendocino,1/27/2021,424,California
Merced,1/27/2021,971,California
Modoc,1/27/2021,40,California
Mono,1/27/2021,5,California
Monterey,1/27/2021,854,California
Napa,1/27/2021,620,California
Nevada,1/27/2021,400,California
Orange,1/27/2021,13270,California
Outside California,1/27/2021,5748,Not in California
Placer,1/27/2021,1803,California
Plumas,1/27/2021,25,California
Riverside,1/27/2021,10487,California
Sacramento,1/27/2021,5692,California
San Benito,1/27/2021,231,California
San Bernardino,1/27/2021,8199,California
San Diego,1/27/2021,19767,California
San Francisco,1/27/2021,4390,California
San Joaquin,1/27/2021,1682,California
San Luis Obispo,1/27/2021,1609,California
San Mateo,1/27/2021,2735,California
Santa Barbara,1/27/2021,1154,California
Santa Clara,1/27/2021,8526,California
Santa Cruz,1/27/2021,1638,California
Shasta,1/27/2021,457,California
Sierra,1/27/2021,4,California
Siskiyou,1/27/2021,181,California
Solano,1/27/2021,1740,California
Sonoma,1/27/2021,3574,California
Stanislaus,1/27/2021,1784,California
Sutter,1/27/2021,383,California
Tehama,1/27/2021,299,California
Trinity,1/27/2021,12,California
Tulare,1/27/2021,1455,California
Tuolumne,1/27/2021,59,California
Unknown,1/27/2021,24,Not in California
Ventura,1/27/2021,3427,California
Yolo,1/27/2021,555,California
Yuba,1/27/2021,180,California
Alameda,1/26/2021,7187,California
Amador,1/26/2021,239,California
Butte,1/26/2021,1453,California
Calaveras,1/26/2021,47,California
Colusa,1/26/2021,9,California
Contra Costa,1/26/2021,7871,California
Del Norte,1/26/2021,18,California
El Dorado,1/26/2021,664,California
Fresno,1/26/2021,1979,California
Glenn,1/26/2021,29,California
Humboldt,1/26/2021,513,California
Imperial,1/26/2021,358,California
Inyo,1/26/2021,133,California
Kern,1/26/2021,2726,California
Kings,1/26/2021,153,California
Lake,1/26/2021,393,California
Lassen,1/26/2021,126,California
Los Angeles,1/26/2021,48534,California
Madera,1/26/2021,477,California
Maricopa,1/26/2021,1,California
Marin,1/26/2021,1490,California
Mariposa,1/26/2021,32,California
Mendocino,1/26/2021,153,California
Merced,1/26/2021,896,California
Modoc,1/26/2021,66,California
Mono,1/26/2021,510,California
Monterey,1/26/2021,915,California
Napa,1/26/2021,866,California
Nevada,1/26/2021,393,California
Orange,1/26/2021,11655,California
Outside California,1/26/2021,6995,Not in California
Placer,1/26/2021,1822,California
Plumas,1/26/2021,60,California
Riverside,1/26/2021,9044,California
Sacramento,1/26/2021,4639,California
San Benito,1/26/2021,135,California
San Bernardino,1/26/2021,7060,California
San Diego,1/26/2021,13962,California
San Francisco,1/26/2021,4606,California
San Joaquin,1/26/2021,2077,California
San Luis Obispo,1/26/2021,1998,California
San Mateo,1/26/2021,4274,California
Santa Barbara,1/26/2021,2031,California
Santa Clara,1/26/2021,8139,California
Santa Cruz,1/26/2021,1669,California
Shasta,1/26/2021,708,California
Sierra,1/26/2021,64,California
Siskiyou,1/26/2021,150,California
Solano,1/26/2021,1655,California
Sonoma,1/26/2021,1983,California
Stanislaus,1/26/2021,1698,California
Sutter,1/26/2021,237,California
Tehama,1/26/2021,325,California
Trinity,1/26/2021,10,California
Tulare,1/26/2021,1495,California
Tuolumne,1/26/2021,81,California
Unknown,1/26/2021,94,Not in California
Ventura,1/26/2021,3664,California
Yolo,1/26/2021,807,California
Yuba,1/26/2021,146,California
Alameda,1/25/2021,5134,California
Alpine,1/25/2021,16,California
Amador,1/25/2021,54,California
Butte,1/25/2021,648,California
Calaveras,1/25/2021,85,California
Colusa,1/25/2021,7,California
Contra Costa,1/25/2021,6561,California
Del Norte,1/25/2021,97,California
El Dorado,1/25/2021,584,California
Fresno,1/25/2021,2313,California
Glenn,1/25/2021,27,California
Humboldt,1/25/2021,296,California
Imperial,1/25/2021,217,California
Inyo,1/25/2021,49,California
Kern,1/25/2021,2369,California
Kings,1/25/2021,123,California
Lake,1/25/2021,208,California
Lassen,1/25/2021,12,California
Los Angeles,1/25/2021,38074,California
Madera,1/25/2021,248,California
Marin,1/25/2021,1108,California
Mariposa,1/25/2021,4,California
Mendocino,1/25/2021,186,California
Merced,1/25/2021,727,California
Modoc,1/25/2021,12,California
Mono,1/25/2021,204,California
Monterey,1/25/2021,778,California
Napa,1/25/2021,1512,California
Nevada,1/25/2021,262,California
Orange,1/25/2021,10268,California
Outside California,1/25/2021,5127,Not in California
Placer,1/25/2021,1627,California
Plumas,1/25/2021,9,California
Riverside,1/25/2021,7818,California
Sacramento,1/25/2021,4284,California
San Benito,1/25/2021,67,California
San Bernardino,1/25/2021,6808,California
San Diego,1/25/2021,11705,California
San Francisco,1/25/2021,4534,California
San Joaquin,1/25/2021,1902,California
San Luis Obispo,1/25/2021,2070,California
San Mateo,1/25/2021,4364,California
Santa Barbara,1/25/2021,1232,California
Santa Clara,1/25/2021,8252,California
Santa Cruz,1/25/2021,1056,California
Shasta,1/25/2021,752,California
Siskiyou,1/25/2021,183,California
Solano,1/25/2021,1565,California
Sonoma,1/25/2021,2143,California
Stanislaus,1/25/2021,3093,California
Sutter,1/25/2021,301,California
Tehama,1/25/2021,30,California
Trinity,1/25/2021,14,California
Tulare,1/25/2021,1276,California
Tuolumne,1/25/2021,48,California
Unknown,1/25/2021,23,Not in California
Ventura,1/25/2021,3107,California
Yolo,1/25/2021,718,California
Yuba,1/25/2021,81,California
Alameda,1/24/2021,2080,California
Amador,1/24/2021,26,California
Butte,1/24/2021,7,California
Calaveras,1/24/2021,15,California
Contra Costa,1/24/2021,1559,California
Del Norte,1/24/2021,1,California
El Dorado,1/24/2021,125,California
Fresno,1/24/2021,547,California
Glenn,1/24/2021,1,California
Humboldt,1/24/2021,221,California
Imperial,1/24/2021,11,California
Kern,1/24/2021,161,California
Kings,1/24/2021,2,California
Lake,1/24/2021,4,California
Lassen,1/24/2021,1,California
Los Angeles,1/24/2021,15627,California
Madera,1/24/2021,101,California
Marin,1/24/2021,605,California
Mendocino,1/24/2021,4,California
Merced,1/24/2021,33,California
Monterey,1/24/2021,58,California
Napa,1/24/2021,275,California
Nevada,1/24/2021,104,California
Orange,1/24/2021,9819,California
Outside California,1/24/2021,1110,Not in California
Placer,1/24/2021,502,California
Plumas,1/24/2021,1,California
Riverside,1/24/2021,3067,California
Sacramento,1/24/2021,1498,California
San Benito,1/24/2021,11,California
San Bernardino,1/24/2021,1187,California
San Diego,1/24/2021,11222,California
San Francisco,1/24/2021,2419,California
San Joaquin,1/24/2021,328,California
San Luis Obispo,1/24/2021,242,California
San Mateo,1/24/2021,1558,California
Santa Barbara,1/24/2021,846,California
Santa Clara,1/24/2021,2842,California
Santa Cruz,1/24/2021,113,California
Shasta,1/24/2021,25,California
Solano,1/24/2021,371,California
Sonoma,1/24/2021,756,California
Stanislaus,1/24/2021,287,California
Sutter,1/24/2021,16,California
Tulare,1/24/2021,29,California
Tuolumne,1/24/2021,523,California
Unknown,1/24/2021,6,Not in California
Ventura,1/24/2021,446,California
Yolo,1/24/2021,201,California
Yuba,1/24/2021,9,California
Alameda,1/23/2021,3260,California
Alpine,1/23/2021,1,California
Amador,1/23/2021,51,California
Butte,1/23/2021,123,California
Calaveras,1/23/2021,23,California
Colusa,1/23/2021,35,California
Contra Costa,1/23/2021,2004,California
Del Norte,1/23/2021,1,California
El Dorado,1/23/2021,731,California
Fresno,1/23/2021,3017,California
Glenn,1/23/2021,13,California
Humboldt,1/23/2021,583,California
Imperial,1/23/2021,1048,California
Inyo,1/23/2021,53,California
Kern,1/23/2021,1241,California
Kings,1/23/2021,26,California
Lake,1/23/2021,121,California
Lassen,1/23/2021,1,California
Los Angeles,1/23/2021,33701,California
Madera,1/23/2021,102,California
Marin,1/23/2021,1846,California
Mariposa,1/23/2021,113,California
Mendocino,1/23/2021,155,California
Merced,1/23/2021,307,California
Mono,1/23/2021,598,California
Monterey,1/23/2021,237,California
Napa,1/23/2021,394,California
Nevada,1/23/2021,171,California
Orange,1/23/2021,13093,California
Outside California,1/23/2021,2453,Not in California
Placer,1/23/2021,1185,California
Plumas,1/23/2021,92,California
Riverside,1/23/2021,5948,California
Sacramento,1/23/2021,3708,California
San Benito,1/23/2021,32,California
San Bernardino,1/23/2021,3096,California
San Diego,1/23/2021,14202,California
San Francisco,1/23/2021,3068,California
San Joaquin,1/23/2021,890,California
San Luis Obispo,1/23/2021,309,California
San Mateo,1/23/2021,2877,California
Santa Barbara,1/23/2021,1732,California
Santa Clara,1/23/2021,3771,California
Santa Cruz,1/23/2021,401,California
Shasta,1/23/2021,69,California
Sierra,1/23/2021,2,California
Siskiyou,1/23/2021,6,California
Solano,1/23/2021,727,California
Sonoma,1/23/2021,755,California
Stanislaus,1/23/2021,341,California
Sutter,1/23/2021,396,California
Tehama,1/23/2021,264,California
Trinity,1/23/2021,3,California
Tulare,1/23/2021,439,California
Tuolumne,1/23/2021,664,California
Unknown,1/23/2021,13,Not in California
Ventura,1/23/2021,1181,California
Yolo,1/23/2021,610,California
Yuba,1/23/2021,201,California
Alameda,1/22/2021,6896,California
Alpine,1/22/2021,31,California
Amador,1/22/2021,133,California
Butte,1/22/2021,986,California
Calaveras,1/22/2021,399,California
Colusa,1/22/2021,39,California
Contra Costa,1/22/2021,6319,California
Del Norte,1/22/2021,19,California
El Dorado,1/22/2021,1088,California
Fresno,1/22/2021,3287,California
Glenn,1/22/2021,337,California
Humboldt,1/22/2021,676,California
Imperial,1/22/2021,467,California
Inyo,1/22/2021,62,California
Kern,1/22/2021,2687,California
Kings,1/22/2021,122,California
Lake,1/22/2021,308,California
Lassen,1/22/2021,32,California
Los Angeles,1/22/2021,47378,California
Madera,1/22/2021,253,California
Marin,1/22/2021,1680,California
Mariposa,1/22/2021,49,California
Mendocino,1/22/2021,147,California
Merced,1/22/2021,1298,California
Modoc,1/22/2021,2,California
Mono,1/22/2021,4,California
Monterey,1/22/2021,1011,California
Napa,1/22/2021,1495,California
Nevada,1/22/2021,339,California
Orange,1/22/2021,13475,California
Outside California,1/22/2021,4944,Not in California
Placer,1/22/2021,2264,California
Plumas,1/22/2021,3,California
Riverside,1/22/2021,8592,California
Sacramento,1/22/2021,4920,California
San Benito,1/22/2021,229,California
San Bernardino,1/22/2021,6475,California
San Diego,1/22/2021,17465,California
San Francisco,1/22/2021,3133,California
San Joaquin,1/22/2021,1861,California
San Luis Obispo,1/22/2021,1514,California
San Mateo,1/22/2021,2831,California
Santa Barbara,1/22/2021,2991,California
Santa Clara,1/22/2021,8634,California
Santa Cruz,1/22/2021,1795,California
Shasta,1/22/2021,445,California
Sierra,1/22/2021,1,California
Siskiyou,1/22/2021,1331,California
Solano,1/22/2021,1609,California
Sonoma,1/22/2021,2695,California
Stanislaus,1/22/2021,1056,California
Sutter,1/22/2021,265,California
Tehama,1/22/2021,215,California
Trinity,1/22/2021,4,California
Tulare,1/22/2021,1048,California
Tuolumne,1/22/2021,165,California
Unknown,1/22/2021,47,Not in California
Ventura,1/22/2021,3586,California
Yolo,1/22/2021,742,California
Yuba,1/22/2021,102,California
Alameda,1/21/2021,7606,California
Alpine,1/21/2021,1,California
Amador,1/21/2021,251,California
Butte,1/21/2021,1472,California
Calaveras,1/21/2021,458,California
Colusa,1/21/2021,57,California
Contra Costa,1/21/2021,6911,California
Del Norte,1/21/2021,43,California
El Dorado,1/21/2021,1135,California
Fresno,1/21/2021,4313,California
Glenn,1/21/2021,123,California
Humboldt,1/21/2021,957,California
Imperial,1/21/2021,416,California
Inyo,1/21/2021,120,California
Kern,1/21/2021,2144,California
Kings,1/21/2021,185,California
Lake,1/21/2021,303,California
Lassen,1/21/2021,145,California
Los Angeles,1/21/2021,48148,California
Madera,1/21/2021,229,California
Marin,1/21/2021,1677,California
Mariposa,1/21/2021,56,California
Mendocino,1/21/2021,524,California
Merced,1/21/2021,1007,California
Modoc,1/21/2021,158,California
Mono,1/21/2021,3,California
Monterey,1/21/2021,834,California
Napa,1/21/2021,1329,California
Nevada,1/21/2021,334,California
Orange,1/21/2021,10739,California
Outside California,1/21/2021,4365,Not in California
Placer,1/21/2021,2517,California
Plumas,1/21/2021,112,California
Riverside,1/21/2021,8115,California
Sacramento,1/21/2021,5101,California
San Benito,1/21/2021,123,California
San Bernardino,1/21/2021,5973,California
San Diego,1/21/2021,17333,California
San Francisco,1/21/2021,3257,California
San Joaquin,1/21/2021,1868,California
San Luis Obispo,1/21/2021,1567,California
San Mateo,1/21/2021,2786,California
Santa Barbara,1/21/2021,3077,California
Santa Clara,1/21/2021,8420,California
Santa Cruz,1/21/2021,1695,California
Shasta,1/21/2021,629,California
Sierra,1/21/2021,55,California
Siskiyou,1/21/2021,42,California
Solano,1/21/2021,2304,California
Sonoma,1/21/2021,2193,California
Stanislaus,1/21/2021,3592,California
Sutter,1/21/2021,431,California
Tehama,1/21/2021,215,California
Trinity,1/21/2021,14,California
Tulare,1/21/2021,1503,California
Tuolumne,1/21/2021,58,California
Unknown,1/21/2021,65,Not in California
Ventura,1/21/2021,3822,California
Yolo,1/21/2021,634,California
Yuba,1/21/2021,210,California
Alameda,1/20/2021,6565,California
Alpine,1/20/2021,19,California
Amador,1/20/2021,182,California
Butte,1/20/2021,1342,California
Calaveras,1/20/2021,372,California
Colusa,1/20/2021,114,California
Contra Costa,1/20/2021,6532,California
Del Norte,1/20/2021,157,California
El Dorado,1/20/2021,1004,California
Fresno,1/20/2021,2965,California
Glenn,1/20/2021,162,California
Humboldt,1/20/2021,810,California
Imperial,1/20/2021,289,California
Inyo,1/20/2021,141,California
Kern,1/20/2021,2434,California
Kings,1/20/2021,223,California
Lake,1/20/2021,374,California
Lassen,1/20/2021,184,California
Los Angeles,1/20/2021,45156,California
Madera,1/20/2021,232,California
Marin,1/20/2021,1769,California
Mariposa,1/20/2021,22,California
Mendocino,1/20/2021,548,California
Merced,1/20/2021,571,California
Modoc,1/20/2021,11,California
Mono,1/20/2021,233,California
Monterey,1/20/2021,511,California
Napa,1/20/2021,818,California
Nevada,1/20/2021,258,California
Orange,1/20/2021,8155,California
Outside California,1/20/2021,4578,Not in California
Placer,1/20/2021,2225,California
Plumas,1/20/2021,121,California
Riverside,1/20/2021,7946,California
Sacramento,1/20/2021,4715,California
San Benito,1/20/2021,262,California
San Bernardino,1/20/2021,6781,California
San Diego,1/20/2021,18107,California
San Francisco,1/20/2021,2657,California
San Joaquin,1/20/2021,2020,California
San Luis Obispo,1/20/2021,1881,California
San Mateo,1/20/2021,2615,California
Santa Barbara,1/20/2021,1979,California
Santa Clara,1/20/2021,7850,California
Santa Cruz,1/20/2021,1224,California
Shasta,1/20/2021,665,California
Sierra,1/20/2021,1,California
Siskiyou,1/20/2021,45,California
Solano,1/20/2021,1895,California
Sonoma,1/20/2021,2048,California
Stanislaus,1/20/2021,987,California
Sutter,1/20/2021,255,California
Tehama,1/20/2021,302,California
Trinity,1/20/2021,18,California
Tulare,1/20/2021,2363,California
Tuolumne,1/20/2021,74,California
Unknown,1/20/2021,80,Not in California
Ventura,1/20/2021,4037,California
Yolo,1/20/2021,645,California
Yuba,1/20/2021,131,California
Alameda,1/19/2021,5475,California
Amador,1/19/2021,120,California
Butte,1/19/2021,485,California
Calaveras,1/19/2021,199,California
Clark,1/19/2021,1,California
Colusa,1/19/2021,8,California
Contra Costa,1/19/2021,6994,California
Del Norte,1/19/2021,119,California
El Dorado,1/19/2021,629,California
Fresno,1/19/2021,4262,California
Glenn,1/19/2021,28,California
Humboldt,1/19/2021,606,California
Imperial,1/19/2021,168,California
Inyo,1/19/2021,115,California
Kern,1/19/2021,1828,California
Kings,1/19/2021,376,California
Lake,1/19/2021,267,California
Lassen,1/19/2021,187,California
Los Angeles,1/19/2021,37898,California
Madera,1/19/2021,551,California
Marin,1/19/2021,1142,California
Mariposa,1/19/2021,1,California
Mendocino,1/19/2021,327,California
Merced,1/19/2021,713,California
Modoc,1/19/2021,5,California
Mono,1/19/2021,206,California
Monterey,1/19/2021,569,California
Napa,1/19/2021,999,California
Nevada,1/19/2021,230,California
Orange,1/19/2021,7372,California
Outside California,1/19/2021,4177,Not in California
Placer,1/19/2021,2536,California
Plumas,1/19/2021,36,California
Riverside,1/19/2021,7353,California
Sacramento,1/19/2021,4555,California
San Benito,1/19/2021,147,California
