,county,date,deaths,cumulative_deaths,reported_deaths,cumulative_reported_deaths
644,Riverside,2021-03-06,0,3893,0,3781
645,Sacramento,2021-03-06,0,1466,6,1436
646,San Benito,2021-03-06,0,61,0,61
647,San Bernardino,2021-03-06,0,4030,17,3791
648,San Diego,2021-03-06,0,3462,14,3385
649,San Francisco,2021-03-06,0,456,5,435
650,San Joaquin,2021-03-06,0,1163,5,1138
651,San Luis Obispo,2021-03-06,0,248,1,245
652,San Mateo,2021-03-06,0,344,3,329
653,Santa Barbara,2021-03-06,0,433,0,424
654,Santa Clara,2021-03-06,0,1795,4,1749
655,Santa Cruz,2021-03-06,0,199,0,188
656,Shasta,2021-03-06,0,100,10,158
657,Sierra,2021-03-06,0,0,0,0
658,Siskiyou,2021-03-06,0,5,0,5
659,Solano,2021-03-06,0,171,1,169
660,Sonoma,2021-03-06,0,291,5,284
661,Stanislaus,2021-03-06,0,683,-10,711
662,Sutter,2021-03-06,0,102,0,100
663,Tehama,2021-03-06,0,34,0,33
664,Trinity,2021-03-06,0,3,0,3
665,Tulare,2021-03-06,0,803,0,789
666,Tuolumne,2021-03-06,0,57,0,56
668,Ventura,2021-03-06,0,916,9,848
669,Yolo,2021-03-06,0,190,1,189
670,Yuba,2021-03-06,0,42,0,42
671,Alameda,2021-03-05,0,1177,5,1141
672,Alpine,2021-03-05,0,0,0,0
673,Amador,2021-03-05,0,44,0,42
674,Butte,2021-03-05,0,184,0,185
675,Calaveras,2021-03-05,0,49,0,48
677,Colusa,2021-03-05,0,12,0,11
678,Contra Costa,2021-03-05,0,735,3,711
679,Del Norte,2021-03-05,0,6,0,5
680,El Dorado,2021-03-05,0,105,0,97
681,Fresno,2021-03-05,0,1498,10,1432
682,Glenn,2021-03-05,0,17,0,15
683,Humboldt,2021-03-05,0,33,0,31
684,Imperial,2021-03-05,0,689,5,651
685,Inyo,2021-03-05,0,35,0,35
686,Kern,2021-03-05,0,1144,6,1076
687,Kings,2021-03-05,1,233,0,224
688,Lake,2021-03-05,0,43,0,42
689,Lassen,2021-03-05,0,1,0,1
690,Los Angeles,2021-03-05,0,22521,135,21745
691,Madera,2021-03-05,0,214,3,211
692,Marin,2021-03-05,0,218,0,215
693,Mariposa,2021-03-05,0,5,0,4
694,Mendocino,2021-03-05,0,44,0,42
695,Merced,2021-03-05,0,406,3,399
696,Modoc,2021-03-05,0,3,0,3
697,Mono,2021-03-05,0,3,0,3
698,Monterey,2021-03-05,0,332,0,325
699,Napa,2021-03-05,0,75,1,75
700,Nevada,2021-03-05,0,67,0,66
701,Orange,2021-03-05,0,4479,12,4108
703,Placer,2021-03-05,0,240,0,239
704,Plumas,2021-03-05,0,4,0,4
705,Riverside,2021-03-05,0,3893,15,3781
706,Sacramento,2021-03-05,0,1466,4,1430
707,San Benito,2021-03-05,0,61,0,61
708,San Bernardino,2021-03-05,0,4030,17,3774
709,San Diego,2021-03-05,0,3462,12,3371
710,San Francisco,2021-03-05,0,456,4,430
711,San Joaquin,2021-03-05,0,1163,4,1133
712,San Luis Obispo,2021-03-05,0,248,1,244
713,San Mateo,2021-03-05,0,344,4,326
714,Santa Barbara,2021-03-05,0,433,1,424
715,Santa Clara,2021-03-05,0,1795,22,1745
716,Santa Cruz,2021-03-05,0,199,2,188
717,Shasta,2021-03-05,0,100,-2,148
718,Sierra,2021-03-05,0,0,0,0
719,Siskiyou,2021-03-05,0,5,0,5
720,Solano,2021-03-05,0,171,0,168
721,Sonoma,2021-03-05,0,291,0,279
722,Stanislaus,2021-03-05,0,683,-10,721
723,Sutter,2021-03-05,0,102,0,100
724,Tehama,2021-03-05,0,34,0,33
725,Trinity,2021-03-05,0,3,0,3
726,Tulare,2021-03-05,0,803,5,789
727,Tuolumne,2021-03-05,0,57,0,56
729,Ventura,2021-03-05,0,916,8,839
730,Yolo,2021-03-05,0,190,-1,188
731,Yuba,2021-03-05,0,42,1,42
732,Alameda,2021-03-04,0,1177,9,1136
733,Alpine,2021-03-04,0,0,0,0
734,Amador,2021-03-04,0,44,0,42
735,Butte,2021-03-04,0,184,1,185
736,Calaveras,2021-03-04,0,49,0,48
738,Colusa,2021-03-04,0,12,0,11
739,Contra Costa,2021-03-04,0,735,0,708
740,Del Norte,2021-03-04,0,6,0,5
741,El Dorado,2021-03-04,0,105,0,97
742,Fresno,2021-03-04,0,1498,7,1422
743,Glenn,2021-03-04,0,17,0,15
744,Humboldt,2021-03-04,0,33,1,31
745,Imperial,2021-03-04,0,689,6,646
746,Inyo,2021-03-04,0,35,0,35
747,Kern,2021-03-04,0,1144,7,1070
748,Kings,2021-03-04,0,232,1,224
749,Lake,2021-03-04,0,43,2,42
750,Lassen,2021-03-04,0,1,0,1
751,Los Angeles,2021-03-04,8,22521,110,21610
752,Madera,2021-03-04,0,214,5,208
753,Marin,2021-03-04,0,218,1,215
754,Mariposa,2021-03-04,0,5,0,4
755,Mendocino,2021-03-04,0,44,0,42
756,Merced,2021-03-04,0,406,3,396
757,Modoc,2021-03-04,0,3,0,3
758,Mono,2021-03-04,0,3,0,3
759,Monterey,2021-03-04,0,332,0,325
760,Napa,2021-03-04,0,75,2,74
761,Nevada,2021-03-04,0,67,0,66
762,Orange,2021-03-04,0,4479,24,4096
764,Placer,2021-03-04,0,240,0,239
765,Plumas,2021-03-04,0,4,0,4
766,Riverside,2021-03-04,0,3893,31,3766
767,Sacramento,2021-03-04,0,1466,7,1426
768,San Benito,2021-03-04,0,61,0,61
769,San Bernardino,2021-03-04,0,4030,93,3757
770,San Diego,2021-03-04,0,3462,17,3359
771,San Francisco,2021-03-04,0,456,0,426
772,San Joaquin,2021-03-04,0,1163,14,1129
773,San Luis Obispo,2021-03-04,0,248,2,243
774,San Mateo,2021-03-04,0,344,3,322
775,Santa Barbara,2021-03-04,0,433,2,423
776,Santa Clara,2021-03-04,0,1795,3,1723
777,Santa Cruz,2021-03-04,0,199,1,186
778,Shasta,2021-03-04,0,100,0,150
779,Sierra,2021-03-04,0,0,0,0
780,Siskiyou,2021-03-04,0,5,0,5
781,Solano,2021-03-04,0,171,1,168
782,Sonoma,2021-03-04,0,291,0,279
783,Stanislaus,2021-03-04,0,683,1,731
784,Sutter,2021-03-04,0,102,1,100
785,Tehama,2021-03-04,0,34,1,33
786,Trinity,2021-03-04,0,3,0,3
787,Tulare,2021-03-04,1,803,6,784
788,Tuolumne,2021-03-04,0,57,0,56
790,Ventura,2021-03-04,0,916,9,831
791,Yolo,2021-03-04,0,190,0,189
792,Yuba,2021-03-04,0,42,0,41
793,Alameda,2021-03-03,0,1177,11,1127
794,Alpine,2021-03-03,0,0,0,0
795,Amador,2021-03-03,0,44,0,42
796,Butte,2021-03-03,0,184,2,184
797,Calaveras,2021-03-03,0,49,0,48
799,Colusa,2021-03-03,0,12,0,11
800,Contra Costa,2021-03-03,0,735,14,708
801,Del Norte,2021-03-03,0,6,0,5
802,El Dorado,2021-03-03,0,105,-1,97
803,Fresno,2021-03-03,0,1498,5,1415
804,Glenn,2021-03-03,0,17,0,15
805,Humboldt,2021-03-03,0,33,0,30
806,Imperial,2021-03-03,0,689,3,640
807,Inyo,2021-03-03,0,35,0,35
808,Kern,2021-03-03,1,1144,17,1063
809,Kings,2021-03-03,1,232,6,223
810,Lake,2021-03-03,0,43,0,40
811,Lassen,2021-03-03,0,1,0,1
812,Los Angeles,2021-03-03,3,22513,105,21500
813,Madera,2021-03-03,0,214,9,203
814,Marin,2021-03-03,0,218,0,214
815,Mariposa,2021-03-03,0,5,0,4
816,Mendocino,2021-03-03,0,44,1,42
817,Merced,2021-03-03,0,406,4,393
818,Modoc,2021-03-03,0,3,0,3
819,Mono,2021-03-03,0,3,0,3
820,Monterey,2021-03-03,0,332,0,325
821,Napa,2021-03-03,0,75,1,72
822,Nevada,2021-03-03,0,67,0,66
823,Orange,2021-03-03,0,4479,35,4072
825,Placer,2021-03-03,0,240,0,239
826,Plumas,2021-03-03,0,4,0,4
827,Riverside,2021-03-03,0,3893,14,3735
828,Sacramento,2021-03-03,0,1466,8,1419
829,San Benito,2021-03-03,0,61,1,61
830,San Bernardino,2021-03-03,0,4030,60,3664
831,San Diego,2021-03-03,0,3462,25,3342
832,San Francisco,2021-03-03,0,456,2,426
833,San Joaquin,2021-03-03,0,1163,4,1115
834,San Luis Obispo,2021-03-03,0,248,0,241
835,San Mateo,2021-03-03,0,344,2,319
836,Santa Barbara,2021-03-03,0,433,5,421
837,Santa Clara,2021-03-03,0,1795,14,1720
838,Santa Cruz,2021-03-03,0,199,0,185
839,Shasta,2021-03-03,0,100,1,150
840,Sierra,2021-03-03,0,0,0,0
841,Siskiyou,2021-03-03,0,5,0,5
842,Solano,2021-03-03,0,171,0,167
843,Sonoma,2021-03-03,0,291,0,279
844,Stanislaus,2021-03-03,0,683,6,730
845,Sutter,2021-03-03,0,102,0,99
846,Tehama,2021-03-03,0,34,0,32
847,Trinity,2021-03-03,0,3,0,3
848,Tulare,2021-03-03,0,802,-5,778
849,Tuolumne,2021-03-03,0,57,3,56
851,Ventura,2021-03-03,0,916,42,822
852,Yolo,2021-03-03,0,190,0,189
853,Yuba,2021-03-03,0,42,0,41
854,Alameda,2021-03-02,0,1177,11,1116
855,Alpine,2021-03-02,0,0,0,0
856,Amador,2021-03-02,0,44,0,42
857,Butte,2021-03-02,0,184,2,182
858,Calaveras,2021-03-02,0,49,2,48
860,Colusa,2021-03-02,0,12,0,11
861,Contra Costa,2021-03-02,0,735,0,694
862,Del Norte,2021-03-02,0,6,0,5
863,El Dorado,2021-03-02,0,105,0,98
864,Fresno,2021-03-02,0,1498,5,1410
865,Glenn,2021-03-02,0,17,0,15
866,Humboldt,2021-03-02,0,33,0,30
867,Imperial,2021-03-02,0,689,1,637
868,Inyo,2021-03-02,0,35,0,35
869,Kern,2021-03-02,0,1143,5,1046
870,Kings,2021-03-02,0,231,0,217
871,Lake,2021-03-02,0,43,0,40
872,Lassen,2021-03-02,0,1,0,1
873,Los Angeles,2021-03-02,3,22510,102,21395
874,Madera,2021-03-02,0,214,0,194
875,Marin,2021-03-02,0,218,0,214
876,Mariposa,2021-03-02,0,5,0,4
877,Mendocino,2021-03-02,0,44,0,41
878,Merced,2021-03-02,0,406,4,389
879,Modoc,2021-03-02,0,3,0,3
880,Mono,2021-03-02,0,3,0,3
881,Monterey,2021-03-02,1,332,1,325
882,Napa,2021-03-02,0,75,1,71
883,Nevada,2021-03-02,0,67,0,66
884,Orange,2021-03-02,0,4479,61,4037
886,Placer,2021-03-02,0,240,0,239
887,Plumas,2021-03-02,0,4,0,4
888,Riverside,2021-03-02,0,3893,41,3721
889,Sacramento,2021-03-02,0,1466,10,1411
890,San Benito,2021-03-02,0,61,3,60
891,San Bernardino,2021-03-02,0,4030,1,3604
892,San Diego,2021-03-02,0,3462,14,3317
893,San Francisco,2021-03-02,0,456,0,424
894,San Joaquin,2021-03-02,0,1163,14,1111
895,San Luis Obispo,2021-03-02,0,248,2,241
896,San Mateo,2021-03-02,0,344,3,317
897,Santa Barbara,2021-03-02,0,433,3,416
898,Santa Clara,2021-03-02,0,1795,2,1706
899,Santa Cruz,2021-03-02,0,199,0,185
900,Shasta,2021-03-02,0,100,0,149
901,Sierra,2021-03-02,0,0,0,0
902,Siskiyou,2021-03-02,0,5,0,5
903,Solano,2021-03-02,0,171,1,167
904,Sonoma,2021-03-02,0,291,1,279
905,Stanislaus,2021-03-02,0,683,2,724
906,Sutter,2021-03-02,0,102,0,99
907,Tehama,2021-03-02,0,34,0,32
908,Trinity,2021-03-02,0,3,0,3
909,Tulare,2021-03-02,0,802,2,783
910,Tuolumne,2021-03-02,0,57,0,53
912,Ventura,2021-03-02,1,916,5,780
913,Yolo,2021-03-02,0,190,1,189
914,Yuba,2021-03-02,0,42,0,41
915,Alameda,2021-03-01,0,1177,0,1105
916,Alpine,2021-03-01,0,0,0,0
917,Amador,2021-03-01,0,44,0,42
918,Butte,2021-03-01,0,184,0,180
919,Calaveras,2021-03-01,0,49,0,46
921,Colusa,2021-03-01,0,12,0,11
922,Contra Costa,2021-03-01,0,735,0,694
923,Del Norte,2021-03-01,0,6,0,5
924,El Dorado,2021-03-01,1,105,0,98
925,Fresno,2021-03-01,0,1498,0,1405
926,Glenn,2021-03-01,0,17,0,15
927,Humboldt,2021-03-01,0,33,0,30
928,Imperial,2021-03-01,0,689,0,636
929,Inyo,2021-03-01,0,35,0,35
930,Kern,2021-03-01,1,1143,29,1041
931,Kings,2021-03-01,1,231,0,217
932,Lake,2021-03-01,0,43,0,40
933,Lassen,2021-03-01,0,1,0,1
934,Los Angeles,2021-03-01,3,22507,32,21293
935,Madera,2021-03-01,0,214,-5,194
936,Marin,2021-03-01,0,218,0,214
937,Mariposa,2021-03-01,0,5,0,4
938,Mendocino,2021-03-01,0,44,0,41
939,Merced,2021-03-01,0,406,1,385
940,Modoc,2021-03-01,0,3,0,3
941,Mono,2021-03-01,0,3,0,3
942,Monterey,2021-03-01,0,331,1,324
943,Napa,2021-03-01,0,75,0,70
944,Nevada,2021-03-01,0,67,0,66
945,Orange,2021-03-01,0,4479,6,3976
947,Placer,2021-03-01,0,240,0,239
948,Plumas,2021-03-01,0,4,0,4
949,Riverside,2021-03-01,0,3893,19,3680
950,Sacramento,2021-03-01,0,1466,3,1401
951,San Benito,2021-03-01,0,61,0,57
952,San Bernardino,2021-03-01,1,4030,8,3603
953,San Diego,2021-03-01,0,3462,0,3303
954,San Francisco,2021-03-01,0,456,7,424
955,San Joaquin,2021-03-01,0,1163,0,1097
956,San Luis Obispo,2021-03-01,0,248,2,239
957,San Mateo,2021-03-01,0,344,0,314
958,Santa Barbara,2021-03-01,0,433,0,413
959,Santa Clara,2021-03-01,0,1795,0,1704
960,Santa Cruz,2021-03-01,0,199,0,185
961,Shasta,2021-03-01,0,100,0,149
962,Sierra,2021-03-01,0,0,0,0
963,Siskiyou,2021-03-01,0,5,0,5
964,Solano,2021-03-01,0,171,0,166
965,Sonoma,2021-03-01,1,291,-1,278
966,Stanislaus,2021-03-01,1,683,-6,722
967,Sutter,2021-03-01,0,102,0,99
968,Tehama,2021-03-01,0,34,0,32
969,Trinity,2021-03-01,0,3,0,3
970,Tulare,2021-03-01,0,802,1,781
971,Tuolumne,2021-03-01,0,57,0,53
973,Ventura,2021-03-01,0,915,0,775
974,Yolo,2021-03-01,0,190,0,188
975,Yuba,2021-03-01,0,42,0,41
976,Alameda,2021-02-28,0,1177,-3,1105
977,Alpine,2021-02-28,0,0,0,0
978,Amador,2021-02-28,1,44,0,42
979,Butte,2021-02-28,0,184,0,180
980,Calaveras,2021-02-28,0,49,0,46
982,Colusa,2021-02-28,0,12,0,11
983,Contra Costa,2021-02-28,0,735,1,694
984,Del Norte,2021-02-28,0,6,0,5
985,El Dorado,2021-02-28,0,104,0,98
986,Fresno,2021-02-28,0,1498,5,1405
987,Glenn,2021-02-28,0,17,0,15
988,Humboldt,2021-02-28,0,33,0,30
989,Imperial,2021-02-28,0,689,3,636
990,Inyo,2021-02-28,0,35,0,35
991,Kern,2021-02-28,1,1142,16,1012
992,Kings,2021-02-28,0,230,1,217
993,Lake,2021-02-28,0,43,0,40
994,Lassen,2021-02-28,0,1,0,1
995,Los Angeles,2021-02-28,3,22504,103,21261
996,Madera,2021-02-28,0,214,0,199
997,Marin,2021-02-28,0,218,0,214
998,Mariposa,2021-02-28,0,5,0,4
999,Mendocino,2021-02-28,0,44,0,41
1000,Merced,2021-02-28,1,406,0,384
1001,Modoc,2021-02-28,0,3,0,3
1002,Mono,2021-02-28,0,3,0,3
1003,Monterey,2021-02-28,1,331,1,323
1004,Napa,2021-02-28,0,75,-1,70
1005,Nevada,2021-02-28,0,67,0,66
1006,Orange,2021-02-28,0,4479,10,3970
1008,Placer,2021-02-28,0,240,0,239
1009,Plumas,2021-02-28,0,4,0,4
1010,Riverside,2021-02-28,0,3893,-2,3661
1011,Sacramento,2021-02-28,0,1466,2,1398
1012,San Benito,2021-02-28,0,61,0,57
1013,San Bernardino,2021-02-28,0,4029,68,3595
1014,San Diego,2021-02-28,1,3462,19,3303
1015,San Francisco,2021-02-28,0,456,4,417
1016,San Joaquin,2021-02-28,0,1163,-3,1097
1017,San Luis Obispo,2021-02-28,0,248,0,237
1018,San Mateo,2021-02-28,1,344,1,314
1019,Santa Barbara,2021-02-28,0,433,2,413
1020,Santa Clara,2021-02-28,0,1795,1,1704
1021,Santa Cruz,2021-02-28,0,199,0,185
1022,Shasta,2021-02-28,0,100,0,149
1023,Sierra,2021-02-28,0,0,0,0
1024,Siskiyou,2021-02-28,0,5,0,5
1025,Solano,2021-02-28,1,171,1,166
1026,Sonoma,2021-02-28,0,290,-2,279
1027,Stanislaus,2021-02-28,0,682,-5,728
1028,Sutter,2021-02-28,0,102,0,99
1029,Tehama,2021-02-28,0,34,0,32
1030,Trinity,2021-02-28,0,3,0,3
1031,Tulare,2021-02-28,0,802,10,780
1032,Tuolumne,2021-02-28,0,57,0,53
1034,Ventura,2021-02-28,0,915,4,775
1035,Yolo,2021-02-28,0,190,0,188
1036,Yuba,2021-02-28,0,42,2,41
1037,Alameda,2021-02-27,0,1177,2,1108
1038,Alpine,2021-02-27,0,0,0,0
1039,Amador,2021-02-27,0,43,0,42
1040,Butte,2021-02-27,0,184,0,180
1041,Calaveras,2021-02-27,0,49,0,46
1043,Colusa,2021-02-27,0,12,0,11
1044,Contra Costa,2021-02-27,0,735,8,693
1045,Del Norte,2021-02-27,0,6,0,5
1046,El Dorado,2021-02-27,0,104,0,98
1047,Fresno,2021-02-27,0,1498,9,1400
1048,Glenn,2021-02-27,0,17,0,15
1049,Humboldt,2021-02-27,0,33,0,30
1050,Imperial,2021-02-27,0,689,2,633
1051,Inyo,2021-02-27,0,35,1,35
1052,Kern,2021-02-27,0,1141,-1,996
1053,Kings,2021-02-27,1,230,0,216
1054,Lake,2021-02-27,0,43,0,40
1055,Lassen,2021-02-27,0,1,0,1
1056,Los Angeles,2021-02-27,4,22501,88,21158
1057,Madera,2021-02-27,0,214,0,199
1058,Marin,2021-02-27,0,218,0,214
1059,Mariposa,2021-02-27,0,5,0,4
1060,Mendocino,2021-02-27,0,44,0,41
1061,Merced,2021-02-27,0,405,2,384
1062,Modoc,2021-02-27,0,3,0,3
1063,Mono,2021-02-27,0,3,0,3
1064,Monterey,2021-02-27,0,330,0,322
1065,Napa,2021-02-27,0,75,1,71
1066,Nevada,2021-02-27,0,67,0,66
1067,Orange,2021-02-27,0,4479,42,3960
1069,Placer,2021-02-27,0,240,0,239
1070,Plumas,2021-02-27,0,4,0,4
1071,Riverside,2021-02-27,0,3893,10,3663
1072,Sacramento,2021-02-27,0,1466,6,1396
1073,San Benito,2021-02-27,0,61,0,57
1074,San Bernardino,2021-02-27,0,4029,66,3527
1075,San Diego,2021-02-27,1,3461,13,3284
1076,San Francisco,2021-02-27,0,456,0,413
1077,San Joaquin,2021-02-27,0,1163,30,1100
1078,San Luis Obispo,2021-02-27,0,248,3,237
1079,San Mateo,2021-02-27,0,343,0,313
1080,Santa Barbara,2021-02-27,0,433,1,411
1081,Santa Clara,2021-02-27,0,1795,3,1703
1082,Santa Cruz,2021-02-27,0,199,0,185
1083,Shasta,2021-02-27,0,100,0,149
1084,Sierra,2021-02-27,0,0,0,0
1085,Siskiyou,2021-02-27,0,5,0,5
1086,Solano,2021-02-27,0,170,0,165
1087,Sonoma,2021-02-27,0,290,1,281
1088,Stanislaus,2021-02-27,0,682,-4,733
1089,Sutter,2021-02-27,0,102,0,99
1090,Tehama,2021-02-27,0,34,0,32
1091,Trinity,2021-02-27,0,3,0,3
1092,Tulare,2021-02-27,0,802,0,770
1093,Tuolumne,2021-02-27,0,57,0,53
1095,Ventura,2021-02-27,0,915,6,771
1096,Yolo,2021-02-27,0,190,0,188
1097,Yuba,2021-02-27,0,42,0,39
1098,Alameda,2021-02-26,0,1177,13,1106
1099,Alpine,2021-02-26,0,0,0,0
1100,Amador,2021-02-26,0,43,1,42
1101,Butte,2021-02-26,0,184,2,180
1102,Calaveras,2021-02-26,0,49,0,46
1104,Colusa,2021-02-26,0,12,0,11
1105,Contra Costa,2021-02-26,0,735,-1,685
1106,Del Norte,2021-02-26,0,6,0,5
1107,El Dorado,2021-02-26,0,104,0,98
1108,Fresno,2021-02-26,0,1498,14,1391
1109,Glenn,2021-02-26,0,17,0,15
1110,Humboldt,2021-02-26,0,33,0,30
1111,Imperial,2021-02-26,0,689,3,631
1112,Inyo,2021-02-26,0,35,1,34
1113,Kern,2021-02-26,1,1141,5,997
1114,Kings,2021-02-26,0,229,0,216
1115,Lake,2021-02-26,0,43,0,40
1116,Lassen,2021-02-26,0,1,0,1
1117,Los Angeles,2021-02-26,3,22497,139,21070
1118,Madera,2021-02-26,0,214,5,199
1119,Marin,2021-02-26,0,218,0,214
1120,Mariposa,2021-02-26,0,5,0,4
1121,Mendocino,2021-02-26,0,44,0,41
1122,Merced,2021-02-26,1,405,0,382
1123,Modoc,2021-02-26,0,3,0,3
1124,Mono,2021-02-26,0,3,0,3
1125,Monterey,2021-02-26,0,330,1,322
1126,Napa,2021-02-26,0,75,0,70
1127,Nevada,2021-02-26,0,67,0,66
1128,Orange,2021-02-26,0,4479,36,3918
1130,Placer,2021-02-26,0,240,0,239
1131,Plumas,2021-02-26,0,4,0,4
1132,Riverside,2021-02-26,0,3893,7,3653
1133,Sacramento,2021-02-26,0,1466,4,1390
1134,San Benito,2021-02-26,0,61,-1,57
1135,San Bernardino,2021-02-26,0,4029,52,3461
1136,San Diego,2021-02-26,1,3460,11,3271
1137,San Francisco,2021-02-26,1,456,5,413
1138,San Joaquin,2021-02-26,0,1163,23,1070
1139,San Luis Obispo,2021-02-26,0,248,0,234
1140,San Mateo,2021-02-26,0,343,13,313
1141,Santa Barbara,2021-02-26,0,433,2,410
1142,Santa Clara,2021-02-26,1,1795,23,1700
1143,Santa Cruz,2021-02-26,0,199,0,185
1144,Shasta,2021-02-26,0,100,1,149
1145,Sierra,2021-02-26,0,0,0,0
1146,Siskiyou,2021-02-26,0,5,1,5
1147,Solano,2021-02-26,0,170,4,165
1148,Sonoma,2021-02-26,0,290,2,280
1149,Stanislaus,2021-02-26,0,682,-1,737
1150,Sutter,2021-02-26,0,102,0,99
1151,Tehama,2021-02-26,0,34,0,32
1152,Trinity,2021-02-26,0,3,0,3
1153,Tulare,2021-02-26,0,802,5,770
1154,Tuolumne,2021-02-26,0,57,0,53
1156,Ventura,2021-02-26,0,915,14,765
1157,Yolo,2021-02-26,0,190,0,188
1158,Yuba,2021-02-26,0,42,0,39
1159,Alameda,2021-02-25,0,1177,11,1093
1160,Alpine,2021-02-25,0,0,0,0
1161,Amador,2021-02-25,0,43,0,41
1162,Butte,2021-02-25,0,184,0,178
1163,Calaveras,2021-02-25,0,49,15,46
1165,Colusa,2021-02-25,0,12,0,11
1166,Contra Costa,2021-02-25,0,735,23,686
1167,Del Norte,2021-02-25,0,6,0,5
1168,El Dorado,2021-02-25,0,104,0,98
1169,Fresno,2021-02-25,1,1498,8,1377
1170,Glenn,2021-02-25,0,17,1,15
1171,Humboldt,2021-02-25,0,33,1,30
1172,Imperial,2021-02-25,0,689,32,628
1173,Inyo,2021-02-25,0,35,1,33
1174,Kern,2021-02-25,0,1140,0,992
1175,Kings,2021-02-25,0,229,0,216
1176,Lake,2021-02-25,0,43,0,40
1177,Lassen,2021-02-25,0,1,0,1
1178,Los Angeles,2021-02-25,4,22494,114,20931
1179,Madera,2021-02-25,0,214,0,194
1180,Marin,2021-02-25,0,218,0,214
1181,Mariposa,2021-02-25,0,5,0,4
1182,Mendocino,2021-02-25,0,44,0,41
1183,Merced,2021-02-25,0,404,-1,382
1184,Modoc,2021-02-25,0,3,0,3
1185,Mono,2021-02-25,0,3,0,3
1186,Monterey,2021-02-25,0,330,1,321
1187,Napa,2021-02-25,0,75,0,70
1188,Nevada,2021-02-25,0,67,0,66
1189,Orange,2021-02-25,0,4479,47,3882
1191,Placer,2021-02-25,0,240,0,239
1192,Plumas,2021-02-25,0,4,0,4
1193,Riverside,2021-02-25,0,3893,43,3646
1194,Sacramento,2021-02-25,0,1466,11,1386
1195,San Benito,2021-02-25,0,61,1,58
1196,San Bernardino,2021-02-25,0,4029,49,3409
1197,San Diego,2021-02-25,0,3459,30,3260
1198,San Francisco,2021-02-25,0,455,2,408
1199,San Joaquin,2021-02-25,1,1163,28,1047
1200,San Luis Obispo,2021-02-25,0,248,1,234
1201,San Mateo,2021-02-25,0,343,0,300
1202,Santa Barbara,2021-02-25,1,433,3,408
1203,Santa Clara,2021-02-25,0,1794,3,1677
1204,Santa Cruz,2021-02-25,0,199,0,185
1205,Shasta,2021-02-25,0,100,0,148
1206,Sierra,2021-02-25,0,0,0,0
1207,Siskiyou,2021-02-25,0,5,0,4
1208,Solano,2021-02-25,0,170,3,161
1209,Sonoma,2021-02-25,0,290,0,278
1210,Stanislaus,2021-02-25,0,682,6,738
1211,Sutter,2021-02-25,0,102,0,99
1212,Tehama,2021-02-25,0,34,1,32
1213,Trinity,2021-02-25,0,3,0,3
1214,Tulare,2021-02-25,0,802,6,765
1215,Tuolumne,2021-02-25,0,57,0,53
1217,Ventura,2021-02-25,0,915,33,751
1218,Yolo,2021-02-25,0,190,0,188
1219,Yuba,2021-02-25,0,42,0,39
1220,Alameda,2021-02-24,0,1177,12,1082
1221,Alpine,2021-02-24,0,0,0,0
1222,Amador,2021-02-24,0,43,0,41
1223,Butte,2021-02-24,0,184,2,178
1224,Calaveras,2021-02-24,0,49,10,31
1226,Colusa,2021-02-24,0,12,0,11
1227,Contra Costa,2021-02-24,0,735,2,663
1228,Del Norte,2021-02-24,0,6,2,5
1229,El Dorado,2021-02-24,0,104,2,98
1230,Fresno,2021-02-24,0,1497,13,1369
1231,Glenn,2021-02-24,0,17,0,14
1232,Humboldt,2021-02-24,0,33,0,29
1233,Imperial,2021-02-24,0,689,5,596
1234,Inyo,2021-02-24,0,35,0,32
1235,Kern,2021-02-24,1,1140,10,992
1236,Kings,2021-02-24,0,229,0,216
1237,Lake,2021-02-24,0,43,0,40
1238,Lassen,2021-02-24,0,1,0,1
1239,Los Angeles,2021-02-24,6,22490,930,20817
1240,Madera,2021-02-24,0,214,1,194
1241,Marin,2021-02-24,0,218,0,214
1242,Mariposa,2021-02-24,0,5,0,4
1243,Mendocino,2021-02-24,0,44,0,41
1244,Merced,2021-02-24,0,404,2,383
1245,Modoc,2021-02-24,0,3,0,3
1246,Mono,2021-02-24,0,3,0,3
1247,Monterey,2021-02-24,0,330,3,320
1248,Napa,2021-02-24,0,75,0,70
1249,Nevada,2021-02-24,0,67,0,66
1250,Orange,2021-02-24,0,4479,-8,3835
1252,Placer,2021-02-24,0,240,1,239
1253,Plumas,2021-02-24,0,4,0,4
1254,Riverside,2021-02-24,1,3893,4,3603
1255,Sacramento,2021-02-24,0,1466,5,1375
1256,San Benito,2021-02-24,0,61,0,57
1257,San Bernardino,2021-02-24,1,4029,77,3360
1258,San Diego,2021-02-24,0,3459,12,3230
1259,San Francisco,2021-02-24,2,455,1,406
1260,San Joaquin,2021-02-24,0,1162,15,1019
1261,San Luis Obispo,2021-02-24,0,248,3,233
1262,San Mateo,2021-02-24,0,343,1,300
1263,Santa Barbara,2021-02-24,1,432,3,405
1264,Santa Clara,2021-02-24,1,1794,13,1674
1265,Santa Cruz,2021-02-24,0,199,7,185
1266,Shasta,2021-02-24,0,100,2,148
1267,Sierra,2021-02-24,0,0,0,0
1268,Siskiyou,2021-02-24,0,5,0,4
1269,Solano,2021-02-24,0,170,4,158
1270,Sonoma,2021-02-24,1,290,0,278
1271,Stanislaus,2021-02-24,0,682,10,732
1272,Sutter,2021-02-24,0,102,1,99
