,county,date,population
13459,San Francisco,2020-08-08,892280
13460,San Joaquin,2020-08-08,782545
13461,San Luis Obispo,2020-08-08,278862
13462,San Mateo,2020-08-08,778001
13463,Santa Barbara,2020-08-08,456373
13464,Santa Clara,2020-08-08,1967585
13465,Santa Cruz,2020-08-08,273999
13466,Shasta,2020-08-08,177925
13467,Sierra,2020-08-08,3115
13468,Siskiyou,2020-08-08,43956
13469,Solano,2020-08-08,444255
13470,Sonoma,2020-08-08,496668
13471,Stanislaus,2020-08-08,562303
13472,Sutter,2020-08-08,105747
13473,Tehama,2020-08-08,65885
13474,Trinity,2020-08-08,13354
13475,Tulare,2020-08-08,484423
13476,Tuolumne,2020-08-08,52351
13478,Ventura,2020-08-08,852747
13479,Yolo,2020-08-08,223612
13480,Yuba,2020-08-08,79290
13481,Alameda,2020-08-07,1685886
13482,Alpine,2020-08-07,1117
13483,Amador,2020-08-07,38531
13484,Butte,2020-08-07,217769
13485,Calaveras,2020-08-07,44289
13486,California,2020-08-07,40129160
13487,Colusa,2020-08-07,22593
13488,Contra Costa,2020-08-07,1160099
13489,Del Norte,2020-08-07,27558
13490,El Dorado,2020-08-07,193098
13491,Fresno,2020-08-07,1032227
13492,Glenn,2020-08-07,29348
13493,Humboldt,2020-08-07,134098
13494,Imperial,2020-08-07,191649
13495,Inyo,2020-08-07,18453
13496,Kern,2020-08-07,927251
13497,Kings,2020-08-07,156444
13498,Lake,2020-08-07,64871
13499,Lassen,2020-08-07,30065
13500,Los Angeles,2020-08-07,10257557
13501,Madera,2020-08-07,160089
13502,Marin,2020-08-07,260800
13503,Mariposa,2020-08-07,17795
13504,Mendocino,2020-08-07,88439
13505,Merced,2020-08-07,287420
13506,Modoc,2020-08-07,9475
13507,Mono,2020-08-07,13961
13508,Monterey,2020-08-07,448732
13509,Napa,2020-08-07,139652
13510,Nevada,2020-08-07,98710
13511,Orange,2020-08-07,3228519
13513,Placer,2020-08-07,400434
13514,Plumas,2020-08-07,18997
13515,Riverside,2020-08-07,2468145
13516,Sacramento,2020-08-07,1567975
13517,San Benito,2020-08-07,64022
13518,San Bernardino,2020-08-07,2217398
13519,San Diego,2020-08-07,3370418
13520,San Francisco,2020-08-07,892280
13521,San Joaquin,2020-08-07,782545
13522,San Luis Obispo,2020-08-07,278862
13523,San Mateo,2020-08-07,778001
13524,Santa Barbara,2020-08-07,456373
13525,Santa Clara,2020-08-07,1967585
13526,Santa Cruz,2020-08-07,273999
13527,Shasta,2020-08-07,177925
13528,Sierra,2020-08-07,3115
13529,Siskiyou,2020-08-07,43956
13530,Solano,2020-08-07,444255
13531,Sonoma,2020-08-07,496668
13532,Stanislaus,2020-08-07,562303
13533,Sutter,2020-08-07,105747
13534,Tehama,2020-08-07,65885
13535,Trinity,2020-08-07,13354
13536,Tulare,2020-08-07,484423
13537,Tuolumne,2020-08-07,52351
13539,Ventura,2020-08-07,852747
13540,Yolo,2020-08-07,223612
13541,Yuba,2020-08-07,79290
13542,Alameda,2020-08-06,1685886
13543,Alpine,2020-08-06,1117
13544,Amador,2020-08-06,38531
13545,Butte,2020-08-06,217769
13546,Calaveras,2020-08-06,44289
13547,California,2020-08-06,40129160
13548,Colusa,2020-08-06,22593
13549,Contra Costa,2020-08-06,1160099
13550,Del Norte,2020-08-06,27558
13551,El Dorado,2020-08-06,193098
13552,Fresno,2020-08-06,1032227
13553,Glenn,2020-08-06,29348
13554,Humboldt,2020-08-06,134098
13555,Imperial,2020-08-06,191649
13556,Inyo,2020-08-06,18453
13557,Kern,2020-08-06,927251
13558,Kings,2020-08-06,156444
13559,Lake,2020-08-06,64871
13560,Lassen,2020-08-06,30065
13561,Los Angeles,2020-08-06,10257557
13562,Madera,2020-08-06,160089
13563,Marin,2020-08-06,260800
13564,Mariposa,2020-08-06,17795
13565,Mendocino,2020-08-06,88439
13566,Merced,2020-08-06,287420
13567,Modoc,2020-08-06,9475
13568,Mono,2020-08-06,13961
13569,Monterey,2020-08-06,448732
13570,Napa,2020-08-06,139652
13571,Nevada,2020-08-06,98710
13572,Orange,2020-08-06,3228519
13574,Placer,2020-08-06,400434
13575,Plumas,2020-08-06,18997
13576,Riverside,2020-08-06,2468145
13577,Sacramento,2020-08-06,1567975
13578,San Benito,2020-08-06,64022
13579,San Bernardino,2020-08-06,2217398
13580,San Diego,2020-08-06,3370418
13581,San Francisco,2020-08-06,892280
13582,San Joaquin,2020-08-06,782545
13583,San Luis Obispo,2020-08-06,278862
13584,San Mateo,2020-08-06,778001
13585,Santa Barbara,2020-08-06,456373
13586,Santa Clara,2020-08-06,1967585
13587,Santa Cruz,2020-08-06,273999
13588,Shasta,2020-08-06,177925
13589,Sierra,2020-08-06,3115
13590,Siskiyou,2020-08-06,43956
13591,Solano,2020-08-06,444255
13592,Sonoma,2020-08-06,496668
13593,Stanislaus,2020-08-06,562303
13594,Sutter,2020-08-06,105747
13595,Tehama,2020-08-06,65885
13596,Trinity,2020-08-06,13354
13597,Tulare,2020-08-06,484423
13598,Tuolumne,2020-08-06,52351
13600,Ventura,2020-08-06,852747
13601,Yolo,2020-08-06,223612
13602,Yuba,2020-08-06,79290
13603,Alameda,2020-08-05,1685886
13604,Alpine,2020-08-05,1117
13605,Amador,2020-08-05,38531
13606,Butte,2020-08-05,217769
13607,Calaveras,2020-08-05,44289
13608,California,2020-08-05,40129160
13609,Colusa,2020-08-05,22593
13610,Contra Costa,2020-08-05,1160099
13611,Del Norte,2020-08-05,27558
13612,El Dorado,2020-08-05,193098
13613,Fresno,2020-08-05,1032227
13614,Glenn,2020-08-05,29348
13615,Humboldt,2020-08-05,134098
13616,Imperial,2020-08-05,191649
13617,Inyo,2020-08-05,18453
13618,Kern,2020-08-05,927251
13619,Kings,2020-08-05,156444
13620,Lake,2020-08-05,64871
13621,Lassen,2020-08-05,30065
13622,Los Angeles,2020-08-05,10257557
13623,Madera,2020-08-05,160089
13624,Marin,2020-08-05,260800
13625,Mariposa,2020-08-05,17795
13626,Mendocino,2020-08-05,88439
13627,Merced,2020-08-05,287420
13628,Modoc,2020-08-05,9475
13629,Mono,2020-08-05,13961
13630,Monterey,2020-08-05,448732
13631,Napa,2020-08-05,139652
13632,Nevada,2020-08-05,98710
13633,Orange,2020-08-05,3228519
13635,Placer,2020-08-05,400434
13636,Plumas,2020-08-05,18997
13637,Riverside,2020-08-05,2468145
13638,Sacramento,2020-08-05,1567975
13639,San Benito,2020-08-05,64022
13640,San Bernardino,2020-08-05,2217398
13641,San Diego,2020-08-05,3370418
13642,San Francisco,2020-08-05,892280
13643,San Joaquin,2020-08-05,782545
13644,San Luis Obispo,2020-08-05,278862
13645,San Mateo,2020-08-05,778001
13646,Santa Barbara,2020-08-05,456373
13647,Santa Clara,2020-08-05,1967585
13648,Santa Cruz,2020-08-05,273999
13649,Shasta,2020-08-05,177925
13650,Sierra,2020-08-05,3115
13651,Siskiyou,2020-08-05,43956
13652,Solano,2020-08-05,444255
13653,Sonoma,2020-08-05,496668
13654,Stanislaus,2020-08-05,562303
13655,Sutter,2020-08-05,105747
13656,Tehama,2020-08-05,65885
13657,Trinity,2020-08-05,13354
13658,Tulare,2020-08-05,484423
13659,Tuolumne,2020-08-05,52351
13661,Ventura,2020-08-05,852747
13662,Yolo,2020-08-05,223612
13663,Yuba,2020-08-05,79290
13664,Alameda,2020-08-04,1685886
13665,Alpine,2020-08-04,1117
13666,Amador,2020-08-04,38531
13667,Butte,2020-08-04,217769
13668,Calaveras,2020-08-04,44289
13669,California,2020-08-04,40129160
13670,Colusa,2020-08-04,22593
13671,Contra Costa,2020-08-04,1160099
13672,Del Norte,2020-08-04,27558
13673,El Dorado,2020-08-04,193098
13674,Fresno,2020-08-04,1032227
13675,Glenn,2020-08-04,29348
13676,Humboldt,2020-08-04,134098
13677,Imperial,2020-08-04,191649
13678,Inyo,2020-08-04,18453
13679,Kern,2020-08-04,927251
13680,Kings,2020-08-04,156444
13681,Lake,2020-08-04,64871
13682,Lassen,2020-08-04,30065
13683,Los Angeles,2020-08-04,10257557
13684,Madera,2020-08-04,160089
13685,Marin,2020-08-04,260800
13686,Mariposa,2020-08-04,17795
13687,Mendocino,2020-08-04,88439
13688,Merced,2020-08-04,287420
13689,Modoc,2020-08-04,9475
13690,Mono,2020-08-04,13961
13691,Monterey,2020-08-04,448732
13692,Napa,2020-08-04,139652
13693,Nevada,2020-08-04,98710
13694,Orange,2020-08-04,3228519
13696,Placer,2020-08-04,400434
13697,Plumas,2020-08-04,18997
13698,Riverside,2020-08-04,2468145
13699,Sacramento,2020-08-04,1567975
13700,San Benito,2020-08-04,64022
13701,San Bernardino,2020-08-04,2217398
13702,San Diego,2020-08-04,3370418
13703,San Francisco,2020-08-04,892280
13704,San Joaquin,2020-08-04,782545
13705,San Luis Obispo,2020-08-04,278862
13706,San Mateo,2020-08-04,778001
13707,Santa Barbara,2020-08-04,456373
13708,Santa Clara,2020-08-04,1967585
13709,Santa Cruz,2020-08-04,273999
13710,Shasta,2020-08-04,177925
13711,Sierra,2020-08-04,3115
13712,Siskiyou,2020-08-04,43956
13713,Solano,2020-08-04,444255
13714,Sonoma,2020-08-04,496668
13715,Stanislaus,2020-08-04,562303
13716,Sutter,2020-08-04,105747
13717,Tehama,2020-08-04,65885
13718,Trinity,2020-08-04,13354
13719,Tulare,2020-08-04,484423
13720,Tuolumne,2020-08-04,52351
13722,Ventura,2020-08-04,852747
13723,Yolo,2020-08-04,223612
13724,Yuba,2020-08-04,79290
13725,Alameda,2020-08-03,1685886
13726,Alpine,2020-08-03,1117
13727,Amador,2020-08-03,38531
13728,Butte,2020-08-03,217769
13729,Calaveras,2020-08-03,44289
13730,California,2020-08-03,40129160
13731,Colusa,2020-08-03,22593
13732,Contra Costa,2020-08-03,1160099
13733,Del Norte,2020-08-03,27558
13734,El Dorado,2020-08-03,193098
13735,Fresno,2020-08-03,1032227
13736,Glenn,2020-08-03,29348
13737,Humboldt,2020-08-03,134098
13738,Imperial,2020-08-03,191649
13739,Inyo,2020-08-03,18453
13740,Kern,2020-08-03,927251
13741,Kings,2020-08-03,156444
13742,Lake,2020-08-03,64871
13743,Lassen,2020-08-03,30065
13744,Los Angeles,2020-08-03,10257557
13745,Madera,2020-08-03,160089
13746,Marin,2020-08-03,260800
13747,Mariposa,2020-08-03,17795
13748,Mendocino,2020-08-03,88439
13749,Merced,2020-08-03,287420
13750,Modoc,2020-08-03,9475
13751,Mono,2020-08-03,13961
13752,Monterey,2020-08-03,448732
13753,Napa,2020-08-03,139652
13754,Nevada,2020-08-03,98710
13755,Orange,2020-08-03,3228519
13757,Placer,2020-08-03,400434
13758,Plumas,2020-08-03,18997
13759,Riverside,2020-08-03,2468145
13760,Sacramento,2020-08-03,1567975
13761,San Benito,2020-08-03,64022
13762,San Bernardino,2020-08-03,2217398
13763,San Diego,2020-08-03,3370418
13764,San Francisco,2020-08-03,892280
13765,San Joaquin,2020-08-03,782545
13766,San Luis Obispo,2020-08-03,278862
13767,San Mateo,2020-08-03,778001
13768,Santa Barbara,2020-08-03,456373
13769,Santa Clara,2020-08-03,1967585
13770,Santa Cruz,2020-08-03,273999
13771,Shasta,2020-08-03,177925
13772,Sierra,2020-08-03,3115
13773,Siskiyou,2020-08-03,43956
13774,Solano,2020-08-03,444255
13775,Sonoma,2020-08-03,496668
13776,Stanislaus,2020-08-03,562303
13777,Sutter,2020-08-03,105747
13778,Tehama,2020-08-03,65885
13779,Trinity,2020-08-03,13354
13780,Tulare,2020-08-03,484423
13781,Tuolumne,2020-08-03,52351
13783,Ventura,2020-08-03,852747
13784,Yolo,2020-08-03,223612
13785,Yuba,2020-08-03,79290
13786,Alameda,2020-08-02,1685886
13787,Alpine,2020-08-02,1117
13788,Amador,2020-08-02,38531
13789,Butte,2020-08-02,217769
13790,Calaveras,2020-08-02,44289
13791,California,2020-08-02,40129160
13792,Colusa,2020-08-02,22593
13793,Contra Costa,2020-08-02,1160099
13794,Del Norte,2020-08-02,27558
13795,El Dorado,2020-08-02,193098
13796,Fresno,2020-08-02,1032227
13797,Glenn,2020-08-02,29348
13798,Humboldt,2020-08-02,134098
13799,Imperial,2020-08-02,191649
13800,Inyo,2020-08-02,18453
13801,Kern,2020-08-02,927251
13802,Kings,2020-08-02,156444
13803,Lake,2020-08-02,64871
13804,Lassen,2020-08-02,30065
13805,Los Angeles,2020-08-02,10257557
13806,Madera,2020-08-02,160089
13807,Marin,2020-08-02,260800
13808,Mariposa,2020-08-02,17795
13809,Mendocino,2020-08-02,88439
13810,Merced,2020-08-02,287420
13811,Modoc,2020-08-02,9475
13812,Mono,2020-08-02,13961
13813,Monterey,2020-08-02,448732
13814,Napa,2020-08-02,139652
13815,Nevada,2020-08-02,98710
13816,Orange,2020-08-02,3228519
13818,Placer,2020-08-02,400434
13819,Plumas,2020-08-02,18997
13820,Riverside,2020-08-02,2468145
13821,Sacramento,2020-08-02,1567975
13822,San Benito,2020-08-02,64022
13823,San Bernardino,2020-08-02,2217398
13824,San Diego,2020-08-02,3370418
13825,San Francisco,2020-08-02,892280
13826,San Joaquin,2020-08-02,782545
13827,San Luis Obispo,2020-08-02,278862
13828,San Mateo,2020-08-02,778001
13829,Santa Barbara,2020-08-02,456373
13830,Santa Clara,2020-08-02,1967585
13831,Santa Cruz,2020-08-02,273999
13832,Shasta,2020-08-02,177925
13833,Sierra,2020-08-02,3115
13834,Siskiyou,2020-08-02,43956
13835,Solano,2020-08-02,444255
13836,Sonoma,2020-08-02,496668
13837,Stanislaus,2020-08-02,562303
13838,Sutter,2020-08-02,105747
13839,Tehama,2020-08-02,65885
13840,Trinity,2020-08-02,13354
13841,Tulare,2020-08-02,484423
13842,Tuolumne,2020-08-02,52351
13844,Ventura,2020-08-02,852747
13845,Yolo,2020-08-02,223612
13846,Yuba,2020-08-02,79290
13847,Alameda,2020-08-01,1685886
13848,Alpine,2020-08-01,1117
13849,Amador,2020-08-01,38531
13850,Butte,2020-08-01,217769
13851,Calaveras,2020-08-01,44289
13852,California,2020-08-01,40129160
13853,Colusa,2020-08-01,22593
13854,Contra Costa,2020-08-01,1160099
13855,Del Norte,2020-08-01,27558
13856,El Dorado,2020-08-01,193098
13857,Fresno,2020-08-01,1032227
13858,Glenn,2020-08-01,29348
13859,Humboldt,2020-08-01,134098
13860,Imperial,2020-08-01,191649
13861,Inyo,2020-08-01,18453
13862,Kern,2020-08-01,927251
13863,Kings,2020-08-01,156444
13864,Lake,2020-08-01,64871
13865,Lassen,2020-08-01,30065
13866,Los Angeles,2020-08-01,10257557
13867,Madera,2020-08-01,160089
13868,Marin,2020-08-01,260800
13869,Mariposa,2020-08-01,17795
13870,Mendocino,2020-08-01,88439
13871,Merced,2020-08-01,287420
13872,Modoc,2020-08-01,9475
13873,Mono,2020-08-01,13961
13874,Monterey,2020-08-01,448732
13875,Napa,2020-08-01,139652
13876,Nevada,2020-08-01,98710
13877,Orange,2020-08-01,3228519
13879,Placer,2020-08-01,400434
13880,Plumas,2020-08-01,18997
13881,Riverside,2020-08-01,2468145
13882,Sacramento,2020-08-01,1567975
13883,San Benito,2020-08-01,64022
13884,San Bernardino,2020-08-01,2217398
13885,San Diego,2020-08-01,3370418
13886,San Francisco,2020-08-01,892280
13887,San Joaquin,2020-08-01,782545
13888,San Luis Obispo,2020-08-01,278862
13889,San Mateo,2020-08-01,778001
13890,Santa Barbara,2020-08-01,456373
13891,Santa Clara,2020-08-01,1967585
13892,Santa Cruz,2020-08-01,273999
13893,Shasta,2020-08-01,177925
13894,Sierra,2020-08-01,3115
13895,Siskiyou,2020-08-01,43956
13896,Solano,2020-08-01,444255
13897,Sonoma,2020-08-01,496668
13898,Stanislaus,2020-08-01,562303
13899,Sutter,2020-08-01,105747
13900,Tehama,2020-08-01,65885
13901,Trinity,2020-08-01,13354
13902,Tulare,2020-08-01,484423
13903,Tuolumne,2020-08-01,52351
13905,Ventura,2020-08-01,852747
13906,Yolo,2020-08-01,223612
13907,Yuba,2020-08-01,79290
13908,Alameda,2020-07-31,1685886
13909,Alpine,2020-07-31,1117
13910,Amador,2020-07-31,38531
13911,Butte,2020-07-31,217769
13912,Calaveras,2020-07-31,44289
13913,California,2020-07-31,40129160
13914,Colusa,2020-07-31,22593
13915,Contra Costa,2020-07-31,1160099
13916,Del Norte,2020-07-31,27558
13917,El Dorado,2020-07-31,193098
13918,Fresno,2020-07-31,1032227
13919,Glenn,2020-07-31,29348
13920,Humboldt,2020-07-31,134098
13921,Imperial,2020-07-31,191649
13922,Inyo,2020-07-31,18453
13923,Kern,2020-07-31,927251
13924,Kings,2020-07-31,156444
13925,Lake,2020-07-31,64871
13926,Lassen,2020-07-31,30065
13927,Los Angeles,2020-07-31,10257557
13928,Madera,2020-07-31,160089
13929,Marin,2020-07-31,260800
13930,Mariposa,2020-07-31,17795
13931,Mendocino,2020-07-31,88439
13932,Merced,2020-07-31,287420
13933,Modoc,2020-07-31,9475
13934,Mono,2020-07-31,13961
13935,Monterey,2020-07-31,448732
13936,Napa,2020-07-31,139652
13937,Nevada,2020-07-31,98710
13938,Orange,2020-07-31,3228519
13940,Placer,2020-07-31,400434
13941,Plumas,2020-07-31,18997
13942,Riverside,2020-07-31,2468145
13943,Sacramento,2020-07-31,1567975
13944,San Benito,2020-07-31,64022
13945,San Bernardino,2020-07-31,2217398
13946,San Diego,2020-07-31,3370418
13947,San Francisco,2020-07-31,892280
13948,San Joaquin,2020-07-31,782545
13949,San Luis Obispo,2020-07-31,278862
13950,San Mateo,2020-07-31,778001
13951,Santa Barbara,2020-07-31,456373
13952,Santa Clara,2020-07-31,1967585
13953,Santa Cruz,2020-07-31,273999
13954,Shasta,2020-07-31,177925
13955,Sierra,2020-07-31,3115
13956,Siskiyou,2020-07-31,43956
13957,Solano,2020-07-31,444255
13958,Sonoma,2020-07-31,496668
13959,Stanislaus,2020-07-31,562303
13960,Sutter,2020-07-31,105747
13961,Tehama,2020-07-31,65885
13962,Trinity,2020-07-31,13354
13963,Tulare,2020-07-31,484423
13964,Tuolumne,2020-07-31,52351
13966,Ventura,2020-07-31,852747
13967,Yolo,2020-07-31,223612
13968,Yuba,2020-07-31,79290
13969,Alameda,2020-07-30,1685886
13970,Alpine,2020-07-30,1117
13971,Amador,2020-07-30,38531
13972,Butte,2020-07-30,217769
13973,Calaveras,2020-07-30,44289
13974,California,2020-07-30,40129160
13975,Colusa,2020-07-30,22593
13976,Contra Costa,2020-07-30,1160099
13977,Del Norte,2020-07-30,27558
13978,El Dorado,2020-07-30,193098
13979,Fresno,2020-07-30,1032227
13980,Glenn,2020-07-30,29348
13981,Humboldt,2020-07-30,134098
13982,Imperial,2020-07-30,191649
13983,Inyo,2020-07-30,18453
13984,Kern,2020-07-30,927251
13985,Kings,2020-07-30,156444
13986,Lake,2020-07-30,64871
13987,Lassen,2020-07-30,30065
13988,Los Angeles,2020-07-30,10257557
13989,Madera,2020-07-30,160089
13990,Marin,2020-07-30,260800
13991,Mariposa,2020-07-30,17795
13992,Mendocino,2020-07-30,88439
13993,Merced,2020-07-30,287420
13994,Modoc,2020-07-30,9475
13995,Mono,2020-07-30,13961
13996,Monterey,2020-07-30,448732
13997,Napa,2020-07-30,139652
13998,Nevada,2020-07-30,98710
13999,Orange,2020-07-30,3228519
14001,Placer,2020-07-30,400434
14002,Plumas,2020-07-30,18997
14003,Riverside,2020-07-30,2468145
14004,Sacramento,2020-07-30,1567975
14005,San Benito,2020-07-30,64022
14006,San Bernardino,2020-07-30,2217398
14007,San Diego,2020-07-30,3370418
14008,San Francisco,2020-07-30,892280
14009,San Joaquin,2020-07-30,782545
14010,San Luis Obispo,2020-07-30,278862
14011,San Mateo,2020-07-30,778001
14012,Santa Barbara,2020-07-30,456373
14013,Santa Clara,2020-07-30,1967585
14014,Santa Cruz,2020-07-30,273999
14015,Shasta,2020-07-30,177925
14016,Sierra,2020-07-30,3115
14017,Siskiyou,2020-07-30,43956
14018,Solano,2020-07-30,444255
14019,Sonoma,2020-07-30,496668
14020,Stanislaus,2020-07-30,562303
14021,Sutter,2020-07-30,105747
14022,Tehama,2020-07-30,65885
14023,Trinity,2020-07-30,13354
14024,Tulare,2020-07-30,484423
14025,Tuolumne,2020-07-30,52351
14027,Ventura,2020-07-30,852747
14028,Yolo,2020-07-30,223612
14029,Yuba,2020-07-30,79290
14030,Alameda,2020-07-29,1685886
14031,Alpine,2020-07-29,1117
14032,Amador,2020-07-29,38531
14033,Butte,2020-07-29,217769
14034,Calaveras,2020-07-29,44289
14035,California,2020-07-29,40129160
14036,Colusa,2020-07-29,22593
14037,Contra Costa,2020-07-29,1160099
14038,Del Norte,2020-07-29,27558
14039,El Dorado,2020-07-29,193098
14040,Fresno,2020-07-29,1032227
14041,Glenn,2020-07-29,29348
14042,Humboldt,2020-07-29,134098
14043,Imperial,2020-07-29,191649
14044,Inyo,2020-07-29,18453
14045,Kern,2020-07-29,927251
14046,Kings,2020-07-29,156444
14047,Lake,2020-07-29,64871
14048,Lassen,2020-07-29,30065
14049,Los Angeles,2020-07-29,10257557
14050,Madera,2020-07-29,160089
14051,Marin,2020-07-29,260800
14052,Mariposa,2020-07-29,17795
14053,Mendocino,2020-07-29,88439
14054,Merced,2020-07-29,287420
14055,Modoc,2020-07-29,9475
14056,Mono,2020-07-29,13961
14057,Monterey,2020-07-29,448732
14058,Napa,2020-07-29,139652
14059,Nevada,2020-07-29,98710
14060,Orange,2020-07-29,3228519
14062,Placer,2020-07-29,400434
14063,Plumas,2020-07-29,18997
14064,Riverside,2020-07-29,2468145
14065,Sacramento,2020-07-29,1567975
14066,San Benito,2020-07-29,64022
14067,San Bernardino,2020-07-29,2217398
14068,San Diego,2020-07-29,3370418
14069,San Francisco,2020-07-29,892280
14070,San Joaquin,2020-07-29,782545
14071,San Luis Obispo,2020-07-29,278862
14072,San Mateo,2020-07-29,778001
14073,Santa Barbara,2020-07-29,456373
14074,Santa Clara,2020-07-29,1967585
14075,Santa Cruz,2020-07-29,273999
14076,Shasta,2020-07-29,177925
14077,Sierra,2020-07-29,3115
14078,Siskiyou,2020-07-29,43956
14079,Solano,2020-07-29,444255
14080,Sonoma,2020-07-29,496668
14081,Stanislaus,2020-07-29,562303
14082,Sutter,2020-07-29,105747
14083,Tehama,2020-07-29,65885
14084,Trinity,2020-07-29,13354
14085,Tulare,2020-07-29,484423
14086,Tuolumne,2020-07-29,52351
14088,Ventura,2020-07-29,852747
14089,Yolo,2020-07-29,223612
14090,Yuba,2020-07-29,79290
14091,Alameda,2020-07-28,1685886
14092,Alpine,2020-07-28,1117
14093,Amador,2020-07-28,38531
14094,Butte,2020-07-28,217769
14095,Calaveras,2020-07-28,44289
14096,California,2020-07-28,40129160
14097,Colusa,2020-07-28,22593
14098,Contra Costa,2020-07-28,1160099
14099,Del Norte,2020-07-28,27558
14100,El Dorado,2020-07-28,193098
14101,Fresno,2020-07-28,1032227
14102,Glenn,2020-07-28,29348
14103,Humboldt,2020-07-28,134098
14104,Imperial,2020-07-28,191649
14105,Inyo,2020-07-28,18453
14106,Kern,2020-07-28,927251
14107,Kings,2020-07-28,156444
14108,Lake,2020-07-28,64871
14109,Lassen,2020-07-28,30065
14110,Los Angeles,2020-07-28,10257557
14111,Madera,2020-07-28,160089
14112,Marin,2020-07-28,260800
14113,Mariposa,2020-07-28,17795
14114,Mendocino,2020-07-28,88439
14115,Merced,2020-07-28,287420
14116,Modoc,2020-07-28,9475
14117,Mono,2020-07-28,13961
14118,Monterey,2020-07-28,448732
14119,Napa,2020-07-28,139652
14120,Nevada,2020-07-28,98710
14121,Orange,2020-07-28,3228519
14123,Placer,2020-07-28,400434
14124,Plumas,2020-07-28,18997
14125,Riverside,2020-07-28,2468145
14126,Sacramento,2020-07-28,1567975
14127,San Benito,2020-07-28,64022
14128,San Bernardino,2020-07-28,2217398
14129,San Diego,2020-07-28,3370418
14130,San Francisco,2020-07-28,892280
14131,San Joaquin,2020-07-28,782545
14132,San Luis Obispo,2020-07-28,278862
14133,San Mateo,2020-07-28,778001
14134,Santa Barbara,2020-07-28,456373
14135,Santa Clara,2020-07-28,1967585
14136,Santa Cruz,2020-07-28,273999
14137,Shasta,2020-07-28,177925
14138,Sierra,2020-07-28,3115
14139,Siskiyou,2020-07-28,43956
14140,Solano,2020-07-28,444255
14141,Sonoma,2020-07-28,496668
14142,Stanislaus,2020-07-28,562303
14143,Sutter,2020-07-28,105747
14144,Tehama,2020-07-28,65885
14145,Trinity,2020-07-28,13354
14146,Tulare,2020-07-28,484423
14147,Tuolumne,2020-07-28,52351
14149,Ventura,2020-07-28,852747
14150,Yolo,2020-07-28,223612
14151,Yuba,2020-07-28,79290
14152,Alameda,2020-07-27,1685886
14153,Alpine,2020-07-27,1117
14154,Amador,2020-07-27,38531
14155,Butte,2020-07-27,217769
14156,Calaveras,2020-07-27,44289
14157,California,2020-07-27,40129160
14158,Colusa,2020-07-27,22593
14159,Contra Costa,2020-07-27,1160099
14160,Del Norte,2020-07-27,27558
14161,El Dorado,2020-07-27,193098
14162,Fresno,2020-07-27,1032227
14163,Glenn,2020-07-27,29348
14164,Humboldt,2020-07-27,134098
14165,Imperial,2020-07-27,191649
14166,Inyo,2020-07-27,18453
14167,Kern,2020-07-27,927251
14168,Kings,2020-07-27,156444
14169,Lake,2020-07-27,64871
14170,Lassen,2020-07-27,30065
14171,Los Angeles,2020-07-27,10257557
14172,Madera,2020-07-27,160089
14173,Marin,2020-07-27,260800
14174,Mariposa,2020-07-27,17795
14175,Mendocino,2020-07-27,88439
14176,Merced,2020-07-27,287420
14177,Modoc,2020-07-27,9475
14178,Mono,2020-07-27,13961
14179,Monterey,2020-07-27,448732
14180,Napa,2020-07-27,139652
14181,Nevada,2020-07-27,98710
14182,Orange,2020-07-27,3228519
14184,Placer,2020-07-27,400434
14185,Plumas,2020-07-27,18997
14186,Riverside,2020-07-27,2468145
14187,Sacramento,2020-07-27,1567975
14188,San Benito,2020-07-27,64022
14189,San Bernardino,2020-07-27,2217398
14190,San Diego,2020-07-27,3370418
14191,San Francisco,2020-07-27,892280
14192,San Joaquin,2020-07-27,782545
14193,San Luis Obispo,2020-07-27,278862
14194,San Mateo,2020-07-27,778001
14195,Santa Barbara,2020-07-27,456373
14196,Santa Clara,2020-07-27,1967585
14197,Santa Cruz,2020-07-27,273999
14198,Shasta,2020-07-27,177925
14199,Sierra,2020-07-27,3115
14200,Siskiyou,2020-07-27,43956
14201,Solano,2020-07-27,444255
14202,Sonoma,2020-07-27,496668
14203,Stanislaus,2020-07-27,562303
14204,Sutter,2020-07-27,105747
14205,Tehama,2020-07-27,65885
14206,Trinity,2020-07-27,13354
14207,Tulare,2020-07-27,484423
14208,Tuolumne,2020-07-27,52351
14210,Ventura,2020-07-27,852747
14211,Yolo,2020-07-27,223612
14212,Yuba,2020-07-27,79290
14213,Alameda,2020-07-26,1685886
14214,Alpine,2020-07-26,1117
14215,Amador,2020-07-26,38531
14216,Butte,2020-07-26,217769
14217,Calaveras,2020-07-26,44289
14218,California,2020-07-26,40129160
14219,Colusa,2020-07-26,22593
14220,Contra Costa,2020-07-26,1160099
14221,Del Norte,2020-07-26,27558
14222,El Dorado,2020-07-26,193098
14223,Fresno,2020-07-26,1032227
14224,Glenn,2020-07-26,29348
14225,Humboldt,2020-07-26,134098
14226,Imperial,2020-07-26,191649
14227,Inyo,2020-07-26,18453
14228,Kern,2020-07-26,927251
14229,Kings,2020-07-26,156444
14230,Lake,2020-07-26,64871
14231,Lassen,2020-07-26,30065
14232,Los Angeles,2020-07-26,10257557
14233,Madera,2020-07-26,160089
14234,Marin,2020-07-26,260800
14235,Mariposa,2020-07-26,17795
14236,Mendocino,2020-07-26,88439
14237,Merced,2020-07-26,287420
14238,Modoc,2020-07-26,9475
