,county,date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,all_hospital_beds,icu_suspected_covid_patients,icu_available_beds,Total cases
14044,Lassen,2020-12-04,5,0,25,0,0,5
14045,Mariposa,2020-12-04,1,0,19,0,0,1
14046,Ventura,2020-12-04,111,15,1175,1,16,126
14047,Placer,2020-12-04,148,15,784,0,25,163
14048,Plumas,2020-12-04,0,0,35,0,0,0
14049,Stanislaus,2020-12-04,225,12,1285,2,16,237
14050,San Joaquin,2020-12-04,172,15,944,3,9,187
14051,Trinity,2020-12-04,0,0,25,0,0,0
14052,San Benito,2020-12-04,5,0,25,0,0,5
14053,Marin,2020-12-05,21,0,352,0,16,21
14054,San Mateo,2020-12-05,82,8,739,0,38,90
14055,Solano,2020-12-05,72,13,585,0,12,85
14056,Butte,2020-12-05,57,0,451,0,9,57
14057,Napa,2020-12-05,8,0,200,0,10,8
14058,Tulare,2020-12-05,115,4,638,1,10,119
14059,Placer,2020-12-05,147,23,755,3,21,170
14060,San Joaquin,2020-12-05,187,12,1017,2,6,199
14061,Ventura,2020-12-05,117,10,1198,1,23,127
14062,San Luis Obispo,2020-12-05,11,0,460,0,19,11
14063,Plumas,2020-12-05,0,0,35,0,0,0
14064,Humboldt,2020-12-05,7,2,278,0,5,9
14065,Yolo,2020-12-05,19,0,96,0,7,19
14066,Amador,2020-12-05,7,0,51,0,1,7
14067,San Bernardino,2020-12-05,958,78,4002,5,72,1036
14068,Mariposa,2020-12-05,1,0,19,0,0,1
14069,Santa Cruz,2020-12-05,44,1,382,0,4,45
14070,Inyo,2020-12-05,2,0,29,0,3,2
14071,Trinity,2020-12-05,0,0,25,0,0,0
14072,Siskiyou,2020-12-05,12,0,56,0,7,12
14073,Lake,2020-12-05,2,1,77,0,1,3
14074,Nevada,2020-12-05,16,1,109,0,1,17
14075,Sacramento,2020-12-05,371,30,2540,6,65,401
14076,Modoc,2020-12-05,1,0,41,0,0,1
14077,Del Norte,2020-12-05,0,0,51,0,4,0
14078,Colusa,2020-12-05,9,0,48,0,0,9
14079,Yuba,2020-12-05,43,0,261,0,3,43
14080,San Francisco,2020-12-05,111,6,1882,0,57,117
14081,Santa Barbara,2020-12-05,50,1,688,0,51,51
14082,Santa Clara,2020-12-05,336,21,3062,1,56,357
14083,Calaveras,2020-12-05,2,0,33,0,5,2
14084,El Dorado,2020-12-05,22,0,190,0,6,22
14085,Glenn,2020-12-05,2,4,47,0,0,6
14086,San Diego,2020-12-05,790,45,6980,11,198,835
14087,Orange,2020-12-05,848,54,5957,5,120,902
14088,Los Angeles,2020-12-05,2988,340,20033,56,425,3328
14089,Riverside,2020-12-05,671,116,3506,7,50,787
14090,Sutter,2020-12-05,0,0,14,0,0,0
14091,Merced,2020-12-05,33,0,271,0,4,33
14092,Tehama,2020-12-05,10,0,59,0,0,10
14093,Monterey,2020-12-05,87,3,717,1,20,90
14094,Contra Costa,2020-12-05,133,17,1584,2,45,150
14095,Sonoma,2020-12-05,41,8,563,1,8,49
14096,Kern,2020-12-05,199,3,1084,0,30,202
14097,Madera,2020-12-05,31,11,275,1,8,42
14098,Alameda,2020-12-05,227,32,2556,3,98,259
14099,Mono,2020-12-05,1,0,17,0,2,1
14100,Mendocino,2020-12-05,8,1,76,0,8,9
14101,Lassen,2020-12-05,5,0,25,0,0,5
14102,San Benito,2020-12-05,5,0,25,0,0,5
14103,Stanislaus,2020-12-05,217,15,1294,3,17,232
14104,Tuolumne,2020-12-05,7,0,84,0,2,7
14105,Fresno,2020-12-05,396,24,1636,3,6,420
14106,Shasta,2020-12-05,49,0,561,0,9,49
14107,Kings,2020-12-05,66,0,114,0,3,66
14108,Imperial,2020-12-05,96,0,265,0,2,96
14109,Contra Costa,2020-12-06,138,20,1566,0,66,158
14110,San Diego,2020-12-06,817,54,6935,5,223,871
14111,Colusa,2020-12-06,9,0,48,0,0,9
14112,Monterey,2020-12-06,97,2,717,1,23,99
14113,Riverside,2020-12-06,700,117,3464,7,52,817
14114,Siskiyou,2020-12-06,13,0,56,0,8,13
14115,San Francisco,2020-12-06,110,5,1834,0,71,115
14116,Glenn,2020-12-06,2,4,47,0,0,6
14117,Trinity,2020-12-06,0,0,25,0,0,0
14118,Nevada,2020-12-06,17,1,109,0,5,18
14119,Amador,2020-12-06,7,0,51,0,2,7
14120,Sacramento,2020-12-06,374,24,2539,5,76,398
14121,Sonoma,2020-12-06,48,9,531,4,12,57
14122,Lake,2020-12-06,2,1,77,0,1,3
14123,Merced,2020-12-06,35,0,271,0,7,35
14124,Imperial,2020-12-06,98,0,265,0,0,98
14125,Kings,2020-12-06,69,0,121,0,3,69
14126,San Luis Obispo,2020-12-06,13,1,460,0,20,14
14127,Shasta,2020-12-06,48,0,561,0,10,48
14128,Fresno,2020-12-06,408,28,1648,1,7,436
14129,Del Norte,2020-12-06,0,0,51,0,5,0
14130,Yolo,2020-12-06,20,0,96,0,4,20
14131,Los Angeles,2020-12-06,3113,377,20053,57,480,3490
14132,Placer,2020-12-06,154,17,758,2,21,171
14133,San Mateo,2020-12-06,82,10,735,0,33,92
14134,Tulare,2020-12-06,118,8,634,1,8,126
14135,Humboldt,2020-12-06,7,0,271,0,3,7
14136,Napa,2020-12-06,11,1,200,0,11,12
14137,San Benito,2020-12-06,4,0,25,0,0,4
14138,Inyo,2020-12-06,3,0,29,0,4,3
14139,Lassen,2020-12-06,5,0,25,0,0,5
14140,Santa Cruz,2020-12-06,49,0,382,0,6,49
14141,El Dorado,2020-12-06,18,2,190,2,6,20
14142,Solano,2020-12-06,69,10,556,0,11,79
14143,Orange,2020-12-06,877,44,5882,8,117,921
14144,San Joaquin,2020-12-06,199,27,1018,4,4,226
14145,Ventura,2020-12-06,122,11,1184,2,27,133
14146,Stanislaus,2020-12-06,209,12,1296,1,18,221
14147,Butte,2020-12-06,51,0,451,0,15,51
14148,Tehama,2020-12-06,10,0,59,0,1,10
14149,Mariposa,2020-12-06,2,0,19,0,0,2
14150,Kern,2020-12-06,207,2,1092,0,31,209
14151,Mendocino,2020-12-06,7,0,71,0,7,7
14152,Tuolumne,2020-12-06,9,0,184,0,2,9
14153,Alameda,2020-12-06,226,40,2544,2,98,266
14154,Yuba,2020-12-06,46,0,261,0,9,46
14155,Modoc,2020-12-06,1,0,41,0,0,1
14156,Santa Barbara,2020-12-06,59,2,688,0,57,61
14157,Marin,2020-12-06,20,0,343,0,15,20
14158,Santa Clara,2020-12-06,354,14,3062,1,53,368
14159,Calaveras,2020-12-06,2,0,33,0,4,2
14160,Plumas,2020-12-06,0,0,35,0,0,0
14161,San Bernardino,2020-12-06,984,76,3987,6,71,1060
14162,Sutter,2020-12-06,0,0,14,0,0,0
14163,Madera,2020-12-06,27,9,275,1,5,36
14164,Mono,2020-12-06,0,0,17,0,2,0
14165,Merced,2020-12-07,37,0,271,0,8,37
14166,San Luis Obispo,2020-12-07,12,3,460,0,22,15
14167,Fresno,2020-12-07,420,35,1658,5,9,455
14168,Ventura,2020-12-07,128,8,1176,3,33,136
14169,Solano,2020-12-07,67,8,550,0,13,75
14170,Nevada,2020-12-07,18,0,123,0,2,18
14171,Mono,2020-12-07,0,0,17,0,2,0
14172,Inyo,2020-12-07,3,0,29,0,4,3
14173,San Joaquin,2020-12-07,199,9,1019,3,9,208
14174,Tehama,2020-12-07,12,0,59,0,2,12
14175,Santa Cruz,2020-12-07,49,0,372,0,6,49
14176,Tuolumne,2020-12-07,7,0,84,0,3,7
14177,Los Angeles,2020-12-07,3299,354,19993,44,497,3653
14178,Lake,2020-12-07,2,0,77,0,1,2
14179,Modoc,2020-12-07,0,0,12,0,0,0
14180,Amador,2020-12-07,7,0,51,0,2,7
14181,Placer,2020-12-07,149,13,764,2,23,162
14182,Glenn,2020-12-07,5,0,47,0,0,5
14183,Mariposa,2020-12-07,2,0,19,0,0,2
14184,Kings,2020-12-07,75,2,111,1,0,77
14185,Contra Costa,2020-12-07,140,16,1548,2,45,156
14186,San Mateo,2020-12-07,83,12,742,1,34,95
14187,Orange,2020-12-07,946,78,5891,9,113,1024
14188,Del Norte,2020-12-07,1,0,51,0,2,1
14189,Yuba,2020-12-07,42,0,261,0,7,42
14190,Santa Clara,2020-12-07,376,22,3053,6,63,398
14191,Madera,2020-12-07,24,12,275,0,1,36
14192,Alameda,2020-12-07,232,36,2527,4,97,268
14193,Butte,2020-12-07,54,1,451,0,13,55
14194,Lassen,2020-12-07,6,0,25,0,0,6
14195,Siskiyou,2020-12-07,13,0,56,0,7,13
14196,Plumas,2020-12-07,0,0,35,0,0,0
14197,Sonoma,2020-12-07,47,3,564,1,11,50
14198,Sutter,2020-12-07,0,0,14,0,0,0
14199,San Benito,2020-12-07,7,0,25,0,0,7
14200,Calaveras,2020-12-07,1,0,33,0,4,1
14201,Tulare,2020-12-07,126,9,638,1,15,135
14202,Yolo,2020-12-07,23,0,96,0,2,23
14203,San Bernardino,2020-12-07,996,104,4021,9,63,1100
14204,San Francisco,2020-12-07,117,6,1876,0,65,123
14205,Colusa,2020-12-07,8,1,48,0,0,9
14206,Marin,2020-12-07,17,3,347,0,13,20
14207,Santa Barbara,2020-12-07,64,0,688,0,57,64
14208,Shasta,2020-12-07,46,0,561,0,11,46
14209,Riverside,2020-12-07,733,115,3494,7,53,848
14210,Sacramento,2020-12-07,385,27,2544,4,78,412
14211,Stanislaus,2020-12-07,231,13,1292,2,16,244
14212,El Dorado,2020-12-07,20,1,190,1,5,21
14213,Humboldt,2020-12-07,8,1,276,0,3,9
14214,Imperial,2020-12-07,121,1,265,0,0,122
14215,Kern,2020-12-07,216,8,1121,0,20,224
14216,San Diego,2020-12-07,867,41,6928,4,211,908
14217,Monterey,2020-12-07,105,1,717,0,15,106
14218,Mendocino,2020-12-07,9,0,73,0,7,9
14219,Trinity,2020-12-07,0,0,25,0,0,0
14220,Napa,2020-12-07,12,1,200,0,12,13
14221,San Diego,2020-12-08,874,59,6836,6,195,933
14222,Kings,2020-12-08,80,2,127,1,0,82
14223,Santa Barbara,2020-12-08,64,3,688,0,56,67
14224,Stanislaus,2020-12-08,247,13,1290,4,14,260
14225,Imperial,2020-12-08,121,1,265,0,3,122
14226,Contra Costa,2020-12-08,143,16,1562,3,34,159
14227,Los Angeles,2020-12-08,3433,337,20119,54,462,3770
14228,Lassen,2020-12-08,5,0,25,0,0,5
14229,Fresno,2020-12-08,454,38,1663,3,7,492
14230,Nevada,2020-12-08,14,0,126,0,4,14
14231,Madera,2020-12-08,27,10,275,0,1,37
14232,Yuba,2020-12-08,45,0,261,0,3,45
14233,Santa Clara,2020-12-08,392,21,3074,4,38,413
14234,Mendocino,2020-12-08,7,0,78,0,4,7
14235,Riverside,2020-12-08,768,127,3535,9,49,895
14236,Alameda,2020-12-08,242,38,2541,5,87,280
14237,Humboldt,2020-12-08,6,1,269,0,6,7
14238,Shasta,2020-12-08,44,2,561,0,13,46
14239,San Bernardino,2020-12-08,1053,87,4010,6,82,1140
14240,Sutter,2020-12-08,0,0,14,0,0,0
14241,San Benito,2020-12-08,7,0,25,0,0,7
14242,Monterey,2020-12-08,112,1,717,0,16,113
14243,Modoc,2020-12-08,0,0,12,0,0,0
14244,Lake,2020-12-08,4,0,77,0,1,4
14245,Solano,2020-12-08,74,14,591,0,17,88
14246,Napa,2020-12-08,15,1,200,0,22,16
14247,Placer,2020-12-08,158,17,768,2,20,175
14248,Sonoma,2020-12-08,51,9,580,2,10,60
14249,Plumas,2020-12-08,1,0,35,0,0,1
14250,Calaveras,2020-12-08,1,0,33,0,5,1
14251,Santa Cruz,2020-12-08,48,0,372,0,4,48
14252,Mariposa,2020-12-08,3,0,19,0,0,3
14253,Siskiyou,2020-12-08,13,0,56,0,8,13
14254,Glenn,2020-12-08,5,0,47,0,0,5
14255,Mono,2020-12-08,0,0,17,0,2,0
14256,Del Norte,2020-12-08,3,0,51,0,2,3
14257,Yolo,2020-12-08,26,0,96,0,2,26
14258,Tuolumne,2020-12-08,6,0,84,0,2,6
14259,San Luis Obispo,2020-12-08,15,0,460,0,20,15
14260,San Mateo,2020-12-08,87,10,754,1,35,97
14261,Marin,2020-12-08,20,4,336,0,13,24
14262,Tehama,2020-12-08,17,0,59,0,2,17
14263,Merced,2020-12-08,37,0,271,0,9,37
14264,Trinity,2020-12-08,0,0,25,0,0,0
14265,Inyo,2020-12-08,3,0,29,0,3,3
14266,Sacramento,2020-12-08,398,24,2584,1,67,422
14267,Tulare,2020-12-08,128,13,638,2,15,141
14268,San Joaquin,2020-12-08,218,9,1019,3,5,227
14269,Kern,2020-12-08,225,4,1134,0,20,229
14270,Orange,2020-12-08,974,80,6023,14,111,1054
14271,Butte,2020-12-08,63,3,451,0,7,66
14272,El Dorado,2020-12-08,24,0,190,0,4,24
14273,Colusa,2020-12-08,4,0,48,0,0,4
14274,San Francisco,2020-12-08,115,5,1877,0,53,120
14275,Ventura,2020-12-08,131,4,1206,1,31,135
14276,Amador,2020-12-08,7,0,51,0,2,7
14277,Colusa,2020-12-09,2,1,48,0,0,3
14278,Calaveras,2020-12-09,2,0,33,0,5,2
14279,Ventura,2020-12-09,145,7,1218,1,31,152
14280,Yolo,2020-12-09,24,0,96,0,2,24
14281,Del Norte,2020-12-09,3,0,51,0,1,3
14282,Santa Barbara,2020-12-09,72,3,688,0,43,75
14283,Humboldt,2020-12-09,3,1,278,0,5,4
14284,San Mateo,2020-12-09,96,14,764,1,31,110
14285,San Joaquin,2020-12-09,225,13,1016,2,3,238
14286,Tuolumne,2020-12-09,7,0,84,0,2,7
14287,Contra Costa,2020-12-09,164,5,1563,0,33,169
14288,Lake,2020-12-09,4,0,77,0,1,4
14289,Solano,2020-12-09,82,16,583,2,13,98
14290,Imperial,2020-12-09,127,0,265,0,2,127
14291,Mono,2020-12-09,1,0,17,0,2,1
14292,Plumas,2020-12-09,1,0,35,0,0,1
14293,Merced,2020-12-09,41,0,271,0,8,41
14294,Madera,2020-12-09,31,12,275,0,7,43
14295,Sutter,2020-12-09,0,0,14,0,0,0
14296,San Benito,2020-12-09,6,0,25,0,0,6
14297,Inyo,2020-12-09,3,0,29,0,1,3
14298,Fresno,2020-12-09,460,31,1583,2,8,491
14299,Mendocino,2020-12-09,9,0,79,0,7,9
14300,Tulare,2020-12-09,138,12,637,1,7,150
14301,San Bernardino,2020-12-09,1094,92,4020,5,50,1186
14302,Mariposa,2020-12-09,2,0,19,0,0,2
14303,Marin,2020-12-09,29,4,339,0,8,33
14304,Orange,2020-12-09,1025,68,6041,10,108,1093
14305,San Diego,2020-12-09,905,50,6862,5,199,955
14306,Modoc,2020-12-09,0,0,12,0,0,0
14307,Alameda,2020-12-09,254,47,2550,8,75,301
14308,Monterey,2020-12-09,114,1,908,0,18,115
14309,Santa Cruz,2020-12-09,47,0,372,0,1,47
14310,Nevada,2020-12-09,13,0,129,0,2,13
14311,Lassen,2020-12-09,2,0,25,0,0,2
14312,Siskiyou,2020-12-09,11,0,56,0,10,11
14313,Los Angeles,2020-12-09,3624,370,20120,29,468,3994
14314,Amador,2020-12-09,9,0,51,0,2,9
14315,Riverside,2020-12-09,775,132,3239,10,72,907
14316,Placer,2020-12-09,166,17,764,1,18,183
14317,Butte,2020-12-09,62,3,451,0,6,65
14318,Kings,2020-12-09,73,1,123,1,1,74
14319,Sacramento,2020-12-09,398,24,2481,5,55,422
14320,El Dorado,2020-12-09,25,0,190,0,4,25
14321,Glenn,2020-12-09,5,0,47,0,0,5
14322,Yuba,2020-12-09,49,0,261,0,4,49
14323,Kern,2020-12-09,229,9,1153,0,19,238
14324,Stanislaus,2020-12-09,258,12,1290,3,17,270
14325,Sonoma,2020-12-09,60,5,605,1,10,65
14326,Trinity,2020-12-09,0,0,25,0,0,0
14327,Santa Clara,2020-12-09,411,22,3119,2,34,433
14328,Tehama,2020-12-09,13,0,59,0,3,13
14329,San Francisco,2020-12-09,121,6,1928,0,45,127
14330,Shasta,2020-12-09,46,0,561,0,13,46
14331,San Luis Obispo,2020-12-09,17,1,460,0,22,18
14332,Napa,2020-12-09,14,1,200,0,11,15
14333,Orange,2020-12-10,1122,50,6011,5,97,1172
14334,San Benito,2020-12-10,10,0,25,0,0,10
14335,Merced,2020-12-10,39,0,271,0,6,39
14336,Kings,2020-12-10,77,0,127,0,5,77
14337,Sacramento,2020-12-10,422,15,2620,5,63,437
14338,El Dorado,2020-12-10,25,0,190,0,4,25
14339,Stanislaus,2020-12-10,268,8,1288,2,21,276
14340,San Francisco,2020-12-10,118,1,1917,0,35,119
14341,Yuba,2020-12-10,49,0,261,0,5,49
14342,San Mateo,2020-12-10,98,14,761,2,29,112
14343,Trinity,2020-12-10,0,0,25,0,0,0
14344,Shasta,2020-12-10,49,0,561,0,13,49
14345,San Bernardino,2020-12-10,1132,109,4029,7,71,1241
14346,Marin,2020-12-10,25,5,335,0,9,30
14347,Inyo,2020-12-10,3,1,29,0,0,4
14348,Glenn,2020-12-10,5,0,47,0,0,5
14349,Colusa,2020-12-10,3,1,48,0,5,4
14350,Alameda,2020-12-10,278,34,2550,5,70,312
14351,Sutter,2020-12-10,0,0,14,0,0,0
14352,Calaveras,2020-12-10,3,0,33,0,2,3
14353,Yolo,2020-12-10,24,0,96,0,3,24
14354,Placer,2020-12-10,176,18,757,0,21,194
14355,Siskiyou,2020-12-10,11,0,56,0,10,11
14356,Tuolumne,2020-12-10,8,0,84,0,1,8
14357,Lake,2020-12-10,4,0,77,0,1,4
14358,Santa Clara,2020-12-10,419,19,3127,4,35,438
14359,Imperial,2020-12-10,127,0,265,0,1,127
14360,Napa,2020-12-10,14,1,255,0,4,15
14361,Riverside,2020-12-10,809,141,3517,9,53,950
14362,Humboldt,2020-12-10,4,1,260,0,3,5
14363,Los Angeles,2020-12-10,3850,323,20075,38,440,4173
14364,Mendocino,2020-12-10,7,0,79,0,7,7
14365,Ventura,2020-12-10,146,12,1217,2,32,158
14366,Plumas,2020-12-10,2,0,35,0,0,2
14367,Tulare,2020-12-10,136,5,636,0,10,141
14368,San Diego,2020-12-10,902,61,6963,11,194,963
14369,Nevada,2020-12-10,18,2,117,0,2,20
14370,Madera,2020-12-10,31,5,275,0,5,36
14371,Contra Costa,2020-12-10,156,8,1572,1,38,164
14372,Modoc,2020-12-10,0,0,12,0,0,0
14373,Sonoma,2020-12-10,68,9,599,2,9,77
14374,Mono,2020-12-10,1,0,17,0,1,1
14375,Santa Barbara,2020-12-10,73,3,688,0,37,76
14376,Butte,2020-12-10,61,3,451,0,8,64
14377,Mariposa,2020-12-10,2,0,19,0,0,2
14378,Del Norte,2020-12-10,2,0,51,0,1,2
14379,Amador,2020-12-10,9,0,51,0,0,9
14380,Kern,2020-12-10,236,11,1170,0,22,247
14381,Monterey,2020-12-10,119,3,717,0,23,122
14382,Lassen,2020-12-10,2,0,25,0,0,2
14383,Santa Cruz,2020-12-10,45,0,372,0,2,45
14384,Solano,2020-12-10,88,14,592,1,15,102
14385,Fresno,2020-12-10,472,41,1570,8,11,513
14386,San Joaquin,2020-12-10,233,8,1020,2,3,241
14387,Tehama,2020-12-10,13,0,59,0,2,13
14388,San Luis Obispo,2020-12-10,19,1,460,0,21,20
14389,Madera,2020-12-11,28,4,275,0,6,32
14390,Sacramento,2020-12-11,433,20,2623,5,57,453
14391,Riverside,2020-12-11,855,149,3498,10,46,1004
14392,Fresno,2020-12-11,462,29,1557,4,14,491
14393,Merced,2020-12-11,45,0,271,0,4,45
14394,Yolo,2020-12-11,24,0,96,0,14,24
14395,Butte,2020-12-11,66,3,451,0,8,69
14396,San Luis Obispo,2020-12-11,19,0,460,0,19,19
14397,Mendocino,2020-12-11,7,0,86,0,7,7
14398,Tulare,2020-12-11,174,9,636,0,8,183
14399,Amador,2020-12-11,10,0,51,0,0,10
14400,San Diego,2020-12-11,928,73,6884,13,182,1001
14401,Placer,2020-12-11,176,18,734,2,3,194
14402,Shasta,2020-12-11,60,0,561,0,12,60
14403,San Joaquin,2020-12-11,247,9,1020,0,4,256
14404,San Benito,2020-12-11,8,0,25,0,0,8
14405,Tuolumne,2020-12-11,8,0,84,0,2,8
14406,Orange,2020-12-11,1150,76,6029,10,104,1226
14407,Stanislaus,2020-12-11,287,8,1287,1,13,295
14408,Mono,2020-12-11,1,0,17,0,2,1
14409,Monterey,2020-12-11,124,3,717,0,20,127
14410,Imperial,2020-12-11,124,0,265,0,1,124
14411,Colusa,2020-12-11,3,1,48,0,5,4
14412,Trinity,2020-12-11,0,0,25,0,0,0
14413,San Mateo,2020-12-11,103,9,756,1,32,112
14414,Solano,2020-12-11,91,12,585,0,9,103
14415,Lassen,2020-12-11,4,0,25,0,0,4
14416,Marin,2020-12-11,26,4,343,0,8,30
14417,Inyo,2020-12-11,4,1,29,0,3,5
14418,Plumas,2020-12-11,1,0,35,0,0,1
14419,Tehama,2020-12-11,11,0,59,0,2,11
14420,El Dorado,2020-12-11,26,1,190,0,3,27
14421,Alameda,2020-12-11,281,36,2553,5,63,317
14422,Santa Clara,2020-12-11,431,19,3123,5,42,450
14423,Santa Cruz,2020-12-11,48,0,372,0,0,48
14424,Sutter,2020-12-11,0,0,14,0,0,0
14425,Nevada,2020-12-11,17,2,125,0,2,19
14426,Glenn,2020-12-11,5,0,47,0,0,5
14427,Humboldt,2020-12-11,4,0,260,0,5,4
14428,Santa Barbara,2020-12-11,75,0,688,0,38,75
14429,Contra Costa,2020-12-11,155,11,1568,0,40,166
14430,Napa,2020-12-11,18,1,259,0,9,19
14431,Ventura,2020-12-11,152,11,1213,2,36,163
14432,Kern,2020-12-11,248,5,1163,0,15,253
14433,Siskiyou,2020-12-11,9,0,56,0,10,9
14434,Kings,2020-12-11,73,0,129,0,0,73
14435,San Francisco,2020-12-11,127,8,1926,0,45,135
14436,San Bernardino,2020-12-11,1154,86,4041,7,59,1240
14437,Lake,2020-12-11,5,0,77,0,1,5
14438,Los Angeles,2020-12-11,4009,353,20255,47,444,4362
14439,Mariposa,2020-12-11,2,0,19,0,0,2
14440,Sonoma,2020-12-11,70,5,576,2,17,75
14441,Modoc,2020-12-11,0,0,12,0,0,0
14442,Yuba,2020-12-11,50,0,261,0,1,50
14443,Del Norte,2020-12-11,2,0,51,0,1,2
14444,Calaveras,2020-12-11,4,0,33,0,3,4
14445,Mendocino,2020-12-12,7,0,86,0,7,7
14446,Kings,2020-12-12,77,0,117,0,2,77
14447,Alameda,2020-12-12,286,34,2549,7,67,320
14448,Marin,2020-12-12,25,5,343,1,7,30
14449,Contra Costa,2020-12-12,173,13,1565,1,35,186
14450,Mariposa,2020-12-12,2,0,19,0,0,2
14451,Inyo,2020-12-12,5,1,29,0,2,6
14452,Stanislaus,2020-12-12,299,8,1292,3,21,307
14453,Glenn,2020-12-12,5,0,47,0,0,5
14454,Nevada,2020-12-12,18,2,121,0,2,20
14455,Sutter,2020-12-12,0,0,14,0,0,0
14456,Mono,2020-12-12,1,0,17,0,2,1
14457,Orange,2020-12-12,1236,71,6047,5,98,1307
14458,Los Angeles,2020-12-12,4203,365,20166,53,392,4568
14459,Tehama,2020-12-12,12,0,59,0,3,12
14460,Ventura,2020-12-12,173,11,1203,3,31,184
14461,San Diego,2020-12-12,976,61,6869,9,193,1037
14462,Del Norte,2020-12-12,2,0,51,0,3,2
14463,Imperial,2020-12-12,135,0,265,0,2,135
14464,Lassen,2020-12-12,4,0,25,0,0,4
14465,Santa Barbara,2020-12-12,78,1,688,0,45,79
14466,Butte,2020-12-12,65,1,451,0,11,66
14467,Madera,2020-12-12,32,6,275,0,12,38
14468,Calaveras,2020-12-12,5,0,33,0,3,5
14469,Solano,2020-12-12,94,10,589,2,9,104
14470,Siskiyou,2020-12-12,8,0,56,0,10,8
14471,Colusa,2020-12-12,2,0,48,0,5,2
14472,San Mateo,2020-12-12,102,9,741,0,37,111
14473,San Joaquin,2020-12-12,262,8,940,0,5,270
14474,San Francisco,2020-12-12,130,4,1916,2,44,134
14475,Modoc,2020-12-12,1,0,12,0,0,1
14476,Santa Cruz,2020-12-12,52,0,372,0,3,52
14477,Tulare,2020-12-12,176,6,636,0,7,182
14478,Monterey,2020-12-12,120,6,717,0,18,126
14479,El Dorado,2020-12-12,25,1,190,0,7,26
14480,San Bernardino,2020-12-12,1234,88,4033,9,62,1322
14481,Humboldt,2020-12-12,4,1,264,1,8,5
14482,San Benito,2020-12-12,9,0,25,0,0,9
14483,Napa,2020-12-12,18,0,254,0,2,18
14484,San Luis Obispo,2020-12-12,25,3,460,0,23,28
14485,Kern,2020-12-12,273,9,1122,0,18,282
14486,Riverside,2020-12-12,901,95,3480,10,39,996
14487,Yolo,2020-12-12,8,0,56,0,2,8
14488,Santa Clara,2020-12-12,451,14,3085,2,45,465
14489,Tuolumne,2020-12-12,7,0,84,0,3,7
14490,Plumas,2020-12-12,1,0,35,0,0,1
14491,Shasta,2020-12-12,61,2,561,1,8,63
14492,Sacramento,2020-12-12,456,19,2600,3,70,475
14493,Trinity,2020-12-12,0,0,25,0,0,0
14494,Sonoma,2020-12-12,65,6,584,1,20,71
14495,Amador,2020-12-12,11,0,51,0,3,11
14496,Fresno,2020-12-12,450,39,1557,3,12,489
14497,Lake,2020-12-12,4,0,77,0,1,4
14498,Yuba,2020-12-12,62,1,261,0,3,63
14499,Merced,2020-12-12,43,0,271,0,7,43
14500,Placer,2020-12-12,173,13,746,1,3,186
14501,Marin,2020-12-13,26,5,339,0,5,31
14502,Sonoma,2020-12-13,70,10,572,3,21,80
14503,Tehama,2020-12-13,11,0,59,0,1,11
14504,Mendocino,2020-12-13,14,0,88,0,6,14
14505,San Joaquin,2020-12-13,277,8,929,0,6,285
14506,El Dorado,2020-12-13,27,2,190,0,8,29
14507,Lassen,2020-12-13,6,0,25,0,0,6
14508,Modoc,2020-12-13,0,0,12,0,0,0
14509,Alameda,2020-12-13,302,47,2540,6,74,349
14510,San Luis Obispo,2020-12-13,32,1,460,0,23,33
14511,Siskiyou,2020-12-13,8,0,56,0,10,8
14512,Yuba,2020-12-13,62,2,261,0,2,64
14513,Ventura,2020-12-13,181,11,1191,4,27,192
14514,San Diego,2020-12-13,994,40,6868,1,179,1034
14515,Kings,2020-12-13,75,0,119,0,3,75
14516,Placer,2020-12-13,182,10,748,3,7,192
14517,Glenn,2020-12-13,5,0,47,0,0,5
14518,Santa Barbara,2020-12-13,89,1,688,0,48,90
14519,Shasta,2020-12-13,65,1,561,1,7,66
14520,San Francisco,2020-12-13,139,4,1867,1,54,143
14521,Sutter,2020-12-13,0,0,14,0,0,0
14522,Mariposa,2020-12-13,0,0,19,0,0,0
14523,Riverside,2020-12-13,930,110,3499,7,31,1040
14524,Calaveras,2020-12-13,7,0,33,0,3,7
14525,Los Angeles,2020-12-13,4403,372,20090,52,404,4775
14526,Solano,2020-12-13,103,10,581,1,8,113
14527,Amador,2020-12-13,13,0,51,0,0,13
14528,Monterey,2020-12-13,127,6,717,0,19,133
14529,Napa,2020-12-13,20,0,265,0,6,20
14530,Merced,2020-12-13,41,0,271,0,6,41
14531,Colusa,2020-12-13,3,0,48,0,5,3
14532,San Bernardino,2020-12-13,1277,87,4037,5,55,1364
14533,Humboldt,2020-12-13,4,3,270,0,11,7
14534,Kern,2020-12-13,295,6,1125,0,10,301
14535,Nevada,2020-12-13,18,2,133,0,4,20
14536,Stanislaus,2020-12-13,317,13,1294,3,12,330
14537,Inyo,2020-12-13,6,1,29,0,2,7
14538,Contra Costa,2020-12-13,177,17,1546,2,50,194
14539,Tulare,2020-12-13,178,4,636,0,9,182
14540,Del Norte,2020-12-13,3,0,51,0,2,3
14541,Orange,2020-12-13,1287,71,5968,5,86,1358
14542,Santa Cruz,2020-12-13,53,0,372,0,4,53
14543,San Benito,2020-12-13,11,0,25,0,0,11
14544,Lake,2020-12-13,4,0,77,0,3,4
