,county,date,cases,cumulative_cases,reported_cases,cumulative_reported_cases
22413,Mono,2020-03-14,2,7,0,0
22414,Monterey,2020-03-14,5,14,0,0
22415,Napa,2020-03-14,2,7,0,0
22416,Nevada,2020-03-14,1,13,0,0
22417,Orange,2020-03-14,39,317,4,14
22419,Placer,2020-03-14,2,35,0,6
22420,Plumas,2020-03-14,0,0,0,0
22421,Riverside,2020-03-14,26,203,5,10
22422,Sacramento,2020-03-14,21,154,13,31
22423,San Benito,2020-03-14,2,15,0,2
22424,San Bernardino,2020-03-14,7,180,0,0
22425,San Diego,2020-03-14,50,362,2,10
22426,San Francisco,2020-03-14,14,195,1,29
22427,San Joaquin,2020-03-14,4,60,0,6
22428,San Luis Obispo,2020-03-14,8,56,0,0
22429,San Mateo,2020-03-14,16,168,3,27
22430,Santa Barbara,2020-03-14,4,42,0,0
22431,Santa Clara,2020-03-14,61,546,3,62
22432,Santa Cruz,2020-03-14,1,34,1,8
22433,Shasta,2020-03-14,1,5,0,1
22434,Sierra,2020-03-14,0,1,0,0
22435,Siskiyou,2020-03-14,1,1,0,0
22436,Solano,2020-03-14,2,60,0,26
22437,Sonoma,2020-03-14,2,54,0,2
22438,Stanislaus,2020-03-14,5,42,0,2
22439,Sutter,2020-03-14,0,9,0,0
22440,Tehama,2020-03-14,0,0,0,0
22441,Trinity,2020-03-14,0,0,0,0
22442,Tulare,2020-03-14,3,19,0,2
22443,Tuolumne,2020-03-14,0,0,0,0
22445,Ventura,2020-03-14,14,74,0,5
22446,Yolo,2020-03-14,0,17,1,2
22447,Yuba,2020-03-14,0,3,0,0
22448,Alameda,2020-03-13,24,172,3,12
22449,Alpine,2020-03-13,0,0,0,0
22450,Amador,2020-03-13,0,2,0,0
22451,Butte,2020-03-13,0,0,0,0
22452,Calaveras,2020-03-13,0,4,0,2
22453,California,2020-03-13,555,4297,41,288
22454,Colusa,2020-03-13,0,0,0,0
22455,Contra Costa,2020-03-13,17,132,4,22
22456,Del Norte,2020-03-13,0,0,0,0
22457,El Dorado,2020-03-13,2,11,0,0
22458,Fresno,2020-03-13,4,24,0,1
22459,Glenn,2020-03-13,0,3,0,0
22460,Humboldt,2020-03-13,0,5,0,1
22461,Imperial,2020-03-13,1,17,0,2
22462,Inyo,2020-03-13,0,0,0,0
22463,Kern,2020-03-13,9,34,0,0
22464,Kings,2020-03-13,1,17,0,0
22465,Lake,2020-03-13,0,0,0,0
22466,Lassen,2020-03-13,0,0,0,0
22467,Los Angeles,2020-03-13,159,1413,0,30
22468,Madera,2020-03-13,3,17,0,1
22469,Marin,2020-03-13,10,40,2,3
22470,Mariposa,2020-03-13,0,0,0,0
22471,Mendocino,2020-03-13,0,1,0,0
22472,Merced,2020-03-13,0,5,0,0
22473,Modoc,2020-03-13,0,0,0,0
22474,Mono,2020-03-13,0,5,0,0
22475,Monterey,2020-03-13,2,9,0,0
22476,Napa,2020-03-13,0,5,0,0
22477,Nevada,2020-03-13,3,12,0,0
22478,Orange,2020-03-13,36,278,3,10
22480,Placer,2020-03-13,4,33,0,6
22481,Plumas,2020-03-13,0,0,0,0
22482,Riverside,2020-03-13,22,177,0,5
22483,Sacramento,2020-03-13,24,133,1,18
22484,San Benito,2020-03-13,2,13,0,2
22485,San Bernardino,2020-03-13,16,173,0,0
22486,San Diego,2020-03-13,54,312,-1,8
22487,San Francisco,2020-03-13,23,181,8,28
22488,San Joaquin,2020-03-13,6,56,3,6
22489,San Luis Obispo,2020-03-13,7,48,0,0
22490,San Mateo,2020-03-13,27,152,3,24
22491,Santa Barbara,2020-03-13,12,38,0,0
22492,Santa Clara,2020-03-13,58,485,8,59
22493,Santa Cruz,2020-03-13,3,33,2,7
22494,Shasta,2020-03-13,1,4,0,1
22495,Sierra,2020-03-13,0,1,0,0
22496,Siskiyou,2020-03-13,0,0,0,0
22497,Solano,2020-03-13,5,58,0,26
22498,Sonoma,2020-03-13,6,52,0,2
22499,Stanislaus,2020-03-13,2,37,0,2
22500,Sutter,2020-03-13,2,9,0,0
22501,Tehama,2020-03-13,0,0,0,0
22502,Trinity,2020-03-13,0,0,0,0
22503,Tulare,2020-03-13,0,16,1,2
22504,Tuolumne,2020-03-13,0,0,0,0
22506,Ventura,2020-03-13,9,60,2,5
22507,Yolo,2020-03-13,1,17,0,1
22508,Yuba,2020-03-13,0,3,0,0
22509,Alameda,2020-03-12,28,148,4,9
22510,Alpine,2020-03-12,0,0,0,0
22511,Amador,2020-03-12,0,2,0,0
22512,Butte,2020-03-12,0,0,0,0
22513,Calaveras,2020-03-12,0,4,0,2
22514,California,2020-03-12,488,3742,49,247
22515,Colusa,2020-03-12,0,0,0,0
22516,Contra Costa,2020-03-12,15,115,2,18
22517,Del Norte,2020-03-12,0,0,0,0
22518,El Dorado,2020-03-12,1,9,0,0
22519,Fresno,2020-03-12,2,20,0,1
22520,Glenn,2020-03-12,0,3,0,0
22521,Humboldt,2020-03-12,0,5,0,1
22522,Imperial,2020-03-12,2,16,2,2
22523,Inyo,2020-03-12,0,0,0,0
22524,Kern,2020-03-12,2,25,0,0
22525,Kings,2020-03-12,0,16,0,0
22526,Lake,2020-03-12,0,0,0,0
22527,Lassen,2020-03-12,0,0,0,0
22528,Los Angeles,2020-03-12,168,1254,9,30
22529,Madera,2020-03-12,2,14,0,1
22530,Marin,2020-03-12,7,30,0,1
22531,Mariposa,2020-03-12,0,0,0,0
22532,Mendocino,2020-03-12,1,1,0,0
22533,Merced,2020-03-12,0,5,0,0
22534,Modoc,2020-03-12,0,0,0,0
22535,Mono,2020-03-12,0,5,0,0
22536,Monterey,2020-03-12,1,7,0,0
22537,Napa,2020-03-12,1,5,0,0
22538,Nevada,2020-03-12,0,9,0,0
22539,Orange,2020-03-12,31,242,1,7
22541,Placer,2020-03-12,4,29,0,6
22542,Plumas,2020-03-12,0,0,0,0
22543,Riverside,2020-03-12,19,155,1,5
22544,Sacramento,2020-03-12,18,109,8,17
22545,San Benito,2020-03-12,0,11,0,2
22546,San Bernardino,2020-03-12,7,157,0,0
22547,San Diego,2020-03-12,50,258,5,9
22548,San Francisco,2020-03-12,24,158,3,20
22549,San Joaquin,2020-03-12,11,50,2,3
22550,San Luis Obispo,2020-03-12,3,41,0,0
22551,San Mateo,2020-03-12,16,125,5,21
22552,Santa Barbara,2020-03-12,10,26,0,0
22553,Santa Clara,2020-03-12,40,427,3,51
22554,Santa Cruz,2020-03-12,3,30,3,5
22555,Shasta,2020-03-12,0,3,0,1
22556,Sierra,2020-03-12,0,1,0,0
22557,Siskiyou,2020-03-12,0,0,0,0
22558,Solano,2020-03-12,5,53,0,26
22559,Sonoma,2020-03-12,4,46,0,2
22560,Stanislaus,2020-03-12,0,35,0,2
22561,Sutter,2020-03-12,0,7,0,0
22562,Tehama,2020-03-12,0,0,0,0
22563,Trinity,2020-03-12,0,0,0,0
22564,Tulare,2020-03-12,1,16,1,1
22565,Tuolumne,2020-03-12,0,0,0,0
22567,Ventura,2020-03-12,8,51,0,3
22568,Yolo,2020-03-12,4,16,0,1
22569,Yuba,2020-03-12,0,3,0,0
22570,Alameda,2020-03-11,19,120,1,5
22571,Alpine,2020-03-11,0,0,0,0
22572,Amador,2020-03-11,0,2,0,0
22573,Butte,2020-03-11,0,0,0,0
22574,Calaveras,2020-03-11,0,4,0,2
22575,California,2020-03-11,411,3254,21,198
22576,Colusa,2020-03-11,0,0,0,0
22577,Contra Costa,2020-03-11,9,100,5,16
22578,Del Norte,2020-03-11,0,0,0,0
22579,El Dorado,2020-03-11,1,8,0,0
22580,Fresno,2020-03-11,2,18,0,1
22581,Glenn,2020-03-11,0,3,0,0
22582,Humboldt,2020-03-11,0,5,0,1
22583,Imperial,2020-03-11,1,14,0,0
22584,Inyo,2020-03-11,0,0,0,0
22585,Kern,2020-03-11,5,23,0,0
22586,Kings,2020-03-11,0,16,0,0
22587,Lake,2020-03-11,0,0,0,0
22588,Lassen,2020-03-11,0,0,0,0
22589,Los Angeles,2020-03-11,137,1086,1,21
22590,Madera,2020-03-11,3,12,0,1
22591,Marin,2020-03-11,1,23,0,1
22592,Mariposa,2020-03-11,0,0,0,0
22593,Mendocino,2020-03-11,0,0,0,0
22594,Merced,2020-03-11,0,5,0,0
22595,Modoc,2020-03-11,0,0,0,0
22596,Mono,2020-03-11,0,5,0,0
22597,Monterey,2020-03-11,2,6,0,0
22598,Napa,2020-03-11,0,4,0,0
22599,Nevada,2020-03-11,1,9,0,0
22600,Orange,2020-03-11,20,211,1,6
22602,Placer,2020-03-11,4,25,-1,6
22603,Plumas,2020-03-11,0,0,0,0
22604,Riverside,2020-03-11,18,136,0,4
22605,Sacramento,2020-03-11,9,91,1,9
22606,San Benito,2020-03-11,0,11,0,2
22607,San Bernardino,2020-03-11,8,150,0,0
22608,San Diego,2020-03-11,43,208,1,4
22609,San Francisco,2020-03-11,31,134,1,17
22610,San Joaquin,2020-03-11,3,39,0,1
22611,San Luis Obispo,2020-03-11,7,38,0,0
22612,San Mateo,2020-03-11,12,109,5,16
22613,Santa Barbara,2020-03-11,4,16,0,0
22614,Santa Clara,2020-03-11,47,387,3,48
22615,Santa Cruz,2020-03-11,4,27,0,2
22616,Shasta,2020-03-11,0,3,0,1
22617,Sierra,2020-03-11,0,1,0,0
22618,Siskiyou,2020-03-11,0,0,0,0
22619,Solano,2020-03-11,2,48,0,26
22620,Sonoma,2020-03-11,3,42,0,2
22621,Stanislaus,2020-03-11,4,35,2,2
22622,Sutter,2020-03-11,0,7,0,0
22623,Tehama,2020-03-11,0,0,0,0
22624,Trinity,2020-03-11,0,0,0,0
22625,Tulare,2020-03-11,1,15,0,0
22626,Tuolumne,2020-03-11,0,0,0,0
22628,Ventura,2020-03-11,7,43,2,3
22629,Yolo,2020-03-11,3,12,-1,1
22630,Yuba,2020-03-11,0,3,0,0
22631,Alameda,2020-03-10,26,101,0,4
22632,Alpine,2020-03-10,0,0,0,0
22633,Amador,2020-03-10,1,2,0,0
22634,Butte,2020-03-10,0,0,0,0
22635,Calaveras,2020-03-10,0,4,2,2
22636,California,2020-03-10,347,2843,20,177
22637,Colusa,2020-03-10,0,0,0,0
22638,Contra Costa,2020-03-10,12,91,2,11
22639,Del Norte,2020-03-10,0,0,0,0
22640,El Dorado,2020-03-10,2,7,0,0
22641,Fresno,2020-03-10,1,16,0,1
22642,Glenn,2020-03-10,0,3,0,0
22643,Humboldt,2020-03-10,1,5,0,1
22644,Imperial,2020-03-10,1,13,0,0
22645,Inyo,2020-03-10,0,0,0,0
22646,Kern,2020-03-10,3,18,0,0
22647,Kings,2020-03-10,1,16,0,0
22648,Lake,2020-03-10,0,0,0,0
22649,Lassen,2020-03-10,0,0,0,0
22650,Los Angeles,2020-03-10,101,949,3,20
22651,Madera,2020-03-10,0,9,0,1
22652,Marin,2020-03-10,1,22,0,1
22653,Mariposa,2020-03-10,0,0,0,0
22654,Mendocino,2020-03-10,0,0,0,0
22655,Merced,2020-03-10,0,5,0,0
22656,Modoc,2020-03-10,0,0,0,0
22657,Mono,2020-03-10,0,5,0,0
22658,Monterey,2020-03-10,2,4,0,0
22659,Napa,2020-03-10,0,4,0,0
22660,Nevada,2020-03-10,1,8,0,0
22661,Orange,2020-03-10,29,191,1,5
22663,Placer,2020-03-10,2,21,0,7
22664,Plumas,2020-03-10,0,0,0,0
22665,Riverside,2020-03-10,8,118,0,4
22666,Sacramento,2020-03-10,4,82,0,8
22667,San Benito,2020-03-10,2,11,0,2
22668,San Bernardino,2020-03-10,11,142,0,0
22669,San Diego,2020-03-10,39,165,1,3
22670,San Francisco,2020-03-10,20,103,2,16
22671,San Joaquin,2020-03-10,9,36,1,1
22672,San Luis Obispo,2020-03-10,0,31,0,0
22673,San Mateo,2020-03-10,10,97,5,11
22674,Santa Barbara,2020-03-10,2,12,0,0
22675,Santa Clara,2020-03-10,42,340,3,45
22676,Santa Cruz,2020-03-10,3,23,0,2
22677,Shasta,2020-03-10,0,3,0,1
22678,Sierra,2020-03-10,0,1,0,0
22679,Siskiyou,2020-03-10,0,0,0,0
22680,Solano,2020-03-10,2,46,0,26
22681,Sonoma,2020-03-10,5,39,0,2
22682,Stanislaus,2020-03-10,0,31,0,0
22683,Sutter,2020-03-10,0,7,0,0
22684,Tehama,2020-03-10,0,0,0,0
22685,Trinity,2020-03-10,0,0,0,0
22686,Tulare,2020-03-10,0,14,0,0
22687,Tuolumne,2020-03-10,0,0,0,0
22689,Ventura,2020-03-10,4,36,0,1
22690,Yolo,2020-03-10,1,9,0,2
22691,Yuba,2020-03-10,1,3,0,0
22692,Alameda,2020-03-09,25,75,0,4
22693,Alpine,2020-03-09,0,0,0,0
22694,Amador,2020-03-09,0,1,0,0
22695,Butte,2020-03-09,0,0,0,0
22696,Calaveras,2020-03-09,0,4,0,0
22697,California,2020-03-09,329,2496,24,157
22698,Colusa,2020-03-09,0,0,0,0
22699,Contra Costa,2020-03-09,14,79,0,9
22700,Del Norte,2020-03-09,0,0,0,0
22701,El Dorado,2020-03-09,0,5,0,0
22702,Fresno,2020-03-09,2,15,0,1
22703,Glenn,2020-03-09,0,3,0,0
22704,Humboldt,2020-03-09,0,4,0,1
22705,Imperial,2020-03-09,0,12,0,0
22706,Inyo,2020-03-09,0,0,0,0
22707,Kern,2020-03-09,0,15,0,0
22708,Kings,2020-03-09,1,15,0,0
22709,Lake,2020-03-09,0,0,0,0
22710,Lassen,2020-03-09,0,0,0,0
22711,Los Angeles,2020-03-09,92,848,3,17
22712,Madera,2020-03-09,0,9,0,1
22713,Marin,2020-03-09,2,21,0,1
22714,Mariposa,2020-03-09,0,0,0,0
22715,Mendocino,2020-03-09,0,0,0,0
22716,Merced,2020-03-09,0,5,0,0
22717,Modoc,2020-03-09,0,0,0,0
22718,Mono,2020-03-09,0,5,0,0
22719,Monterey,2020-03-09,0,2,0,0
22720,Napa,2020-03-09,0,4,0,0
22721,Nevada,2020-03-09,1,7,0,0
22722,Orange,2020-03-09,25,162,0,4
22724,Placer,2020-03-09,1,19,0,7
22725,Plumas,2020-03-09,0,0,0,0
22726,Riverside,2020-03-09,7,110,3,4
22727,Sacramento,2020-03-09,10,78,3,8
22728,San Benito,2020-03-09,0,9,0,2
22729,San Bernardino,2020-03-09,11,131,0,0
22730,San Diego,2020-03-09,34,126,0,2
22731,San Francisco,2020-03-09,19,83,5,14
22732,San Joaquin,2020-03-09,3,27,0,0
22733,San Luis Obispo,2020-03-09,6,31,0,0
22734,San Mateo,2020-03-09,13,87,2,6
22735,Santa Barbara,2020-03-09,4,10,0,0
22736,Santa Clara,2020-03-09,43,298,6,42
22737,Santa Cruz,2020-03-09,2,20,1,2
22738,Shasta,2020-03-09,0,3,1,1
22739,Sierra,2020-03-09,0,1,0,0
22740,Siskiyou,2020-03-09,0,0,0,0
22741,Solano,2020-03-09,1,44,0,26
22742,Sonoma,2020-03-09,5,34,0,2
22743,Stanislaus,2020-03-09,1,31,0,0
22744,Sutter,2020-03-09,0,7,0,0
22745,Tehama,2020-03-09,0,0,0,0
22746,Trinity,2020-03-09,0,0,0,0
22747,Tulare,2020-03-09,0,14,0,0
22748,Tuolumne,2020-03-09,0,0,0,0
22750,Ventura,2020-03-09,4,32,0,1
22751,Yolo,2020-03-09,3,8,0,2
22752,Yuba,2020-03-09,0,2,0,0
22753,Alameda,2020-03-08,5,50,1,4
22754,Alpine,2020-03-08,0,0,0,0
22755,Amador,2020-03-08,0,1,0,0
22756,Butte,2020-03-08,0,0,0,0
22757,Calaveras,2020-03-08,0,4,0,0
22758,California,2020-03-08,177,2167,19,133
22759,Colusa,2020-03-08,0,0,0,0
22760,Contra Costa,2020-03-08,3,65,5,9
22761,Del Norte,2020-03-08,0,0,0,0
22762,El Dorado,2020-03-08,1,5,0,0
22763,Fresno,2020-03-08,1,13,0,1
22764,Glenn,2020-03-08,0,3,0,0
22765,Humboldt,2020-03-08,0,4,0,1
22766,Imperial,2020-03-08,1,12,0,0
22767,Inyo,2020-03-08,0,0,0,0
22768,Kern,2020-03-08,1,15,0,0
22769,Kings,2020-03-08,0,14,0,0
22770,Lake,2020-03-08,0,0,0,0
22771,Lassen,2020-03-08,0,0,0,0
22772,Los Angeles,2020-03-08,49,756,0,14
22773,Madera,2020-03-08,1,9,0,1
22774,Marin,2020-03-08,2,19,1,1
22775,Mariposa,2020-03-08,0,0,0,0
22776,Mendocino,2020-03-08,0,0,0,0
22777,Merced,2020-03-08,0,5,0,0
22778,Modoc,2020-03-08,0,0,0,0
22779,Mono,2020-03-08,0,5,0,0
22780,Monterey,2020-03-08,0,2,0,0
22781,Napa,2020-03-08,1,4,0,0
22782,Nevada,2020-03-08,0,6,0,0
22783,Orange,2020-03-08,8,137,0,4
22785,Placer,2020-03-08,1,18,1,7
22786,Plumas,2020-03-08,0,0,0,0
22787,Riverside,2020-03-08,11,103,1,1
22788,Sacramento,2020-03-08,13,68,1,5
22789,San Benito,2020-03-08,0,9,0,2
22790,San Bernardino,2020-03-08,2,120,0,0
22791,San Diego,2020-03-08,18,92,0,2
22792,San Francisco,2020-03-08,6,64,0,9
22793,San Joaquin,2020-03-08,2,24,0,0
22794,San Luis Obispo,2020-03-08,3,25,0,0
22795,San Mateo,2020-03-08,6,74,3,4
22796,Santa Barbara,2020-03-08,1,6,0,0
22797,Santa Clara,2020-03-08,29,255,5,36
22798,Santa Cruz,2020-03-08,0,18,0,1
22799,Shasta,2020-03-08,0,3,0,0
22800,Sierra,2020-03-08,0,1,0,0
22801,Siskiyou,2020-03-08,0,0,0,0
22802,Solano,2020-03-08,1,43,1,26
22803,Sonoma,2020-03-08,4,29,0,2
22804,Stanislaus,2020-03-08,1,30,0,0
22805,Sutter,2020-03-08,0,7,0,0
22806,Tehama,2020-03-08,0,0,0,0
22807,Trinity,2020-03-08,0,0,0,0
22808,Tulare,2020-03-08,3,14,0,0
22809,Tuolumne,2020-03-08,0,0,0,0
22811,Ventura,2020-03-08,3,28,0,1
22812,Yolo,2020-03-08,0,5,0,2
22813,Yuba,2020-03-08,0,2,0,0
22814,Alameda,2020-03-07,2,45,0,3
22815,Alpine,2020-03-07,0,0,0,0
22816,Amador,2020-03-07,0,1,0,0
22817,Butte,2020-03-07,0,0,0,0
22818,Calaveras,2020-03-07,0,4,0,0
22819,California,2020-03-07,158,1990,26,114
22820,Colusa,2020-03-07,0,0,0,0
22821,Contra Costa,2020-03-07,9,62,0,4
22822,Del Norte,2020-03-07,0,0,0,0
22823,El Dorado,2020-03-07,1,4,0,0
22824,Fresno,2020-03-07,1,12,1,1
22825,Glenn,2020-03-07,0,3,0,0
22826,Humboldt,2020-03-07,0,4,0,1
22827,Imperial,2020-03-07,0,11,0,0
22828,Inyo,2020-03-07,0,0,0,0
22829,Kern,2020-03-07,1,14,0,0
22830,Kings,2020-03-07,0,14,0,0
22831,Lake,2020-03-07,0,0,0,0
22832,Lassen,2020-03-07,0,0,0,0
22833,Los Angeles,2020-03-07,43,707,1,14
22834,Madera,2020-03-07,0,8,1,1
22835,Marin,2020-03-07,1,17,0,0
22836,Mariposa,2020-03-07,0,0,0,0
22837,Mendocino,2020-03-07,0,0,0,0
22838,Merced,2020-03-07,0,5,0,0
22839,Modoc,2020-03-07,0,0,0,0
22840,Mono,2020-03-07,2,5,0,0
22841,Monterey,2020-03-07,0,2,0,0
22842,Napa,2020-03-07,0,3,0,0
22843,Nevada,2020-03-07,0,6,0,0
22844,Orange,2020-03-07,27,129,0,4
22846,Placer,2020-03-07,0,17,1,6
22847,Plumas,2020-03-07,0,0,0,0
22848,Riverside,2020-03-07,0,92,0,0
22849,Sacramento,2020-03-07,10,55,2,4
22850,San Benito,2020-03-07,0,9,0,2
22851,San Bernardino,2020-03-07,2,118,0,0
22852,San Diego,2020-03-07,13,74,0,2
22853,San Francisco,2020-03-07,5,58,7,9
22854,San Joaquin,2020-03-07,3,22,0,0
22855,San Luis Obispo,2020-03-07,2,22,0,0
22856,San Mateo,2020-03-07,7,68,0,1
22857,Santa Barbara,2020-03-07,2,5,0,0
22858,Santa Clara,2020-03-07,17,226,11,31
22859,Santa Cruz,2020-03-07,2,18,1,1
22860,Shasta,2020-03-07,0,3,0,0
22861,Sierra,2020-03-07,0,1,0,0
22862,Siskiyou,2020-03-07,0,0,0,0
22863,Solano,2020-03-07,1,42,0,25
22864,Sonoma,2020-03-07,0,25,0,2
22865,Stanislaus,2020-03-07,4,29,0,0
22866,Sutter,2020-03-07,0,7,0,0
22867,Tehama,2020-03-07,0,0,0,0
22868,Trinity,2020-03-07,0,0,0,0
22869,Tulare,2020-03-07,0,11,0,0
22870,Tuolumne,2020-03-07,0,0,0,0
22872,Ventura,2020-03-07,3,25,0,1
22873,Yolo,2020-03-07,0,5,1,2
22874,Yuba,2020-03-07,0,2,0,0
22875,Alameda,2020-03-06,5,43,1,3
22876,Alpine,2020-03-06,0,0,0,0
22877,Amador,2020-03-06,0,1,0,0
22878,Butte,2020-03-06,0,0,0,0
22879,Calaveras,2020-03-06,0,4,0,0
22880,California,2020-03-06,154,1832,19,88
22881,Colusa,2020-03-06,0,0,0,0
22882,Contra Costa,2020-03-06,7,53,3,4
22883,Del Norte,2020-03-06,0,0,0,0
22884,El Dorado,2020-03-06,2,3,0,0
22885,Fresno,2020-03-06,0,11,0,0
22886,Glenn,2020-03-06,0,3,0,0
22887,Humboldt,2020-03-06,0,4,0,1
22888,Imperial,2020-03-06,1,11,0,0
22889,Inyo,2020-03-06,0,0,0,0
22890,Kern,2020-03-06,0,13,0,0
22891,Kings,2020-03-06,0,14,0,0
22892,Lake,2020-03-06,0,0,0,0
22893,Lassen,2020-03-06,0,0,0,0
22894,Los Angeles,2020-03-06,47,664,2,13
22895,Madera,2020-03-06,0,8,0,0
22896,Marin,2020-03-06,0,16,0,0
22897,Mariposa,2020-03-06,0,0,0,0
22898,Mendocino,2020-03-06,0,0,0,0
22899,Merced,2020-03-06,0,5,0,0
22900,Modoc,2020-03-06,0,0,0,0
22901,Mono,2020-03-06,0,3,0,0
22902,Monterey,2020-03-06,0,2,0,0
22903,Napa,2020-03-06,0,3,0,0
22904,Nevada,2020-03-06,1,6,0,0
22905,Orange,2020-03-06,15,102,1,4
22907,Placer,2020-03-06,0,17,3,5
22908,Plumas,2020-03-06,0,0,0,0
22909,Riverside,2020-03-06,3,92,0,0
22910,Sacramento,2020-03-06,6,45,0,2
22911,San Benito,2020-03-06,2,9,0,2
22912,San Bernardino,2020-03-06,5,116,0,0
22913,San Diego,2020-03-06,7,61,0,2
22914,San Francisco,2020-03-06,10,53,0,2
22915,San Joaquin,2020-03-06,3,19,0,0
22916,San Luis Obispo,2020-03-06,0,20,0,0
22917,San Mateo,2020-03-06,12,61,0,1
22918,Santa Barbara,2020-03-06,1,3,0,0
22919,Santa Clara,2020-03-06,21,209,6,20
22920,Santa Cruz,2020-03-06,2,16,0,0
22921,Shasta,2020-03-06,0,3,0,0
22922,Sierra,2020-03-06,0,1,0,0
22923,Siskiyou,2020-03-06,0,0,0,0
22924,Solano,2020-03-06,0,41,1,25
22925,Sonoma,2020-03-06,1,25,0,2
22926,Stanislaus,2020-03-06,1,25,0,0
22927,Sutter,2020-03-06,0,7,0,0
22928,Tehama,2020-03-06,0,0,0,0
22929,Trinity,2020-03-06,0,0,0,0
22930,Tulare,2020-03-06,0,11,0,0
22931,Tuolumne,2020-03-06,0,0,0,0
22933,Ventura,2020-03-06,2,22,1,1
22934,Yolo,2020-03-06,0,5,1,1
22935,Yuba,2020-03-06,0,2,0,0
22936,Alameda,2020-03-05,4,38,0,2
22937,Alpine,2020-03-05,0,0,0,0
22938,Amador,2020-03-05,0,1,0,0
22939,Butte,2020-03-05,0,0,0,0
22940,Calaveras,2020-03-05,2,4,0,0
22941,California,2020-03-05,105,1678,9,69
22942,Colusa,2020-03-05,0,0,0,0
22943,Contra Costa,2020-03-05,5,46,0,1
22944,Del Norte,2020-03-05,0,0,0,0
22945,El Dorado,2020-03-05,0,1,0,0
22946,Fresno,2020-03-05,0,11,0,0
22947,Glenn,2020-03-05,0,3,0,0
22948,Humboldt,2020-03-05,1,4,0,1
22949,Imperial,2020-03-05,0,10,0,0
22950,Inyo,2020-03-05,0,0,0,0
22951,Kern,2020-03-05,0,13,0,0
22952,Kings,2020-03-05,0,14,0,0
22953,Lake,2020-03-05,0,0,0,0
22954,Lassen,2020-03-05,0,0,0,0
22955,Los Angeles,2020-03-05,34,617,4,11
22956,Madera,2020-03-05,0,8,0,0
22957,Marin,2020-03-05,0,16,0,0
22958,Mariposa,2020-03-05,0,0,0,0
22959,Mendocino,2020-03-05,0,0,0,0
22960,Merced,2020-03-05,0,5,0,0
22961,Modoc,2020-03-05,0,0,0,0
22962,Mono,2020-03-05,0,3,0,0
22963,Monterey,2020-03-05,0,2,0,0
22964,Napa,2020-03-05,0,3,0,0
22965,Nevada,2020-03-05,0,5,0,0
22966,Orange,2020-03-05,3,87,0,3
22968,Placer,2020-03-05,1,17,0,2
22969,Plumas,2020-03-05,0,0,0,0
22970,Riverside,2020-03-05,4,89,0,0
22971,Sacramento,2020-03-05,4,39,1,2
22972,San Benito,2020-03-05,0,7,0,2
22973,San Bernardino,2020-03-05,3,111,0,0
22974,San Diego,2020-03-05,13,54,0,2
22975,San Francisco,2020-03-05,5,43,2,2
22976,San Joaquin,2020-03-05,1,16,0,0
22977,San Luis Obispo,2020-03-05,0,20,0,0
22978,San Mateo,2020-03-05,4,49,0,1
22979,Santa Barbara,2020-03-05,0,2,0,0
22980,Santa Clara,2020-03-05,17,188,2,14
22981,Santa Cruz,2020-03-05,0,14,0,0
22982,Shasta,2020-03-05,0,3,0,0
22983,Sierra,2020-03-05,0,1,0,0
22984,Siskiyou,2020-03-05,0,0,0,0
22985,Solano,2020-03-05,2,41,0,24
22986,Sonoma,2020-03-05,1,24,0,2
22987,Stanislaus,2020-03-05,0,24,0,0
22988,Sutter,2020-03-05,0,7,0,0
22989,Tehama,2020-03-05,0,0,0,0
22990,Trinity,2020-03-05,0,0,0,0
22991,Tulare,2020-03-05,0,11,0,0
22992,Tuolumne,2020-03-05,0,0,0,0
22994,Ventura,2020-03-05,1,20,0,0
22995,Yolo,2020-03-05,0,5,0,0
22996,Yuba,2020-03-05,0,2,0,0
22997,Alameda,2020-03-04,6,34,0,2
22998,Alpine,2020-03-04,0,0,0,0
22999,Amador,2020-03-04,0,1,0,0
23000,Butte,2020-03-04,0,0,0,0
23001,Calaveras,2020-03-04,0,2,0,0
23002,California,2020-03-04,92,1573,7,60
23003,Colusa,2020-03-04,0,0,0,0
23004,Contra Costa,2020-03-04,4,41,1,1
23005,Del Norte,2020-03-04,0,0,0,0
23006,El Dorado,2020-03-04,0,1,0,0
23007,Fresno,2020-03-04,1,11,0,0
23008,Glenn,2020-03-04,0,3,0,0
23009,Humboldt,2020-03-04,0,3,0,1
23010,Imperial,2020-03-04,0,10,0,0
23011,Inyo,2020-03-04,0,0,0,0
23012,Kern,2020-03-04,2,13,0,0
23013,Kings,2020-03-04,0,14,0,0
23014,Lake,2020-03-04,0,0,0,0
23015,Lassen,2020-03-04,0,0,0,0
23016,Los Angeles,2020-03-04,19,583,2,7
23017,Madera,2020-03-04,1,8,0,0
23018,Marin,2020-03-04,4,16,0,0
23019,Mariposa,2020-03-04,0,0,0,0
23020,Mendocino,2020-03-04,0,0,0,0
23021,Merced,2020-03-04,0,5,0,0
23022,Modoc,2020-03-04,0,0,0,0
23023,Mono,2020-03-04,0,3,0,0
23024,Monterey,2020-03-04,1,2,0,0
23025,Napa,2020-03-04,0,3,0,0
23026,Nevada,2020-03-04,0,5,0,0
23027,Orange,2020-03-04,7,84,2,3
23029,Placer,2020-03-04,1,16,0,2
23030,Plumas,2020-03-04,0,0,0,0
23031,Riverside,2020-03-04,3,85,0,0
