,county,date,cases,cumulative_cases,reported_cases,cumulative_reported_cases
23032,Sacramento,2020-03-04,1,35,0,1
23033,San Benito,2020-03-04,0,7,0,2
23034,San Bernardino,2020-03-04,3,108,0,0
23035,San Diego,2020-03-04,7,41,0,2
23036,San Francisco,2020-03-04,2,38,0,0
23037,San Joaquin,2020-03-04,1,15,0,0
23038,San Luis Obispo,2020-03-04,2,20,0,0
23039,San Mateo,2020-03-04,5,45,0,1
23040,Santa Barbara,2020-03-04,1,2,0,0
23041,Santa Clara,2020-03-04,15,171,1,12
23042,Santa Cruz,2020-03-04,3,14,0,0
23043,Shasta,2020-03-04,0,3,0,0
23044,Sierra,2020-03-04,0,1,0,0
23045,Siskiyou,2020-03-04,0,0,0,0
23046,Solano,2020-03-04,1,39,0,24
23047,Sonoma,2020-03-04,0,23,1,2
23048,Stanislaus,2020-03-04,0,24,0,0
23049,Sutter,2020-03-04,0,7,0,0
23050,Tehama,2020-03-04,0,0,0,0
23051,Trinity,2020-03-04,0,0,0,0
23052,Tulare,2020-03-04,0,11,0,0
23053,Tuolumne,2020-03-04,0,0,0,0
23055,Ventura,2020-03-04,1,19,0,0
23056,Yolo,2020-03-04,1,5,0,0
23057,Yuba,2020-03-04,0,2,0,0
23058,Alameda,2020-03-03,3,28,1,2
23059,Alpine,2020-03-03,0,0,0,0
23060,Amador,2020-03-03,0,1,0,0
23061,Butte,2020-03-03,0,0,0,0
23062,Calaveras,2020-03-03,0,2,0,0
23063,California,2020-03-03,83,1481,10,53
23064,Colusa,2020-03-03,0,0,0,0
23065,Contra Costa,2020-03-03,3,37,0,0
23066,Del Norte,2020-03-03,0,0,0,0
23067,El Dorado,2020-03-03,0,1,0,0
23068,Fresno,2020-03-03,0,10,0,0
23069,Glenn,2020-03-03,0,3,0,0
23070,Humboldt,2020-03-03,0,3,0,1
23071,Imperial,2020-03-03,0,10,0,0
23072,Inyo,2020-03-03,0,0,0,0
23073,Kern,2020-03-03,0,11,0,0
23074,Kings,2020-03-03,0,14,0,0
23075,Lake,2020-03-03,0,0,0,0
23076,Lassen,2020-03-03,0,0,0,0
23077,Los Angeles,2020-03-03,15,564,4,5
23078,Madera,2020-03-03,0,7,0,0
23079,Marin,2020-03-03,0,12,0,0
23080,Mariposa,2020-03-03,0,0,0,0
23081,Mendocino,2020-03-03,0,0,0,0
23082,Merced,2020-03-03,1,5,0,0
23083,Modoc,2020-03-03,0,0,0,0
23084,Mono,2020-03-03,0,3,0,0
23085,Monterey,2020-03-03,0,1,0,0
23086,Napa,2020-03-03,0,3,0,0
23087,Nevada,2020-03-03,0,5,0,0
23088,Orange,2020-03-03,5,77,0,1
23090,Placer,2020-03-03,0,15,1,2
23091,Plumas,2020-03-03,0,0,0,0
23092,Riverside,2020-03-03,1,82,0,0
23093,Sacramento,2020-03-03,6,34,0,1
23094,San Benito,2020-03-03,0,7,0,2
23095,San Bernardino,2020-03-03,0,105,0,0
23096,San Diego,2020-03-03,6,34,0,2
23097,San Francisco,2020-03-03,5,36,0,0
23098,San Joaquin,2020-03-03,1,14,0,0
23099,San Luis Obispo,2020-03-03,0,18,0,0
23100,San Mateo,2020-03-03,8,40,0,1
23101,Santa Barbara,2020-03-03,0,1,0,0
23102,Santa Clara,2020-03-03,22,156,4,11
23103,Santa Cruz,2020-03-03,1,11,0,0
23104,Shasta,2020-03-03,0,3,0,0
23105,Sierra,2020-03-03,0,1,0,0
23106,Siskiyou,2020-03-03,0,0,0,0
23107,Solano,2020-03-03,1,38,0,24
23108,Sonoma,2020-03-03,1,23,0,1
23109,Stanislaus,2020-03-03,3,24,0,0
23110,Sutter,2020-03-03,0,7,0,0
23111,Tehama,2020-03-03,0,0,0,0
23112,Trinity,2020-03-03,0,0,0,0
23113,Tulare,2020-03-03,0,11,0,0
23114,Tuolumne,2020-03-03,0,0,0,0
23116,Ventura,2020-03-03,1,18,0,0
23117,Yolo,2020-03-03,0,4,0,0
23118,Yuba,2020-03-03,0,2,0,0
23119,Alameda,2020-03-02,1,25,0,1
23120,Alpine,2020-03-02,0,0,0,0
23121,Amador,2020-03-02,0,1,0,0
23122,Butte,2020-03-02,0,0,0,0
23123,Calaveras,2020-03-02,0,2,0,0
23124,California,2020-03-02,75,1398,4,43
23125,Colusa,2020-03-02,0,0,0,0
23126,Contra Costa,2020-03-02,3,34,0,0
23127,Del Norte,2020-03-02,0,0,0,0
23128,El Dorado,2020-03-02,0,1,0,0
23129,Fresno,2020-03-02,1,10,0,0
23130,Glenn,2020-03-02,0,3,0,0
23131,Humboldt,2020-03-02,0,3,0,1
23132,Imperial,2020-03-02,0,10,0,0
23133,Inyo,2020-03-02,0,0,0,0
23134,Kern,2020-03-02,2,11,0,0
23135,Kings,2020-03-02,0,14,0,0
23136,Lake,2020-03-02,0,0,0,0
23137,Lassen,2020-03-02,0,0,0,0
23138,Los Angeles,2020-03-02,19,549,0,1
23139,Madera,2020-03-02,2,7,0,0
23140,Marin,2020-03-02,1,12,0,0
23141,Mariposa,2020-03-02,0,0,0,0
23142,Mendocino,2020-03-02,0,0,0,0
23143,Merced,2020-03-02,0,4,0,0
23144,Modoc,2020-03-02,0,0,0,0
23145,Mono,2020-03-02,0,3,0,0
23146,Monterey,2020-03-02,0,1,0,0
23147,Napa,2020-03-02,0,3,0,0
23148,Nevada,2020-03-02,0,5,0,0
23149,Orange,2020-03-02,3,72,0,1
23151,Placer,2020-03-02,0,15,1,1
23152,Plumas,2020-03-02,0,0,0,0
23153,Riverside,2020-03-02,1,81,0,0
23154,Sacramento,2020-03-02,4,28,0,1
23155,San Benito,2020-03-02,1,7,0,2
23156,San Bernardino,2020-03-02,2,105,0,0
23157,San Diego,2020-03-02,7,28,0,2
23158,San Francisco,2020-03-02,4,31,0,0
23159,San Joaquin,2020-03-02,0,13,0,0
23160,San Luis Obispo,2020-03-02,0,18,0,0
23161,San Mateo,2020-03-02,5,32,1,1
23162,Santa Barbara,2020-03-02,0,1,0,0
23163,Santa Clara,2020-03-02,14,134,1,7
23164,Santa Cruz,2020-03-02,1,10,0,0
23165,Shasta,2020-03-02,1,3,0,0
23166,Sierra,2020-03-02,0,1,0,0
23167,Siskiyou,2020-03-02,0,0,0,0
23168,Solano,2020-03-02,0,37,0,24
23169,Sonoma,2020-03-02,1,22,1,1
23170,Stanislaus,2020-03-02,0,21,0,0
23171,Sutter,2020-03-02,0,7,0,0
23172,Tehama,2020-03-02,0,0,0,0
23173,Trinity,2020-03-02,0,0,0,0
23174,Tulare,2020-03-02,0,11,0,0
23175,Tuolumne,2020-03-02,0,0,0,0
23177,Ventura,2020-03-02,2,17,0,0
23178,Yolo,2020-03-02,0,4,0,0
23179,Yuba,2020-03-02,0,2,0,0
23180,Alameda,2020-03-01,4,24,1,1
23181,Alpine,2020-03-01,0,0,0,0
23182,Amador,2020-03-01,0,1,0,0
23183,Butte,2020-03-01,0,0,0,0
23184,Calaveras,2020-03-01,0,2,0,0
23185,California,2020-03-01,100,1323,5,39
23186,Colusa,2020-03-01,0,0,0,0
23187,Contra Costa,2020-03-01,4,31,0,0
23188,Del Norte,2020-03-01,0,0,0,0
23189,El Dorado,2020-03-01,0,1,0,0
23190,Fresno,2020-03-01,0,9,0,0
23191,Glenn,2020-03-01,0,3,0,0
23192,Humboldt,2020-03-01,0,3,0,1
23193,Imperial,2020-03-01,2,10,0,0
23194,Inyo,2020-03-01,0,0,0,0
23195,Kern,2020-03-01,0,9,0,0
23196,Kings,2020-03-01,0,14,0,0
23197,Lake,2020-03-01,0,0,0,0
23198,Lassen,2020-03-01,0,0,0,0
23199,Los Angeles,2020-03-01,28,530,0,1
23200,Madera,2020-03-01,0,5,0,0
23201,Marin,2020-03-01,1,11,0,0
23202,Mariposa,2020-03-01,0,0,0,0
23203,Mendocino,2020-03-01,0,0,0,0
23204,Merced,2020-03-01,0,4,0,0
23205,Modoc,2020-03-01,0,0,0,0
23206,Mono,2020-03-01,0,3,0,0
23207,Monterey,2020-03-01,0,1,0,0
23208,Napa,2020-03-01,0,3,0,0
23209,Nevada,2020-03-01,0,5,0,0
23210,Orange,2020-03-01,5,69,0,1
23212,Placer,2020-03-01,1,15,0,0
23213,Plumas,2020-03-01,0,0,0,0
23214,Riverside,2020-03-01,3,80,0,0
23215,Sacramento,2020-03-01,5,24,0,1
23216,San Benito,2020-03-01,0,6,0,2
23217,San Bernardino,2020-03-01,2,103,0,0
23218,San Diego,2020-03-01,5,21,0,2
23219,San Francisco,2020-03-01,1,27,0,0
23220,San Joaquin,2020-03-01,1,13,0,0
23221,San Luis Obispo,2020-03-01,0,18,0,0
23222,San Mateo,2020-03-01,7,27,0,0
23223,Santa Barbara,2020-03-01,1,1,0,0
23224,Santa Clara,2020-03-01,22,120,3,6
23225,Santa Cruz,2020-03-01,0,9,0,0
23226,Shasta,2020-03-01,0,2,0,0
23227,Sierra,2020-03-01,0,1,0,0
23228,Siskiyou,2020-03-01,0,0,0,0
23229,Solano,2020-03-01,1,37,1,24
23230,Sonoma,2020-03-01,3,21,0,0
23231,Stanislaus,2020-03-01,0,21,0,0
23232,Sutter,2020-03-01,0,7,0,0
23233,Tehama,2020-03-01,0,0,0,0
23234,Trinity,2020-03-01,0,0,0,0
23235,Tulare,2020-03-01,2,11,0,0
23236,Tuolumne,2020-03-01,0,0,0,0
23238,Ventura,2020-03-01,2,15,0,0
23239,Yolo,2020-03-01,0,4,0,0
23240,Yuba,2020-03-01,0,2,0,0
23241,Alameda,2020-02-29,2,20,0,0
23242,Alpine,2020-02-29,0,0,0,0
23243,Amador,2020-02-29,0,1,0,0
23244,Butte,2020-02-29,0,0,0,0
23245,Calaveras,2020-02-29,0,2,0,0
23246,California,2020-02-29,37,1223,0,34
23247,Colusa,2020-02-29,0,0,0,0
23248,Contra Costa,2020-02-29,0,27,0,0
23249,Del Norte,2020-02-29,0,0,0,0
23250,El Dorado,2020-02-29,1,1,0,0
23251,Fresno,2020-02-29,0,9,0,0
23252,Glenn,2020-02-29,0,3,0,0
23253,Humboldt,2020-02-29,0,3,0,1
23254,Imperial,2020-02-29,0,8,0,0
23255,Inyo,2020-02-29,0,0,0,0
23256,Kern,2020-02-29,0,9,0,0
23257,Kings,2020-02-29,0,14,0,0
23258,Lake,2020-02-29,0,0,0,0
23259,Lassen,2020-02-29,0,0,0,0
23260,Los Angeles,2020-02-29,7,502,0,1
23261,Madera,2020-02-29,0,5,0,0
23262,Marin,2020-02-29,2,10,0,0
23263,Mariposa,2020-02-29,0,0,0,0
23264,Mendocino,2020-02-29,0,0,0,0
23265,Merced,2020-02-29,0,4,0,0
23266,Modoc,2020-02-29,0,0,0,0
23267,Mono,2020-02-29,1,3,0,0
23268,Monterey,2020-02-29,0,1,0,0
23269,Napa,2020-02-29,0,3,0,0
23270,Nevada,2020-02-29,0,5,0,0
23271,Orange,2020-02-29,2,64,0,1
23273,Placer,2020-02-29,0,14,0,0
23274,Plumas,2020-02-29,0,0,0,0
23275,Riverside,2020-02-29,2,77,0,0
23276,Sacramento,2020-02-29,6,19,0,1
23277,San Benito,2020-02-29,0,6,0,2
23278,San Bernardino,2020-02-29,0,101,0,0
23279,San Diego,2020-02-29,3,16,0,2
23280,San Francisco,2020-02-29,2,26,0,0
23281,San Joaquin,2020-02-29,0,12,0,0
23282,San Luis Obispo,2020-02-29,0,18,0,0
23283,San Mateo,2020-02-29,3,20,0,0
23284,Santa Barbara,2020-02-29,0,0,0,0
23285,Santa Clara,2020-02-29,5,98,0,3
23286,Santa Cruz,2020-02-29,0,9,0,0
23287,Shasta,2020-02-29,0,2,0,0
23288,Sierra,2020-02-29,0,1,0,0
23289,Siskiyou,2020-02-29,0,0,0,0
23290,Solano,2020-02-29,1,36,0,23
23291,Sonoma,2020-02-29,0,18,0,0
23292,Stanislaus,2020-02-29,0,21,0,0
23293,Sutter,2020-02-29,0,7,0,0
23294,Tehama,2020-02-29,0,0,0,0
23295,Trinity,2020-02-29,0,0,0,0
23296,Tulare,2020-02-29,0,9,0,0
23297,Tuolumne,2020-02-29,0,0,0,0
23299,Ventura,2020-02-29,0,13,0,0
23300,Yolo,2020-02-29,0,4,0,0
23301,Yuba,2020-02-29,0,2,0,0
23302,Alameda,2020-02-28,1,18,0,0
23303,Alpine,2020-02-28,0,0,0,0
23304,Amador,2020-02-28,0,1,0,0
23305,Butte,2020-02-28,0,0,0,0
23306,Calaveras,2020-02-28,0,2,0,0
23307,California,2020-02-28,52,1186,1,34
23308,Colusa,2020-02-28,0,0,0,0
23309,Contra Costa,2020-02-28,6,27,0,0
23310,Del Norte,2020-02-28,0,0,0,0
23311,El Dorado,2020-02-28,0,0,0,0
23312,Fresno,2020-02-28,0,9,0,0
23313,Glenn,2020-02-28,0,3,0,0
23314,Humboldt,2020-02-28,0,3,0,1
23315,Imperial,2020-02-28,0,8,0,0
23316,Inyo,2020-02-28,0,0,0,0
23317,Kern,2020-02-28,0,9,0,0
23318,Kings,2020-02-28,0,14,0,0
23319,Lake,2020-02-28,0,0,0,0
23320,Lassen,2020-02-28,0,0,0,0
23321,Los Angeles,2020-02-28,14,495,0,1
23322,Madera,2020-02-28,0,5,0,0
23323,Marin,2020-02-28,1,8,0,0
23324,Mariposa,2020-02-28,0,0,0,0
23325,Mendocino,2020-02-28,0,0,0,0
23326,Merced,2020-02-28,0,4,0,0
23327,Modoc,2020-02-28,0,0,0,0
23328,Mono,2020-02-28,0,2,0,0
23329,Monterey,2020-02-28,0,1,0,0
23330,Napa,2020-02-28,0,3,0,0
23331,Nevada,2020-02-28,0,5,0,0
23332,Orange,2020-02-28,6,62,0,1
23334,Placer,2020-02-28,1,14,0,0
23335,Plumas,2020-02-28,0,0,0,0
23336,Riverside,2020-02-28,1,75,0,0
23337,Sacramento,2020-02-28,0,13,0,1
23338,San Benito,2020-02-28,0,6,0,2
23339,San Bernardino,2020-02-28,0,101,0,0
23340,San Diego,2020-02-28,1,13,0,2
23341,San Francisco,2020-02-28,1,24,0,0
23342,San Joaquin,2020-02-28,1,12,0,0
23343,San Luis Obispo,2020-02-28,0,18,0,0
23344,San Mateo,2020-02-28,1,17,0,0
23345,Santa Barbara,2020-02-28,0,0,0,0
23346,Santa Clara,2020-02-28,11,93,1,3
23347,Santa Cruz,2020-02-28,2,9,0,0
23348,Shasta,2020-02-28,2,2,0,0
23349,Sierra,2020-02-28,0,1,0,0
23350,Siskiyou,2020-02-28,0,0,0,0
23351,Solano,2020-02-28,0,35,0,23
23352,Sonoma,2020-02-28,1,18,0,0
23353,Stanislaus,2020-02-28,0,21,0,0
23354,Sutter,2020-02-28,0,7,0,0
23355,Tehama,2020-02-28,0,0,0,0
23356,Trinity,2020-02-28,0,0,0,0
23357,Tulare,2020-02-28,0,9,0,0
23358,Tuolumne,2020-02-28,0,0,0,0
23360,Ventura,2020-02-28,2,13,0,0
23361,Yolo,2020-02-28,0,4,0,0
23362,Yuba,2020-02-28,0,2,0,0
23363,Alameda,2020-02-27,0,17,0,0
23364,Alpine,2020-02-27,0,0,0,0
23365,Amador,2020-02-27,0,1,0,0
23366,Butte,2020-02-27,0,0,0,0
23367,Calaveras,2020-02-27,0,2,0,0
23368,California,2020-02-27,26,1134,0,33
23369,Colusa,2020-02-27,0,0,0,0
23370,Contra Costa,2020-02-27,1,21,0,0
23371,Del Norte,2020-02-27,0,0,0,0
23372,El Dorado,2020-02-27,0,0,0,0
23373,Fresno,2020-02-27,0,9,0,0
23374,Glenn,2020-02-27,0,3,0,0
23375,Humboldt,2020-02-27,0,3,0,1
23376,Imperial,2020-02-27,0,8,0,0
23377,Inyo,2020-02-27,0,0,0,0
23378,Kern,2020-02-27,0,9,0,0
23379,Kings,2020-02-27,0,14,0,0
23380,Lake,2020-02-27,0,0,0,0
23381,Lassen,2020-02-27,0,0,0,0
23382,Los Angeles,2020-02-27,7,481,0,1
23383,Madera,2020-02-27,0,5,0,0
23384,Marin,2020-02-27,0,7,0,0
23385,Mariposa,2020-02-27,0,0,0,0
23386,Mendocino,2020-02-27,0,0,0,0
23387,Merced,2020-02-27,0,4,0,0
23388,Modoc,2020-02-27,0,0,0,0
23389,Mono,2020-02-27,0,2,0,0
23390,Monterey,2020-02-27,0,1,0,0
23391,Napa,2020-02-27,1,3,0,0
23392,Nevada,2020-02-27,0,5,0,0
23393,Orange,2020-02-27,1,56,0,1
23395,Placer,2020-02-27,2,13,0,0
23396,Plumas,2020-02-27,0,0,0,0
23397,Riverside,2020-02-27,2,74,0,0
23398,Sacramento,2020-02-27,0,13,0,1
23399,San Benito,2020-02-27,0,6,0,2
23400,San Bernardino,2020-02-27,2,101,0,0
23401,San Diego,2020-02-27,1,12,0,2
23402,San Francisco,2020-02-27,0,23,0,0
23403,San Joaquin,2020-02-27,0,11,0,0
23404,San Luis Obispo,2020-02-27,0,18,0,0
23405,San Mateo,2020-02-27,1,16,0,0
23406,Santa Barbara,2020-02-27,0,0,0,0
23407,Santa Clara,2020-02-27,8,82,0,2
23408,Santa Cruz,2020-02-27,0,7,0,0
23409,Shasta,2020-02-27,0,0,0,0
23410,Sierra,2020-02-27,0,1,0,0
23411,Siskiyou,2020-02-27,0,0,0,0
23412,Solano,2020-02-27,0,35,0,23
23413,Sonoma,2020-02-27,0,17,0,0
23414,Stanislaus,2020-02-27,0,21,0,0
23415,Sutter,2020-02-27,0,7,0,0
23416,Tehama,2020-02-27,0,0,0,0
23417,Trinity,2020-02-27,0,0,0,0
23418,Tulare,2020-02-27,0,9,0,0
23419,Tuolumne,2020-02-27,0,0,0,0
23421,Ventura,2020-02-27,0,11,0,0
23422,Yolo,2020-02-27,0,4,0,0
23423,Yuba,2020-02-27,0,2,0,0
23424,Alameda,2020-02-26,0,17,0,0
23425,Alpine,2020-02-26,0,0,0,0
23426,Amador,2020-02-26,0,1,0,0
23427,Butte,2020-02-26,0,0,0,0
23428,Calaveras,2020-02-26,0,2,0,0
23429,California,2020-02-26,42,1108,2,33
23430,Colusa,2020-02-26,0,0,0,0
23431,Contra Costa,2020-02-26,2,20,0,0
23432,Del Norte,2020-02-26,0,0,0,0
23433,El Dorado,2020-02-26,0,0,0,0
23434,Fresno,2020-02-26,0,9,0,0
23435,Glenn,2020-02-26,0,3,0,0
23436,Humboldt,2020-02-26,0,3,0,1
23437,Imperial,2020-02-26,0,8,0,0
23438,Inyo,2020-02-26,0,0,0,0
23439,Kern,2020-02-26,0,9,0,0
23440,Kings,2020-02-26,0,14,0,0
23441,Lake,2020-02-26,0,0,0,0
23442,Lassen,2020-02-26,0,0,0,0
23443,Los Angeles,2020-02-26,14,474,0,1
23444,Madera,2020-02-26,0,5,0,0
23445,Marin,2020-02-26,0,7,0,0
23446,Mariposa,2020-02-26,0,0,0,0
23447,Mendocino,2020-02-26,0,0,0,0
23448,Merced,2020-02-26,1,4,0,0
23449,Modoc,2020-02-26,0,0,0,0
23450,Mono,2020-02-26,0,2,0,0
23451,Monterey,2020-02-26,0,1,0,0
23452,Napa,2020-02-26,0,2,0,0
23453,Nevada,2020-02-26,0,5,0,0
23454,Orange,2020-02-26,2,55,0,1
23456,Placer,2020-02-26,0,11,0,0
23457,Plumas,2020-02-26,0,0,0,0
23458,Riverside,2020-02-26,0,72,0,0
23459,Sacramento,2020-02-26,2,13,0,1
23460,San Benito,2020-02-26,0,6,0,2
23461,San Bernardino,2020-02-26,2,99,0,0
23462,San Diego,2020-02-26,4,11,0,2
23463,San Francisco,2020-02-26,2,23,0,0
23464,San Joaquin,2020-02-26,0,11,0,0
23465,San Luis Obispo,2020-02-26,0,18,0,0
23466,San Mateo,2020-02-26,1,15,0,0
23467,Santa Barbara,2020-02-26,0,0,0,0
23468,Santa Clara,2020-02-26,10,74,0,2
23469,Santa Cruz,2020-02-26,1,7,0,0
23470,Shasta,2020-02-26,0,0,0,0
23471,Sierra,2020-02-26,0,1,0,0
23472,Siskiyou,2020-02-26,0,0,0,0
23473,Solano,2020-02-26,1,35,2,23
23474,Sonoma,2020-02-26,0,17,0,0
23475,Stanislaus,2020-02-26,0,21,0,0
23476,Sutter,2020-02-26,0,7,0,0
23477,Tehama,2020-02-26,0,0,0,0
23478,Trinity,2020-02-26,0,0,0,0
23479,Tulare,2020-02-26,0,9,0,0
23480,Tuolumne,2020-02-26,0,0,0,0
23482,Ventura,2020-02-26,0,11,0,0
23483,Yolo,2020-02-26,0,4,0,0
23484,Yuba,2020-02-26,0,2,0,0
23485,Alameda,2020-02-25,0,17,0,0
23486,Alpine,2020-02-25,0,0,0,0
23487,Amador,2020-02-25,0,1,0,0
23488,Butte,2020-02-25,0,0,0,0
23489,Calaveras,2020-02-25,0,2,0,0
23490,California,2020-02-25,24,1066,6,31
23491,Colusa,2020-02-25,0,0,0,0
23492,Contra Costa,2020-02-25,2,18,0,0
23493,Del Norte,2020-02-25,0,0,0,0
23494,El Dorado,2020-02-25,0,0,0,0
23495,Fresno,2020-02-25,0,9,0,0
23496,Glenn,2020-02-25,0,3,0,0
23497,Humboldt,2020-02-25,0,3,0,1
23498,Imperial,2020-02-25,0,8,0,0
23499,Inyo,2020-02-25,0,0,0,0
23500,Kern,2020-02-25,0,9,0,0
23501,Kings,2020-02-25,0,14,0,0
23502,Lake,2020-02-25,0,0,0,0
23503,Lassen,2020-02-25,0,0,0,0
23504,Los Angeles,2020-02-25,6,460,0,1
23505,Madera,2020-02-25,1,5,0,0
23506,Marin,2020-02-25,0,7,0,0
23507,Mariposa,2020-02-25,0,0,0,0
23508,Mendocino,2020-02-25,0,0,0,0
23509,Merced,2020-02-25,0,3,0,0
23510,Modoc,2020-02-25,0,0,0,0
23511,Mono,2020-02-25,0,2,0,0
23512,Monterey,2020-02-25,0,1,0,0
23513,Napa,2020-02-25,0,2,0,0
23514,Nevada,2020-02-25,0,5,0,0
23515,Orange,2020-02-25,2,53,0,1
23517,Placer,2020-02-25,3,11,0,0
23518,Plumas,2020-02-25,0,0,0,0
23519,Riverside,2020-02-25,1,72,0,0
23520,Sacramento,2020-02-25,1,11,0,1
23521,San Benito,2020-02-25,0,6,0,2
23522,San Bernardino,2020-02-25,0,97,0,0
23523,San Diego,2020-02-25,0,7,0,2
23524,San Francisco,2020-02-25,1,21,0,0
23525,San Joaquin,2020-02-25,0,11,0,0
23526,San Luis Obispo,2020-02-25,0,18,0,0
23527,San Mateo,2020-02-25,3,14,0,0
23528,Santa Barbara,2020-02-25,0,0,0,0
23529,Santa Clara,2020-02-25,2,64,0,2
23530,Santa Cruz,2020-02-25,0,6,0,0
23531,Shasta,2020-02-25,0,0,0,0
23532,Sierra,2020-02-25,0,1,0,0
23533,Siskiyou,2020-02-25,0,0,0,0
23534,Solano,2020-02-25,1,34,6,21
23535,Sonoma,2020-02-25,1,17,0,0
23536,Stanislaus,2020-02-25,0,21,0,0
23537,Sutter,2020-02-25,0,7,0,0
23538,Tehama,2020-02-25,0,0,0,0
23539,Trinity,2020-02-25,0,0,0,0
23540,Tulare,2020-02-25,0,9,0,0
23541,Tuolumne,2020-02-25,0,0,0,0
23543,Ventura,2020-02-25,0,11,0,0
23544,Yolo,2020-02-25,0,4,0,0
23545,Yuba,2020-02-25,0,2,0,0
23546,Alameda,2020-02-24,2,17,0,0
23547,Alpine,2020-02-24,0,0,0,0
23548,Amador,2020-02-24,0,1,0,0
23549,Butte,2020-02-24,0,0,0,0
23550,Calaveras,2020-02-24,0,2,0,0
23551,California,2020-02-24,37,1042,0,25
23552,Colusa,2020-02-24,0,0,0,0
23553,Contra Costa,2020-02-24,3,16,0,0
23554,Del Norte,2020-02-24,0,0,0,0
23555,El Dorado,2020-02-24,0,0,0,0
23556,Fresno,2020-02-24,0,9,0,0
23557,Glenn,2020-02-24,0,3,0,0
23558,Humboldt,2020-02-24,0,3,0,1
23559,Imperial,2020-02-24,0,8,0,0
23560,Inyo,2020-02-24,0,0,0,0
23561,Kern,2020-02-24,0,9,0,0
23562,Kings,2020-02-24,1,14,0,0
23563,Lake,2020-02-24,0,0,0,0
23564,Lassen,2020-02-24,0,0,0,0
23565,Los Angeles,2020-02-24,8,454,0,1
23566,Madera,2020-02-24,0,4,0,0
23567,Marin,2020-02-24,0,7,0,0
23568,Mariposa,2020-02-24,0,0,0,0
23569,Mendocino,2020-02-24,0,0,0,0
23570,Merced,2020-02-24,0,3,0,0
23571,Modoc,2020-02-24,0,0,0,0
23572,Mono,2020-02-24,0,2,0,0
23573,Monterey,2020-02-24,0,1,0,0
23574,Napa,2020-02-24,0,2,0,0
23575,Nevada,2020-02-24,0,5,0,0
23576,Orange,2020-02-24,0,51,0,1
23578,Placer,2020-02-24,0,8,0,0
23579,Plumas,2020-02-24,0,0,0,0
23580,Riverside,2020-02-24,0,71,0,0
23581,Sacramento,2020-02-24,1,10,0,1
23582,San Benito,2020-02-24,0,6,0,2
23583,San Bernardino,2020-02-24,1,97,0,0
23584,San Diego,2020-02-24,1,7,0,2
23585,San Francisco,2020-02-24,1,20,0,0
23586,San Joaquin,2020-02-24,1,11,0,0
23587,San Luis Obispo,2020-02-24,0,18,0,0
23588,San Mateo,2020-02-24,1,11,0,0
23589,Santa Barbara,2020-02-24,0,0,0,0
23590,Santa Clara,2020-02-24,12,62,0,2
23591,Santa Cruz,2020-02-24,3,6,0,0
23592,Shasta,2020-02-24,0,0,0,0
23593,Sierra,2020-02-24,0,1,0,0
23594,Siskiyou,2020-02-24,0,0,0,0
23595,Solano,2020-02-24,2,33,0,15
23596,Sonoma,2020-02-24,0,16,0,0
23597,Stanislaus,2020-02-24,0,21,0,0
23598,Sutter,2020-02-24,0,7,0,0
23599,Tehama,2020-02-24,0,0,0,0
23600,Trinity,2020-02-24,0,0,0,0
23601,Tulare,2020-02-24,0,9,0,0
23602,Tuolumne,2020-02-24,0,0,0,0
23604,Ventura,2020-02-24,0,11,0,0
23605,Yolo,2020-02-24,0,4,0,0
23606,Yuba,2020-02-24,0,2,0,0
23607,Alameda,2020-02-23,1,15,0,0
23608,Alpine,2020-02-23,0,0,0,0
23609,Amador,2020-02-23,0,1,0,0
23610,Butte,2020-02-23,0,0,0,0
23611,Calaveras,2020-02-23,0,2,0,0
23612,California,2020-02-23,19,1005,4,25
23613,Colusa,2020-02-23,0,0,0,0
23614,Contra Costa,2020-02-23,1,13,0,0
23615,Del Norte,2020-02-23,0,0,0,0
23616,El Dorado,2020-02-23,0,0,0,0
23617,Fresno,2020-02-23,0,9,0,0
23618,Glenn,2020-02-23,0,3,0,0
23619,Humboldt,2020-02-23,0,3,0,1
23620,Imperial,2020-02-23,1,8,0,0
23621,Inyo,2020-02-23,0,0,0,0
23622,Kern,2020-02-23,0,9,0,0
23623,Kings,2020-02-23,0,13,0,0
23624,Lake,2020-02-23,0,0,0,0
23625,Lassen,2020-02-23,0,0,0,0
23626,Los Angeles,2020-02-23,2,446,0,1
23627,Madera,2020-02-23,1,4,0,0
23628,Marin,2020-02-23,0,7,0,0
23629,Mariposa,2020-02-23,0,0,0,0
23630,Mendocino,2020-02-23,0,0,0,0
23631,Merced,2020-02-23,0,3,0,0
23632,Modoc,2020-02-23,0,0,0,0
23633,Mono,2020-02-23,0,2,0,0
23634,Monterey,2020-02-23,0,1,0,0
23635,Napa,2020-02-23,0,2,0,0
23636,Nevada,2020-02-23,0,5,0,0
23637,Orange,2020-02-23,1,51,0,1
23639,Placer,2020-02-23,0,8,0,0
23640,Plumas,2020-02-23,0,0,0,0
23641,Riverside,2020-02-23,0,71,0,0
23642,Sacramento,2020-02-23,0,9,0,1
23643,San Benito,2020-02-23,0,6,0,2
23644,San Bernardino,2020-02-23,2,96,0,0
23645,San Diego,2020-02-23,1,6,0,2
23646,San Francisco,2020-02-23,2,19,0,0
23647,San Joaquin,2020-02-23,0,10,0,0
23648,San Luis Obispo,2020-02-23,0,18,0,0
