,county,date,all_hospital_beds,icu_available_beds
754,Napa,2020-04-11,0,5
755,Yuba,2020-04-11,0,9
756,Fresno,2020-04-11,0,52
757,San Benito,2020-04-11,0,2
758,Humboldt,2020-04-11,0,3
759,Solano,2020-04-11,0,32
760,Los Angeles,2020-04-11,0,595
761,Inyo,2020-04-11,0,3
762,San Luis Obispo,2020-04-11,0,23
763,Riverside,2020-04-11,0,149
764,Sutter,2020-04-11,0,0
765,Kern,2020-04-11,0,41
766,Madera,2020-04-11,0,5
767,Monterey,2020-04-11,0,24
768,Lassen,2020-04-11,0,0
769,Tuolumne,2020-04-11,0,3
770,Santa Barbara,2020-04-11,0,53
771,San Francisco,2020-04-11,0,132
772,San Diego,2020-04-11,0,140
773,Lake,2020-04-11,0,0
774,Mendocino,2020-04-11,0,9
775,San Joaquin,2020-04-11,0,28
776,El Dorado,2020-04-11,0,9
777,Orange,2020-04-11,0,219
778,Contra Costa,2020-04-11,0,75
779,Ventura,2020-04-11,0,33
780,Santa Cruz,2020-04-11,0,6
781,Orange,2020-04-12,0,190
782,Marin,2020-04-12,0,13
783,Riverside,2020-04-12,0,146
784,Sutter,2020-04-12,0,0
785,Tehama,2020-04-12,0,6
786,Butte,2020-04-12,0,15
787,Santa Cruz,2020-04-12,0,4
788,Sonoma,2020-04-12,0,25
789,Placer,2020-04-12,0,6
790,Yuba,2020-04-12,0,6
791,Del Norte,2020-04-12,0,6
792,Yolo,2020-04-12,0,3
793,Glenn,2020-04-12,0,0
794,Mariposa,2020-04-12,0,0
795,Napa,2020-04-12,0,6
796,Kings,2020-04-12,0,3
797,Lassen,2020-04-12,0,0
798,Siskiyou,2020-04-12,0,6
799,San Benito,2020-04-12,0,2
800,Inyo,2020-04-12,0,4
801,Colusa,2020-04-12,0,6
802,El Dorado,2020-04-12,0,11
803,Plumas,2020-04-12,0,0
804,Alameda,2020-04-12,0,52
805,Kern,2020-04-12,0,41
806,Madera,2020-04-12,0,5
807,San Diego,2020-04-12,0,170
808,Sacramento,2020-04-12,0,68
809,Fresno,2020-04-12,0,54
810,Mendocino,2020-04-12,0,6
811,San Joaquin,2020-04-12,0,23
812,Lake,2020-04-12,0,0
813,Nevada,2020-04-12,0,4
814,Tulare,2020-04-12,0,22
815,Merced,2020-04-12,0,2
816,Los Angeles,2020-04-12,0,564
817,Ventura,2020-04-12,0,36
818,Stanislaus,2020-04-12,0,7
819,San Bernardino,2020-04-12,0,108
820,Santa Clara,2020-04-12,0,102
821,San Francisco,2020-04-12,0,71
822,San Luis Obispo,2020-04-12,0,24
823,Shasta,2020-04-12,0,15
824,Santa Barbara,2020-04-12,0,53
825,Contra Costa,2020-04-12,0,64
826,Monterey,2020-04-12,0,26
827,San Mateo,2020-04-12,0,23
828,Tuolumne,2020-04-12,0,5
829,Amador,2020-04-12,0,3
830,Calaveras,2020-04-12,0,9
831,Humboldt,2020-04-12,0,3
832,Imperial,2020-04-12,0,2
833,Solano,2020-04-12,0,30
834,Trinity,2020-04-12,0,0
835,Modoc,2020-04-12,0,0
836,Mono,2020-04-12,0,2
837,Riverside,2020-04-13,0,132
838,San Diego,2020-04-13,0,171
839,Santa Clara,2020-04-13,0,87
840,Fresno,2020-04-13,0,60
841,Tehama,2020-04-13,0,6
842,El Dorado,2020-04-13,0,12
843,Sonoma,2020-04-13,0,31
844,Tulare,2020-04-13,0,18
845,Inyo,2020-04-13,0,3
846,Santa Barbara,2020-04-13,0,59
847,Calaveras,2020-04-13,0,10
848,Contra Costa,2020-04-13,0,69
849,Kings,2020-04-13,0,0
850,Monterey,2020-04-13,0,21
851,Kern,2020-04-13,0,49
852,Amador,2020-04-13,0,3
853,Alameda,2020-04-13,0,58
854,Placer,2020-04-13,0,10
855,Sacramento,2020-04-13,0,65
856,Lake,2020-04-13,0,3
857,Solano,2020-04-13,0,27
858,Orange,2020-04-13,0,205
859,San Luis Obispo,2020-04-13,0,20
860,Madera,2020-04-13,0,8
861,San Benito,2020-04-13,0,2
862,Tuolumne,2020-04-13,0,6
863,Los Angeles,2020-04-13,0,632
864,Modoc,2020-04-13,0,0
865,Ventura,2020-04-13,0,35
866,Lassen,2020-04-13,0,0
867,Siskiyou,2020-04-13,0,3
868,Humboldt,2020-04-13,0,10
869,San Francisco,2020-04-13,0,61
870,Mariposa,2020-04-13,0,0
871,Imperial,2020-04-13,0,6
872,San Mateo,2020-04-13,0,26
873,Butte,2020-04-13,0,3
874,Nevada,2020-04-13,0,5
875,Marin,2020-04-13,0,12
876,San Bernardino,2020-04-13,0,135
877,Yuba,2020-04-13,0,8
878,Glenn,2020-04-13,0,0
879,Mendocino,2020-04-13,0,6
880,Del Norte,2020-04-13,0,3
881,San Joaquin,2020-04-13,0,14
882,Sutter,2020-04-13,0,0
883,Colusa,2020-04-13,0,6
884,Yolo,2020-04-13,0,14
885,Shasta,2020-04-13,0,6
886,Napa,2020-04-13,0,9
887,Santa Cruz,2020-04-13,0,1
888,Merced,2020-04-13,0,5
889,Stanislaus,2020-04-13,0,45
890,Plumas,2020-04-13,0,0
891,Mono,2020-04-13,0,2
892,Trinity,2020-04-13,0,0
893,Sacramento,2020-04-14,0,59
894,Fresno,2020-04-14,0,42
895,Shasta,2020-04-14,0,9
896,Inyo,2020-04-14,0,5
897,Imperial,2020-04-14,0,3
898,Yuba,2020-04-14,0,7
899,Plumas,2020-04-14,0,0
900,Contra Costa,2020-04-14,0,61
901,Tuolumne,2020-04-14,0,1
902,Madera,2020-04-14,0,7
903,Lassen,2020-04-14,0,0
904,Yolo,2020-04-14,0,12
905,Santa Cruz,2020-04-14,0,3
906,Mariposa,2020-04-14,0,0
907,San Joaquin,2020-04-14,0,12
908,Siskiyou,2020-04-14,0,2
909,Marin,2020-04-14,0,9
910,Kern,2020-04-14,0,45
911,Glenn,2020-04-14,0,0
912,Nevada,2020-04-14,0,7
913,Santa Clara,2020-04-14,0,104
914,Amador,2020-04-14,0,4
915,Del Norte,2020-04-14,0,4
916,Calaveras,2020-04-14,0,12
917,San Luis Obispo,2020-04-14,0,18
918,Kings,2020-04-14,0,2
919,Sonoma,2020-04-14,0,23
920,Placer,2020-04-14,0,9
921,Sutter,2020-04-14,0,0
922,Ventura,2020-04-14,0,43
923,San Benito,2020-04-14,0,2
924,Mendocino,2020-04-14,0,6
925,San Bernardino,2020-04-14,0,117
926,Humboldt,2020-04-14,0,10
927,Merced,2020-04-14,0,4
928,Stanislaus,2020-04-14,0,50
929,Colusa,2020-04-14,0,6
930,Tulare,2020-04-14,0,18
931,Butte,2020-04-14,0,4
932,Mono,2020-04-14,0,2
933,San Mateo,2020-04-14,0,25
934,Lake,2020-04-14,0,3
935,Monterey,2020-04-14,0,25
936,Trinity,2020-04-14,0,0
937,Riverside,2020-04-14,0,141
938,Orange,2020-04-14,0,259
939,Los Angeles,2020-04-14,0,614
940,Santa Barbara,2020-04-14,0,64
941,Solano,2020-04-14,0,27
942,San Diego,2020-04-14,0,162
943,Alameda,2020-04-14,0,61
944,Napa,2020-04-14,0,8
945,El Dorado,2020-04-14,0,12
946,Modoc,2020-04-14,0,0
947,San Francisco,2020-04-14,0,69
948,Tehama,2020-04-14,0,4
949,Mendocino,2020-04-15,0,8
950,Los Angeles,2020-04-15,0,566
951,Kings,2020-04-15,0,3
952,San Diego,2020-04-15,0,148
953,San Mateo,2020-04-15,0,27
954,Tehama,2020-04-15,0,7
955,Contra Costa,2020-04-15,0,76
956,Mariposa,2020-04-15,0,0
957,Sutter,2020-04-15,0,0
958,San Joaquin,2020-04-15,0,27
959,Modoc,2020-04-15,0,0
960,San Bernardino,2020-04-15,0,61
961,Fresno,2020-04-15,0,44
962,Napa,2020-04-15,0,8
963,Riverside,2020-04-15,0,112
964,Marin,2020-04-15,0,11
965,Siskiyou,2020-04-15,0,3
966,Placer,2020-04-15,0,12
967,Solano,2020-04-15,0,30
968,Stanislaus,2020-04-15,0,33
969,El Dorado,2020-04-15,0,12
970,Shasta,2020-04-15,0,13
971,Calaveras,2020-04-15,0,10
972,Lake,2020-04-15,0,1
973,Humboldt,2020-04-15,0,11
974,Plumas,2020-04-15,0,0
975,Del Norte,2020-04-15,0,4
976,Glenn,2020-04-15,0,0
977,Sacramento,2020-04-15,0,55
978,Kern,2020-04-15,0,47
979,Santa Cruz,2020-04-15,0,5
980,Inyo,2020-04-15,0,6
981,San Francisco,2020-04-15,0,76
982,Monterey,2020-04-15,0,22
983,Alameda,2020-04-15,0,70
984,Sonoma,2020-04-15,0,25
985,Butte,2020-04-15,0,6
986,Mono,2020-04-15,0,2
987,San Luis Obispo,2020-04-15,0,28
988,Yuba,2020-04-15,0,8
989,San Benito,2020-04-15,0,4
990,Madera,2020-04-15,0,6
991,Lassen,2020-04-15,0,0
992,Imperial,2020-04-15,0,2
993,Colusa,2020-04-15,0,6
994,Ventura,2020-04-15,0,37
995,Tulare,2020-04-15,0,22
996,Santa Clara,2020-04-15,0,92
997,Trinity,2020-04-15,0,0
998,Nevada,2020-04-15,0,2
999,Merced,2020-04-15,0,5
1000,Amador,2020-04-15,0,2
1001,Yolo,2020-04-15,0,14
1002,Tuolumne,2020-04-15,0,3
1003,Orange,2020-04-15,0,235
1004,Santa Barbara,2020-04-15,0,61
1005,Sacramento,2020-04-16,0,43
1006,Siskiyou,2020-04-16,0,4
1007,Tehama,2020-04-16,0,5
1008,San Mateo,2020-04-16,0,26
1009,Monterey,2020-04-16,0,23
1010,Santa Cruz,2020-04-16,0,7
1011,Sonoma,2020-04-16,0,28
1012,Del Norte,2020-04-16,0,2
1013,Napa,2020-04-16,0,2
1014,Tuolumne,2020-04-16,0,2
1015,Humboldt,2020-04-16,0,-1
1016,Nevada,2020-04-16,0,2
1017,Imperial,2020-04-16,0,3
1018,Lake,2020-04-16,0,1
1019,Colusa,2020-04-16,0,5
1020,Mariposa,2020-04-16,0,0
1021,Solano,2020-04-16,0,28
1022,Ventura,2020-04-16,0,38
1023,Butte,2020-04-16,0,8
1024,Glenn,2020-04-16,0,0
1025,Santa Clara,2020-04-16,0,89
1026,Marin,2020-04-16,0,15
1027,Amador,2020-04-16,0,5
1028,Mono,2020-04-16,0,2
1029,Sutter,2020-04-16,0,0
1030,Merced,2020-04-16,0,7
1031,Mendocino,2020-04-16,0,8
1032,Orange,2020-04-16,0,258
1033,Shasta,2020-04-16,0,14
1034,Riverside,2020-04-16,0,123
1035,Inyo,2020-04-16,0,5
1036,Tulare,2020-04-16,0,17
1037,San Benito,2020-04-16,0,2
1038,San Francisco,2020-04-16,0,64
1039,Stanislaus,2020-04-16,0,25
1040,Yuba,2020-04-16,0,6
1041,Fresno,2020-04-16,0,48
1042,Madera,2020-04-16,0,6
1043,Placer,2020-04-16,0,15
1044,Los Angeles,2020-04-16,0,608
1045,Contra Costa,2020-04-16,0,61
1046,Trinity,2020-04-16,0,0
1047,Calaveras,2020-04-16,0,10
1048,San Bernardino,2020-04-16,0,83
1049,Lassen,2020-04-16,0,0
1050,Plumas,2020-04-16,0,0
1051,Kings,2020-04-16,0,5
1052,San Luis Obispo,2020-04-16,0,32
1053,Yolo,2020-04-16,0,15
1054,Santa Barbara,2020-04-16,0,62
1055,Kern,2020-04-16,0,57
1056,Modoc,2020-04-16,0,0
1057,Alameda,2020-04-16,0,66
1058,El Dorado,2020-04-16,0,14
1059,San Diego,2020-04-16,0,151
1060,San Joaquin,2020-04-16,0,28
1061,Marin,2020-04-17,0,15
1062,San Bernardino,2020-04-17,0,82
1063,Kings,2020-04-17,0,0
1064,Butte,2020-04-17,0,7
1065,Lassen,2020-04-17,0,0
1066,Riverside,2020-04-17,0,119
1067,Alameda,2020-04-17,0,55
1068,Mariposa,2020-04-17,0,0
1069,Sonoma,2020-04-17,0,33
1070,Del Norte,2020-04-17,0,3
1071,Stanislaus,2020-04-17,0,22
1072,Kern,2020-04-17,0,59
1073,Yolo,2020-04-17,0,14
1074,Glenn,2020-04-17,0,0
1075,Siskiyou,2020-04-17,0,4
1076,Santa Clara,2020-04-17,0,86
1077,Modoc,2020-04-17,0,0
1078,Lake,2020-04-17,0,3
1079,Sutter,2020-04-17,0,0
1080,Mono,2020-04-17,0,2
1081,Madera,2020-04-17,0,7
1082,Sacramento,2020-04-17,0,38
1083,Nevada,2020-04-17,0,0
1084,San Diego,2020-04-17,0,157
1085,Napa,2020-04-17,0,13
1086,Humboldt,2020-04-17,0,1
1087,Trinity,2020-04-17,0,0
1088,San Benito,2020-04-17,0,2
1089,Shasta,2020-04-17,0,13
1090,Colusa,2020-04-17,0,5
1091,Fresno,2020-04-17,0,52
1092,Mendocino,2020-04-17,0,7
1093,Inyo,2020-04-17,0,5
1094,Imperial,2020-04-17,0,3
1095,Santa Barbara,2020-04-17,0,63
1096,San Luis Obispo,2020-04-17,0,32
1097,San Francisco,2020-04-17,0,66
1098,San Joaquin,2020-04-17,0,26
1099,Los Angeles,2020-04-17,0,593
1100,Monterey,2020-04-17,0,22
1101,San Mateo,2020-04-17,0,22
1102,Tehama,2020-04-17,0,5
1103,Orange,2020-04-17,0,274
1104,Amador,2020-04-17,0,3
1105,Tuolumne,2020-04-17,0,2
1106,Tulare,2020-04-17,0,6
1107,Placer,2020-04-17,0,16
1108,Santa Cruz,2020-04-17,0,6
1109,Solano,2020-04-17,0,36
1110,El Dorado,2020-04-17,0,12
1111,Calaveras,2020-04-17,0,9
1112,Contra Costa,2020-04-17,0,59
1113,Merced,2020-04-17,0,3
1114,Yuba,2020-04-17,0,4
1115,Ventura,2020-04-17,0,37
1116,Plumas,2020-04-17,0,0
1117,Contra Costa,2020-04-18,0,79
1118,Yuba,2020-04-18,0,5
1119,Humboldt,2020-04-18,0,5
1120,Solano,2020-04-18,0,34
1121,Kings,2020-04-18,0,1
1122,Tehama,2020-04-18,0,4
1123,San Joaquin,2020-04-18,0,38
1124,Marin,2020-04-18,0,13
1125,Yolo,2020-04-18,0,14
1126,Sutter,2020-04-18,0,0
1127,Glenn,2020-04-18,0,0
1128,Napa,2020-04-18,0,13
1129,Tuolumne,2020-04-18,0,1
1130,Placer,2020-04-18,0,6
1131,Fresno,2020-04-18,0,51
1132,Mono,2020-04-18,0,2
1133,El Dorado,2020-04-18,0,11
1134,Mariposa,2020-04-18,0,0
1135,Madera,2020-04-18,0,7
1136,Imperial,2020-04-18,0,2
1137,Del Norte,2020-04-18,0,6
1138,San Benito,2020-04-18,0,2
1139,Ventura,2020-04-18,0,35
1140,Riverside,2020-04-18,0,133
1141,Trinity,2020-04-18,0,0
1142,Inyo,2020-04-18,0,4
1143,Kern,2020-04-18,0,56
1144,Santa Barbara,2020-04-18,0,60
1145,Colusa,2020-04-18,0,6
1146,Modoc,2020-04-18,0,0
1147,Siskiyou,2020-04-18,0,4
1148,Shasta,2020-04-18,0,13
1149,Orange,2020-04-18,0,263
1150,Nevada,2020-04-18,0,4
1151,Stanislaus,2020-04-18,0,31
1152,Lassen,2020-04-18,0,0
1153,Alameda,2020-04-18,0,62
1154,Sonoma,2020-04-18,0,32
1155,Calaveras,2020-04-18,0,11
1156,Amador,2020-04-18,0,3
1157,Merced,2020-04-18,0,4
1158,Butte,2020-04-18,0,11
1159,Lake,2020-04-18,0,6
1160,Tulare,2020-04-18,0,11
1161,Santa Cruz,2020-04-18,0,12
1162,Plumas,2020-04-18,0,0
1163,San Mateo,2020-04-18,0,37
1164,San Bernardino,2020-04-18,0,107
1165,San Luis Obispo,2020-04-18,0,23
1166,Mendocino,2020-04-18,0,9
1167,Santa Clara,2020-04-18,0,84
1168,Los Angeles,2020-04-18,0,579
1169,Monterey,2020-04-18,0,38
1170,Sacramento,2020-04-18,0,58
1171,San Diego,2020-04-18,0,164
1172,San Francisco,2020-04-18,0,75
1173,Plumas,2020-04-19,0,0
1174,San Joaquin,2020-04-19,0,32
1175,Napa,2020-04-19,0,14
1176,Del Norte,2020-04-19,0,3
1177,Trinity,2020-04-19,0,0
1178,Mono,2020-04-19,0,2
1179,Shasta,2020-04-19,0,11
1180,Santa Barbara,2020-04-19,0,60
1181,Santa Clara,2020-04-19,0,105
1182,Contra Costa,2020-04-19,0,69
1183,San Luis Obispo,2020-04-19,0,27
1184,San Francisco,2020-04-19,0,76
1185,Ventura,2020-04-19,0,33
1186,San Mateo,2020-04-19,0,22
1187,Solano,2020-04-19,0,40
1188,El Dorado,2020-04-19,0,11
1189,Madera,2020-04-19,0,7
1190,Riverside,2020-04-19,0,145
1191,Stanislaus,2020-04-19,0,41
1192,Sonoma,2020-04-19,0,27
1193,Los Angeles,2020-04-19,0,577
1194,Glenn,2020-04-19,0,0
1195,Humboldt,2020-04-19,0,7
1196,Colusa,2020-04-19,0,6
1197,Lassen,2020-04-19,0,0
1198,San Diego,2020-04-19,0,154
1199,Inyo,2020-04-19,0,5
1200,Orange,2020-04-19,0,248
1201,Fresno,2020-04-19,0,59
1202,San Benito,2020-04-19,0,3
1203,Yuba,2020-04-19,0,5
1204,Sacramento,2020-04-19,0,59
1205,Placer,2020-04-19,0,6
1206,Monterey,2020-04-19,0,26
1207,Modoc,2020-04-19,0,0
1208,San Bernardino,2020-04-19,0,107
1209,Marin,2020-04-19,0,10
1210,Alameda,2020-04-19,0,61
1211,Kings,2020-04-19,0,0
1212,Nevada,2020-04-19,0,4
1213,Tehama,2020-04-19,0,5
1214,Siskiyou,2020-04-19,0,4
1215,Calaveras,2020-04-19,0,11
1216,Mendocino,2020-04-19,0,9
1217,Mariposa,2020-04-19,0,0
1218,Merced,2020-04-19,0,4
1219,Tuolumne,2020-04-19,0,2
1220,Lake,2020-04-19,0,5
1221,Tulare,2020-04-19,0,13
1222,Sutter,2020-04-19,0,0
1223,Imperial,2020-04-19,0,1
1224,Butte,2020-04-19,0,11
1225,Yolo,2020-04-19,0,21
1226,Amador,2020-04-19,0,2
1227,Santa Cruz,2020-04-19,0,13
1228,Kern,2020-04-19,0,49
1229,Shasta,2020-04-20,0,16
1230,Imperial,2020-04-20,0,1
1231,Glenn,2020-04-20,0,0
1232,Kern,2020-04-20,0,51
1233,Monterey,2020-04-20,0,23
1234,Marin,2020-04-20,0,11
1235,Yuba,2020-04-20,0,7
1236,Merced,2020-04-20,0,6
1237,Humboldt,2020-04-20,0,4
1238,Modoc,2020-04-20,0,0
1239,Inyo,2020-04-20,0,4
1240,Riverside,2020-04-20,0,133
1241,Sacramento,2020-04-20,0,62
1242,Lassen,2020-04-20,0,0
1243,Solano,2020-04-20,0,36
1244,Lake,2020-04-20,0,0
1245,Alameda,2020-04-20,0,59
1246,Nevada,2020-04-20,0,7
1247,Sutter,2020-04-20,0,0
1248,Yolo,2020-04-20,0,14
1249,Madera,2020-04-20,0,7
1250,Del Norte,2020-04-20,0,1
1251,Tulare,2020-04-20,0,15
1252,San Francisco,2020-04-20,0,73
1253,Plumas,2020-04-20,0,0
1254,Kings,2020-04-20,0,3
1255,Siskiyou,2020-04-20,0,5
1256,Santa Cruz,2020-04-20,0,11
1257,San Bernardino,2020-04-20,0,150
1258,Ventura,2020-04-20,0,27
1259,Trinity,2020-04-20,0,0
1260,Amador,2020-04-20,0,4
1261,San Joaquin,2020-04-20,0,18
1262,Calaveras,2020-04-20,0,11
1263,San Diego,2020-04-20,0,149
1264,Mendocino,2020-04-20,0,7
1265,Contra Costa,2020-04-20,0,75
1266,Butte,2020-04-20,0,9
1267,San Mateo,2020-04-20,0,19
1268,Santa Barbara,2020-04-20,0,61
1269,Placer,2020-04-20,0,15
1270,Orange,2020-04-20,0,184
1271,Sonoma,2020-04-20,0,29
1272,San Luis Obispo,2020-04-20,0,28
1273,Fresno,2020-04-20,0,55
1274,El Dorado,2020-04-20,0,13
1275,Mariposa,2020-04-20,0,0
1276,San Benito,2020-04-20,0,3
1277,Napa,2020-04-20,0,8
1278,Colusa,2020-04-20,0,5
1279,Los Angeles,2020-04-20,0,607
1280,Santa Clara,2020-04-20,0,115
1281,Stanislaus,2020-04-20,0,34
1282,Tuolumne,2020-04-20,0,2
1283,Mono,2020-04-20,0,2
1284,Tehama,2020-04-20,0,6
1285,San Bernardino,2020-04-21,2714,142
1286,Santa Cruz,2020-04-21,351,16
1287,Kern,2020-04-21,1171,57
1288,Del Norte,2020-04-21,0,3
1289,Napa,2020-04-21,387,9
1290,Sutter,2020-04-21,0,0
1291,Merced,2020-04-21,0,4
1292,Tulare,2020-04-21,276,15
1293,San Francisco,2020-04-21,738,79
1294,Glenn,2020-04-21,0,0
1295,Placer,2020-04-21,0,11
1296,Mono,2020-04-21,17,2
1297,Ventura,2020-04-21,976,25
1298,San Benito,2020-04-21,25,2
1299,Amador,2020-04-21,0,2
1300,Santa Barbara,2020-04-21,415,82
1301,Yuba,2020-04-21,445,16
1302,Shasta,2020-04-21,279,16
1303,Madera,2020-04-21,0,15
1304,Tuolumne,2020-04-21,90,3
1305,Imperial,2020-04-21,161,1
1306,Stanislaus,2020-04-21,1400,72
1307,Modoc,2020-04-21,20,0
1308,Nevada,2020-04-21,58,7
1309,Tehama,2020-04-21,0,3
1310,Sonoma,2020-04-21,575,28
1311,Yolo,2020-04-21,0,15
1312,Inyo,2020-04-21,50,3
1313,Mariposa,2020-04-21,0,0
1314,Colusa,2020-04-21,80,4
1315,Santa Clara,2020-04-21,2582,120
1316,Lassen,2020-04-21,0,0
1317,Lake,2020-04-21,58,6
1318,Humboldt,2020-04-21,308,6
1319,El Dorado,2020-04-21,155,12
1320,San Luis Obispo,2020-04-21,303,25
1321,Orange,2020-04-21,4213,277
1322,Fresno,2020-04-21,764,46
1323,Contra Costa,2020-04-21,1037,71
1324,Trinity,2020-04-21,54,0
1325,Mendocino,2020-04-21,151,9
1326,Calaveras,2020-04-21,50,12
1327,Marin,2020-04-21,242,11
1328,Siskiyou,2020-04-21,36,5
1329,Alameda,2020-04-21,591,66
1330,Plumas,2020-04-21,9,0
1331,Solano,2020-04-21,204,38
1332,San Joaquin,2020-04-21,544,30
1333,San Diego,2020-04-21,3776,161
1334,Los Angeles,2020-04-21,13663,941
1335,Kings,2020-04-21,223,6
1336,Riverside,2020-04-21,2726,112
1337,Butte,2020-04-21,424,19
1338,San Mateo,2020-04-21,395,33
1339,Sacramento,2020-04-21,50,72
1340,Monterey,2020-04-21,875,68
1341,San Benito,2020-04-22,25,1
1342,Trinity,2020-04-22,54,0
1343,Mariposa,2020-04-22,30,0
1344,Colusa,2020-04-22,80,4
1345,Alameda,2020-04-22,1141,46
1346,Glenn,2020-04-22,0,0
1347,Kern,2020-04-22,1167,58
1348,Imperial,2020-04-22,161,1
1349,Solano,2020-04-22,204,32
1350,Fresno,2020-04-22,748,52
1351,Sutter,2020-04-22,0,0
1352,San Luis Obispo,2020-04-22,303,25
1353,Santa Clara,2020-04-22,2741,157
1354,Kings,2020-04-22,192,3
1355,Yuba,2020-04-22,445,13
1356,Siskiyou,2020-04-22,65,4
1357,Merced,2020-04-22,0,4
1358,Nevada,2020-04-22,57,8
1359,San Joaquin,2020-04-22,632,25
1360,Lake,2020-04-22,58,4
1361,Amador,2020-04-22,0,3
1362,Butte,2020-04-22,424,17
1363,Del Norte,2020-04-22,0,3
1364,Tulare,2020-04-22,226,25
1365,San Mateo,2020-04-22,395,32
1366,Tehama,2020-04-22,0,4
1367,Orange,2020-04-22,4786,293
1368,Shasta,2020-04-22,279,14
1369,Sonoma,2020-04-22,596,27
1370,Modoc,2020-04-22,12,0
1371,Mendocino,2020-04-22,151,7
1372,El Dorado,2020-04-22,165,13
1373,Mono,2020-04-22,17,2
1374,Lassen,2020-04-22,25,0
1375,Los Angeles,2020-04-22,17405,1215
1376,San Bernardino,2020-04-22,3830,167
1377,Sacramento,2020-04-22,50,79
1378,Contra Costa,2020-04-22,1031,75
1379,Stanislaus,2020-04-22,1421,58
1380,Riverside,2020-04-22,3668,176
1381,Marin,2020-04-22,242,12
1382,Madera,2020-04-22,568,22
1383,Napa,2020-04-22,387,11
1384,Placer,2020-04-22,0,10
1385,San Diego,2020-04-22,5467,365
1386,Santa Barbara,2020-04-22,427,88
1387,Yolo,2020-04-22,0,14
1388,Humboldt,2020-04-22,310,8
1389,Ventura,2020-04-22,1049,33
1390,Tuolumne,2020-04-22,151,2
1391,Monterey,2020-04-22,875,95
1392,Plumas,2020-04-22,9,0
1393,San Francisco,2020-04-22,738,74
1394,Santa Cruz,2020-04-22,351,10
1395,Inyo,2020-04-22,50,4
1396,Calaveras,2020-04-22,50,12
1397,Fresno,2020-04-23,748,52
1398,Kings,2020-04-23,192,4
1399,Amador,2020-04-23,0,2
1400,Sacramento,2020-04-23,737,80
1401,Siskiyou,2020-04-23,65,4
1402,Mono,2020-04-23,17,2
1403,San Mateo,2020-04-23,517,35
1404,Shasta,2020-04-23,645,16
1405,Del Norte,2020-04-23,0,3
1406,Lassen,2020-04-23,25,0
1407,Monterey,2020-04-23,875,122
1408,San Benito,2020-04-23,25,1
1409,Humboldt,2020-04-23,310,4
1410,Nevada,2020-04-23,116,6
1411,Tehama,2020-04-23,106,4
1412,San Luis Obispo,2020-04-23,526,30
1413,Colusa,2020-04-23,80,4
1414,Lake,2020-04-23,58,4
1415,Yuba,2020-04-23,445,9
1416,Napa,2020-04-23,387,2
1417,El Dorado,2020-04-23,173,15
1418,Santa Barbara,2020-04-23,717,90
1419,Madera,2020-04-23,568,16
1420,Plumas,2020-04-23,9,0
1421,San Diego,2020-04-23,5501,389
1422,Kern,2020-04-23,1429,63
1423,Marin,2020-04-23,242,12
1424,Trinity,2020-04-23,54,0
1425,Orange,2020-04-23,5251,293
1426,Butte,2020-04-23,424,14
1427,Mendocino,2020-04-23,151,7
1428,Sonoma,2020-04-23,615,48
1429,Contra Costa,2020-04-23,1031,81
1430,Calaveras,2020-04-23,50,11
1431,San Joaquin,2020-04-23,1047,25
1432,Glenn,2020-04-23,0,0
1433,Mariposa,2020-04-23,30,0
1434,Santa Clara,2020-04-23,2741,137
1435,Tulare,2020-04-23,882,16
1436,Santa Cruz,2020-04-23,351,9
1437,San Bernardino,2020-04-23,4516,175
1438,Tuolumne,2020-04-23,151,2
1439,Los Angeles,2020-04-23,21107,1263
1440,Imperial,2020-04-23,240,1
1441,Solano,2020-04-23,204,31
1442,Merced,2020-04-23,206,7
1443,Inyo,2020-04-23,50,5
1444,Sutter,2020-04-23,0,0
1445,San Francisco,2020-04-23,1173,70
1446,Yolo,2020-04-23,130,14
1447,Modoc,2020-04-23,12,0
1448,Placer,2020-04-23,0,11
1449,Riverside,2020-04-23,3526,232
1450,Alameda,2020-04-23,1129,95
1451,Stanislaus,2020-04-23,1421,62
1452,Ventura,2020-04-23,1305,47
1453,San Luis Obispo,2020-04-24,526,24
1454,Humboldt,2020-04-24,307,8
1455,Orange,2020-04-24,5374,391
1456,Del Norte,2020-04-24,0,6
1457,Yuba,2020-04-24,445,10
1458,Kern,2020-04-24,1715,59
1459,Santa Clara,2020-04-24,2741,134
1460,San Mateo,2020-04-24,517,40
1461,San Bernardino,2020-04-24,4516,250
1462,Modoc,2020-04-24,12,0
1463,Merced,2020-04-24,206,6
1464,Tulare,2020-04-24,882,19
1465,Placer,2020-04-24,0,43
1466,Santa Cruz,2020-04-24,351,12
1467,Alameda,2020-04-24,1127,110
1468,Colusa,2020-04-24,80,5
1469,Sutter,2020-04-24,0,0
1470,Siskiyou,2020-04-24,65,5
1471,Mendocino,2020-04-24,151,9
1472,Los Angeles,2020-04-24,20782,1378
1473,Stanislaus,2020-04-24,1421,58
1474,Napa,2020-04-24,387,7
1475,Trinity,2020-04-24,54,0
1476,Riverside,2020-04-24,3524,222
1477,Amador,2020-04-24,0,6
1478,El Dorado,2020-04-24,173,12
1479,Inyo,2020-04-24,89,5
1480,San Benito,2020-04-24,25,2
1481,Fresno,2020-04-24,748,47
1482,Santa Barbara,2020-04-24,717,80
