county,date,cases,cumulative_cases,reported_cases,cumulative_reported_cases
Sonoma,5/5/2020,14,341,7,263
Stanislaus,5/5/2020,6,543,8,430
Sutter,5/5/2020,3,41,1,29
Tehama,5/5/2020,0,2,0,1
Trinity,5/5/2020,1,1,0,0
Tulare,5/5/2020,78,1350,109,869
Tuolumne,5/5/2020,0,2,-1,2
Ventura,5/5/2020,20,810,17,607
Yolo,5/5/2020,1,187,0,171
Yuba,5/5/2020,3,23,-1,15
Alameda,5/4/2020,62,2157,31,1762
Alpine,5/4/2020,0,1,0,1
Amador,5/4/2020,0,9,0,8
Butte,5/4/2020,0,20,-1,16
Calaveras,5/4/2020,0,15,0,13
California,5/4/2020,2421,73249,1275,56212
Colusa,5/4/2020,0,3,0,3
Contra Costa,5/4/2020,16,1087,4,949
Del Norte,5/4/2020,0,5,0,3
El Dorado,5/4/2020,2,60,2,51
Fresno,5/4/2020,91,1321,34,680
Glenn,5/4/2020,1,11,-1,4
Humboldt,5/4/2020,2,62,0,54
Imperial,5/4/2020,56,745,0,351
Inyo,5/4/2020,0,19,0,20
Kern,5/4/2020,51,1374,22,1047
Kings,5/4/2020,20,307,16,153
Lake,5/4/2020,0,9,0,7
Lassen,5/4/2020,0,0,0,0
Los Angeles,5/4/2020,979,33923,535,26243
Madera,5/4/2020,7,97,6,52
Marin,5/4/2020,5,264,1,244
Mariposa,5/4/2020,0,15,0,13
Mendocino,5/4/2020,0,11,0,10
Merced,5/4/2020,8,217,4,138
Modoc,5/4/2020,0,0,0,0
Mono,5/4/2020,0,34,0,25
Monterey,5/4/2020,9,292,2,237
Napa,5/4/2020,0,85,0,72
Nevada,5/4/2020,0,46,0,41
Orange,5/4/2020,170,4476,72,2931
Placer,5/4/2020,0,179,1,162
Plumas,5/4/2020,0,4,0,4
Riverside,5/4/2020,106,5229,187,4221
Sacramento,5/4/2020,8,1175,10,1119
San Benito,5/4/2020,0,61,0,49
San Bernardino,5/4/2020,61,3104,61,2184
San Diego,5/4/2020,138,5090,93,4022
San Francisco,5/4/2020,28,1991,68,1760
San Joaquin,5/4/2020,7,628,4,574
San Luis Obispo,5/4/2020,3,259,2,202
San Mateo,5/4/2020,40,1493,36,1313
Santa Barbara,5/4/2020,363,1035,12,524
Santa Clara,5/4/2020,28,2580,3,2238
Santa Cruz,5/4/2020,0,145,0,133
Shasta,5/4/2020,2,41,0,31
Sierra,5/4/2020,0,1,0,0
Siskiyou,5/4/2020,0,5,0,5
Solano,5/4/2020,10,390,27,293
Sonoma,5/4/2020,9,327,2,256
Stanislaus,5/4/2020,28,537,11,422
Sutter,5/4/2020,1,38,0,28
Tehama,5/4/2020,0,2,0,1
Trinity,5/4/2020,0,0,0,0
Tulare,5/4/2020,78,1272,24,760
Tuolumne,5/4/2020,0,2,0,3
Ventura,5/4/2020,31,790,7,590
Yolo,5/4/2020,1,186,0,171
Yuba,5/4/2020,0,20,0,16
Alameda,5/3/2020,37,2095,53,1731
Alpine,5/3/2020,0,1,0,1
Amador,5/3/2020,0,9,0,8
Butte,5/3/2020,0,20,0,17
Calaveras,5/3/2020,0,15,0,13
California,5/3/2020,1143,70828,1321,54937
Colusa,5/3/2020,0,3,0,3
Contra Costa,5/3/2020,17,1071,16,945
Del Norte,5/3/2020,0,5,0,3
El Dorado,5/3/2020,0,58,2,49
Fresno,5/3/2020,19,1230,17,646
Glenn,5/3/2020,0,10,0,5
Humboldt,5/3/2020,0,60,0,54
Imperial,5/3/2020,28,689,6,351
Inyo,5/3/2020,0,19,0,20
Kern,5/3/2020,26,1323,18,1025
Kings,5/3/2020,3,287,17,137
Lake,5/3/2020,0,9,0,7
Lassen,5/3/2020,0,0,0,0
Los Angeles,5/3/2020,529,32944,753,25708
Madera,5/3/2020,0,90,0,46
Marin,5/3/2020,2,259,0,243
Mariposa,5/3/2020,0,15,0,13
Mendocino,5/3/2020,0,11,0,10
Merced,5/3/2020,3,209,3,134
Modoc,5/3/2020,0,0,0,0
Mono,5/3/2020,0,34,0,25
Monterey,5/3/2020,6,283,10,235
Napa,5/3/2020,0,85,1,72
Nevada,5/3/2020,0,46,0,41
Orange,5/3/2020,112,4306,85,2859
Placer,5/3/2020,2,179,11,161
Plumas,5/3/2020,0,4,0,4
Riverside,5/3/2020,66,5123,37,4034
Sacramento,5/3/2020,4,1167,12,1109
San Benito,5/3/2020,0,61,0,49
San Bernardino,5/3/2020,40,3043,-1,2123
San Diego,5/3/2020,102,4952,85,3929
San Francisco,5/3/2020,23,1963,60,1692
San Joaquin,5/3/2020,8,621,11,570
San Luis Obispo,5/3/2020,6,256,7,200
San Mateo,5/3/2020,15,1453,5,1277
Santa Barbara,5/3/2020,12,672,6,512
Santa Clara,5/3/2020,11,2552,32,2235
Santa Cruz,5/3/2020,1,145,2,133
Shasta,5/3/2020,0,39,0,31
Sierra,5/3/2020,0,1,0,0
Siskiyou,5/3/2020,0,5,0,5
Solano,5/3/2020,6,380,-1,266
Sonoma,5/3/2020,3,318,4,254
Stanislaus,5/3/2020,8,509,23,411
Sutter,5/3/2020,0,37,0,28
Tehama,5/3/2020,0,2,0,1
Trinity,5/3/2020,0,0,0,0
Tulare,5/3/2020,40,1194,25,736
Tuolumne,5/3/2020,0,2,0,3
Ventura,5/3/2020,14,759,19,583
Yolo,5/3/2020,0,185,2,171
Yuba,5/3/2020,0,20,0,16
Alameda,5/2/2020,34,2058,48,1678
Alpine,5/2/2020,0,1,0,1
Amador,5/2/2020,0,9,0,8
Butte,5/2/2020,0,20,0,17
Calaveras,5/2/2020,0,15,0,13
California,5/2/2020,1361,69685,1419,53616
Colusa,5/2/2020,0,3,0,3
Contra Costa,5/2/2020,14,1054,14,929
Del Norte,5/2/2020,0,5,0,3
El Dorado,5/2/2020,0,58,0,47
Fresno,5/2/2020,26,1211,12,629
Glenn,5/2/2020,0,10,1,5
Humboldt,5/2/2020,0,60,0,54
Imperial,5/2/2020,37,661,8,345
Inyo,5/2/2020,0,19,0,20
Kern,5/2/2020,27,1297,35,1007
Kings,5/2/2020,17,284,8,120
Lake,5/2/2020,0,9,1,7
Lassen,5/2/2020,0,0,0,0
Los Angeles,5/2/2020,750,32415,649,24955
Madera,5/2/2020,4,90,0,46
Marin,5/2/2020,0,257,1,243
Mariposa,5/2/2020,0,15,3,13
Mendocino,5/2/2020,0,11,-1,10
Merced,5/2/2020,3,206,0,131
Modoc,5/2/2020,0,0,0,0
Mono,5/2/2020,0,34,0,25
Monterey,5/2/2020,4,277,3,225
Napa,5/2/2020,0,85,2,71
Nevada,5/2/2020,0,46,0,41
Orange,5/2/2020,76,4194,114,2774
Placer,5/2/2020,1,177,1,150
Plumas,5/2/2020,0,4,0,4
Riverside,5/2/2020,63,5057,104,3997
Sacramento,5/2/2020,5,1163,16,1097
San Benito,5/2/2020,0,61,0,49
San Bernardino,5/2/2020,55,3003,40,2124
San Diego,5/2/2020,91,4850,131,3844
San Francisco,5/2/2020,44,1940,80,1632
San Joaquin,5/2/2020,4,613,5,559
San Luis Obispo,5/2/2020,3,250,7,193
San Mateo,5/2/2020,13,1438,50,1272
Santa Barbara,5/2/2020,7,660,7,506
Santa Clara,5/2/2020,10,2541,27,2203
Santa Cruz,5/2/2020,0,144,4,131
Shasta,5/2/2020,0,39,0,31
Sierra,5/2/2020,0,1,0,0
Siskiyou,5/2/2020,0,5,0,5
Solano,5/2/2020,8,374,1,267
Sonoma,5/2/2020,3,315,8,250
Stanislaus,5/2/2020,5,501,4,388
Sutter,5/2/2020,0,37,0,28
Tehama,5/2/2020,0,2,0,1
Trinity,5/2/2020,0,0,0,0
Tulare,5/2/2020,44,1154,26,711
Tuolumne,5/2/2020,0,2,0,3
Ventura,5/2/2020,13,745,8,564
Yolo,5/2/2020,0,185,4,169
Yuba,5/2/2020,0,20,0,16
Alameda,5/1/2020,57,2024,31,1630
Alpine,5/1/2020,0,1,0,1
Amador,5/1/2020,0,9,0,8
Butte,5/1/2020,0,20,1,17
Calaveras,5/1/2020,0,15,0,13
California,5/1/2020,2206,68324,1755,52197
Colusa,5/1/2020,0,3,0,3
Contra Costa,5/1/2020,22,1040,15,915
Del Norte,5/1/2020,1,5,0,3
El Dorado,5/1/2020,0,58,3,47
Fresno,5/1/2020,61,1185,55,617
Glenn,5/1/2020,0,10,0,4
Humboldt,5/1/2020,0,60,0,54
Imperial,5/1/2020,44,624,15,337
Inyo,5/1/2020,0,19,0,20
Kern,5/1/2020,31,1270,31,972
Kings,5/1/2020,12,267,25,112
Lake,5/1/2020,0,9,0,6
Lassen,5/1/2020,0,0,0,0
Los Angeles,5/1/2020,1003,31665,1022,24306
Madera,5/1/2020,11,86,0,46
Marin,5/1/2020,0,257,2,242
Mariposa,5/1/2020,0,15,7,10
Mendocino,5/1/2020,0,11,0,11
Merced,5/1/2020,7,203,9,131
Modoc,5/1/2020,0,0,0,0
Mono,5/1/2020,1,34,0,25
Monterey,5/1/2020,10,273,9,222
Napa,5/1/2020,2,85,0,69
Nevada,5/1/2020,0,46,0,41
Orange,5/1/2020,214,4118,69,2660
Placer,5/1/2020,1,176,1,149
Plumas,5/1/2020,0,4,0,4
Riverside,5/1/2020,100,4994,73,3893
Sacramento,5/1/2020,6,1158,10,1081
San Benito,5/1/2020,0,61,1,49
San Bernardino,5/1/2020,201,2948,64,2084
San Diego,5/1/2020,171,4759,147,3713
San Francisco,5/1/2020,35,1896,34,1552
San Joaquin,5/1/2020,7,609,6,554
San Luis Obispo,5/1/2020,3,247,4,186
San Mateo,5/1/2020,36,1425,28,1222
Santa Barbara,5/1/2020,16,653,9,499
Santa Clara,5/1/2020,33,2531,4,2176
Santa Cruz,5/1/2020,1,144,1,127
Shasta,5/1/2020,1,39,0,31
Sierra,5/1/2020,0,1,0,0
Siskiyou,5/1/2020,0,5,0,5
Solano,5/1/2020,10,366,4,266
Sonoma,5/1/2020,9,312,9,242
Stanislaus,5/1/2020,7,496,6,384
Sutter,5/1/2020,0,37,0,28
Tehama,5/1/2020,1,2,0,1
Trinity,5/1/2020,0,0,0,0
Tulare,5/1/2020,64,1110,48,685
Tuolumne,5/1/2020,0,2,0,3
Ventura,5/1/2020,27,732,9,556
Yolo,5/1/2020,1,185,1,165
Yuba,5/1/2020,0,20,1,16
Alameda,4/30/2020,60,1967,35,1599
Alpine,4/30/2020,0,1,0,1
Amador,4/30/2020,0,9,0,8
Butte,4/30/2020,0,20,0,16
Calaveras,4/30/2020,0,15,0,13
California,4/30/2020,1902,66118,1525,50442
Colusa,4/30/2020,0,3,0,3
Contra Costa,4/30/2020,20,1018,15,900
Del Norte,4/30/2020,0,4,0,3
El Dorado,4/30/2020,2,58,0,44
Fresno,4/30/2020,46,1124,18,562
Glenn,4/30/2020,0,10,0,4
Humboldt,4/30/2020,0,60,1,54
Imperial,4/30/2020,28,580,22,322
Inyo,4/30/2020,0,19,0,20
Kern,4/30/2020,43,1239,31,941
Kings,4/30/2020,19,255,7,87
Lake,4/30/2020,0,9,0,6
Lassen,4/30/2020,0,0,0,0
Los Angeles,4/30/2020,974,30662,724,23284
Madera,4/30/2020,1,75,1,46
Marin,4/30/2020,3,257,6,240
Mariposa,4/30/2020,0,15,2,3
Mendocino,4/30/2020,0,11,0,11
Merced,4/30/2020,6,196,6,122
Modoc,4/30/2020,0,0,0,0
Mono,4/30/2020,0,33,0,25
Monterey,4/30/2020,8,263,9,213
Napa,4/30/2020,2,83,1,69
Nevada,4/30/2020,0,46,0,41
Orange,4/30/2020,130,3904,170,2591
Placer,4/30/2020,2,175,3,148
Plumas,4/30/2020,0,4,0,4
Riverside,4/30/2020,76,4894,120,3820
Sacramento,4/30/2020,22,1152,16,1071
San Benito,4/30/2020,0,61,0,48
San Bernardino,4/30/2020,86,2747,45,2020
San Diego,4/30/2020,139,4588,132,3566
San Francisco,4/30/2020,29,1861,29,1518
San Joaquin,4/30/2020,8,602,8,548
San Luis Obispo,4/30/2020,2,244,1,182
San Mateo,4/30/2020,26,1389,24,1194
Santa Barbara,4/30/2020,13,637,13,490
Santa Clara,4/30/2020,17,2498,25,2172
Santa Cruz,4/30/2020,1,143,2,126
Shasta,4/30/2020,0,38,0,31
Sierra,4/30/2020,0,1,0,0
Siskiyou,4/30/2020,0,5,0,5
Solano,4/30/2020,23,356,10,262
Sonoma,4/30/2020,8,303,3,233
Stanislaus,4/30/2020,13,489,4,378
Sutter,4/30/2020,0,37,0,28
Tehama,4/30/2020,0,1,0,1
Trinity,4/30/2020,0,0,0,0
Tulare,4/30/2020,70,1046,22,637
Tuolumne,4/30/2020,0,2,-1,3
Ventura,4/30/2020,22,705,17,547
Yolo,4/30/2020,3,184,3,164
Yuba,4/30/2020,0,20,0,15
Alameda,4/29/2020,58,1907,39,1564
Alpine,4/29/2020,0,1,0,1
Amador,4/29/2020,0,9,0,8
Butte,4/29/2020,0,20,0,16
Calaveras,4/29/2020,0,15,0,13
California,4/29/2020,2037,64216,2417,48917
Colusa,4/29/2020,0,3,0,3
Contra Costa,4/29/2020,7,998,19,885
Del Norte,4/29/2020,0,4,0,3
El Dorado,4/29/2020,1,56,1,44
Fresno,4/29/2020,48,1078,19,544
Glenn,4/29/2020,2,10,0,4
Humboldt,4/29/2020,0,60,0,53
Imperial,4/29/2020,33,552,5,300
Inyo,4/29/2020,0,19,0,20
Kern,4/29/2020,41,1196,28,910
Kings,4/29/2020,13,236,23,80
Lake,4/29/2020,0,9,0,6
Lassen,4/29/2020,0,0,0,0
Los Angeles,4/29/2020,1065,29688,1531,22560
Madera,4/29/2020,0,74,1,45
Marin,4/29/2020,1,254,6,234
Mariposa,4/29/2020,0,15,1,1
Mendocino,4/29/2020,0,11,1,11
Merced,4/29/2020,6,190,8,116
Modoc,4/29/2020,0,0,0,0
Mono,4/29/2020,0,33,0,25
Monterey,4/29/2020,6,255,13,204
Napa,4/29/2020,1,81,1,68
Nevada,4/29/2020,0,46,0,41
Orange,4/29/2020,163,3774,97,2421
Placer,4/29/2020,10,173,2,145
Plumas,4/29/2020,0,4,0,4
Riverside,4/29/2020,93,4818,196,3700
Sacramento,4/29/2020,14,1130,11,1055
San Benito,4/29/2020,1,61,2,48
San Bernardino,4/29/2020,77,2661,84,1975
San Diego,4/29/2020,130,4449,118,3434
San Francisco,4/29/2020,35,1832,18,1489
San Joaquin,4/29/2020,6,594,8,540
San Luis Obispo,4/29/2020,6,242,9,181
San Mateo,4/29/2020,34,1363,41,1170
Santa Barbara,4/29/2020,6,624,8,477
Santa Clara,4/29/2020,29,2481,17,2147
Santa Cruz,4/29/2020,0,142,1,124
Shasta,4/29/2020,0,38,2,31
Sierra,4/29/2020,0,1,0,0
Siskiyou,4/29/2020,0,5,0,5
Solano,4/29/2020,19,333,6,252
Sonoma,4/29/2020,3,295,4,230
Stanislaus,4/29/2020,16,476,44,374
Sutter,4/29/2020,0,37,3,28
Tehama,4/29/2020,0,1,0,1
Trinity,4/29/2020,0,0,0,0
Tulare,4/29/2020,95,976,36,615
Tuolumne,4/29/2020,0,2,0,4
Ventura,4/29/2020,17,683,13,530
Yolo,4/29/2020,1,181,1,161
Yuba,4/29/2020,0,20,0,15
Alameda,4/28/2020,63,1849,31,1525
Alpine,4/28/2020,0,1,0,1
Amador,4/28/2020,0,9,0,8
Butte,4/28/2020,1,20,0,16
Calaveras,4/28/2020,0,15,0,13
California,4/28/2020,2094,62179,1469,46500
Colusa,4/28/2020,0,3,0,3
Contra Costa,4/28/2020,11,991,23,866
Del Norte,4/28/2020,0,4,0,3
El Dorado,4/28/2020,1,55,0,43
Fresno,4/28/2020,104,1030,21,525
Glenn,4/28/2020,0,8,0,4
Humboldt,4/28/2020,0,60,1,53
Imperial,4/28/2020,30,519,5,295
Inyo,4/28/2020,0,19,0,20
Kern,4/28/2020,38,1155,17,882
Kings,4/28/2020,22,223,9,57
Lake,4/28/2020,1,9,0,6
Lassen,4/28/2020,0,0,0,0
Los Angeles,4/28/2020,1014,28623,573,21029
Madera,4/28/2020,2,74,2,44
Marin,4/28/2020,5,253,1,228
Mariposa,4/28/2020,1,15,0,0
Mendocino,4/28/2020,0,11,0,10
Merced,4/28/2020,3,184,0,108
Modoc,4/28/2020,0,0,0,0
Mono,4/28/2020,0,33,2,25
Monterey,4/28/2020,7,249,6,191
Napa,4/28/2020,3,80,3,67
Nevada,4/28/2020,0,46,2,41
Orange,4/28/2020,170,3611,126,2324
Placer,4/28/2020,0,163,1,143
Plumas,4/28/2020,0,4,0,4
Riverside,4/28/2020,125,4725,123,3504
Sacramento,4/28/2020,15,1116,9,1044
San Benito,4/28/2020,2,60,1,46
San Bernardino,4/28/2020,115,2584,149,1891
San Diego,4/28/2020,125,4319,173,3316
San Francisco,4/28/2020,54,1797,18,1471
San Joaquin,4/28/2020,6,588,10,532
San Luis Obispo,4/28/2020,7,236,6,172
San Mateo,4/28/2020,23,1329,37,1129
Santa Barbara,4/28/2020,13,618,3,469
Santa Clara,4/28/2020,18,2452,26,2130
Santa Cruz,4/28/2020,0,142,0,123
Shasta,4/28/2020,0,38,0,29
Sierra,4/28/2020,0,1,0,0
Siskiyou,4/28/2020,0,5,0,5
Solano,4/28/2020,0,314,24,246
Sonoma,4/28/2020,9,292,6,226
Stanislaus,4/28/2020,16,460,14,330
Sutter,4/28/2020,1,37,-1,25
Tehama,4/28/2020,0,1,0,1
Trinity,4/28/2020,0,0,0,0
Tulare,4/28/2020,71,881,44,579
Tuolumne,4/28/2020,0,2,1,4
Ventura,4/28/2020,15,666,4,517
Yolo,4/28/2020,3,180,0,160
Yuba,4/28/2020,0,20,0,15
Alameda,4/27/2020,60,1786,45,1494
Alpine,4/27/2020,0,1,0,1
Amador,4/27/2020,0,9,0,8
Butte,4/27/2020,0,19,0,16
Calaveras,4/27/2020,0,15,0,13
California,4/27/2020,2228,60085,1567,45031
Colusa,4/27/2020,0,3,0,3
Contra Costa,4/27/2020,15,980,13,843
Del Norte,4/27/2020,1,4,0,3
El Dorado,4/27/2020,2,54,2,43
Fresno,4/27/2020,88,926,28,504
Glenn,4/27/2020,0,8,0,4
Humboldt,4/27/2020,0,60,-1,52
Imperial,4/27/2020,35,489,18,290
Inyo,4/27/2020,0,19,0,20
Kern,4/27/2020,50,1117,34,865
Kings,4/27/2020,25,201,15,48
Lake,4/27/2020,0,8,0,6
Lassen,4/27/2020,0,0,0,0
Los Angeles,4/27/2020,1142,27609,886,20456
Madera,4/27/2020,1,72,3,42
Marin,4/27/2020,6,248,2,227
Mariposa,4/27/2020,0,14,0,0
Mendocino,4/27/2020,0,11,5,10
Merced,4/27/2020,16,181,4,108
Modoc,4/27/2020,0,0,0,0
Mono,4/27/2020,0,33,0,23
Monterey,4/27/2020,7,242,3,185
Napa,4/27/2020,1,77,2,64
Nevada,4/27/2020,0,46,2,39
Orange,4/27/2020,165,3441,74,2198
Placer,4/27/2020,0,163,1,142
Plumas,4/27/2020,0,4,0,4
Riverside,4/27/2020,140,4600,80,3381
Sacramento,4/27/2020,10,1101,8,1035
San Benito,4/27/2020,0,58,0,45
San Bernardino,4/27/2020,98,2469,61,1742
San Diego,4/27/2020,141,4194,98,3143
San Francisco,4/27/2020,39,1743,50,1453
San Joaquin,4/27/2020,8,582,8,522
San Luis Obispo,4/27/2020,3,229,1,166
San Mateo,4/27/2020,32,1306,22,1092
Santa Barbara,4/27/2020,12,605,2,466
Santa Clara,4/27/2020,19,2434,7,2104
Santa Cruz,4/27/2020,0,142,7,123
Shasta,4/27/2020,3,38,0,29
Sierra,4/27/2020,0,1,0,0
Siskiyou,4/27/2020,0,5,0,5
Solano,4/27/2020,9,314,17,222
Sonoma,4/27/2020,11,283,4,220
Stanislaus,4/27/2020,15,444,22,316
Sutter,4/27/2020,0,36,0,26
Tehama,4/27/2020,0,1,0,1
Trinity,4/27/2020,0,0,0,0
Tulare,4/27/2020,57,810,38,535
Tuolumne,4/27/2020,0,2,0,3
Ventura,4/27/2020,15,651,4,513
Yolo,4/27/2020,1,177,2,160
Yuba,4/27/2020,1,20,0,15
Alameda,4/26/2020,26,1726,53,1449
Alpine,4/26/2020,0,1,0,1
Amador,4/26/2020,0,9,0,8
Butte,4/26/2020,1,19,0,16
Calaveras,4/26/2020,0,15,1,13
California,4/26/2020,1250,57857,1300,43464
Colusa,4/26/2020,0,3,0,3
Contra Costa,4/26/2020,14,965,9,830
Del Norte,4/26/2020,1,3,1,3
El Dorado,4/26/2020,1,52,0,41
Fresno,4/26/2020,30,838,17,476
Glenn,4/26/2020,0,8,0,4
Humboldt,4/26/2020,0,60,0,53
Imperial,4/26/2020,16,454,40,272
Inyo,4/26/2020,0,19,0,20
Kern,4/26/2020,31,1067,29,831
Kings,4/26/2020,12,176,0,33
Lake,4/26/2020,2,8,0,6
Lassen,4/26/2020,0,0,0,0
Los Angeles,4/26/2020,631,26467,426,19570
Madera,4/26/2020,3,71,0,39
Marin,4/26/2020,0,242,10,225
Mariposa,4/26/2020,0,14,0,0
Mendocino,4/26/2020,1,11,0,5
Merced,4/26/2020,0,165,1,104
Modoc,4/26/2020,0,0,0,0
Mono,4/26/2020,0,33,0,23
Monterey,4/26/2020,2,235,9,182
Napa,4/26/2020,0,76,2,62
Nevada,4/26/2020,0,46,0,37
Orange,4/26/2020,105,3276,77,2124
Placer,4/26/2020,0,163,4,141
Plumas,4/26/2020,0,4,0,4
Riverside,4/26/2020,88,4460,264,3301
Sacramento,4/26/2020,2,1091,12,1027
San Benito,4/26/2020,0,58,0,45
San Bernardino,4/26/2020,46,2371,6,1681
San Diego,4/26/2020,100,4053,100,3045
San Francisco,4/26/2020,25,1704,62,1403
San Joaquin,4/26/2020,7,574,17,514
San Luis Obispo,4/26/2020,1,226,6,165
San Mateo,4/26/2020,16,1274,16,1070
Santa Barbara,4/26/2020,8,593,7,464
Santa Clara,4/26/2020,17,2415,52,2097
Santa Cruz,4/26/2020,0,142,4,116
Shasta,4/26/2020,0,35,0,29
Sierra,4/26/2020,0,1,0,0
Siskiyou,4/26/2020,0,5,0,5
Solano,4/26/2020,4,305,2,205
Sonoma,4/26/2020,4,272,17,216
Stanislaus,4/26/2020,8,429,18,294
Sutter,4/26/2020,0,36,2,26
Tehama,4/26/2020,0,1,0,1
Trinity,4/26/2020,0,0,0,0
Tulare,4/26/2020,33,753,19,497
Tuolumne,4/26/2020,0,2,1,3
Ventura,4/26/2020,14,636,15,509
Yolo,4/26/2020,0,176,1,158
Yuba,4/26/2020,1,19,0,15
Alameda,4/25/2020,32,1700,11,1396
Alpine,4/25/2020,0,1,0,1
Amador,4/25/2020,0,9,0,8
Butte,4/25/2020,0,18,1,16
Calaveras,4/25/2020,0,15,0,12
California,4/25/2020,1594,56607,1027,42164
Colusa,4/25/2020,0,3,0,3
Contra Costa,4/25/2020,9,951,15,821
Del Norte,4/25/2020,0,2,0,2
El Dorado,4/25/2020,1,51,0,41
Fresno,4/25/2020,19,808,10,459
Glenn,4/25/2020,0,8,0,4
Humboldt,4/25/2020,0,60,0,53
Imperial,4/25/2020,17,438,0,232
Inyo,4/25/2020,0,19,0,20
Kern,4/25/2020,23,1036,32,802
Kings,4/25/2020,29,164,3,33
Lake,4/25/2020,0,6,0,6
Lassen,4/25/2020,0,0,0,0
Los Angeles,4/25/2020,931,25836,591,19144
Madera,4/25/2020,0,68,0,39
Marin,4/25/2020,0,242,4,215
Mariposa,4/25/2020,6,14,0,0
Mendocino,4/25/2020,0,10,0,5
Merced,4/25/2020,3,165,1,103
Modoc,4/25/2020,0,0,0,0
Mono,4/25/2020,1,33,0,23
Monterey,4/25/2020,7,233,6,173
Napa,4/25/2020,1,76,1,60
Nevada,4/25/2020,0,46,1,37
Orange,4/25/2020,107,3171,102,2047
Placer,4/25/2020,2,163,0,137
Plumas,4/25/2020,0,4,0,4
Riverside,4/25/2020,81,4372,-7,3037
Sacramento,4/25/2020,6,1089,6,1015
San Benito,4/25/2020,0,58,0,45
San Bernardino,4/25/2020,33,2325,8,1675
San Diego,4/25/2020,111,3953,117,2945
San Francisco,4/25/2020,58,1679,-4,1341
San Joaquin,4/25/2020,7,567,13,497
San Luis Obispo,4/25/2020,3,225,8,159
San Mateo,4/25/2020,22,1258,50,1054
Santa Barbara,4/25/2020,7,585,7,457
Santa Clara,4/25/2020,25,2398,19,2045
Santa Cruz,4/25/2020,4,142,1,112
Shasta,4/25/2020,0,35,1,29
Sierra,4/25/2020,0,1,0,0
Siskiyou,4/25/2020,0,5,0,5
Solano,4/25/2020,2,301,0,203
Sonoma,4/25/2020,4,268,0,199
Stanislaus,4/25/2020,3,421,3,276
Sutter,4/25/2020,1,36,0,24
Tehama,4/25/2020,0,1,0,1
Trinity,4/25/2020,0,0,0,0
Tulare,4/25/2020,28,720,19,478
Tuolumne,4/25/2020,0,2,0,2
Ventura,4/25/2020,9,622,5,494
Yolo,4/25/2020,1,176,2,157
Yuba,4/25/2020,1,18,0,15
Alameda,4/24/2020,37,1668,49,1385
Alpine,4/24/2020,0,1,0,1
Amador,4/24/2020,0,9,0,8
Butte,4/24/2020,0,18,0,15
Calaveras,4/24/2020,0,15,0,12
California,4/24/2020,1995,55013,1883,41137
Colusa,4/24/2020,0,3,0,3
Contra Costa,4/24/2020,21,942,20,806
Del Norte,4/24/2020,0,2,0,2
El Dorado,4/24/2020,1,50,2,41
Fresno,4/24/2020,31,789,23,449
Glenn,4/24/2020,0,8,1,4
Humboldt,4/24/2020,1,60,0,53
Imperial,4/24/2020,19,421,51,232
Inyo,4/24/2020,0,19,1,20
Kern,4/24/2020,48,1013,38,770
Kings,4/24/2020,15,135,2,30
Lake,4/24/2020,0,6,0,6
Lassen,4/24/2020,0,0,0,0
Los Angeles,4/24/2020,1055,24905,1005,18553
Madera,4/24/2020,1,68,2,39
Marin,4/24/2020,13,242,2,211
Mariposa,4/24/2020,1,8,0,0
Mendocino,4/24/2020,2,10,0,5
Merced,4/24/2020,4,162,4,102
Modoc,4/24/2020,0,0,0,0
Mono,4/24/2020,0,32,0,23
Monterey,4/24/2020,4,226,6,167
Napa,4/24/2020,7,75,0,59
Nevada,4/24/2020,0,46,0,36
Orange,4/24/2020,179,3064,104,1945
Placer,4/24/2020,3,161,1,137
Plumas,4/24/2020,0,4,0,4
Riverside,4/24/2020,114,4291,109,3044
Sacramento,4/24/2020,12,1083,31,1009
San Benito,4/24/2020,3,58,2,45
San Bernardino,4/24/2020,64,2292,63,1667
San Diego,4/24/2020,161,3842,183,2828
San Francisco,4/24/2020,26,1621,33,1345
San Joaquin,4/24/2020,9,560,5,484
San Luis Obispo,4/24/2020,4,222,5,151
San Mateo,4/24/2020,41,1236,34,1004
Santa Barbara,4/24/2020,10,578,5,450
Santa Clara,4/24/2020,32,2373,30,2026
Santa Cruz,4/24/2020,1,138,1,111
Shasta,4/24/2020,0,35,1,28
Sierra,4/24/2020,0,1,0,0
Siskiyou,4/24/2020,0,5,0,5
Solano,4/24/2020,14,299,7,203
Sonoma,4/24/2020,12,264,12,199
Stanislaus,4/24/2020,4,418,19,273
Sutter,4/24/2020,0,35,0,24
Tehama,4/24/2020,0,1,0,1
Trinity,4/24/2020,0,0,0,0
Tulare,4/24/2020,29,692,19,459
Tuolumne,4/24/2020,0,2,0,2
Ventura,4/24/2020,14,613,10,489
Yolo,4/24/2020,3,175,4,155
Yuba,4/24/2020,0,17,0,15
Alameda,4/23/2020,50,1631,61,1336
Alpine,4/23/2020,0,1,0,1
Amador,4/23/2020,0,9,1,8
Butte,4/23/2020,0,18,0,15
Calaveras,4/23/2020,0,15,0,12
California,4/23/2020,1829,53018,1885,39254
Colusa,4/23/2020,0,3,0,3
Contra Costa,4/23/2020,15,921,14,786
Del Norte,4/23/2020,0,2,0,2
El Dorado,4/23/2020,0,49,0,39
Fresno,4/23/2020,34,758,38,426
Glenn,4/23/2020,0,8,0,3
