county,date,total_doses
Sacramento,1/8/2021,3270
San Benito,1/8/2021,128
San Bernardino,1/8/2021,5342
San Diego,1/8/2021,7705
San Francisco,1/8/2021,2306
San Joaquin,1/8/2021,1171
San Luis Obispo,1/8/2021,880
San Mateo,1/8/2021,1791
Santa Barbara,1/8/2021,1200
Santa Clara,1/8/2021,5782
Santa Cruz,1/8/2021,931
Shasta,1/8/2021,506
Sierra,1/8/2021,1
Siskiyou,1/8/2021,42
Solano,1/8/2021,1124
Sonoma,1/8/2021,1778
Stanislaus,1/8/2021,1265
Sutter,1/8/2021,145
Tehama,1/8/2021,30
Trinity,1/8/2021,49
Tulare,1/8/2021,1264
Tuolumne,1/8/2021,100
Ventura,1/8/2021,2192
Yolo,1/8/2021,626
Yuba,1/8/2021,72
Alameda,1/7/2021,3705
Alpine,1/7/2021,8
Amador,1/7/2021,223
Butte,1/7/2021,760
Calaveras,1/7/2021,106
Colusa,1/7/2021,37
Contra Costa,1/7/2021,3073
Del Norte,1/7/2021,21
El Dorado,1/7/2021,326
Fresno,1/7/2021,1867
Glenn,1/7/2021,66
Humboldt,1/7/2021,382
Imperial,1/7/2021,318
Inyo,1/7/2021,31
Kern,1/7/2021,1402
Kings,1/7/2021,179
Lake,1/7/2021,60
Lassen,1/7/2021,43
Los Angeles,1/7/2021,29183
Madera,1/7/2021,337
Marin,1/7/2021,889
Mariposa,1/7/2021,49
Mendocino,1/7/2021,355
Merced,1/7/2021,188
Modoc,1/7/2021,72
Mono,1/7/2021,55
Monterey,1/7/2021,735
Napa,1/7/2021,484
Nevada,1/7/2021,216
Orange,1/7/2021,9152
Placer,1/7/2021,975
Plumas,1/7/2021,55
Riverside,1/7/2021,2735
Sacramento,1/7/2021,2815
San Benito,1/7/2021,77
San Bernardino,1/7/2021,5353
San Diego,1/7/2021,5572
San Francisco,1/7/2021,2039
San Joaquin,1/7/2021,1041
San Luis Obispo,1/7/2021,1127
San Mateo,1/7/2021,1385
Santa Barbara,1/7/2021,1026
Santa Clara,1/7/2021,4065
Santa Cruz,1/7/2021,529
Shasta,1/7/2021,116
Sierra,1/7/2021,20
Siskiyou,1/7/2021,174
Solano,1/7/2021,1039
Sonoma,1/7/2021,1009
Stanislaus,1/7/2021,1037
Sutter,1/7/2021,249
Tehama,1/7/2021,57
Tulare,1/7/2021,779
Tuolumne,1/7/2021,118
Ventura,1/7/2021,2060
Yolo,1/7/2021,705
Yuba,1/7/2021,75
Alameda,1/6/2021,3222
Alpine,1/6/2021,31
Amador,1/6/2021,38
Butte,1/6/2021,622
Calaveras,1/6/2021,107
Colusa,1/6/2021,15
Contra Costa,1/6/2021,3252
Del Norte,1/6/2021,78
El Dorado,1/6/2021,259
Fresno,1/6/2021,958
Glenn,1/6/2021,61
Humboldt,1/6/2021,295
Imperial,1/6/2021,190
Inyo,1/6/2021,69
Kern,1/6/2021,1163
Kings,1/6/2021,274
Lake,1/6/2021,77
Lassen,1/6/2021,94
Los Angeles,1/6/2021,22233
Madera,1/6/2021,184
Marin,1/6/2021,820
Mariposa,1/6/2021,5
Mendocino,1/6/2021,148
Merced,1/6/2021,247
Modoc,1/6/2021,3
Mono,1/6/2021,44
Monterey,1/6/2021,652
Napa,1/6/2021,455
Nevada,1/6/2021,93
Orange,1/6/2021,4931
Placer,1/6/2021,753
Plumas,1/6/2021,125
Riverside,1/6/2021,2458
Sacramento,1/6/2021,2717
San Benito,1/6/2021,94
San Bernardino,1/6/2021,3410
San Diego,1/6/2021,4917
San Francisco,1/6/2021,1867
San Joaquin,1/6/2021,1193
San Luis Obispo,1/6/2021,725
San Mateo,1/6/2021,1417
Santa Barbara,1/6/2021,654
Santa Clara,1/6/2021,3245
Santa Cruz,1/6/2021,804
Shasta,1/6/2021,438
Sierra,1/6/2021,1
Siskiyou,1/6/2021,59
Solano,1/6/2021,814
Sonoma,1/6/2021,944
Stanislaus,1/6/2021,942
Sutter,1/6/2021,206
Tehama,1/6/2021,70
Trinity,1/6/2021,23
Tulare,1/6/2021,862
Tuolumne,1/6/2021,108
Ventura,1/6/2021,2045
Yolo,1/6/2021,474
Yuba,1/6/2021,150
Alameda,1/5/2021,2175
Alpine,1/5/2021,9
Amador,1/5/2021,33
Butte,1/5/2021,194
Calaveras,1/5/2021,39
Colusa,1/5/2021,68
Contra Costa,1/5/2021,2089
Del Norte,1/5/2021,33
El Dorado,1/5/2021,200
Fresno,1/5/2021,769
Glenn,1/5/2021,9
Humboldt,1/5/2021,125
Imperial,1/5/2021,172
Inyo,1/5/2021,34
Kern,1/5/2021,1123
Kings,1/5/2021,197
Lake,1/5/2021,62
Lassen,1/5/2021,194
Los Angeles,1/5/2021,15880
Madera,1/5/2021,273
Marin,1/5/2021,363
Mariposa,1/5/2021,23
Mendocino,1/5/2021,71
Merced,1/5/2021,315
Modoc,1/5/2021,3
Mono,1/5/2021,45
Monterey,1/5/2021,748
Napa,1/5/2021,150
Nevada,1/5/2021,271
Orange,1/5/2021,3470
Placer,1/5/2021,709
Plumas,1/5/2021,23
Riverside,1/5/2021,1976
Sacramento,1/5/2021,2190
San Benito,1/5/2021,118
San Bernardino,1/5/2021,2327
San Diego,1/5/2021,4292
San Francisco,1/5/2021,2223
San Joaquin,1/5/2021,938
San Luis Obispo,1/5/2021,978
San Mateo,1/5/2021,1172
Santa Barbara,1/5/2021,748
Santa Clara,1/5/2021,3017
Santa Cruz,1/5/2021,565
Shasta,1/5/2021,335
Sierra,1/5/2021,67
Siskiyou,1/5/2021,117
Solano,1/5/2021,690
Sonoma,1/5/2021,436
Stanislaus,1/5/2021,820
Sutter,1/5/2021,99
Tehama,1/5/2021,71
Trinity,1/5/2021,2
Tulare,1/5/2021,462
Tuolumne,1/5/2021,91
Ventura,1/5/2021,1365
Yolo,1/5/2021,610
Yuba,1/5/2021,67
Alameda,1/4/2021,1630
Alpine,1/4/2021,10
Amador,1/4/2021,123
Butte,1/4/2021,206
Calaveras,1/4/2021,33
Colusa,1/4/2021,4
Contra Costa,1/4/2021,1900
Del Norte,1/4/2021,102
El Dorado,1/4/2021,190
Fresno,1/4/2021,618
Glenn,1/4/2021,7
Humboldt,1/4/2021,214
Imperial,1/4/2021,84
Inyo,1/4/2021,1
Kern,1/4/2021,554
Kings,1/4/2021,112
Lake,1/4/2021,15
Lassen,1/4/2021,15
Los Angeles,1/4/2021,12570
Madera,1/4/2021,128
Marin,1/4/2021,284
Mariposa,1/4/2021,8
Mendocino,1/4/2021,834
Merced,1/4/2021,77
Modoc,1/4/2021,8
Mono,1/4/2021,1
Monterey,1/4/2021,411
Napa,1/4/2021,104
Nevada,1/4/2021,71
Orange,1/4/2021,2665
Placer,1/4/2021,614
Plumas,1/4/2021,9
Riverside,1/4/2021,1249
Sacramento,1/4/2021,1958
San Benito,1/4/2021,62
San Bernardino,1/4/2021,2107
San Diego,1/4/2021,3720
San Francisco,1/4/2021,1827
San Joaquin,1/4/2021,464
San Luis Obispo,1/4/2021,674
San Mateo,1/4/2021,1040
Santa Barbara,1/4/2021,303
Santa Clara,1/4/2021,2453
Santa Cruz,1/4/2021,279
Shasta,1/4/2021,346
Siskiyou,1/4/2021,130
Solano,1/4/2021,449
Sonoma,1/4/2021,335
Stanislaus,1/4/2021,101
Sutter,1/4/2021,248
Tehama,1/4/2021,31
Trinity,1/4/2021,27
Tulare,1/4/2021,91
Tuolumne,1/4/2021,67
Ventura,1/4/2021,1075
Yolo,1/4/2021,195
Yuba,1/4/2021,91
Alameda,1/3/2021,330
Amador,1/3/2021,64
Butte,1/3/2021,4
Calaveras,1/3/2021,8
Contra Costa,1/3/2021,170
El Dorado,1/3/2021,89
Fresno,1/3/2021,152
Imperial,1/3/2021,90
Inyo,1/3/2021,1
Kern,1/3/2021,22
Los Angeles,1/3/2021,899
Madera,1/3/2021,5
Marin,1/3/2021,55
Merced,1/3/2021,9
Monterey,1/3/2021,30
Napa,1/3/2021,12
Nevada,1/3/2021,128
Orange,1/3/2021,543
Placer,1/3/2021,153
Riverside,1/3/2021,344
Sacramento,1/3/2021,404
San Benito,1/3/2021,3
San Bernardino,1/3/2021,133
San Diego,1/3/2021,857
San Francisco,1/3/2021,288
San Joaquin,1/3/2021,32
San Luis Obispo,1/3/2021,16
San Mateo,1/3/2021,275
Santa Barbara,1/3/2021,23
Santa Clara,1/3/2021,569
Santa Cruz,1/3/2021,15
Shasta,1/3/2021,1
Siskiyou,1/3/2021,1
Solano,1/3/2021,56
Sonoma,1/3/2021,21
Stanislaus,1/3/2021,87
Sutter,1/3/2021,1
Tulare,1/3/2021,22
Tuolumne,1/3/2021,3
Ventura,1/3/2021,15
Yolo,1/3/2021,43
Yuba,1/3/2021,10
Alameda,1/2/2021,704
Alpine,1/2/2021,1
Amador,1/2/2021,55
Butte,1/2/2021,37
Calaveras,1/2/2021,11
Contra Costa,1/2/2021,331
El Dorado,1/2/2021,148
Fresno,1/2/2021,1024
Glenn,1/2/2021,2
Humboldt,1/2/2021,38
Imperial,1/2/2021,4
Kern,1/2/2021,75
Kings,1/2/2021,10
Lake,1/2/2021,2
Lassen,1/2/2021,1
Los Angeles,1/2/2021,4358
Madera,1/2/2021,76
Marin,1/2/2021,102
Mendocino,1/2/2021,1
Merced,1/2/2021,126
Modoc,1/2/2021,2
Monterey,1/2/2021,136
Napa,1/2/2021,99
Nevada,1/2/2021,1
Orange,1/2/2021,1386
Placer,1/2/2021,184
Riverside,1/2/2021,821
Sacramento,1/2/2021,561
San Benito,1/2/2021,25
San Bernardino,1/2/2021,474
San Diego,1/2/2021,3734
San Francisco,1/2/2021,329
San Joaquin,1/2/2021,247
San Luis Obispo,1/2/2021,31
San Mateo,1/2/2021,395
Santa Barbara,1/2/2021,587
Santa Clara,1/2/2021,1076
Santa Cruz,1/2/2021,68
Shasta,1/2/2021,2
Siskiyou,1/2/2021,1
Solano,1/2/2021,211
Sonoma,1/2/2021,132
Stanislaus,1/2/2021,30
Sutter,1/2/2021,134
Tulare,1/2/2021,27
Tuolumne,1/2/2021,118
Ventura,1/2/2021,169
Yolo,1/2/2021,67
Yuba,1/2/2021,22
Alameda,1/1/2021,166
Amador,1/1/2021,1
Butte,1/1/2021,7
Contra Costa,1/1/2021,57
El Dorado,1/1/2021,3
Fresno,1/1/2021,7
Imperial,1/1/2021,5
Inyo,1/1/2021,1
Kern,1/1/2021,9
Kings,1/1/2021,1
Lake,1/1/2021,1
Los Angeles,1/1/2021,862
Marin,1/1/2021,5
Mendocino,1/1/2021,2
Mono,1/1/2021,1
Monterey,1/1/2021,8
Napa,1/1/2021,1
Nevada,1/1/2021,1
Orange,1/1/2021,376
Placer,1/1/2021,14
Riverside,1/1/2021,97
Sacramento,1/1/2021,68
San Bernardino,1/1/2021,271
San Diego,1/1/2021,1098
San Francisco,1/1/2021,62
San Joaquin,1/1/2021,15
San Luis Obispo,1/1/2021,11
San Mateo,1/1/2021,34
Santa Barbara,1/1/2021,107
Santa Clara,1/1/2021,131
Santa Cruz,1/1/2021,32
Solano,1/1/2021,13
Sonoma,1/1/2021,8
Stanislaus,1/1/2021,5
Sutter,1/1/2021,3
Tehama,1/1/2021,2
Tuolumne,1/1/2021,6
Ventura,1/1/2021,11
Yolo,1/1/2021,53
Alameda,12/31/2020,1771
Alpine,12/31/2020,1
Amador,12/31/2020,192
Butte,12/31/2020,210
Calaveras,12/31/2020,34
Colusa,12/31/2020,18
Contra Costa,12/31/2020,910
Del Norte,12/31/2020,16
El Dorado,12/31/2020,108
Fresno,12/31/2020,888
Glenn,12/31/2020,38
Humboldt,12/31/2020,242
Imperial,12/31/2020,198
Inyo,12/31/2020,29
Kern,12/31/2020,277
Kings,12/31/2020,44
Lake,12/31/2020,67
Lassen,12/31/2020,51
Los Angeles,12/31/2020,7778
Madera,12/31/2020,203
Marin,12/31/2020,198
Mariposa,12/31/2020,13
Mendocino,12/31/2020,128
Merced,12/31/2020,102
Mono,12/31/2020,4
Monterey,12/31/2020,34
Napa,12/31/2020,466
Nevada,12/31/2020,39
Orange,12/31/2020,1433
Placer,12/31/2020,530
Plumas,12/31/2020,4
Riverside,12/31/2020,1014
Sacramento,12/31/2020,1211
San Benito,12/31/2020,19
San Bernardino,12/31/2020,1344
San Diego,12/31/2020,2946
San Francisco,12/31/2020,958
San Joaquin,12/31/2020,445
San Luis Obispo,12/31/2020,106
San Mateo,12/31/2020,696
Santa Barbara,12/31/2020,238
Santa Clara,12/31/2020,1188
Santa Cruz,12/31/2020,313
Shasta,12/31/2020,81
Sierra,12/31/2020,12
Siskiyou,12/31/2020,12
Solano,12/31/2020,530
Sonoma,12/31/2020,514
Stanislaus,12/31/2020,276
Sutter,12/31/2020,70
Tehama,12/31/2020,14
Trinity,12/31/2020,2
Tulare,12/31/2020,93
Tuolumne,12/31/2020,27
Ventura,12/31/2020,470
Yolo,12/31/2020,183
Yuba,12/31/2020,36
Alameda,12/30/2020,3092
Alpine,12/30/2020,14
Amador,12/30/2020,120
Butte,12/30/2020,497
Calaveras,12/30/2020,93
Colusa,12/30/2020,50
Contra Costa,12/30/2020,2384
Del Norte,12/30/2020,67
El Dorado,12/30/2020,501
Fresno,12/30/2020,962
Glenn,12/30/2020,129
Humboldt,12/30/2020,219
Imperial,12/30/2020,366
Inyo,12/30/2020,56
Kern,12/30/2020,1199
Kings,12/30/2020,147
Lake,12/30/2020,88
Lassen,12/30/2020,37
Los Angeles,12/30/2020,14779
Madera,12/30/2020,216
Marin,12/30/2020,623
Mariposa,12/30/2020,21
Mendocino,12/30/2020,120
Merced,12/30/2020,219
Modoc,12/30/2020,7
Mono,12/30/2020,76
Monterey,12/30/2020,565
Napa,12/30/2020,634
Nevada,12/30/2020,85
Orange,12/30/2020,5077
Placer,12/30/2020,726
Plumas,12/30/2020,22
Riverside,12/30/2020,2557
Sacramento,12/30/2020,2550
San Benito,12/30/2020,58
San Bernardino,12/30/2020,2887
San Diego,12/30/2020,5869
San Francisco,12/30/2020,1468
San Joaquin,12/30/2020,984
San Luis Obispo,12/30/2020,1176
San Mateo,12/30/2020,1252
Santa Barbara,12/30/2020,579
Santa Clara,12/30/2020,2941
Santa Cruz,12/30/2020,356
Shasta,12/30/2020,177
Sierra,12/30/2020,2
Siskiyou,12/30/2020,93
Solano,12/30/2020,1194
Sonoma,12/30/2020,1092
Stanislaus,12/30/2020,532
Sutter,12/30/2020,136
Tehama,12/30/2020,54
Trinity,12/30/2020,10
Tulare,12/30/2020,472
Tuolumne,12/30/2020,74
Ventura,12/30/2020,1983
Yolo,12/30/2020,625
Yuba,12/30/2020,64
Alameda,12/29/2020,2406
Amador,12/29/2020,26
Butte,12/29/2020,203
Calaveras,12/29/2020,167
Colusa,12/29/2020,11
Contra Costa,12/29/2020,1825
Del Norte,12/29/2020,4
El Dorado,12/29/2020,450
Fresno,12/29/2020,1769
Glenn,12/29/2020,82
Humboldt,12/29/2020,162
Imperial,12/29/2020,190
Inyo,12/29/2020,20
Kern,12/29/2020,746
Kings,12/29/2020,78
Lake,12/29/2020,14
Lassen,12/29/2020,35
Los Angeles,12/29/2020,11471
Madera,12/29/2020,171
Marin,12/29/2020,397
Mariposa,12/29/2020,26
Mendocino,12/29/2020,120
Merced,12/29/2020,178
Modoc,12/29/2020,10
Mono,12/29/2020,29
Monterey,12/29/2020,901
Napa,12/29/2020,271
Nevada,12/29/2020,100
Orange,12/29/2020,3525
Placer,12/29/2020,762
Plumas,12/29/2020,32
Riverside,12/29/2020,1735
Sacramento,12/29/2020,1938
San Benito,12/29/2020,48
San Bernardino,12/29/2020,2199
San Diego,12/29/2020,5845
San Francisco,12/29/2020,1244
San Joaquin,12/29/2020,789
San Luis Obispo,12/29/2020,903
San Mateo,12/29/2020,1116
Santa Barbara,12/29/2020,550
Santa Clara,12/29/2020,2314
Santa Cruz,12/29/2020,790
Shasta,12/29/2020,186
Sierra,12/29/2020,49
Siskiyou,12/29/2020,4
Solano,12/29/2020,881
Sonoma,12/29/2020,1131
Stanislaus,12/29/2020,490
Sutter,12/29/2020,101
Tehama,12/29/2020,31
Trinity,12/29/2020,8
Tulare,12/29/2020,544
Tuolumne,12/29/2020,105
Ventura,12/29/2020,1163
Yolo,12/29/2020,483
Yuba,12/29/2020,77
Alameda,12/28/2020,1844
Amador,12/28/2020,31
Butte,12/28/2020,280
Calaveras,12/28/2020,22
Colusa,12/28/2020,7
Contra Costa,12/28/2020,1812
Del Norte,12/28/2020,34
El Dorado,12/28/2020,215
Fresno,12/28/2020,1058
Glenn,12/28/2020,20
Humboldt,12/28/2020,149
Imperial,12/28/2020,214
Inyo,12/28/2020,48
Kern,12/28/2020,826
Kings,12/28/2020,130
Lake,12/28/2020,52
Lassen,12/28/2020,3
Los Angeles,12/28/2020,10181
Madera,12/28/2020,104
Marin,12/28/2020,406
Mariposa,12/28/2020,4
Mendocino,12/28/2020,73
Merced,12/28/2020,124
Modoc,12/28/2020,2
Mono,12/28/2020,94
Monterey,12/28/2020,478
Napa,12/28/2020,248
Nevada,12/28/2020,170
Orange,12/28/2020,3502
Placer,12/28/2020,666
Plumas,12/28/2020,8
Riverside,12/28/2020,1618
Sacramento,12/28/2020,1895
San Benito,12/28/2020,63
San Bernardino,12/28/2020,1549
San Diego,12/28/2020,5879
San Francisco,12/28/2020,1261
San Joaquin,12/28/2020,609
San Luis Obispo,12/28/2020,878
San Mateo,12/28/2020,1033
Santa Barbara,12/28/2020,352
Santa Clara,12/28/2020,2312
Santa Cruz,12/28/2020,483
Shasta,12/28/2020,40
Sierra,12/28/2020,1
Siskiyou,12/28/2020,2
Solano,12/28/2020,855
Sonoma,12/28/2020,990
Stanislaus,12/28/2020,480
Sutter,12/28/2020,82
Tehama,12/28/2020,56
Trinity,12/28/2020,30
Tulare,12/28/2020,484
Tuolumne,12/28/2020,78
Ventura,12/28/2020,1062
Yolo,12/28/2020,342
Yuba,12/28/2020,51
Alameda,12/27/2020,491
Amador,12/27/2020,1
Butte,12/27/2020,35
Colusa,12/27/2020,1
Contra Costa,12/27/2020,235
El Dorado,12/27/2020,37
Fresno,12/27/2020,296
Glenn,12/27/2020,4
Humboldt,12/27/2020,1
Imperial,12/27/2020,62
Kern,12/27/2020,35
Kings,12/27/2020,4
Lake,12/27/2020,2
Los Angeles,12/27/2020,1737
Madera,12/27/2020,31
Marin,12/27/2020,93
Mariposa,12/27/2020,1
Mendocino,12/27/2020,1
Merced,12/27/2020,12
Monterey,12/27/2020,6
Napa,12/27/2020,32
Nevada,12/27/2020,88
Orange,12/27/2020,579
Placer,12/27/2020,187
Riverside,12/27/2020,362
Sacramento,12/27/2020,348
San Benito,12/27/2020,8
San Bernardino,12/27/2020,343
San Diego,12/27/2020,2494
San Francisco,12/27/2020,269
San Joaquin,12/27/2020,39
San Luis Obispo,12/27/2020,75
San Mateo,12/27/2020,280
Santa Barbara,12/27/2020,62
Santa Clara,12/27/2020,593
Santa Cruz,12/27/2020,32
Shasta,12/27/2020,1
Siskiyou,12/27/2020,2
Solano,12/27/2020,101
Sonoma,12/27/2020,92
Stanislaus,12/27/2020,10
Sutter,12/27/2020,24
Tehama,12/27/2020,2
Tulare,12/27/2020,15
Ventura,12/27/2020,58
Yolo,12/27/2020,46
Yuba,12/27/2020,15
Alameda,12/26/2020,847
Amador,12/26/2020,6
Butte,12/26/2020,93
Calaveras,12/26/2020,3
Contra Costa,12/26/2020,641
El Dorado,12/26/2020,43
Fresno,12/26/2020,720
Glenn,12/26/2020,2
Humboldt,12/26/2020,7
Imperial,12/26/2020,1
Inyo,12/26/2020,74
Kern,12/26/2020,33
Kings,12/26/2020,7
Lake,12/26/2020,2
Los Angeles,12/26/2020,2515
Madera,12/26/2020,28
Marin,12/26/2020,139
Mariposa,12/26/2020,1
Mendocino,12/26/2020,2
Merced,12/26/2020,6
Mono,12/26/2020,3
Monterey,12/26/2020,89
Napa,12/26/2020,39
Nevada,12/26/2020,5
Orange,12/26/2020,1048
Placer,12/26/2020,159
Riverside,12/26/2020,401
Sacramento,12/26/2020,507
San Benito,12/26/2020,13
San Bernardino,12/26/2020,461
San Diego,12/26/2020,3288
San Francisco,12/26/2020,237
San Joaquin,12/26/2020,100
San Luis Obispo,12/26/2020,90
San Mateo,12/26/2020,532
Santa Barbara,12/26/2020,328
Santa Clara,12/26/2020,1199
Santa Cruz,12/26/2020,64
Shasta,12/26/2020,4
Siskiyou,12/26/2020,2
Solano,12/26/2020,174
Sonoma,12/26/2020,264
Stanislaus,12/26/2020,47
Sutter,12/26/2020,38
Tehama,12/26/2020,3
Tulare,12/26/2020,9
Tuolumne,12/26/2020,3
Ventura,12/26/2020,106
Yolo,12/26/2020,76
Yuba,12/26/2020,15
Alameda,12/25/2020,157
Contra Costa,12/25/2020,38
El Dorado,12/25/2020,8
Fresno,12/25/2020,2
Humboldt,12/25/2020,1
Inyo,12/25/2020,1
Kern,12/25/2020,1
Los Angeles,12/25/2020,520
Marin,12/25/2020,27
Mendocino,12/25/2020,1
Merced,12/25/2020,4
Monterey,12/25/2020,6
Napa,12/25/2020,1
Nevada,12/25/2020,2
Orange,12/25/2020,14
Riverside,12/25/2020,28
Sacramento,12/25/2020,1
San Benito,12/25/2020,3
San Bernardino,12/25/2020,75
San Diego,12/25/2020,880
San Francisco,12/25/2020,30
San Joaquin,12/25/2020,13
San Luis Obispo,12/25/2020,2
San Mateo,12/25/2020,107
Santa Clara,12/25/2020,327
Santa Cruz,12/25/2020,11
Solano,12/25/2020,10
Sonoma,12/25/2020,8
Ventura,12/25/2020,11
Yolo,12/25/2020,1
Alameda,12/24/2020,1206
Amador,12/24/2020,5
Butte,12/24/2020,160
Calaveras,12/24/2020,2
Colusa,12/24/2020,2
Contra Costa,12/24/2020,645
El Dorado,12/24/2020,86
Fresno,12/24/2020,574
Glenn,12/24/2020,9
Humboldt,12/24/2020,24
Imperial,12/24/2020,5
Inyo,12/24/2020,17
Kern,12/24/2020,122
Kings,12/24/2020,11
Lake,12/24/2020,2
Lassen,12/24/2020,11
Los Angeles,12/24/2020,6913
Madera,12/24/2020,43
Marin,12/24/2020,355
Mendocino,12/24/2020,49
Merced,12/24/2020,70
Modoc,12/24/2020,1
Mono,12/24/2020,3
Monterey,12/24/2020,82
Napa,12/24/2020,138
Nevada,12/24/2020,15
Orange,12/24/2020,1311
Placer,12/24/2020,395
Plumas,12/24/2020,6
Riverside,12/24/2020,817
Sacramento,12/24/2020,1040
San Benito,12/24/2020,12
San Bernardino,12/24/2020,1157
San Diego,12/24/2020,2730
San Francisco,12/24/2020,829
San Joaquin,12/24/2020,210
San Luis Obispo,12/24/2020,195
San Mateo,12/24/2020,849
Santa Barbara,12/24/2020,87
Santa Clara,12/24/2020,1864
Santa Cruz,12/24/2020,125
Shasta,12/24/2020,18
Siskiyou,12/24/2020,5
Solano,12/24/2020,420
Sonoma,12/24/2020,304
Stanislaus,12/24/2020,97
Sutter,12/24/2020,17
Tehama,12/24/2020,5
Tulare,12/24/2020,18
Ventura,12/24/2020,475
Yolo,12/24/2020,151
Yuba,12/24/2020,20
Alameda,12/23/2020,1877
Amador,12/23/2020,39
Butte,12/23/2020,870
Calaveras,12/23/2020,77
Colusa,12/23/2020,10
Contra Costa,12/23/2020,1550
Del Norte,12/23/2020,58
El Dorado,12/23/2020,189
Fresno,12/23/2020,1079
Glenn,12/23/2020,26
Humboldt,12/23/2020,301
Imperial,12/23/2020,212
Inyo,12/23/2020,71
Kern,12/23/2020,557
Kings,12/23/2020,134
Lake,12/23/2020,91
Lassen,12/23/2020,6
Los Angeles,12/23/2020,11836
Madera,12/23/2020,65
Marin,12/23/2020,731
Mariposa,12/23/2020,11
Mendocino,12/23/2020,271
Merced,12/23/2020,250
Modoc,12/23/2020,4
Mono,12/23/2020,70
Monterey,12/23/2020,433
Napa,12/23/2020,397
Nevada,12/23/2020,234
Orange,12/23/2020,3496
Placer,12/23/2020,739
Plumas,12/23/2020,50
Riverside,12/23/2020,2114
Sacramento,12/23/2020,2236
San Benito,12/23/2020,48
San Bernardino,12/23/2020,2643
San Diego,12/23/2020,3186
San Francisco,12/23/2020,1305
San Joaquin,12/23/2020,943
San Luis Obispo,12/23/2020,682
San Mateo,12/23/2020,1532
Santa Barbara,12/23/2020,320
Santa Clara,12/23/2020,3195
Santa Cruz,12/23/2020,370
Shasta,12/23/2020,174
Sierra,12/23/2020,4
Siskiyou,12/23/2020,142
Solano,12/23/2020,847
Sonoma,12/23/2020,1601
Stanislaus,12/23/2020,449
Sutter,12/23/2020,114
Tehama,12/23/2020,48
Trinity,12/23/2020,5
Tulare,12/23/2020,328
Tuolumne,12/23/2020,184
Ventura,12/23/2020,1024
Yolo,12/23/2020,431
Yuba,12/23/2020,64
Alameda,12/22/2020,2070
Amador,12/22/2020,36
Butte,12/22/2020,618
Calaveras,12/22/2020,81
Colusa,12/22/2020,10
Contra Costa,12/22/2020,1664
Del Norte,12/22/2020,46
El Dorado,12/22/2020,238
Fresno,12/22/2020,903
Glenn,12/22/2020,59
Humboldt,12/22/2020,286
Imperial,12/22/2020,241
Inyo,12/22/2020,104
Kern,12/22/2020,530
Kings,12/22/2020,142
Lake,12/22/2020,63
Lassen,12/22/2020,23
Los Angeles,12/22/2020,11471
Madera,12/22/2020,95
Marin,12/22/2020,515
Mariposa,12/22/2020,2
Mendocino,12/22/2020,248
Merced,12/22/2020,155
Modoc,12/22/2020,14
Mono,12/22/2020,67
Monterey,12/22/2020,534
Napa,12/22/2020,278
Nevada,12/22/2020,91
Orange,12/22/2020,3916
Placer,12/22/2020,676
Plumas,12/22/2020,92
Riverside,12/22/2020,2242
Sacramento,12/22/2020,2092
San Benito,12/22/2020,59
San Bernardino,12/22/2020,2268
San Diego,12/22/2020,4052
San Francisco,12/22/2020,1398
San Joaquin,12/22/2020,949
San Luis Obispo,12/22/2020,307
San Mateo,12/22/2020,1481
Santa Barbara,12/22/2020,243
Santa Clara,12/22/2020,3055
Santa Cruz,12/22/2020,422
Shasta,12/22/2020,191
Sierra,12/22/2020,12
Siskiyou,12/22/2020,159
Solano,12/22/2020,662
Sonoma,12/22/2020,1363
Stanislaus,12/22/2020,800
Sutter,12/22/2020,174
Tehama,12/22/2020,68
Trinity,12/22/2020,5
Tulare,12/22/2020,469
Tuolumne,12/22/2020,165
Ventura,12/22/2020,1102
Yolo,12/22/2020,385
Yuba,12/22/2020,86
Alameda,12/21/2020,1834
Alpine,12/21/2020,2
Amador,12/21/2020,33
Butte,12/21/2020,633
Calaveras,12/21/2020,55
Colusa,12/21/2020,2
Contra Costa,12/21/2020,1655
Del Norte,12/21/2020,23
El Dorado,12/21/2020,304
Fresno,12/21/2020,925
Glenn,12/21/2020,11
Humboldt,12/21/2020,165
Imperial,12/21/2020,186
Inyo,12/21/2020,88
Kern,12/21/2020,671
Kings,12/21/2020,153
Lake,12/21/2020,50
Lassen,12/21/2020,11
Los Angeles,12/21/2020,13637
Madera,12/21/2020,62
Marin,12/21/2020,238
Mariposa,12/21/2020,3
Mendocino,12/21/2020,245
Merced,12/21/2020,129
Modoc,12/21/2020,100
Mono,12/21/2020,23
Monterey,12/21/2020,719
Napa,12/21/2020,234
Nevada,12/21/2020,69
Orange,12/21/2020,4146
Placer,12/21/2020,494
Plumas,12/21/2020,45
Riverside,12/21/2020,2269
Sacramento,12/21/2020,1670
San Benito,12/21/2020,46
San Bernardino,12/21/2020,2449
San Diego,12/21/2020,3511
San Francisco,12/21/2020,1156
San Joaquin,12/21/2020,517
San Luis Obispo,12/21/2020,551
San Mateo,12/21/2020,1136
Santa Barbara,12/21/2020,650
Santa Clara,12/21/2020,2617
Santa Cruz,12/21/2020,427
Shasta,12/21/2020,78
Sierra,12/21/2020,2
Siskiyou,12/21/2020,132
Solano,12/21/2020,568
Sonoma,12/21/2020,909
