,county,date,confirmed_patients,suspected_patients,total_covid_patients
13965,Plumas,2020-12-03,1,0,1
13966,Lake,2020-12-03,2,0,2
13967,Sutter,2020-12-03,0,0,0
13968,Fresno,2020-12-03,340,38,378
13969,San Francisco,2020-12-03,93,5,98
13970,Glenn,2020-12-03,0,0,0
13971,El Dorado,2020-12-03,15,1,16
13972,Santa Barbara,2020-12-03,59,1,60
13973,Stanislaus,2020-12-03,218,13,231
13974,San Mateo,2020-12-03,76,7,83
13975,Yuba,2020-12-03,39,0,39
13976,Mendocino,2020-12-03,10,0,10
13977,Tulare,2020-12-03,107,10,117
13978,Merced,2020-12-03,38,0,38
13979,Contra Costa,2020-12-03,122,14,136
13980,Monterey,2020-12-03,90,1,91
13981,Kern,2020-12-03,182,6,188
13982,Orange,2020-12-03,746,64,810
13983,Modoc,2020-12-03,1,2,3
13984,Solano,2020-12-03,64,14,78
13985,Lassen,2020-12-03,11,0,11
13986,Santa Clara,2020-12-03,307,23,330
13987,San Diego,2020-12-03,743,54,797
13988,Placer,2020-12-03,144,19,163
13989,Shasta,2020-12-03,51,0,51
13990,Kings,2020-12-03,60,0,60
13991,Napa,2020-12-03,12,1,13
13992,Trinity,2020-12-03,0,0,0
13993,Riverside,2020-12-03,658,81,739
13994,Siskiyou,2020-12-03,13,3,16
13995,San Bernardino,2020-12-03,880,84,964
13996,Madera,2020-12-03,29,10,39
13997,Tuolumne,2020-12-04,11,0,11
13998,Colusa,2020-12-04,9,0,9
13999,Imperial,2020-12-04,90,0,90
14000,Mendocino,2020-12-04,10,0,10
14001,Monterey,2020-12-04,90,2,92
14002,Los Angeles,2020-12-04,2878,319,3197
14003,San Mateo,2020-12-04,78,11,89
14004,Tehama,2020-12-04,9,0,9
14005,Del Norte,2020-12-04,0,0,0
14006,Yuba,2020-12-04,41,0,41
14007,Solano,2020-12-04,69,14,83
14008,Sonoma,2020-12-04,41,3,44
14009,Orange,2020-12-04,842,45,887
14010,Santa Cruz,2020-12-04,46,1,47
14011,Siskiyou,2020-12-04,12,0,12
14012,Nevada,2020-12-04,15,1,16
14013,Alameda,2020-12-04,213,38,251
14014,Kings,2020-12-04,63,0,63
14015,Marin,2020-12-04,15,1,16
14016,Merced,2020-12-04,29,0,29
14017,Fresno,2020-12-04,354,36,390
14018,San Bernardino,2020-12-04,913,85,998
14019,Humboldt,2020-12-04,7,2,9
14020,Lake,2020-12-04,2,0,2
14021,Amador,2020-12-04,6,0,6
14022,Yolo,2020-12-04,18,0,18
14023,Contra Costa,2020-12-04,126,17,143
14024,Santa Barbara,2020-12-04,54,0,54
14025,Madera,2020-12-04,28,10,38
14026,San Luis Obispo,2020-12-04,15,0,15
14027,El Dorado,2020-12-04,19,0,19
14028,Sutter,2020-12-04,0,0,0
14029,Modoc,2020-12-04,0,0,0
14030,Tulare,2020-12-04,104,2,106
14031,Kern,2020-12-04,198,5,203
14032,Sacramento,2020-12-04,378,21,399
14033,San Francisco,2020-12-04,96,3,99
14034,Shasta,2020-12-04,49,0,49
14035,Inyo,2020-12-04,2,0,2
14036,Santa Clara,2020-12-04,332,23,355
14037,Glenn,2020-12-04,1,0,1
14038,San Diego,2020-12-04,772,35,807
14039,Butte,2020-12-04,51,1,52
14040,Napa,2020-12-04,8,0,8
14041,Mono,2020-12-04,1,0,1
14042,Calaveras,2020-12-04,4,0,4
14043,Riverside,2020-12-04,687,101,788
14044,Lassen,2020-12-04,5,0,5
14045,Mariposa,2020-12-04,1,0,1
14046,Ventura,2020-12-04,111,15,126
14047,Placer,2020-12-04,148,15,163
14048,Plumas,2020-12-04,0,0,0
14049,Stanislaus,2020-12-04,225,12,237
14050,San Joaquin,2020-12-04,172,15,187
14051,Trinity,2020-12-04,0,0,0
14052,San Benito,2020-12-04,5,0,5
14053,Marin,2020-12-05,21,0,21
14054,San Mateo,2020-12-05,82,8,90
14055,Solano,2020-12-05,72,13,85
14056,Butte,2020-12-05,57,0,57
14057,Napa,2020-12-05,8,0,8
14058,Tulare,2020-12-05,115,4,119
14059,Placer,2020-12-05,147,23,170
14060,San Joaquin,2020-12-05,187,12,199
14061,Ventura,2020-12-05,117,10,127
14062,San Luis Obispo,2020-12-05,11,0,11
14063,Plumas,2020-12-05,0,0,0
14064,Humboldt,2020-12-05,7,2,9
14065,Yolo,2020-12-05,19,0,19
14066,Amador,2020-12-05,7,0,7
14067,San Bernardino,2020-12-05,958,78,1036
14068,Mariposa,2020-12-05,1,0,1
14069,Santa Cruz,2020-12-05,44,1,45
14070,Inyo,2020-12-05,2,0,2
14071,Trinity,2020-12-05,0,0,0
14072,Siskiyou,2020-12-05,12,0,12
14073,Lake,2020-12-05,2,1,3
14074,Nevada,2020-12-05,16,1,17
14075,Sacramento,2020-12-05,371,30,401
14076,Modoc,2020-12-05,1,0,1
14077,Del Norte,2020-12-05,0,0,0
14078,Colusa,2020-12-05,9,0,9
14079,Yuba,2020-12-05,43,0,43
14080,San Francisco,2020-12-05,111,6,117
14081,Santa Barbara,2020-12-05,50,1,51
14082,Santa Clara,2020-12-05,336,21,357
14083,Calaveras,2020-12-05,2,0,2
14084,El Dorado,2020-12-05,22,0,22
14085,Glenn,2020-12-05,2,4,6
14086,San Diego,2020-12-05,790,45,835
14087,Orange,2020-12-05,848,54,902
14088,Los Angeles,2020-12-05,2988,340,3328
14089,Riverside,2020-12-05,671,116,787
14090,Sutter,2020-12-05,0,0,0
14091,Merced,2020-12-05,33,0,33
14092,Tehama,2020-12-05,10,0,10
14093,Monterey,2020-12-05,87,3,90
14094,Contra Costa,2020-12-05,133,17,150
14095,Sonoma,2020-12-05,41,8,49
14096,Kern,2020-12-05,199,3,202
14097,Madera,2020-12-05,31,11,42
14098,Alameda,2020-12-05,227,32,259
14099,Mono,2020-12-05,1,0,1
14100,Mendocino,2020-12-05,8,1,9
14101,Lassen,2020-12-05,5,0,5
14102,San Benito,2020-12-05,5,0,5
14103,Stanislaus,2020-12-05,217,15,232
14104,Tuolumne,2020-12-05,7,0,7
14105,Fresno,2020-12-05,396,24,420
14106,Shasta,2020-12-05,49,0,49
14107,Kings,2020-12-05,66,0,66
14108,Imperial,2020-12-05,96,0,96
14109,Contra Costa,2020-12-06,138,20,158
14110,San Diego,2020-12-06,817,54,871
14111,Colusa,2020-12-06,9,0,9
14112,Monterey,2020-12-06,97,2,99
14113,Riverside,2020-12-06,700,117,817
14114,Siskiyou,2020-12-06,13,0,13
14115,San Francisco,2020-12-06,110,5,115
14116,Glenn,2020-12-06,2,4,6
14117,Trinity,2020-12-06,0,0,0
14118,Nevada,2020-12-06,17,1,18
14119,Amador,2020-12-06,7,0,7
14120,Sacramento,2020-12-06,374,24,398
14121,Sonoma,2020-12-06,48,9,57
14122,Lake,2020-12-06,2,1,3
14123,Merced,2020-12-06,35,0,35
14124,Imperial,2020-12-06,98,0,98
14125,Kings,2020-12-06,69,0,69
14126,San Luis Obispo,2020-12-06,13,1,14
14127,Shasta,2020-12-06,48,0,48
14128,Fresno,2020-12-06,408,28,436
14129,Del Norte,2020-12-06,0,0,0
14130,Yolo,2020-12-06,20,0,20
14131,Los Angeles,2020-12-06,3113,377,3490
14132,Placer,2020-12-06,154,17,171
14133,San Mateo,2020-12-06,82,10,92
14134,Tulare,2020-12-06,118,8,126
14135,Humboldt,2020-12-06,7,0,7
14136,Napa,2020-12-06,11,1,12
14137,San Benito,2020-12-06,4,0,4
14138,Inyo,2020-12-06,3,0,3
14139,Lassen,2020-12-06,5,0,5
14140,Santa Cruz,2020-12-06,49,0,49
14141,El Dorado,2020-12-06,18,2,20
14142,Solano,2020-12-06,69,10,79
14143,Orange,2020-12-06,877,44,921
14144,San Joaquin,2020-12-06,199,27,226
14145,Ventura,2020-12-06,122,11,133
14146,Stanislaus,2020-12-06,209,12,221
14147,Butte,2020-12-06,51,0,51
14148,Tehama,2020-12-06,10,0,10
14149,Mariposa,2020-12-06,2,0,2
14150,Kern,2020-12-06,207,2,209
14151,Mendocino,2020-12-06,7,0,7
14152,Tuolumne,2020-12-06,9,0,9
14153,Alameda,2020-12-06,226,40,266
14154,Yuba,2020-12-06,46,0,46
14155,Modoc,2020-12-06,1,0,1
14156,Santa Barbara,2020-12-06,59,2,61
14157,Marin,2020-12-06,20,0,20
14158,Santa Clara,2020-12-06,354,14,368
14159,Calaveras,2020-12-06,2,0,2
14160,Plumas,2020-12-06,0,0,0
14161,San Bernardino,2020-12-06,984,76,1060
14162,Sutter,2020-12-06,0,0,0
14163,Madera,2020-12-06,27,9,36
14164,Mono,2020-12-06,0,0,0
14165,Merced,2020-12-07,37,0,37
14166,San Luis Obispo,2020-12-07,12,3,15
14167,Fresno,2020-12-07,420,35,455
14168,Ventura,2020-12-07,128,8,136
14169,Solano,2020-12-07,67,8,75
14170,Nevada,2020-12-07,18,0,18
14171,Mono,2020-12-07,0,0,0
14172,Inyo,2020-12-07,3,0,3
14173,San Joaquin,2020-12-07,199,9,208
14174,Tehama,2020-12-07,12,0,12
14175,Santa Cruz,2020-12-07,49,0,49
14176,Tuolumne,2020-12-07,7,0,7
14177,Los Angeles,2020-12-07,3299,354,3653
14178,Lake,2020-12-07,2,0,2
14179,Modoc,2020-12-07,0,0,0
14180,Amador,2020-12-07,7,0,7
14181,Placer,2020-12-07,149,13,162
14182,Glenn,2020-12-07,5,0,5
14183,Mariposa,2020-12-07,2,0,2
14184,Kings,2020-12-07,75,2,77
14185,Contra Costa,2020-12-07,140,16,156
14186,San Mateo,2020-12-07,83,12,95
14187,Orange,2020-12-07,946,78,1024
14188,Del Norte,2020-12-07,1,0,1
14189,Yuba,2020-12-07,42,0,42
14190,Santa Clara,2020-12-07,376,22,398
14191,Madera,2020-12-07,24,12,36
14192,Alameda,2020-12-07,232,36,268
14193,Butte,2020-12-07,54,1,55
14194,Lassen,2020-12-07,6,0,6
14195,Siskiyou,2020-12-07,13,0,13
14196,Plumas,2020-12-07,0,0,0
14197,Sonoma,2020-12-07,47,3,50
14198,Sutter,2020-12-07,0,0,0
14199,San Benito,2020-12-07,7,0,7
14200,Calaveras,2020-12-07,1,0,1
14201,Tulare,2020-12-07,126,9,135
14202,Yolo,2020-12-07,23,0,23
14203,San Bernardino,2020-12-07,996,104,1100
14204,San Francisco,2020-12-07,117,6,123
14205,Colusa,2020-12-07,8,1,9
14206,Marin,2020-12-07,17,3,20
14207,Santa Barbara,2020-12-07,64,0,64
14208,Shasta,2020-12-07,46,0,46
14209,Riverside,2020-12-07,733,115,848
14210,Sacramento,2020-12-07,385,27,412
14211,Stanislaus,2020-12-07,231,13,244
14212,El Dorado,2020-12-07,20,1,21
14213,Humboldt,2020-12-07,8,1,9
14214,Imperial,2020-12-07,121,1,122
14215,Kern,2020-12-07,216,8,224
14216,San Diego,2020-12-07,867,41,908
14217,Monterey,2020-12-07,105,1,106
14218,Mendocino,2020-12-07,9,0,9
14219,Trinity,2020-12-07,0,0,0
14220,Napa,2020-12-07,12,1,13
14221,San Diego,2020-12-08,874,59,933
14222,Kings,2020-12-08,80,2,82
14223,Santa Barbara,2020-12-08,64,3,67
14224,Stanislaus,2020-12-08,247,13,260
14225,Imperial,2020-12-08,121,1,122
14226,Contra Costa,2020-12-08,143,16,159
14227,Los Angeles,2020-12-08,3433,337,3770
14228,Lassen,2020-12-08,5,0,5
14229,Fresno,2020-12-08,454,38,492
14230,Nevada,2020-12-08,14,0,14
14231,Madera,2020-12-08,27,10,37
14232,Yuba,2020-12-08,45,0,45
14233,Santa Clara,2020-12-08,392,21,413
14234,Mendocino,2020-12-08,7,0,7
14235,Riverside,2020-12-08,768,127,895
14236,Alameda,2020-12-08,242,38,280
14237,Humboldt,2020-12-08,6,1,7
14238,Shasta,2020-12-08,44,2,46
14239,San Bernardino,2020-12-08,1053,87,1140
14240,Sutter,2020-12-08,0,0,0
14241,San Benito,2020-12-08,7,0,7
14242,Monterey,2020-12-08,112,1,113
14243,Modoc,2020-12-08,0,0,0
14244,Lake,2020-12-08,4,0,4
14245,Solano,2020-12-08,74,14,88
14246,Napa,2020-12-08,15,1,16
14247,Placer,2020-12-08,158,17,175
14248,Sonoma,2020-12-08,51,9,60
14249,Plumas,2020-12-08,1,0,1
14250,Calaveras,2020-12-08,1,0,1
14251,Santa Cruz,2020-12-08,48,0,48
14252,Mariposa,2020-12-08,3,0,3
14253,Siskiyou,2020-12-08,13,0,13
14254,Glenn,2020-12-08,5,0,5
14255,Mono,2020-12-08,0,0,0
14256,Del Norte,2020-12-08,3,0,3
14257,Yolo,2020-12-08,26,0,26
14258,Tuolumne,2020-12-08,6,0,6
14259,San Luis Obispo,2020-12-08,15,0,15
14260,San Mateo,2020-12-08,87,10,97
14261,Marin,2020-12-08,20,4,24
14262,Tehama,2020-12-08,17,0,17
14263,Merced,2020-12-08,37,0,37
14264,Trinity,2020-12-08,0,0,0
14265,Inyo,2020-12-08,3,0,3
14266,Sacramento,2020-12-08,398,24,422
14267,Tulare,2020-12-08,128,13,141
14268,San Joaquin,2020-12-08,218,9,227
14269,Kern,2020-12-08,225,4,229
14270,Orange,2020-12-08,974,80,1054
14271,Butte,2020-12-08,63,3,66
14272,El Dorado,2020-12-08,24,0,24
14273,Colusa,2020-12-08,4,0,4
14274,San Francisco,2020-12-08,115,5,120
14275,Ventura,2020-12-08,131,4,135
14276,Amador,2020-12-08,7,0,7
14277,Colusa,2020-12-09,2,1,3
14278,Calaveras,2020-12-09,2,0,2
14279,Ventura,2020-12-09,145,7,152
14280,Yolo,2020-12-09,24,0,24
14281,Del Norte,2020-12-09,3,0,3
14282,Santa Barbara,2020-12-09,72,3,75
14283,Humboldt,2020-12-09,3,1,4
14284,San Mateo,2020-12-09,96,14,110
14285,San Joaquin,2020-12-09,225,13,238
14286,Tuolumne,2020-12-09,7,0,7
14287,Contra Costa,2020-12-09,164,5,169
14288,Lake,2020-12-09,4,0,4
14289,Solano,2020-12-09,82,16,98
14290,Imperial,2020-12-09,127,0,127
14291,Mono,2020-12-09,1,0,1
14292,Plumas,2020-12-09,1,0,1
14293,Merced,2020-12-09,41,0,41
14294,Madera,2020-12-09,31,12,43
14295,Sutter,2020-12-09,0,0,0
14296,San Benito,2020-12-09,6,0,6
14297,Inyo,2020-12-09,3,0,3
14298,Fresno,2020-12-09,460,31,491
14299,Mendocino,2020-12-09,9,0,9
14300,Tulare,2020-12-09,138,12,150
14301,San Bernardino,2020-12-09,1094,92,1186
14302,Mariposa,2020-12-09,2,0,2
14303,Marin,2020-12-09,29,4,33
14304,Orange,2020-12-09,1025,68,1093
14305,San Diego,2020-12-09,905,50,955
14306,Modoc,2020-12-09,0,0,0
14307,Alameda,2020-12-09,254,47,301
14308,Monterey,2020-12-09,114,1,115
14309,Santa Cruz,2020-12-09,47,0,47
14310,Nevada,2020-12-09,13,0,13
14311,Lassen,2020-12-09,2,0,2
14312,Siskiyou,2020-12-09,11,0,11
14313,Los Angeles,2020-12-09,3624,370,3994
14314,Amador,2020-12-09,9,0,9
14315,Riverside,2020-12-09,775,132,907
14316,Placer,2020-12-09,166,17,183
14317,Butte,2020-12-09,62,3,65
14318,Kings,2020-12-09,73,1,74
14319,Sacramento,2020-12-09,398,24,422
14320,El Dorado,2020-12-09,25,0,25
14321,Glenn,2020-12-09,5,0,5
14322,Yuba,2020-12-09,49,0,49
14323,Kern,2020-12-09,229,9,238
14324,Stanislaus,2020-12-09,258,12,270
14325,Sonoma,2020-12-09,60,5,65
14326,Trinity,2020-12-09,0,0,0
14327,Santa Clara,2020-12-09,411,22,433
14328,Tehama,2020-12-09,13,0,13
14329,San Francisco,2020-12-09,121,6,127
14330,Shasta,2020-12-09,46,0,46
14331,San Luis Obispo,2020-12-09,17,1,18
14332,Napa,2020-12-09,14,1,15
14333,Orange,2020-12-10,1122,50,1172
14334,San Benito,2020-12-10,10,0,10
14335,Merced,2020-12-10,39,0,39
14336,Kings,2020-12-10,77,0,77
14337,Sacramento,2020-12-10,422,15,437
14338,El Dorado,2020-12-10,25,0,25
14339,Stanislaus,2020-12-10,268,8,276
14340,San Francisco,2020-12-10,118,1,119
14341,Yuba,2020-12-10,49,0,49
14342,San Mateo,2020-12-10,98,14,112
14343,Trinity,2020-12-10,0,0,0
14344,Shasta,2020-12-10,49,0,49
14345,San Bernardino,2020-12-10,1132,109,1241
14346,Marin,2020-12-10,25,5,30
14347,Inyo,2020-12-10,3,1,4
14348,Glenn,2020-12-10,5,0,5
14349,Colusa,2020-12-10,3,1,4
14350,Alameda,2020-12-10,278,34,312
14351,Sutter,2020-12-10,0,0,0
14352,Calaveras,2020-12-10,3,0,3
14353,Yolo,2020-12-10,24,0,24
14354,Placer,2020-12-10,176,18,194
14355,Siskiyou,2020-12-10,11,0,11
14356,Tuolumne,2020-12-10,8,0,8
14357,Lake,2020-12-10,4,0,4
14358,Santa Clara,2020-12-10,419,19,438
14359,Imperial,2020-12-10,127,0,127
14360,Napa,2020-12-10,14,1,15
14361,Riverside,2020-12-10,809,141,950
14362,Humboldt,2020-12-10,4,1,5
14363,Los Angeles,2020-12-10,3850,323,4173
14364,Mendocino,2020-12-10,7,0,7
14365,Ventura,2020-12-10,146,12,158
14366,Plumas,2020-12-10,2,0,2
14367,Tulare,2020-12-10,136,5,141
14368,San Diego,2020-12-10,902,61,963
14369,Nevada,2020-12-10,18,2,20
14370,Madera,2020-12-10,31,5,36
14371,Contra Costa,2020-12-10,156,8,164
14372,Modoc,2020-12-10,0,0,0
14373,Sonoma,2020-12-10,68,9,77
14374,Mono,2020-12-10,1,0,1
14375,Santa Barbara,2020-12-10,73,3,76
14376,Butte,2020-12-10,61,3,64
14377,Mariposa,2020-12-10,2,0,2
14378,Del Norte,2020-12-10,2,0,2
14379,Amador,2020-12-10,9,0,9
14380,Kern,2020-12-10,236,11,247
14381,Monterey,2020-12-10,119,3,122
14382,Lassen,2020-12-10,2,0,2
14383,Santa Cruz,2020-12-10,45,0,45
14384,Solano,2020-12-10,88,14,102
14385,Fresno,2020-12-10,472,41,513
14386,San Joaquin,2020-12-10,233,8,241
14387,Tehama,2020-12-10,13,0,13
14388,San Luis Obispo,2020-12-10,19,1,20
14389,Madera,2020-12-11,28,4,32
14390,Sacramento,2020-12-11,433,20,453
14391,Riverside,2020-12-11,855,149,1004
14392,Fresno,2020-12-11,462,29,491
14393,Merced,2020-12-11,45,0,45
14394,Yolo,2020-12-11,24,0,24
14395,Butte,2020-12-11,66,3,69
14396,San Luis Obispo,2020-12-11,19,0,19
14397,Mendocino,2020-12-11,7,0,7
14398,Tulare,2020-12-11,174,9,183
14399,Amador,2020-12-11,10,0,10
14400,San Diego,2020-12-11,928,73,1001
14401,Placer,2020-12-11,176,18,194
14402,Shasta,2020-12-11,60,0,60
14403,San Joaquin,2020-12-11,247,9,256
14404,San Benito,2020-12-11,8,0,8
14405,Tuolumne,2020-12-11,8,0,8
14406,Orange,2020-12-11,1150,76,1226
14407,Stanislaus,2020-12-11,287,8,295
14408,Mono,2020-12-11,1,0,1
14409,Monterey,2020-12-11,124,3,127
14410,Imperial,2020-12-11,124,0,124
14411,Colusa,2020-12-11,3,1,4
14412,Trinity,2020-12-11,0,0,0
14413,San Mateo,2020-12-11,103,9,112
14414,Solano,2020-12-11,91,12,103
14415,Lassen,2020-12-11,4,0,4
14416,Marin,2020-12-11,26,4,30
14417,Inyo,2020-12-11,4,1,5
14418,Plumas,2020-12-11,1,0,1
14419,Tehama,2020-12-11,11,0,11
14420,El Dorado,2020-12-11,26,1,27
14421,Alameda,2020-12-11,281,36,317
14422,Santa Clara,2020-12-11,431,19,450
14423,Santa Cruz,2020-12-11,48,0,48
14424,Sutter,2020-12-11,0,0,0
14425,Nevada,2020-12-11,17,2,19
14426,Glenn,2020-12-11,5,0,5
14427,Humboldt,2020-12-11,4,0,4
14428,Santa Barbara,2020-12-11,75,0,75
14429,Contra Costa,2020-12-11,155,11,166
14430,Napa,2020-12-11,18,1,19
14431,Ventura,2020-12-11,152,11,163
14432,Kern,2020-12-11,248,5,253
14433,Siskiyou,2020-12-11,9,0,9
14434,Kings,2020-12-11,73,0,73
14435,San Francisco,2020-12-11,127,8,135
14436,San Bernardino,2020-12-11,1154,86,1240
14437,Lake,2020-12-11,5,0,5
14438,Los Angeles,2020-12-11,4009,353,4362
14439,Mariposa,2020-12-11,2,0,2
14440,Sonoma,2020-12-11,70,5,75
14441,Modoc,2020-12-11,0,0,0
14442,Yuba,2020-12-11,50,0,50
14443,Del Norte,2020-12-11,2,0,2
14444,Calaveras,2020-12-11,4,0,4
14445,Mendocino,2020-12-12,7,0,7
14446,Kings,2020-12-12,77,0,77
14447,Alameda,2020-12-12,286,34,320
14448,Marin,2020-12-12,25,5,30
14449,Contra Costa,2020-12-12,173,13,186
14450,Mariposa,2020-12-12,2,0,2
14451,Inyo,2020-12-12,5,1,6
14452,Stanislaus,2020-12-12,299,8,307
14453,Glenn,2020-12-12,5,0,5
14454,Nevada,2020-12-12,18,2,20
14455,Sutter,2020-12-12,0,0,0
14456,Mono,2020-12-12,1,0,1
14457,Orange,2020-12-12,1236,71,1307
14458,Los Angeles,2020-12-12,4203,365,4568
14459,Tehama,2020-12-12,12,0,12
14460,Ventura,2020-12-12,173,11,184
14461,San Diego,2020-12-12,976,61,1037
14462,Del Norte,2020-12-12,2,0,2
14463,Imperial,2020-12-12,135,0,135
14464,Lassen,2020-12-12,4,0,4
14465,Santa Barbara,2020-12-12,78,1,79
14466,Butte,2020-12-12,65,1,66
14467,Madera,2020-12-12,32,6,38
14468,Calaveras,2020-12-12,5,0,5
14469,Solano,2020-12-12,94,10,104
14470,Siskiyou,2020-12-12,8,0,8
14471,Colusa,2020-12-12,2,0,2
14472,San Mateo,2020-12-12,102,9,111
14473,San Joaquin,2020-12-12,262,8,270
14474,San Francisco,2020-12-12,130,4,134
14475,Modoc,2020-12-12,1,0,1
14476,Santa Cruz,2020-12-12,52,0,52
14477,Tulare,2020-12-12,176,6,182
14478,Monterey,2020-12-12,120,6,126
14479,El Dorado,2020-12-12,25,1,26
14480,San Bernardino,2020-12-12,1234,88,1322
14481,Humboldt,2020-12-12,4,1,5
14482,San Benito,2020-12-12,9,0,9
14483,Napa,2020-12-12,18,0,18
14484,San Luis Obispo,2020-12-12,25,3,28
14485,Kern,2020-12-12,273,9,282
14486,Riverside,2020-12-12,901,95,996
14487,Yolo,2020-12-12,8,0,8
14488,Santa Clara,2020-12-12,451,14,465
14489,Tuolumne,2020-12-12,7,0,7
14490,Plumas,2020-12-12,1,0,1
14491,Shasta,2020-12-12,61,2,63
14492,Sacramento,2020-12-12,456,19,475
14493,Trinity,2020-12-12,0,0,0
14494,Sonoma,2020-12-12,65,6,71
14495,Amador,2020-12-12,11,0,11
14496,Fresno,2020-12-12,450,39,489
14497,Lake,2020-12-12,4,0,4
14498,Yuba,2020-12-12,62,1,63
14499,Merced,2020-12-12,43,0,43
14500,Placer,2020-12-12,173,13,186
14501,Marin,2020-12-13,26,5,31
14502,Sonoma,2020-12-13,70,10,80
14503,Tehama,2020-12-13,11,0,11
14504,Mendocino,2020-12-13,14,0,14
14505,San Joaquin,2020-12-13,277,8,285
14506,El Dorado,2020-12-13,27,2,29
14507,Lassen,2020-12-13,6,0,6
14508,Modoc,2020-12-13,0,0,0
14509,Alameda,2020-12-13,302,47,349
14510,San Luis Obispo,2020-12-13,32,1,33
14511,Siskiyou,2020-12-13,8,0,8
14512,Yuba,2020-12-13,62,2,64
14513,Ventura,2020-12-13,181,11,192
14514,San Diego,2020-12-13,994,40,1034
14515,Kings,2020-12-13,75,0,75
14516,Placer,2020-12-13,182,10,192
14517,Glenn,2020-12-13,5,0,5
14518,Santa Barbara,2020-12-13,89,1,90
14519,Shasta,2020-12-13,65,1,66
14520,San Francisco,2020-12-13,139,4,143
14521,Sutter,2020-12-13,0,0,0
14522,Mariposa,2020-12-13,0,0,0
14523,Riverside,2020-12-13,930,110,1040
14524,Calaveras,2020-12-13,7,0,7
14525,Los Angeles,2020-12-13,4403,372,4775
14526,Solano,2020-12-13,103,10,113
14527,Amador,2020-12-13,13,0,13
14528,Monterey,2020-12-13,127,6,133
14529,Napa,2020-12-13,20,0,20
14530,Merced,2020-12-13,41,0,41
14531,Colusa,2020-12-13,3,0,3
14532,San Bernardino,2020-12-13,1277,87,1364
14533,Humboldt,2020-12-13,4,3,7
14534,Kern,2020-12-13,295,6,301
14535,Nevada,2020-12-13,18,2,20
14536,Stanislaus,2020-12-13,317,13,330
14537,Inyo,2020-12-13,6,1,7
14538,Contra Costa,2020-12-13,177,17,194
14539,Tulare,2020-12-13,178,4,182
14540,Del Norte,2020-12-13,3,0,3
14541,Orange,2020-12-13,1287,71,1358
14542,Santa Cruz,2020-12-13,53,0,53
14543,San Benito,2020-12-13,11,0,11
14544,Lake,2020-12-13,4,0,4
14545,Madera,2020-12-13,34,0,34
14546,San Mateo,2020-12-13,105,10,115
14547,Trinity,2020-12-13,0,0,0
14548,Fresno,2020-12-13,458,49,507
14549,Imperial,2020-12-13,143,0,143
14550,Plumas,2020-12-13,1,0,1
14551,Santa Clara,2020-12-13,480,23,503
14552,Sacramento,2020-12-13,463,17,480
14553,Tuolumne,2020-12-13,7,0,7
14554,Butte,2020-12-13,77,0,77
14555,Yolo,2020-12-13,24,0,24
14556,Mono,2020-12-13,1,0,1
14557,Los Angeles,2020-12-14,4656,314,4970
14558,Marin,2020-12-14,30,3,33
14559,Alameda,2020-12-14,330,44,374
14560,Orange,2020-12-14,1371,89,1460
14561,Kings,2020-12-14,75,0,75
14562,Nevada,2020-12-14,18,1,19
14563,Del Norte,2020-12-14,1,0,1
14564,Merced,2020-12-14,41,0,41
14565,San Benito,2020-12-14,11,0,11
14566,Napa,2020-12-14,19,1,20
14567,San Diego,2020-12-14,1019,63,1082
14568,Tulare,2020-12-14,178,4,182
14569,Kern,2020-12-14,284,4,288
14570,Contra Costa,2020-12-14,185,15,200
14571,San Joaquin,2020-12-14,293,8,301
14572,El Dorado,2020-12-14,29,1,30
14573,Amador,2020-12-14,13,0,13
14574,Lake,2020-12-14,5,0,5
14575,Butte,2020-12-14,77,0,77
14576,San Luis Obispo,2020-12-14,32,0,32
14577,San Bernardino,2020-12-14,1319,96,1415
14578,Sonoma,2020-12-14,76,4,80
14579,Mendocino,2020-12-14,15,0,15
14580,San Mateo,2020-12-14,111,10,121
14581,Mariposa,2020-12-14,0,0,0
14582,Solano,2020-12-14,107,13,120
14583,Ventura,2020-12-14,210,10,220
14584,Trinity,2020-12-14,0,0,0
14585,Santa Cruz,2020-12-14,57,0,57
14586,Glenn,2020-12-14,5,0,5
14587,Santa Barbara,2020-12-14,91,0,91
14588,Santa Clara,2020-12-14,511,27,538
14589,Imperial,2020-12-14,151,0,151
14590,Plumas,2020-12-14,1,0,1
14591,Madera,2020-12-14,35,3,38
14592,San Francisco,2020-12-14,150,3,153
14593,Fresno,2020-12-14,491,37,528
14594,Tuolumne,2020-12-14,4,0,4
14595,Monterey,2020-12-14,133,7,140
14596,Riverside,2020-12-14,972,106,1078
14597,Tehama,2020-12-14,12,0,12
14598,Sutter,2020-12-14,0,0,0
14599,Siskiyou,2020-12-14,4,1,5
14600,Sacramento,2020-12-14,473,21,494
14601,Yolo,2020-12-14,26,0,26
14602,Colusa,2020-12-14,3,0,3
14603,Mono,2020-12-14,1,0,1
14604,Shasta,2020-12-14,60,0,60
14605,Calaveras,2020-12-14,6,0,6
14606,Inyo,2020-12-14,5,1,6
14607,Lassen,2020-12-14,4,0,4
14608,Placer,2020-12-14,184,11,195
14609,Stanislaus,2020-12-14,334,14,348
14610,Modoc,2020-12-14,0,0,0
14611,Yuba,2020-12-14,61,1,62
14612,Humboldt,2020-12-14,4,3,7
14613,Orange,2020-12-15,1486,81,1567
