,date,county,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests,cumulative_reported_tests
24738,2020-02-05,Plumas,18997,0,0,0,0,0,5,0,0,0,0,0,0,0,0
24739,2020-02-05,Riverside,2468145,0,66,0,2,0,563,0,47,0,0,0,0,0,0
24740,2020-02-05,Sacramento,1567975,0,3,0,1,0,398,0,24,0,0,0,0,0,0
24741,2020-02-05,San Benito,64022,0,6,0,0,0,11,0,1,0,2,0,0,0,0
24742,2020-02-05,San Bernardino,2217398,1,85,0,4,2,490,0,23,0,0,0,0,0,0
24743,2020-02-05,San Diego,3370418,0,0,0,0,0,663,0,25,0,0,0,0,0,0
24744,2020-02-05,San Francisco,892280,0,15,0,0,1,119,0,6,0,0,0,0,0,0
24745,2020-02-05,San Joaquin,782545,0,7,0,1,0,75,0,6,0,0,0,0,0,0
24746,2020-02-05,San Luis Obispo,278862,0,16,0,2,0,24,0,1,0,0,0,0,0,0
24747,2020-02-05,San Mateo,778001,0,5,0,0,0,246,0,4,0,0,0,0,0,0
24748,2020-02-05,Santa Barbara,456373,0,0,0,0,0,44,0,2,0,0,0,0,0,0
24749,2020-02-05,Santa Clara,1967585,0,26,0,4,1,551,0,10,0,2,0,0,0,0
24750,2020-02-05,Santa Cruz,273999,0,1,0,0,0,52,0,2,0,0,0,0,0,0
24751,2020-02-05,Shasta,177925,0,0,0,0,0,12,0,0,0,0,0,0,0,0
24752,2020-02-05,Sierra,3115,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24753,2020-02-05,Siskiyou,43956,0,0,0,0,0,4,0,1,0,0,0,0,0,0
24754,2020-02-05,Solano,444255,0,20,0,4,4,83,0,5,0,0,0,0,0,0
24755,2020-02-05,Sonoma,496668,0,11,0,0,0,282,0,12,0,0,0,0,0,0
24756,2020-02-05,Stanislaus,562303,0,20,0,0,0,32,0,2,0,0,0,0,0,0
24757,2020-02-05,Sutter,105747,0,7,0,0,0,11,0,2,0,0,0,0,0,0
24758,2020-02-05,Tehama,65885,0,0,0,0,0,3,0,1,0,0,0,0,0,0
24759,2020-02-05,Trinity,13354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24760,2020-02-05,Tulare,484423,0,8,0,0,0,5627,0,808,0,0,0,0,0,0
24761,2020-02-05,Tuolumne,52351,0,0,0,0,0,41,0,0,0,0,0,0,0,0
24763,2020-02-05,Ventura,852747,0,7,0,1,0,964,0,17,0,0,0,0,0,0
24764,2020-02-05,Yolo,223612,0,3,0,1,0,28,0,0,0,0,0,0,0,0
24765,2020-02-05,Yuba,79290,0,2,0,0,0,4,0,1,0,0,0,0,0,0
24766,2020-02-04,Alameda,1685886,0,7,0,0,0,427,0,11,0,0,0,0,0,0
24767,2020-02-04,Alpine,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24768,2020-02-04,Amador,38531,0,1,0,0,0,2,0,0,0,0,0,0,0,0
24769,2020-02-04,Butte,217769,0,0,0,0,0,78,0,2,0,0,0,0,0,0
24770,2020-02-04,Calaveras,44289,0,2,0,0,0,6,0,0,0,0,0,0,0,0
24772,2020-02-04,Colusa,22593,0,0,0,0,0,3,0,1,0,0,0,0,0,0
24773,2020-02-04,Contra Costa,1160099,0,9,0,0,0,167,0,4,0,0,0,0,0,0
24774,2020-02-04,Del Norte,27558,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24775,2020-02-04,El Dorado,193098,0,0,0,0,0,11,0,0,0,0,0,0,0,0
24776,2020-02-04,Fresno,1032227,0,7,0,0,13,1500,0,43,0,0,0,0,0,0
24777,2020-02-04,Glenn,29348,0,3,0,0,0,10,0,0,0,0,0,0,0,0
24778,2020-02-04,Humboldt,134098,0,2,0,0,0,29,0,0,0,0,0,0,0,0
24779,2020-02-04,Imperial,191649,0,6,0,1,0,24,0,10,0,0,0,0,0,0
24780,2020-02-04,Inyo,18453,0,0,0,0,0,2,0,0,0,0,0,0,0,0
24781,2020-02-04,Kern,927251,0,8,0,0,0,142,0,5,0,0,0,0,0,0
24782,2020-02-04,Kings,156444,0,12,0,0,0,91,0,10,0,0,0,0,0,0
24783,2020-02-04,Lake,64871,0,0,0,0,0,5,0,0,0,0,0,0,0,0
24784,2020-02-04,Lassen,30065,0,0,0,0,0,9,0,0,0,0,0,0,0,0
24785,2020-02-04,Los Angeles,10257557,0,406,0,3,3,2991,0,278,0,1,0,0,0,0
24786,2020-02-04,Madera,160089,0,3,0,1,6,110,0,1,0,0,0,0,0,0
24787,2020-02-04,Marin,260800,0,6,0,0,0,38,0,4,0,0,0,0,0,0
24788,2020-02-04,Mariposa,17795,0,0,0,0,0,2,0,0,0,0,0,0,0,0
24789,2020-02-04,Mendocino,88439,0,0,0,0,0,117,0,17,0,0,0,0,0,0
24790,2020-02-04,Merced,287420,0,3,0,0,0,190,0,31,0,0,0,0,0,0
24791,2020-02-04,Modoc,9475,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24792,2020-02-04,Mono,13961,0,2,0,0,0,0,0,0,0,0,0,0,0,0
24793,2020-02-04,Monterey,448732,0,1,0,0,0,336,0,15,0,0,0,0,0,0
24794,2020-02-04,Napa,139652,0,2,0,0,0,51,0,1,0,0,0,0,0,0
24795,2020-02-04,Nevada,98710,0,5,0,0,0,5,0,0,0,0,0,0,0,0
24796,2020-02-04,Orange,3228519,0,8,0,0,0,5578,0,394,0,1,0,0,0,0
24798,2020-02-04,Placer,400434,0,4,0,0,0,137,0,2,0,0,0,0,0,0
24799,2020-02-04,Plumas,18997,0,0,0,0,0,5,0,0,0,0,0,0,0,0
24800,2020-02-04,Riverside,2468145,0,66,0,2,0,563,0,47,0,0,0,0,0,0
24801,2020-02-04,Sacramento,1567975,0,3,0,1,0,398,0,24,0,0,0,0,0,0
24802,2020-02-04,San Benito,64022,0,6,0,0,0,11,0,1,0,2,0,0,0,0
24803,2020-02-04,San Bernardino,2217398,0,84,0,4,2,488,0,23,0,0,0,0,0,0
24804,2020-02-04,San Diego,3370418,0,0,0,0,2,663,0,25,0,0,0,0,0,0
24805,2020-02-04,San Francisco,892280,0,15,0,0,0,118,0,6,0,0,0,0,0,0
24806,2020-02-04,San Joaquin,782545,0,7,0,1,0,75,0,6,0,0,0,0,0,0
24807,2020-02-04,San Luis Obispo,278862,0,16,0,2,0,24,0,1,0,0,0,0,0,0
24808,2020-02-04,San Mateo,778001,0,5,0,0,2,246,0,4,0,0,0,0,0,0
24809,2020-02-04,Santa Barbara,456373,0,0,0,0,1,44,1,2,0,0,0,0,0,0
24810,2020-02-04,Santa Clara,1967585,0,26,0,4,0,550,0,10,0,2,0,0,0,0
24811,2020-02-04,Santa Cruz,273999,0,1,0,0,0,52,0,2,0,0,0,0,0,0
24812,2020-02-04,Shasta,177925,0,0,0,0,1,12,0,0,0,0,0,0,0,0
24813,2020-02-04,Sierra,3115,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24814,2020-02-04,Siskiyou,43956,0,0,0,0,0,4,0,1,0,0,0,0,0,0
24815,2020-02-04,Solano,444255,0,20,0,4,0,79,0,5,0,0,0,0,0,0
24816,2020-02-04,Sonoma,496668,0,11,0,0,0,282,0,12,0,0,0,0,0,0
24817,2020-02-04,Stanislaus,562303,0,20,0,0,0,32,0,2,0,0,0,0,0,0
24818,2020-02-04,Sutter,105747,0,7,0,0,0,11,0,2,0,0,0,0,0,0
24819,2020-02-04,Tehama,65885,0,0,0,0,0,3,0,1,0,0,0,0,0,0
24820,2020-02-04,Trinity,13354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24821,2020-02-04,Tulare,484423,1,8,0,0,1,5627,0,808,0,0,0,0,0,0
24822,2020-02-04,Tuolumne,52351,0,0,0,0,0,41,0,0,0,0,0,0,0,0
24824,2020-02-04,Ventura,852747,0,7,0,1,0,964,0,17,0,0,0,0,0,0
24825,2020-02-04,Yolo,223612,0,3,0,1,0,28,0,0,0,0,0,0,0,0
24826,2020-02-04,Yuba,79290,0,2,0,0,0,4,0,1,0,0,0,0,0,0
24827,2020-02-03,Alameda,1685886,0,7,0,0,0,427,0,11,0,0,0,0,0,0
24828,2020-02-03,Alpine,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24829,2020-02-03,Amador,38531,0,1,0,0,0,2,0,0,0,0,0,0,0,0
24830,2020-02-03,Butte,217769,0,0,0,0,0,78,0,2,0,0,0,0,0,0
24831,2020-02-03,Calaveras,44289,0,2,0,0,0,6,0,0,0,0,0,0,0,0
24833,2020-02-03,Colusa,22593,0,0,0,0,0,3,0,1,0,0,0,0,0,0
24834,2020-02-03,Contra Costa,1160099,1,9,0,0,0,167,0,4,0,0,0,0,0,0
24835,2020-02-03,Del Norte,27558,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24836,2020-02-03,El Dorado,193098,0,0,0,0,0,11,0,0,0,0,0,0,0,0
24837,2020-02-03,Fresno,1032227,0,7,0,0,0,1487,0,43,0,0,0,0,0,0
24838,2020-02-03,Glenn,29348,0,3,0,0,0,10,0,0,0,0,0,0,0,0
24839,2020-02-03,Humboldt,134098,0,2,0,0,0,29,0,0,0,0,0,0,0,0
24840,2020-02-03,Imperial,191649,0,6,0,1,0,24,0,10,0,0,0,0,0,0
24841,2020-02-03,Inyo,18453,0,0,0,0,0,2,0,0,0,0,0,0,0,0
24842,2020-02-03,Kern,927251,0,8,0,0,0,142,0,5,0,0,0,0,0,0
24843,2020-02-03,Kings,156444,0,12,0,0,0,91,0,10,0,0,0,0,0,0
24844,2020-02-03,Lake,64871,0,0,0,0,0,5,0,0,0,0,0,0,0,0
24845,2020-02-03,Lassen,30065,0,0,0,0,0,9,0,0,0,0,0,0,0,0
24846,2020-02-03,Los Angeles,10257557,2,406,0,3,14,2988,1,278,0,1,0,0,0,0
24847,2020-02-03,Madera,160089,0,3,0,1,0,104,0,1,0,0,0,0,0,0
24848,2020-02-03,Marin,260800,0,6,0,0,0,38,0,4,0,0,0,0,0,0
24849,2020-02-03,Mariposa,17795,0,0,0,0,0,2,0,0,0,0,0,0,0,0
24850,2020-02-03,Mendocino,88439,0,0,0,0,0,117,0,17,0,0,0,0,0,0
24851,2020-02-03,Merced,287420,0,3,0,0,0,190,0,31,0,0,0,0,0,0
24852,2020-02-03,Modoc,9475,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24853,2020-02-03,Mono,13961,0,2,0,0,0,0,0,0,0,0,0,0,0,0
24854,2020-02-03,Monterey,448732,0,1,0,0,0,336,0,15,0,0,0,0,0,0
24855,2020-02-03,Napa,139652,0,2,0,0,0,51,0,1,0,0,0,0,0,0
24856,2020-02-03,Nevada,98710,0,5,0,0,0,5,0,0,0,0,0,0,0,0
24857,2020-02-03,Orange,3228519,0,8,0,0,1,5578,0,394,0,1,0,0,0,0
24859,2020-02-03,Placer,400434,0,4,0,0,0,137,0,2,0,0,0,0,0,0
24860,2020-02-03,Plumas,18997,0,0,0,0,0,5,0,0,0,0,0,0,0,0
24861,2020-02-03,Riverside,2468145,1,66,0,2,0,563,0,47,0,0,0,0,0,0
24862,2020-02-03,Sacramento,1567975,0,3,0,1,3,398,0,24,0,0,0,0,0,0
24863,2020-02-03,San Benito,64022,0,6,0,0,0,11,0,1,0,2,0,0,0,0
24864,2020-02-03,San Bernardino,2217398,0,84,0,4,4,486,0,23,0,0,0,0,0,0
24865,2020-02-03,San Diego,3370418,0,0,0,0,0,661,0,25,0,0,0,0,0,0
24866,2020-02-03,San Francisco,892280,0,15,0,0,1,118,0,6,0,0,0,0,0,0
24867,2020-02-03,San Joaquin,782545,0,7,0,1,0,75,0,6,0,0,0,0,0,0
24868,2020-02-03,San Luis Obispo,278862,0,16,0,2,0,24,0,1,0,0,0,0,0,0
24869,2020-02-03,San Mateo,778001,0,5,0,0,4,244,0,4,0,0,0,0,0,0
24870,2020-02-03,Santa Barbara,456373,0,0,0,0,0,43,0,1,0,0,0,0,0,0
24871,2020-02-03,Santa Clara,1967585,0,26,0,4,1,550,0,10,0,2,0,0,0,0
24872,2020-02-03,Santa Cruz,273999,0,1,0,0,0,52,0,2,0,0,0,0,0,0
24873,2020-02-03,Shasta,177925,0,0,0,0,0,11,0,0,0,0,0,0,0,0
24874,2020-02-03,Sierra,3115,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24875,2020-02-03,Siskiyou,43956,0,0,0,0,0,4,0,1,0,0,0,0,0,0
24876,2020-02-03,Solano,444255,0,20,0,4,1,79,0,5,0,0,0,0,0,0
24877,2020-02-03,Sonoma,496668,0,11,0,0,0,282,0,12,0,0,0,0,0,0
24878,2020-02-03,Stanislaus,562303,0,20,0,0,0,32,0,2,0,0,0,0,0,0
24879,2020-02-03,Sutter,105747,0,7,0,0,0,11,0,2,0,0,0,0,0,0
24880,2020-02-03,Tehama,65885,0,0,0,0,0,3,0,1,0,0,0,0,0,0
24881,2020-02-03,Trinity,13354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24882,2020-02-03,Tulare,484423,0,7,0,0,0,5626,0,808,0,0,0,0,0,0
24883,2020-02-03,Tuolumne,52351,0,0,0,0,0,41,0,0,0,0,0,0,0,0
24885,2020-02-03,Ventura,852747,0,7,0,1,0,964,0,17,0,0,0,0,0,0
24886,2020-02-03,Yolo,223612,0,3,0,1,0,28,0,0,0,0,0,0,0,0
24887,2020-02-03,Yuba,79290,0,2,0,0,0,4,0,1,0,0,0,0,0,0
24888,2020-02-02,Alameda,1685886,0,7,0,0,1,427,0,11,0,0,0,0,0,0
24889,2020-02-02,Alpine,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24890,2020-02-02,Amador,38531,0,1,0,0,0,2,0,0,0,0,0,0,0,0
24891,2020-02-02,Butte,217769,0,0,0,0,0,78,0,2,0,0,0,0,0,0
24892,2020-02-02,Calaveras,44289,0,2,0,0,0,6,0,0,0,0,0,0,0,0
24894,2020-02-02,Colusa,22593,0,0,0,0,0,3,0,1,0,0,0,0,0,0
24895,2020-02-02,Contra Costa,1160099,0,8,0,0,0,167,0,4,0,0,0,0,0,0
24896,2020-02-02,Del Norte,27558,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24897,2020-02-02,El Dorado,193098,0,0,0,0,0,11,0,0,0,0,0,0,0,0
24898,2020-02-02,Fresno,1032227,1,7,0,0,0,1487,0,43,0,0,0,0,0,0
24899,2020-02-02,Glenn,29348,0,3,0,0,0,10,0,0,0,0,0,0,0,0
24900,2020-02-02,Humboldt,134098,0,2,0,0,0,29,0,0,0,0,0,0,0,0
24901,2020-02-02,Imperial,191649,1,6,0,1,0,24,0,10,0,0,0,0,0,0
24902,2020-02-02,Inyo,18453,0,0,0,0,0,2,0,0,0,0,0,0,0,0
24903,2020-02-02,Kern,927251,0,8,0,0,0,142,0,5,0,0,0,0,0,0
24904,2020-02-02,Kings,156444,0,12,0,0,0,91,0,10,0,0,0,0,0,0
24905,2020-02-02,Lake,64871,0,0,0,0,0,5,0,0,0,0,0,0,0,0
24906,2020-02-02,Lassen,30065,0,0,0,0,0,9,0,0,0,0,0,0,0,0
24907,2020-02-02,Los Angeles,10257557,1,404,0,3,23,2974,1,277,0,1,0,0,0,0
24908,2020-02-02,Madera,160089,0,3,0,1,0,104,0,1,0,0,0,0,0,0
24909,2020-02-02,Marin,260800,0,6,0,0,0,38,0,4,0,0,0,0,0,0
24910,2020-02-02,Mariposa,17795,0,0,0,0,0,2,0,0,0,0,0,0,0,0
24911,2020-02-02,Mendocino,88439,0,0,0,0,0,117,0,17,0,0,0,0,0,0
24912,2020-02-02,Merced,287420,0,3,0,0,0,190,0,31,0,0,0,0,0,0
24913,2020-02-02,Modoc,9475,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24914,2020-02-02,Mono,13961,0,2,0,0,0,0,0,0,0,0,0,0,0,0
24915,2020-02-02,Monterey,448732,0,1,0,0,0,336,0,15,0,0,0,0,0,0
24916,2020-02-02,Napa,139652,0,2,0,0,1,51,0,1,0,0,0,0,0,0
24917,2020-02-02,Nevada,98710,0,5,0,0,0,5,0,0,0,0,0,0,0,0
24918,2020-02-02,Orange,3228519,0,8,0,0,0,5577,0,394,0,1,0,0,0,0
24920,2020-02-02,Placer,400434,0,4,0,0,0,137,0,2,0,0,0,0,0,0
24921,2020-02-02,Plumas,18997,0,0,0,0,0,5,0,0,0,0,0,0,0,0
24922,2020-02-02,Riverside,2468145,2,65,1,2,0,563,0,47,0,0,0,0,0,0
24923,2020-02-02,Sacramento,1567975,0,3,0,1,0,395,0,24,0,0,0,0,0,0
24924,2020-02-02,San Benito,64022,0,6,0,0,0,11,0,1,2,2,0,0,0,0
24925,2020-02-02,San Bernardino,2217398,1,84,0,4,2,482,1,23,0,0,0,0,0,0
24926,2020-02-02,San Diego,3370418,0,0,0,0,3,661,0,25,0,0,0,0,0,0
24927,2020-02-02,San Francisco,892280,0,15,0,0,1,117,0,6,0,0,0,0,0,0
24928,2020-02-02,San Joaquin,782545,0,7,0,1,0,75,0,6,0,0,0,0,0,0
24929,2020-02-02,San Luis Obispo,278862,0,16,0,2,0,24,0,1,0,0,0,0,0,0
24930,2020-02-02,San Mateo,778001,0,5,0,0,0,240,0,4,0,0,0,0,0,0
24931,2020-02-02,Santa Barbara,456373,0,0,0,0,0,43,0,1,0,0,0,0,0,0
24932,2020-02-02,Santa Clara,1967585,0,26,0,4,2,549,0,10,1,2,0,0,0,0
24933,2020-02-02,Santa Cruz,273999,0,1,0,0,0,52,0,2,0,0,0,0,0,0
24934,2020-02-02,Shasta,177925,0,0,0,0,1,11,0,0,0,0,0,0,0,0
24935,2020-02-02,Sierra,3115,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24936,2020-02-02,Siskiyou,43956,0,0,0,0,0,4,0,1,0,0,0,0,0,0
24937,2020-02-02,Solano,444255,0,20,0,4,0,78,0,5,0,0,0,0,0,0
24938,2020-02-02,Sonoma,496668,0,11,0,0,0,282,0,12,0,0,0,0,0,0
24939,2020-02-02,Stanislaus,562303,0,20,0,0,0,32,0,2,0,0,0,0,0,0
24940,2020-02-02,Sutter,105747,0,7,0,0,0,11,0,2,0,0,0,0,0,0
24941,2020-02-02,Tehama,65885,0,0,0,0,0,3,0,1,0,0,0,0,0,0
24942,2020-02-02,Trinity,13354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24943,2020-02-02,Tulare,484423,0,7,0,0,0,5626,0,808,0,0,0,0,0,0
24944,2020-02-02,Tuolumne,52351,0,0,0,0,0,41,0,0,0,0,0,0,0,0
24946,2020-02-02,Ventura,852747,0,7,0,1,0,964,0,17,0,0,0,0,0,0
24947,2020-02-02,Yolo,223612,1,3,0,1,0,28,0,0,0,0,0,0,0,0
24948,2020-02-02,Yuba,79290,0,2,0,0,0,4,0,1,0,0,0,0,0,0
24949,2020-02-01,Alameda,1685886,3,7,0,0,4,426,0,11,0,0,0,0,0,0
24950,2020-02-01,Alpine,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24951,2020-02-01,Amador,38531,0,1,0,0,0,2,0,0,0,0,0,0,0,0
24952,2020-02-01,Butte,217769,0,0,0,0,0,78,0,2,0,0,0,0,0,0
24953,2020-02-01,Calaveras,44289,0,2,0,0,0,6,0,0,0,0,0,0,0,0
24955,2020-02-01,Colusa,22593,0,0,0,0,0,3,0,1,0,0,0,0,0,0
24956,2020-02-01,Contra Costa,1160099,0,8,0,0,1,167,0,4,0,0,0,0,0,0
24957,2020-02-01,Del Norte,27558,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24958,2020-02-01,El Dorado,193098,0,0,0,0,0,11,0,0,0,0,0,0,0,0
24959,2020-02-01,Fresno,1032227,0,6,0,0,1,1487,0,43,0,0,0,0,0,0
24960,2020-02-01,Glenn,29348,0,3,0,0,0,10,0,0,0,0,0,0,0,0
24961,2020-02-01,Humboldt,134098,0,2,0,0,0,29,0,0,0,0,0,0,0,0
24962,2020-02-01,Imperial,191649,0,5,0,1,0,24,0,10,0,0,0,0,0,0
24963,2020-02-01,Inyo,18453,0,0,0,0,0,2,0,0,0,0,0,0,0,0
24964,2020-02-01,Kern,927251,0,8,0,0,0,142,0,5,0,0,0,0,0,0
24965,2020-02-01,Kings,156444,0,12,0,0,0,91,0,10,0,0,0,0,0,0
24966,2020-02-01,Lake,64871,0,0,0,0,0,5,0,0,0,0,0,0,0,0
24967,2020-02-01,Lassen,30065,0,0,0,0,0,9,0,0,0,0,0,0,0,0
24968,2020-02-01,Los Angeles,10257557,15,403,0,3,284,2951,10,276,1,1,0,0,0,0
24969,2020-02-01,Madera,160089,0,3,0,1,0,104,0,1,0,0,0,0,0,0
24970,2020-02-01,Marin,260800,0,6,0,0,0,38,0,4,0,0,0,0,0,0
24971,2020-02-01,Mariposa,17795,0,0,0,0,0,2,0,0,0,0,0,0,0,0
24972,2020-02-01,Mendocino,88439,0,0,0,0,0,117,0,17,0,0,0,0,0,0
24973,2020-02-01,Merced,287420,0,3,0,0,0,190,0,31,0,0,0,0,0,0
24974,2020-02-01,Modoc,9475,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24975,2020-02-01,Mono,13961,0,2,0,0,0,0,0,0,0,0,0,0,0,0
24976,2020-02-01,Monterey,448732,0,1,0,0,0,336,0,15,0,0,0,0,0,0
24977,2020-02-01,Napa,139652,0,2,0,0,0,50,0,1,0,0,0,0,0,0
24978,2020-02-01,Nevada,98710,0,5,0,0,0,5,0,0,0,0,0,0,0,0
24979,2020-02-01,Orange,3228519,1,8,0,0,3,5577,0,394,1,1,0,0,0,0
24981,2020-02-01,Placer,400434,0,4,0,0,0,137,0,2,0,0,0,0,0,0
24982,2020-02-01,Plumas,18997,0,0,0,0,0,5,0,0,0,0,0,0,0,0
24983,2020-02-01,Riverside,2468145,2,63,0,1,0,563,0,47,0,0,0,0,0,0
24984,2020-02-01,Sacramento,1567975,0,3,0,1,0,395,0,24,0,0,0,0,0,0
24985,2020-02-01,San Benito,64022,0,6,0,0,0,11,0,1,0,0,0,0,0,0
24986,2020-02-01,San Bernardino,2217398,1,83,0,4,1,480,0,22,0,0,0,0,0,0
24987,2020-02-01,San Diego,3370418,0,0,0,0,2,658,0,25,0,0,0,0,0,0
24988,2020-02-01,San Francisco,892280,1,15,0,0,0,116,0,6,0,0,0,0,0,0
24989,2020-02-01,San Joaquin,782545,0,7,0,1,1,75,0,6,0,0,0,0,0,0
24990,2020-02-01,San Luis Obispo,278862,0,16,0,2,0,24,0,1,0,0,0,0,0,0
24991,2020-02-01,San Mateo,778001,0,5,0,0,0,240,0,4,0,0,0,0,0,0
24992,2020-02-01,Santa Barbara,456373,0,0,0,0,2,43,0,1,0,0,0,0,0,0
24993,2020-02-01,Santa Clara,1967585,2,26,0,4,1,547,0,10,1,1,0,0,0,0
24994,2020-02-01,Santa Cruz,273999,0,1,0,0,0,52,0,2,0,0,0,0,0,0
24995,2020-02-01,Shasta,177925,0,0,0,0,0,10,0,0,0,0,0,0,0,0
24996,2020-02-01,Sierra,3115,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24997,2020-02-01,Siskiyou,43956,0,0,0,0,0,4,0,1,0,0,0,0,0,0
24998,2020-02-01,Solano,444255,0,20,0,4,1,78,0,5,0,0,0,0,0,0
24999,2020-02-01,Sonoma,496668,0,11,0,0,0,282,0,12,0,0,0,0,0,0
25000,2020-02-01,Stanislaus,562303,0,20,0,0,1,32,0,2,0,0,0,0,0,0
25001,2020-02-01,Sutter,105747,0,7,0,0,0,11,0,2,0,0,0,0,0,0
25002,2020-02-01,Tehama,65885,0,0,0,0,0,3,0,1,0,0,0,0,0,0
25003,2020-02-01,Trinity,13354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25004,2020-02-01,Tulare,484423,0,7,0,0,0,5626,0,808,0,0,0,0,0,0
25005,2020-02-01,Tuolumne,52351,0,0,0,0,0,41,0,0,0,0,0,0,0,0
25007,2020-02-01,Ventura,852747,0,7,0,1,1,964,0,17,0,0,0,0,0,0
25008,2020-02-01,Yolo,223612,0,2,0,1,0,28,0,0,0,0,0,0,0,0
25009,2020-02-01,Yuba,79290,0,2,0,0,0,4,0,1,0,0,0,0,0,0
25010,2020-01-31,Alameda,1685886,0,4,0,0,0,422,0,11,0,0,0,0,0,0
25011,2020-01-31,Alpine,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25012,2020-01-31,Amador,38531,0,1,0,0,0,2,0,0,0,0,0,0,0,0
25013,2020-01-31,Butte,217769,0,0,0,0,0,78,0,2,0,0,0,0,0,0
25014,2020-01-31,Calaveras,44289,0,2,0,0,0,6,0,0,0,0,0,0,0,0
25016,2020-01-31,Colusa,22593,0,0,0,0,0,3,0,1,0,0,0,0,0,0
25017,2020-01-31,Contra Costa,1160099,0,8,0,0,0,166,0,4,0,0,0,0,0,0
25018,2020-01-31,Del Norte,27558,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25019,2020-01-31,El Dorado,193098,0,0,0,0,0,11,0,0,0,0,0,0,0,0
25020,2020-01-31,Fresno,1032227,0,6,0,0,0,1486,0,43,0,0,0,0,0,0
25021,2020-01-31,Glenn,29348,0,3,0,0,0,10,0,0,0,0,0,0,0,0
25022,2020-01-31,Humboldt,134098,0,2,0,0,0,29,0,0,0,0,0,0,0,0
25023,2020-01-31,Imperial,191649,0,5,0,1,0,24,0,10,0,0,0,0,0,0
25024,2020-01-31,Inyo,18453,0,0,0,0,0,2,0,0,0,0,0,0,0,0
25025,2020-01-31,Kern,927251,0,8,0,0,0,142,0,5,0,0,0,0,0,0
25026,2020-01-31,Kings,156444,0,12,0,0,0,91,0,10,0,0,0,0,0,0
25027,2020-01-31,Lake,64871,0,0,0,0,0,5,0,0,0,0,0,0,0,0
25028,2020-01-31,Lassen,30065,0,0,0,0,0,9,0,0,0,0,0,0,0,0
25029,2020-01-31,Los Angeles,10257557,9,388,0,3,16,2667,2,266,0,0,0,0,0,0
25030,2020-01-31,Madera,160089,0,3,0,1,0,104,0,1,0,0,0,0,0,0
25031,2020-01-31,Marin,260800,0,6,0,0,0,38,0,4,0,0,0,0,0,0
25032,2020-01-31,Mariposa,17795,0,0,0,0,0,2,0,0,0,0,0,0,0,0
25033,2020-01-31,Mendocino,88439,0,0,0,0,0,117,0,17,0,0,0,0,0,0
25034,2020-01-31,Merced,287420,0,3,0,0,1,190,0,31,0,0,0,0,0,0
25035,2020-01-31,Modoc,9475,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25036,2020-01-31,Mono,13961,0,2,0,0,0,0,0,0,0,0,0,0,0,0
25037,2020-01-31,Monterey,448732,0,1,0,0,0,336,0,15,0,0,0,0,0,0
25038,2020-01-31,Napa,139652,0,2,0,0,0,50,0,1,0,0,0,0,0,0
25039,2020-01-31,Nevada,98710,1,5,0,0,0,5,0,0,0,0,0,0,0,0
25040,2020-01-31,Orange,3228519,0,7,0,0,0,5574,0,394,0,0,0,0,0,0
25042,2020-01-31,Placer,400434,0,4,0,0,0,137,0,2,0,0,0,0,0,0
25043,2020-01-31,Plumas,18997,0,0,0,0,0,5,0,0,0,0,0,0,0,0
25044,2020-01-31,Riverside,2468145,1,61,0,1,1,563,0,47,0,0,0,0,0,0
25045,2020-01-31,Sacramento,1567975,0,3,0,1,0,395,0,24,0,0,0,0,0,0
25046,2020-01-31,San Benito,64022,0,6,0,0,0,11,0,1,0,0,0,0,0,0
25047,2020-01-31,San Bernardino,2217398,3,82,0,4,1,479,0,22,0,0,0,0,0,0
25048,2020-01-31,San Diego,3370418,0,0,0,0,0,656,0,25,0,0,0,0,0,0
25049,2020-01-31,San Francisco,892280,0,14,0,0,0,116,0,6,0,0,0,0,0,0
