,county,date,total_doses
2402,Lake,2021-02-03,354
2403,Lassen,2021-02-03,99
2404,Los Angeles,2021-02-03,51517
2405,Madera,2021-02-03,582
2406,Marin,2021-02-03,1572
2407,Mariposa,2021-02-03,15
2408,Mendocino,2021-02-03,384
2409,Merced,2021-02-03,357
2410,Modoc,2021-02-03,18
2411,Mono,2021-02-03,4
2412,Monterey,2021-02-03,2326
2413,Napa,2021-02-03,726
2414,Nevada,2021-02-03,806
2415,Orange,2021-02-03,16666
2416,Outside California,2021-02-03,8719
2417,Placer,2021-02-03,2883
2418,Plumas,2021-02-03,127
2419,Riverside,2021-02-03,12041
2420,Sacramento,2021-02-03,6878
2421,San Benito,2021-02-03,328
2422,San Bernardino,2021-02-03,8903
2423,San Diego,2021-02-03,25669
2424,San Francisco,2021-02-03,5035
2425,San Joaquin,2021-02-03,3000
2426,San Luis Obispo,2021-02-03,1699
2427,San Mateo,2021-02-03,4849
2428,Santa Barbara,2021-02-03,1946
2429,Santa Clara,2021-02-03,9091
2430,Santa Cruz,2021-02-03,2184
2431,Shasta,2021-02-03,649
2432,Sierra,2021-02-03,6
2433,Siskiyou,2021-02-03,311
2434,Solano,2021-02-03,2183
2435,Sonoma,2021-02-03,3900
2436,Stanislaus,2021-02-03,2453
2437,Sutter,2021-02-03,443
2438,Tehama,2021-02-03,353
2439,Trinity,2021-02-03,6
2440,Tulare,2021-02-03,602
2441,Tuolumne,2021-02-03,236
2442,Unknown,2021-02-03,55
2443,Ventura,2021-02-03,4446
2444,Yolo,2021-02-03,1513
2445,Yuba,2021-02-03,225
2446,Alameda,2021-02-02,7358
2447,Amador,2021-02-02,214
2448,Butte,2021-02-02,1928
2449,Calaveras,2021-02-02,110
2450,Colusa,2021-02-02,42
2451,Contra Costa,2021-02-02,7702
2452,Del Norte,2021-02-02,142
2453,El Dorado,2021-02-02,807
2454,Fresno,2021-02-02,2684
2455,Glenn,2021-02-02,27
2456,Humboldt,2021-02-02,399
2457,Imperial,2021-02-02,683
2458,Inyo,2021-02-02,129
2459,Kern,2021-02-02,2881
2460,Kings,2021-02-02,206
2461,Lake,2021-02-02,525
2462,Lassen,2021-02-02,175
2463,Los Angeles,2021-02-02,43594
2464,Madera,2021-02-02,245
2465,Marin,2021-02-02,1310
2466,Mariposa,2021-02-02,8
2467,Mendocino,2021-02-02,680
2468,Merced,2021-02-02,301
2469,Modoc,2021-02-02,170
2470,Mono,2021-02-02,5
2471,Monterey,2021-02-02,2139
2472,Napa,2021-02-02,571
2473,Nevada,2021-02-02,512
2474,Orange,2021-02-02,15235
2475,Outside California,2021-02-02,8125
2476,Placer,2021-02-02,2340
2477,Plumas,2021-02-02,20
2478,Riverside,2021-02-02,9357
2479,Sacramento,2021-02-02,6743
2480,San Benito,2021-02-02,222
2481,San Bernardino,2021-02-02,10230
2482,San Diego,2021-02-02,21768
2483,San Francisco,2021-02-02,4616
2484,San Joaquin,2021-02-02,2547
2485,San Luis Obispo,2021-02-02,1890
2486,San Mateo,2021-02-02,3125
2487,Santa Barbara,2021-02-02,1806
2488,Santa Clara,2021-02-02,7939
2489,Santa Cruz,2021-02-02,1006
2490,Shasta,2021-02-02,601
2491,Sierra,2021-02-02,58
2492,Siskiyou,2021-02-02,285
2493,Solano,2021-02-02,2480
2494,Sonoma,2021-02-02,3396
2495,Stanislaus,2021-02-02,1232
2496,Sutter,2021-02-02,240
2497,Tehama,2021-02-02,310
2498,Trinity,2021-02-02,10
2499,Tulare,2021-02-02,668
2500,Tuolumne,2021-02-02,647
2501,Unknown,2021-02-02,77
2502,Ventura,2021-02-02,4368
2503,Yolo,2021-02-02,1317
2504,Yuba,2021-02-02,121
2505,Alameda,2021-02-01,5862
2506,Alpine,2021-02-01,23
2507,Amador,2021-02-01,61
2508,Butte,2021-02-01,1733
2509,Calaveras,2021-02-01,53
2510,Colusa,2021-02-01,27
2511,Contra Costa,2021-02-01,5465
2512,Del Norte,2021-02-01,40
2513,El Dorado,2021-02-01,781
2514,Fresno,2021-02-01,3298
2515,Glenn,2021-02-01,29
2516,Humboldt,2021-02-01,303
2517,Imperial,2021-02-01,440
2518,Inyo,2021-02-01,12
2519,Kern,2021-02-01,2399
2520,Kings,2021-02-01,198
2521,Lake,2021-02-01,162
2522,Lassen,2021-02-01,61
2523,Los Angeles,2021-02-01,37288
2524,Madera,2021-02-01,259
2525,Marin,2021-02-01,1053
2526,Mariposa,2021-02-01,56
2527,Mendocino,2021-02-01,364
2528,Merced,2021-02-01,368
2529,Modoc,2021-02-01,24
2530,Mono,2021-02-01,29
2531,Monterey,2021-02-01,1644
2532,Napa,2021-02-01,310
2533,Nevada,2021-02-01,290
2534,Orange,2021-02-01,13837
2535,Outside California,2021-02-01,6611
2536,Placer,2021-02-01,2045
2537,Plumas,2021-02-01,15
2538,Riverside,2021-02-01,10774
2539,Sacramento,2021-02-01,5824
2540,San Benito,2021-02-01,133
2541,San Bernardino,2021-02-01,7403
2542,San Diego,2021-02-01,19529
2543,San Francisco,2021-02-01,3724
2544,San Joaquin,2021-02-01,2469
2545,San Luis Obispo,2021-02-01,1651
2546,San Mateo,2021-02-01,2897
2547,Santa Barbara,2021-02-01,931
2548,Santa Clara,2021-02-01,7741
2549,Santa Cruz,2021-02-01,1227
2550,Shasta,2021-02-01,500
2551,Sierra,2021-02-01,1
2552,Siskiyou,2021-02-01,194
2553,Solano,2021-02-01,1454
2554,Sonoma,2021-02-01,2459
2555,Stanislaus,2021-02-01,1238
2556,Sutter,2021-02-01,161
2557,Tehama,2021-02-01,79
2558,Trinity,2021-02-01,2
2559,Tulare,2021-02-01,1164
2560,Tuolumne,2021-02-01,25
2561,Unknown,2021-02-01,40
2562,Ventura,2021-02-01,3909
2563,Yolo,2021-02-01,838
2564,Yuba,2021-02-01,149
2565,Alameda,2021-01-31,2124
2566,Amador,2021-01-31,32
2567,Butte,2021-01-31,15
2568,Calaveras,2021-01-31,5
2569,Colusa,2021-01-31,7
2570,Contra Costa,2021-01-31,745
2571,El Dorado,2021-01-31,206
2572,Fresno,2021-01-31,230
2573,Glenn,2021-01-31,1
2574,Humboldt,2021-01-31,307
2575,Imperial,2021-01-31,24
2576,Inyo,2021-01-31,32
2577,Kern,2021-01-31,400
2578,Lake,2021-01-31,14
2579,Linn,2021-01-31,1
2580,Los Angeles,2021-01-31,12925
2581,Madera,2021-01-31,9
2582,Marin,2021-01-31,449
2583,Mariposa,2021-01-31,1
2584,Mendocino,2021-01-31,274
2585,Merced,2021-01-31,47
2586,Mono,2021-01-31,242
2587,Monterey,2021-01-31,494
2588,Napa,2021-01-31,649
2589,Nevada,2021-01-31,100
2590,Orange,2021-01-31,13745
2591,Outside California,2021-01-31,4175
2592,Placer,2021-01-31,778
2593,Plumas,2021-01-31,3
2594,Riverside,2021-01-31,5181
2595,Sacramento,2021-01-31,2221
2596,San Benito,2021-01-31,22
2597,San Bernardino,2021-01-31,925
2598,San Diego,2021-01-31,13557
2599,San Francisco,2021-01-31,2381
2600,San Joaquin,2021-01-31,1546
2601,San Luis Obispo,2021-01-31,30
2602,San Mateo,2021-01-31,1899
2603,Santa Barbara,2021-01-31,1460
2604,Santa Clara,2021-01-31,2554
2605,Santa Cruz,2021-01-31,227
2606,Shasta,2021-01-31,29
2607,Solano,2021-01-31,474
2608,Sonoma,2021-01-31,769
2609,Stanislaus,2021-01-31,363
2610,Sutter,2021-01-31,27
2611,Tehama,2021-01-31,1
2612,Trinity,2021-01-31,1
2613,Tulare,2021-01-31,50
2614,Tuolumne,2021-01-31,8
2615,Unknown,2021-01-31,22
2616,Ventura,2021-01-31,827
2617,Yolo,2021-01-31,250
2618,Yuba,2021-01-31,17
2619,Alameda,2021-01-30,3229
2620,Amador,2021-01-30,165
2621,Butte,2021-01-30,32
2622,Calaveras,2021-01-30,26
2623,Colusa,2021-01-30,27
2624,Contra Costa,2021-01-30,2027
2625,Del Norte,2021-01-30,8
2626,El Dorado,2021-01-30,605
2627,Fresno,2021-01-30,1386
2628,Glenn,2021-01-30,4
2629,Humboldt,2021-01-30,949
2630,Imperial,2021-01-30,65
2631,Inyo,2021-01-30,11
2632,Kern,2021-01-30,1319
2633,Kings,2021-01-30,1422
2634,Lake,2021-01-30,553
2635,Los Angeles,2021-01-30,29638
2636,Madera,2021-01-30,504
2637,Marin,2021-01-30,1710
2638,Mariposa,2021-01-30,3
2639,Mendocino,2021-01-30,45
2640,Merced,2021-01-30,262
2641,Mono,2021-01-30,201
2642,Monterey,2021-01-30,410
2643,Napa,2021-01-30,785
2644,Nevada,2021-01-30,229
2645,Orange,2021-01-30,12838
2646,Outside California,2021-01-30,4793
2647,Placer,2021-01-30,1709
2648,Plumas,2021-01-30,7
2649,Riverside,2021-01-30,9026
2650,Sacramento,2021-01-30,4470
2651,San Benito,2021-01-30,45
2652,San Bernardino,2021-01-30,3061
2653,San Diego,2021-01-30,15291
2654,San Francisco,2021-01-30,3709
2655,San Joaquin,2021-01-30,2106
2656,San Luis Obispo,2021-01-30,30
2657,San Mateo,2021-01-30,3218
2658,Santa Barbara,2021-01-30,1893
2659,Santa Clara,2021-01-30,3776
2660,Santa Cruz,2021-01-30,1045
2661,Shasta,2021-01-30,613
2662,Sierra,2021-01-30,3
2663,Siskiyou,2021-01-30,3
2664,Solano,2021-01-30,705
2665,Sonoma,2021-01-30,2568
2666,Stanislaus,2021-01-30,283
2667,Sutter,2021-01-30,780
2668,Tehama,2021-01-30,102
2669,Trinity,2021-01-30,13
2670,Tulare,2021-01-30,1670
2671,Tuolumne,2021-01-30,708
2672,Unknown,2021-01-30,12
2673,Ventura,2021-01-30,3014
2674,Yolo,2021-01-30,1515
2675,Yuba,2021-01-30,410
2676,Alameda,2021-01-29,7760
2677,Amador,2021-01-29,93
2678,Butte,2021-01-29,1668
2679,Calaveras,2021-01-29,400
2680,Colusa,2021-01-29,40
2681,Contra Costa,2021-01-29,7363
2682,Del Norte,2021-01-29,49
2683,El Dorado,2021-01-29,922
2684,Fresno,2021-01-29,1683
2685,Glenn,2021-01-29,295
2686,Humboldt,2021-01-29,1121
2687,Imperial,2021-01-29,422
2688,Inyo,2021-01-29,24
2689,Kern,2021-01-29,3737
2690,Kings,2021-01-29,85
2691,Lake,2021-01-29,618
2692,Lassen,2021-01-29,23
2693,Los Angeles,2021-01-29,48426
2694,Madera,2021-01-29,465
2695,Marin,2021-01-29,2172
2696,Mariposa,2021-01-29,57
2697,Mendocino,2021-01-29,387
2698,Merced,2021-01-29,853
2699,Modoc,2021-01-29,3
2700,Monterey,2021-01-29,1216
2701,Napa,2021-01-29,246
2702,Nevada,2021-01-29,590
2703,Orange,2021-01-29,13404
2704,Outside California,2021-01-29,5093
2705,Placer,2021-01-29,1813
2706,Plumas,2021-01-29,7
2707,Riverside,2021-01-29,11799
2708,Sacramento,2021-01-29,5209
2709,San Benito,2021-01-29,284
2710,San Bernardino,2021-01-29,8068
2711,San Diego,2021-01-29,19389
2712,San Francisco,2021-01-29,4668
2713,San Joaquin,2021-01-29,2104
2714,San Luis Obispo,2021-01-29,1722
2715,San Mateo,2021-01-29,2877
2716,Santa Barbara,2021-01-29,1322
2717,Santa Clara,2021-01-29,9386
2718,Santa Cruz,2021-01-29,1724
2719,Shasta,2021-01-29,829
2720,Sierra,2021-01-29,1
2721,Siskiyou,2021-01-29,245
2722,Solano,2021-01-29,1621
2723,Sonoma,2021-01-29,2915
2724,Stanislaus,2021-01-29,2405
2725,Sutter,2021-01-29,397
2726,Tehama,2021-01-29,320
2727,Trinity,2021-01-29,2
2728,Tulare,2021-01-29,1119
2729,Tuolumne,2021-01-29,69
2730,Unknown,2021-01-29,162
2731,Ventura,2021-01-29,4202
2732,Yolo,2021-01-29,849
2733,Yuba,2021-01-29,150
2734,Alameda,2021-01-28,7721
2735,Alpine,2021-01-28,2
2736,Amador,2021-01-28,337
2737,Butte,2021-01-28,2249
2738,Calaveras,2021-01-28,162
2739,Colusa,2021-01-28,78
2740,Contra Costa,2021-01-28,6694
2741,Del Norte,2021-01-28,291
2742,El Dorado,2021-01-28,1056
2743,Fresno,2021-01-28,4384
2744,Glenn,2021-01-28,145
2745,Humboldt,2021-01-28,1439
2746,Imperial,2021-01-28,634
2747,Inyo,2021-01-28,93
2748,Kern,2021-01-28,2822
2749,Kings,2021-01-28,322
2750,Lake,2021-01-28,449
2751,Lassen,2021-01-28,85
2752,Los Angeles,2021-01-28,47790
2753,Madera,2021-01-28,532
2754,Marin,2021-01-28,1989
2755,Mariposa,2021-01-28,119
2756,Mendocino,2021-01-28,544
2757,Merced,2021-01-28,1129
2758,Modoc,2021-01-28,144
2759,Mono,2021-01-28,6
2760,Monterey,2021-01-28,1993
2761,Napa,2021-01-28,370
2762,Nevada,2021-01-28,449
2763,Orange,2021-01-28,12805
2764,Outside California,2021-01-28,5935
2765,Placer,2021-01-28,1754
2766,Plumas,2021-01-28,23
2767,Riverside,2021-01-28,11322
2768,Sacramento,2021-01-28,5195
2769,San Benito,2021-01-28,152
2770,San Bernardino,2021-01-28,8455
2771,San Diego,2021-01-28,20459
2772,San Francisco,2021-01-28,3712
2773,San Joaquin,2021-01-28,1969
2774,San Luis Obispo,2021-01-28,1457
2775,San Mateo,2021-01-28,2757
2776,Santa Barbara,2021-01-28,880
2777,Santa Clara,2021-01-28,9311
2778,Santa Cruz,2021-01-28,1718
2779,Shasta,2021-01-28,841
2780,Sierra,2021-01-28,53
2781,Siskiyou,2021-01-28,228
2782,Solano,2021-01-28,1803
2783,Sonoma,2021-01-28,4044
2784,Stanislaus,2021-01-28,2161
2785,Sutter,2021-01-28,522
2786,Tehama,2021-01-28,334
2787,Trinity,2021-01-28,13
2788,Tulare,2021-01-28,1184
2789,Tuolumne,2021-01-28,27
2790,Unknown,2021-01-28,163
2791,Ventura,2021-01-28,3827
2792,Yolo,2021-01-28,1039
2793,Yuba,2021-01-28,209
2794,Alameda,2021-01-27,6627
2795,Alpine,2021-01-27,1
2796,Amador,2021-01-27,295
2797,Butte,2021-01-27,2070
2798,Calaveras,2021-01-27,132
2799,Colusa,2021-01-27,107
2800,Contra Costa,2021-01-27,8150
2801,Del Norte,2021-01-27,62
2802,El Dorado,2021-01-27,888
2803,Fresno,2021-01-27,2214
2804,Glenn,2021-01-27,188
2805,Humboldt,2021-01-27,1249
2806,Imperial,2021-01-27,575
2807,Inyo,2021-01-27,23
2808,Kern,2021-01-27,3543
2809,Kings,2021-01-27,316
2810,Lake,2021-01-27,339
2811,Lassen,2021-01-27,79
2812,Los Angeles,2021-01-27,47737
2813,Madera,2021-01-27,737
2814,Marin,2021-01-27,1625
2815,Mariposa,2021-01-27,19
2816,Mendocino,2021-01-27,424
2817,Merced,2021-01-27,971
2818,Modoc,2021-01-27,40
2819,Mono,2021-01-27,5
2820,Monterey,2021-01-27,854
2821,Napa,2021-01-27,620
2822,Nevada,2021-01-27,400
2823,Orange,2021-01-27,13270
2824,Outside California,2021-01-27,5748
2825,Placer,2021-01-27,1803
2826,Plumas,2021-01-27,25
2827,Riverside,2021-01-27,10487
2828,Sacramento,2021-01-27,5692
2829,San Benito,2021-01-27,231
2830,San Bernardino,2021-01-27,8199
2831,San Diego,2021-01-27,19767
2832,San Francisco,2021-01-27,4390
2833,San Joaquin,2021-01-27,1682
2834,San Luis Obispo,2021-01-27,1609
2835,San Mateo,2021-01-27,2735
2836,Santa Barbara,2021-01-27,1154
2837,Santa Clara,2021-01-27,8526
2838,Santa Cruz,2021-01-27,1638
2839,Shasta,2021-01-27,457
2840,Sierra,2021-01-27,4
2841,Siskiyou,2021-01-27,181
2842,Solano,2021-01-27,1740
2843,Sonoma,2021-01-27,3574
2844,Stanislaus,2021-01-27,1784
2845,Sutter,2021-01-27,383
2846,Tehama,2021-01-27,299
2847,Trinity,2021-01-27,12
2848,Tulare,2021-01-27,1455
2849,Tuolumne,2021-01-27,59
2850,Unknown,2021-01-27,24
2851,Ventura,2021-01-27,3427
2852,Yolo,2021-01-27,555
2853,Yuba,2021-01-27,180
2854,Alameda,2021-01-26,7187
2855,Amador,2021-01-26,239
2856,Butte,2021-01-26,1453
2857,Calaveras,2021-01-26,47
2858,Colusa,2021-01-26,9
2859,Contra Costa,2021-01-26,7871
2860,Del Norte,2021-01-26,18
2861,El Dorado,2021-01-26,664
2862,Fresno,2021-01-26,1979
2863,Glenn,2021-01-26,29
2864,Humboldt,2021-01-26,513
2865,Imperial,2021-01-26,358
2866,Inyo,2021-01-26,133
2867,Kern,2021-01-26,2726
2868,Kings,2021-01-26,153
2869,Lake,2021-01-26,393
2870,Lassen,2021-01-26,126
2871,Los Angeles,2021-01-26,48534
2872,Madera,2021-01-26,477
2873,Maricopa,2021-01-26,1
2874,Marin,2021-01-26,1490
2875,Mariposa,2021-01-26,32
2876,Mendocino,2021-01-26,153
2877,Merced,2021-01-26,896
2878,Modoc,2021-01-26,66
2879,Mono,2021-01-26,510
2880,Monterey,2021-01-26,915
2881,Napa,2021-01-26,866
2882,Nevada,2021-01-26,393
2883,Orange,2021-01-26,11655
2884,Outside California,2021-01-26,6995
2885,Placer,2021-01-26,1822
2886,Plumas,2021-01-26,60
2887,Riverside,2021-01-26,9044
2888,Sacramento,2021-01-26,4639
2889,San Benito,2021-01-26,135
2890,San Bernardino,2021-01-26,7060
2891,San Diego,2021-01-26,13962
2892,San Francisco,2021-01-26,4606
2893,San Joaquin,2021-01-26,2077
2894,San Luis Obispo,2021-01-26,1998
2895,San Mateo,2021-01-26,4274
2896,Santa Barbara,2021-01-26,2031
2897,Santa Clara,2021-01-26,8139
2898,Santa Cruz,2021-01-26,1669
2899,Shasta,2021-01-26,708
2900,Sierra,2021-01-26,64
2901,Siskiyou,2021-01-26,150
2902,Solano,2021-01-26,1655
2903,Sonoma,2021-01-26,1983
2904,Stanislaus,2021-01-26,1698
2905,Sutter,2021-01-26,237
2906,Tehama,2021-01-26,325
2907,Trinity,2021-01-26,10
2908,Tulare,2021-01-26,1495
2909,Tuolumne,2021-01-26,81
2910,Unknown,2021-01-26,94
2911,Ventura,2021-01-26,3664
2912,Yolo,2021-01-26,807
2913,Yuba,2021-01-26,146
2914,Alameda,2021-01-25,5134
2915,Alpine,2021-01-25,16
2916,Amador,2021-01-25,54
2917,Butte,2021-01-25,648
2918,Calaveras,2021-01-25,85
2919,Colusa,2021-01-25,7
2920,Contra Costa,2021-01-25,6561
2921,Del Norte,2021-01-25,97
2922,El Dorado,2021-01-25,584
2923,Fresno,2021-01-25,2313
2924,Glenn,2021-01-25,27
2925,Humboldt,2021-01-25,296
2926,Imperial,2021-01-25,217
2927,Inyo,2021-01-25,49
2928,Kern,2021-01-25,2369
2929,Kings,2021-01-25,123
2930,Lake,2021-01-25,208
2931,Lassen,2021-01-25,12
2932,Los Angeles,2021-01-25,38074
2933,Madera,2021-01-25,248
2934,Marin,2021-01-25,1108
2935,Mariposa,2021-01-25,4
2936,Mendocino,2021-01-25,186
2937,Merced,2021-01-25,727
2938,Modoc,2021-01-25,12
2939,Mono,2021-01-25,204
2940,Monterey,2021-01-25,778
2941,Napa,2021-01-25,1512
2942,Nevada,2021-01-25,262
2943,Orange,2021-01-25,10268
2944,Outside California,2021-01-25,5127
2945,Placer,2021-01-25,1627
2946,Plumas,2021-01-25,9
2947,Riverside,2021-01-25,7818
2948,Sacramento,2021-01-25,4284
2949,San Benito,2021-01-25,67
2950,San Bernardino,2021-01-25,6808
2951,San Diego,2021-01-25,11705
2952,San Francisco,2021-01-25,4534
2953,San Joaquin,2021-01-25,1902
2954,San Luis Obispo,2021-01-25,2070
2955,San Mateo,2021-01-25,4364
2956,Santa Barbara,2021-01-25,1232
2957,Santa Clara,2021-01-25,8252
2958,Santa Cruz,2021-01-25,1056
2959,Shasta,2021-01-25,752
2960,Siskiyou,2021-01-25,183
2961,Solano,2021-01-25,1565
2962,Sonoma,2021-01-25,2143
2963,Stanislaus,2021-01-25,3093
2964,Sutter,2021-01-25,301
2965,Tehama,2021-01-25,30
2966,Trinity,2021-01-25,14
2967,Tulare,2021-01-25,1276
2968,Tuolumne,2021-01-25,48
2969,Unknown,2021-01-25,23
2970,Ventura,2021-01-25,3107
2971,Yolo,2021-01-25,718
2972,Yuba,2021-01-25,81
2973,Alameda,2021-01-24,2080
2974,Amador,2021-01-24,26
2975,Butte,2021-01-24,7
2976,Calaveras,2021-01-24,15
2977,Contra Costa,2021-01-24,1559
2978,Del Norte,2021-01-24,1
2979,El Dorado,2021-01-24,125
2980,Fresno,2021-01-24,547
2981,Glenn,2021-01-24,1
2982,Humboldt,2021-01-24,221
2983,Imperial,2021-01-24,11
2984,Kern,2021-01-24,161
2985,Kings,2021-01-24,2
2986,Lake,2021-01-24,4
2987,Lassen,2021-01-24,1
2988,Los Angeles,2021-01-24,15627
2989,Madera,2021-01-24,101
2990,Marin,2021-01-24,605
2991,Mendocino,2021-01-24,4
2992,Merced,2021-01-24,33
2993,Monterey,2021-01-24,58
2994,Napa,2021-01-24,275
2995,Nevada,2021-01-24,104
2996,Orange,2021-01-24,9819
2997,Outside California,2021-01-24,1110
2998,Placer,2021-01-24,502
2999,Plumas,2021-01-24,1
3000,Riverside,2021-01-24,3067
3001,Sacramento,2021-01-24,1498
3002,San Benito,2021-01-24,11
3003,San Bernardino,2021-01-24,1187
3004,San Diego,2021-01-24,11222
3005,San Francisco,2021-01-24,2419
3006,San Joaquin,2021-01-24,328
3007,San Luis Obispo,2021-01-24,242
3008,San Mateo,2021-01-24,1558
3009,Santa Barbara,2021-01-24,846
3010,Santa Clara,2021-01-24,2842
3011,Santa Cruz,2021-01-24,113
3012,Shasta,2021-01-24,25
3013,Solano,2021-01-24,371
3014,Sonoma,2021-01-24,756
3015,Stanislaus,2021-01-24,287
3016,Sutter,2021-01-24,16
3017,Tulare,2021-01-24,29
3018,Tuolumne,2021-01-24,523
3019,Unknown,2021-01-24,6
3020,Ventura,2021-01-24,446
3021,Yolo,2021-01-24,201
3022,Yuba,2021-01-24,9
3023,Alameda,2021-01-23,3260
3024,Alpine,2021-01-23,1
3025,Amador,2021-01-23,51
3026,Butte,2021-01-23,123
3027,Calaveras,2021-01-23,23
3028,Colusa,2021-01-23,35
3029,Contra Costa,2021-01-23,2004
3030,Del Norte,2021-01-23,1
3031,El Dorado,2021-01-23,731
3032,Fresno,2021-01-23,3017
3033,Glenn,2021-01-23,13
3034,Humboldt,2021-01-23,583
3035,Imperial,2021-01-23,1048
3036,Inyo,2021-01-23,53
3037,Kern,2021-01-23,1241
3038,Kings,2021-01-23,26
3039,Lake,2021-01-23,121
3040,Lassen,2021-01-23,1
3041,Los Angeles,2021-01-23,33701
3042,Madera,2021-01-23,102
3043,Marin,2021-01-23,1846
3044,Mariposa,2021-01-23,113
3045,Mendocino,2021-01-23,155
3046,Merced,2021-01-23,307
3047,Mono,2021-01-23,598
3048,Monterey,2021-01-23,237
3049,Napa,2021-01-23,394
3050,Nevada,2021-01-23,171
3051,Orange,2021-01-23,13093
3052,Outside California,2021-01-23,2453
3053,Placer,2021-01-23,1185
3054,Plumas,2021-01-23,92
3055,Riverside,2021-01-23,5948
3056,Sacramento,2021-01-23,3708
3057,San Benito,2021-01-23,32
3058,San Bernardino,2021-01-23,3096
3059,San Diego,2021-01-23,14202
3060,San Francisco,2021-01-23,3068
3061,San Joaquin,2021-01-23,890
3062,San Luis Obispo,2021-01-23,309
3063,San Mateo,2021-01-23,2877
3064,Santa Barbara,2021-01-23,1732
3065,Santa Clara,2021-01-23,3771
3066,Santa Cruz,2021-01-23,401
3067,Shasta,2021-01-23,69
3068,Sierra,2021-01-23,2
3069,Siskiyou,2021-01-23,6
3070,Solano,2021-01-23,727
3071,Sonoma,2021-01-23,755
3072,Stanislaus,2021-01-23,341
3073,Sutter,2021-01-23,396
3074,Tehama,2021-01-23,264
3075,Trinity,2021-01-23,3
3076,Tulare,2021-01-23,439
3077,Tuolumne,2021-01-23,664
3078,Unknown,2021-01-23,13
3079,Ventura,2021-01-23,1181
3080,Yolo,2021-01-23,610
3081,Yuba,2021-01-23,201
3082,Alameda,2021-01-22,6896
3083,Alpine,2021-01-22,31
3084,Amador,2021-01-22,133
3085,Butte,2021-01-22,986
3086,Calaveras,2021-01-22,399
3087,Colusa,2021-01-22,39
3088,Contra Costa,2021-01-22,6319
3089,Del Norte,2021-01-22,19
3090,El Dorado,2021-01-22,1088
3091,Fresno,2021-01-22,3287
3092,Glenn,2021-01-22,337
3093,Humboldt,2021-01-22,676
3094,Imperial,2021-01-22,467
3095,Inyo,2021-01-22,62
3096,Kern,2021-01-22,2687
3097,Kings,2021-01-22,122
3098,Lake,2021-01-22,308
3099,Lassen,2021-01-22,32
3100,Los Angeles,2021-01-22,47378
3101,Madera,2021-01-22,253
3102,Marin,2021-01-22,1680
3103,Mariposa,2021-01-22,49
3104,Mendocino,2021-01-22,147
3105,Merced,2021-01-22,1298
3106,Modoc,2021-01-22,2
3107,Mono,2021-01-22,4
3108,Monterey,2021-01-22,1011
3109,Napa,2021-01-22,1495
3110,Nevada,2021-01-22,339
3111,Orange,2021-01-22,13475
3112,Outside California,2021-01-22,4944
3113,Placer,2021-01-22,2264
3114,Plumas,2021-01-22,3
3115,Riverside,2021-01-22,8592
3116,Sacramento,2021-01-22,4920
3117,San Benito,2021-01-22,229
3118,San Bernardino,2021-01-22,6475
3119,San Diego,2021-01-22,17465
3120,San Francisco,2021-01-22,3133
3121,San Joaquin,2021-01-22,1861
3122,San Luis Obispo,2021-01-22,1514
3123,San Mateo,2021-01-22,2831
3124,Santa Barbara,2021-01-22,2991
3125,Santa Clara,2021-01-22,8634
3126,Santa Cruz,2021-01-22,1795
3127,Shasta,2021-01-22,445
3128,Sierra,2021-01-22,1
3129,Siskiyou,2021-01-22,1331
3130,Solano,2021-01-22,1609
3131,Sonoma,2021-01-22,2695
3132,Stanislaus,2021-01-22,1056
3133,Sutter,2021-01-22,265
3134,Tehama,2021-01-22,215
3135,Trinity,2021-01-22,4
3136,Tulare,2021-01-22,1048
3137,Tuolumne,2021-01-22,165
3138,Unknown,2021-01-22,47
3139,Ventura,2021-01-22,3586
3140,Yolo,2021-01-22,742
3141,Yuba,2021-01-22,102
3142,Alameda,2021-01-21,7606
3143,Alpine,2021-01-21,1
3144,Amador,2021-01-21,251
3145,Butte,2021-01-21,1472
3146,Calaveras,2021-01-21,458
3147,Colusa,2021-01-21,57
3148,Contra Costa,2021-01-21,6911
3149,Del Norte,2021-01-21,43
3150,El Dorado,2021-01-21,1135
3151,Fresno,2021-01-21,4313
3152,Glenn,2021-01-21,123
3153,Humboldt,2021-01-21,957
3154,Imperial,2021-01-21,416
3155,Inyo,2021-01-21,120
3156,Kern,2021-01-21,2144
3157,Kings,2021-01-21,185
3158,Lake,2021-01-21,303
3159,Lassen,2021-01-21,145
3160,Los Angeles,2021-01-21,48148
3161,Madera,2021-01-21,229
3162,Marin,2021-01-21,1677
3163,Mariposa,2021-01-21,56
3164,Mendocino,2021-01-21,524
3165,Merced,2021-01-21,1007
3166,Modoc,2021-01-21,158
3167,Mono,2021-01-21,3
3168,Monterey,2021-01-21,834
3169,Napa,2021-01-21,1329
3170,Nevada,2021-01-21,334
3171,Orange,2021-01-21,10739
3172,Outside California,2021-01-21,4365
3173,Placer,2021-01-21,2517
3174,Plumas,2021-01-21,112
3175,Riverside,2021-01-21,8115
3176,Sacramento,2021-01-21,5101
3177,San Benito,2021-01-21,123
3178,San Bernardino,2021-01-21,5973
3179,San Diego,2021-01-21,17333
3180,San Francisco,2021-01-21,3257
3181,San Joaquin,2021-01-21,1868
3182,San Luis Obispo,2021-01-21,1567
3183,San Mateo,2021-01-21,2786
3184,Santa Barbara,2021-01-21,3077
3185,Santa Clara,2021-01-21,8420
3186,Santa Cruz,2021-01-21,1695
