county,date,total_doses
Tehama,2020-12-21,33
Trinity,2020-12-21,37
Tulare,2020-12-21,423
Tuolumne,2020-12-21,112
Ventura,2020-12-21,1465
Yolo,2020-12-21,252
Yuba,2020-12-21,40
Alameda,2020-12-20,1169
Amador,2020-12-20,4
Butte,2020-12-20,10
Calaveras,2020-12-20,2
Contra Costa,2020-12-20,577
El Dorado,2020-12-20,83
Fresno,2020-12-20,254
Glenn,2020-12-20,1
Humboldt,2020-12-20,28
Imperial,2020-12-20,2
Inyo,2020-12-20,59
Kern,2020-12-20,59
Kings,2020-12-20,13
Lake,2020-12-20,6
Lassen,2020-12-20,2
Los Angeles,2020-12-20,4582
Madera,2020-12-20,14
Marin,2020-12-20,163
Mariposa,2020-12-20,2
Mendocino,2020-12-20,7
Merced,2020-12-20,18
Mono,2020-12-20,6
Monterey,2020-12-20,422
Napa,2020-12-20,137
Nevada,2020-12-20,12
Orange,2020-12-20,1930
Placer,2020-12-20,231
Riverside,2020-12-20,1076
Sacramento,2020-12-20,631
San Benito,2020-12-20,22
San Bernardino,2020-12-20,1170
San Diego,2020-12-20,1178
San Francisco,2020-12-20,480
San Joaquin,2020-12-20,111
San Luis Obispo,2020-12-20,215
San Mateo,2020-12-20,494
Santa Barbara,2020-12-20,234
Santa Clara,2020-12-20,1855
Santa Cruz,2020-12-20,94
Siskiyou,2020-12-20,1
Solano,2020-12-20,353
Sonoma,2020-12-20,175
Stanislaus,2020-12-20,84
Sutter,2020-12-20,42
Tulare,2020-12-20,167
Tuolumne,2020-12-20,1
Ventura,2020-12-20,430
Yolo,2020-12-20,100
Yuba,2020-12-20,20
Alameda,2020-12-19,1456
Alpine,2020-12-19,2
Amador,2020-12-19,17
Butte,2020-12-19,7
Calaveras,2020-12-19,3
Contra Costa,2020-12-19,1101
El Dorado,2020-12-19,116
Fresno,2020-12-19,158
Glenn,2020-12-19,1
Humboldt,2020-12-19,10
Inyo,2020-12-19,85
Kern,2020-12-19,100
Kings,2020-12-19,11
Lake,2020-12-19,3
Lassen,2020-12-19,5
Los Angeles,2020-12-19,7210
Madera,2020-12-19,6
Marin,2020-12-19,347
Mendocino,2020-12-19,3
Merced,2020-12-19,38
Mono,2020-12-19,5
Monterey,2020-12-19,579
Napa,2020-12-19,141
Nevada,2020-12-19,55
Orange,2020-12-19,2152
Placer,2020-12-19,248
Plumas,2020-12-19,1
Riverside,2020-12-19,1018
Sacramento,2020-12-19,615
San Benito,2020-12-19,48
San Bernardino,2020-12-19,1064
San Diego,2020-12-19,2299
San Francisco,2020-12-19,599
San Joaquin,2020-12-19,184
San Luis Obispo,2020-12-19,164
San Mateo,2020-12-19,520
Santa Barbara,2020-12-19,325
Santa Clara,2020-12-19,2100
Santa Cruz,2020-12-19,176
Shasta,2020-12-19,1
Siskiyou,2020-12-19,3
Solano,2020-12-19,511
Sonoma,2020-12-19,108
Stanislaus,2020-12-19,136
Sutter,2020-12-19,44
Tulare,2020-12-19,327
Tuolumne,2020-12-19,5
Ventura,2020-12-19,912
Yolo,2020-12-19,85
Yuba,2020-12-19,12
Alameda,2020-12-18,1779
Alpine,2020-12-18,2
Amador,2020-12-18,44
Butte,2020-12-18,50
Calaveras,2020-12-18,38
Colusa,2020-12-18,1
Contra Costa,2020-12-18,1588
El Dorado,2020-12-18,233
Fresno,2020-12-18,342
Humboldt,2020-12-18,171
Imperial,2020-12-18,11
Inyo,2020-12-18,1
Kern,2020-12-18,318
Kings,2020-12-18,11
Lake,2020-12-18,50
Lassen,2020-12-18,1
Los Angeles,2020-12-18,14462
Madera,2020-12-18,60
Marin,2020-12-18,371
Mariposa,2020-12-18,5
Mendocino,2020-12-18,86
Merced,2020-12-18,145
Mono,2020-12-18,1
Monterey,2020-12-18,481
Napa,2020-12-18,103
Nevada,2020-12-18,51
Orange,2020-12-18,4912
Placer,2020-12-18,331
Plumas,2020-12-18,4
Riverside,2020-12-18,1718
Sacramento,2020-12-18,969
San Benito,2020-12-18,33
San Bernardino,2020-12-18,3138
San Diego,2020-12-18,3666
San Francisco,2020-12-18,882
San Joaquin,2020-12-18,511
San Luis Obispo,2020-12-18,223
San Mateo,2020-12-18,760
Santa Barbara,2020-12-18,377
Santa Clara,2020-12-18,1691
Santa Cruz,2020-12-18,465
Shasta,2020-12-18,168
Sierra,2020-12-18,1
Siskiyou,2020-12-18,3
Solano,2020-12-18,449
Sonoma,2020-12-18,419
Stanislaus,2020-12-18,338
Sutter,2020-12-18,20
Tehama,2020-12-18,2
Trinity,2020-12-18,2
Tulare,2020-12-18,292
Tuolumne,2020-12-18,98
Ventura,2020-12-18,1407
Yolo,2020-12-18,207
Yuba,2020-12-18,8
Alameda,2020-12-17,440
Amador,2020-12-17,5
Butte,2020-12-17,20
Calaveras,2020-12-17,3
Contra Costa,2020-12-17,901
El Dorado,2020-12-17,31
Fresno,2020-12-17,119
Glenn,2020-12-17,1
Humboldt,2020-12-17,114
Imperial,2020-12-17,4
Kern,2020-12-17,164
Kings,2020-12-17,8
Lake,2020-12-17,3
Lassen,2020-12-17,6
Los Angeles,2020-12-17,10232
Madera,2020-12-17,12
Marin,2020-12-17,259
Mariposa,2020-12-17,2
Mendocino,2020-12-17,71
Merced,2020-12-17,6
Monterey,2020-12-17,80
Napa,2020-12-17,44
Nevada,2020-12-17,6
Orange,2020-12-17,3683
Placer,2020-12-17,139
Riverside,2020-12-17,803
Sacramento,2020-12-17,647
San Benito,2020-12-17,9
San Bernardino,2020-12-17,2337
San Diego,2020-12-17,2354
San Francisco,2020-12-17,397
San Joaquin,2020-12-17,309
San Luis Obispo,2020-12-17,196
San Mateo,2020-12-17,177
Santa Barbara,2020-12-17,51
Santa Clara,2020-12-17,450
Santa Cruz,2020-12-17,390
Shasta,2020-12-17,418
Siskiyou,2020-12-17,4
Solano,2020-12-17,151
Sonoma,2020-12-17,102
Stanislaus,2020-12-17,73
Sutter,2020-12-17,2
Tehama,2020-12-17,12
Trinity,2020-12-17,4
Tulare,2020-12-17,109
Tuolumne,2020-12-17,16
Ventura,2020-12-17,248
Yolo,2020-12-17,101
Yuba,2020-12-17,4
Alameda,2020-12-16,201
Amador,2020-12-16,2
Butte,2020-12-16,3
Calaveras,2020-12-16,5
Contra Costa,2020-12-16,522
El Dorado,2020-12-16,40
Fresno,2020-12-16,120
Humboldt,2020-12-16,15
Imperial,2020-12-16,1
Kern,2020-12-16,18
Kings,2020-12-16,1
Lassen,2020-12-16,8
Los Angeles,2020-12-16,3356
Madera,2020-12-16,22
Marin,2020-12-16,107
Merced,2020-12-16,3
Modoc,2020-12-16,1
Monterey,2020-12-16,4
Napa,2020-12-16,12
Nevada,2020-12-16,3
Orange,2020-12-16,364
Placer,2020-12-16,52
Riverside,2020-12-16,64
Sacramento,2020-12-16,643
San Benito,2020-12-16,2
San Bernardino,2020-12-16,108
San Diego,2020-12-16,1105
San Francisco,2020-12-16,229
San Joaquin,2020-12-16,300
San Luis Obispo,2020-12-16,4
San Mateo,2020-12-16,103
Santa Barbara,2020-12-16,2
Santa Clara,2020-12-16,128
Santa Cruz,2020-12-16,57
Shasta,2020-12-16,131
Siskiyou,2020-12-16,2
Solano,2020-12-16,71
Sonoma,2020-12-16,29
Stanislaus,2020-12-16,38
Sutter,2020-12-16,4
Tehama,2020-12-16,2
Tulare,2020-12-16,3
Tuolumne,2020-12-16,43
Ventura,2020-12-16,70
Yolo,2020-12-16,78
Yuba,2020-12-16,4
Alameda,2020-12-15,35
Contra Costa,2020-12-15,18
El Dorado,2020-12-15,12
Fresno,2020-12-15,1
Humboldt,2020-12-15,2
Kern,2020-12-15,1
Los Angeles,2020-12-15,391
Marin,2020-12-15,2
Orange,2020-12-15,15
Placer,2020-12-15,29
Riverside,2020-12-15,4
Sacramento,2020-12-15,312
San Bernardino,2020-12-15,12
San Diego,2020-12-15,125
San Francisco,2020-12-15,8
San Joaquin,2020-12-15,12
San Mateo,2020-12-15,25
Santa Barbara,2020-12-15,2
Santa Clara,2020-12-15,63
Santa Cruz,2020-12-15,2
Solano,2020-12-15,4
Sonoma,2020-12-15,4
Stanislaus,2020-12-15,2
Sutter,2020-12-15,1
Tehama,2020-12-15,1
Ventura,2020-12-15,5
Yolo,2020-12-15,39
